A.pt content.tsv
Level	Esperanto	pt	en-us	Grupo	Alternativoj	Pronoco
level	kiel rapide	com que rapidez	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	os dias passam	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	como os dias passam rápido!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	amanhã será ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	aniversário do seu pai	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	vários membros da família	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	vários membros da família virão	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	e amigos	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	você poderia, por favor ~?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	você poderia ajudar um pouco?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	um pouco	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	encontre um pouco de tempo	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	para arrumar seu quarto	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	pelo menos para arrumar seu quarto	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	eu gostaria ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Eu gostaria de cozinhar algo	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	algo bom	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	cozinhe algo bom	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	para o bolo de aniversário	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	está faltando leite	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	em casa	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	é necessário adquirir ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	alguma comida	some food	grupo	alternativoj	prononco
level	el vendejo	de uma loja	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	para conseguir comida em um esconderijo	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	vou fazer compras	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	para o aniversário	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	em vez de sentar e comer	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	pessoas interessantes	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	com familiares desinteressantes	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Eu gostaria de fazer um piquenique	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	com sócios do clube	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	com quais sócios do clube?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	disse o pai	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	algum tipo de papel, algum tipo de papel	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	em uma pasta	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	em uma caixa de papel	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	jogou papéis em uma lata de papel	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	jogou alguns papéis em uma lata de papel	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	amanhã cedo	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	membros do meu clube esportivo	members of my sports club	grupo	alternativoj	prononco
level	kara mia	meu querido	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	Isso está certo?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	você deve estar ausente	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	você não ~?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	seus companheiros de clube	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	se vêem com seus colegas do clube	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	três vezes por semana	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	posso ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	tem o direito de propor algo	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Vou comer com os familiares	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	mas na segunda parte	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Eu irei com meus amigos	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	vou falar sobre ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	uma unidade com falha	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	com certeza falarei sobre a unidade com falha	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	depois do bolo	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Eu não quero mais isso	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	quer ouvir isso	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	por que não temos ~ ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	um tio rico em ideias	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	tem alguma ideia tio rico	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	na minha família	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	a mãe sorriu	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	em suas palavras	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	ela sabe disso ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	fala um pouco demais	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	não é suficiente apenas ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	riqueza de ideias	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ também é necessário	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	uma carteira cheia para fazer acontecer	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	a mãe continuou ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	depois de um pouco de silêncio	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	há alguns minutos atrás	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana ligou que ela ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	ela também irá nos visitar	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	um bolo doce	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	ela realmente gosta de bolo doce	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	tem cuidado para não engordar	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	embora ela preste atenção	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	imediatamente mudou de idéia	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	durante a excursão	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	sem ela	without her	grupo	alternativoj	prononco
level	li estus tre soleca	ele ficaria muito solitário	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	eu vou passar embora	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Vou passar amanhã em casa	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	na juventude	in youth	grupo	alternativoj	prononco
level	oni havas	um tem	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	também tem beleza	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	trabalhos complicados	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	trabalhos complicados (objetivo)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	deveria simplificar	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	naquela idade	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	ele já se tornou ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	chefe do clube desportivo	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	um coloca dinheiro	one puts money	grupo	alternativoj	prononco
level	en monujon	em uma carteira	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	coloca em uma bolsa	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	siga os exemplos	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	dos bons familiares	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	a amizade te deixa mais feliz?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	faz-te feliz	makes you happy	grupo	alternativoj	prononco
level	ol la amo	do que o amor	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	com que frequência você ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	você escreve cartas para ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	escreve cartas para suas amigas	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	suas amigas na Itália	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	a relação entre você e seu professor	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	o relacionamento mudou?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	você já conhece ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	muito bem	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	era noite em ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	centenas de pessoas	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	preenche o quadrado	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	jovens e soldados	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	marinheiros dos navios	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	excelente senhora	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	senhoras excepcionais	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	viajantes estrangeiros	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	todo mundo está se mudando para o centro da cidade	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	um pouco mais longe	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	não muito longe do mar	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	havia uma pequena praça	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	um pouco mais longe, mas não muito	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	no final disso	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	perto do mar	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	um homem estava por perto	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	de acordo com a roupa	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	pode-se saber facilmente ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	foi possível descobrir isso ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	gondoleiro de um homem rico	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	poderia descobrir que ele era um gondoleiro	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	ele olhou ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	olhou para a multidão alegre	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	um sorriso iluminou seu rosto	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	quando ele viu um marinheiro	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	o marinheiro que chegou	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	o lado do mar	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	chegou do lado do mar	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	é você, Estêvão?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	exclamou o gondoleiro	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	todo mundo diz isso ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	nas mãos dos turcos	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	que você caiu nas mãos dos turcos	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	nós conhecemos um	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	dos nossos navios	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	nos seguiu	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	por mais de uma hora	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	mas não é fácil ir ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	ir mais rápido que nosso navio	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	que novidades estão aqui?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	aqui em Veneza	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	nada interessante	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	apenas um grande infortúnio	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	você conhece Pietro?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	Eu o conheço	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	um grande navio submergiu sua gôndola	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	e o que tem ele?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	a gôndola afundou	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	aconteceu que ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	estávamos perto	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	nós o levamos em nossa gôndola	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	ao mesmo tempo	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	meu chefe se afogou	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	ajudar uma jovem	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	uma jovem que quase morreu	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	com seu tio	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	quase morreu com o tio	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	havia uma jovem	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	não poderíamos ajudá-lo	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	era uma pessoa importante	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	o que o trouxe a Veneza?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	meu amigo	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	o marinheiro olhou para cima	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	rapidamente olhou para seu amigo	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	e comecei a dizer	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	então você sabe ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Eu trouxe ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	o gondoleiro o deteve de repente	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	ele disse	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	então um homem passou	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	um homem passou por ele	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	ele ainda não tinha trinta	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	e seu rosto estava incolor	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	sua partida foi certa e fácil	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	seu rosto estava triste	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	quando ele viu o homem, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	diz-se que ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	muitas pessoas importantes dão ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	trabalho secreto	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	empregos secretos	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	dá empregos secretos para ele	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	muitos segredos	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	ele conhece muitos segredos	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	por isso eles têm medo	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	mandá-lo para a prisão	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	disse o marinheiro	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	e enquanto ele falava	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	ele apontou para a mansão	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	a mansão dos Doges	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	muitas pessoas importantes precisam da ajuda dele	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	quanto eles pagam?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	paga ele	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	paga por uma morte	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	certamente não menos que ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	do que cem moedas	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	não se esqueça disso ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	que ele trabalha para eles	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	para quem tem dinheiro suficiente	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	pagar-lhe	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	em Veneza há ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	aquelas coisas	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	esquecer essas coisas	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	coisas que são melhores esquecidas	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	se você quiser comer em paz	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	comer seu pão em paz	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	houve algum silêncio	there was some silence	grupo	alternativoj	prononco
level	kaj poste	e depois	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	o gondoleiro falou novamente	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	você chegou bem na hora	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	ver uma corrida de barco	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	alguém disse fracamente	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	perto do gondoleiro	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	o prefeito da cidade	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	sem palavras apontou para a gôndola	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	disse o gondoleiro	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	e pegou a mão do amigo	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	joga o papel	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	na caixa de papel	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	as meninas jogaram os papéis	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	onde está a minha caneta	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Eu quero responder a ele	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	o sol desapareceu	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	e agora está quase escuro	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	por favor coma	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	por favor coma o pão	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	com talheres	with cutlery	grupo	alternativoj	prononco
level	pardonu min	com licença	excuse me	grupo	alternativoj	prononco
level	rajtas resti	é permitido ficar	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Eu não tenho o direito de ficar	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	você pode trazer ~?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	da minha irmã	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	quando você comprou ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	comprei aquele instrumento musical	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	quem usou por último?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	usei minha chave	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	você dirigiu?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	em Veneza	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	também de gôndola	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	você conseguirá adormecer?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	então, quando houve silêncio	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	o cavalheiro era alto	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	Gordo alto	tall, fat	grupo	alternativoj	prononco
level	dika, peza	grosso, pesado	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	pesado e grande	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	era alto, grosso, pesado e grande	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	deu força	gave strength	grupo	alternativoj	prononco
level	havinda forto	uma força que vale a pena ter	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	força física que vale a pena ter	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	que deu	that gave	grupo	alternativoj	prononco
level	donis al li	deu a ele	gave him	grupo	alternativoj	prononco
level	tio donis forton	que deu força	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	deu força ao corpo que vale a pena ter	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	a aparência dele	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	aparência de uma pessoa alta	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	um pequeno papel	a small role	grupo	alternativoj	prononco
level	ludis rolon	desempenhou um papel	played a role	grupo	alternativoj	prononco
level	ne eta rolo	não é um papel pequeno	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	desempenhou um pequeno papel	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	desempenhou um papel não pequeno	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	no fato de que ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	a maioria das pessoas	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	se não tiver medo	if not afraid	grupo	alternativoj	prononco
level	lin timis	tinha medo dele	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	se ele tivesse medo	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	se não tiver medo dele	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	certamente respeitado	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	pelo menos pensei em ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	antes ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	para satisfazê-lo	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	desagradá-lo	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	antes de ficar insatisfeito ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	antes de decidir ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	decidir desagradar ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	decidir satisfazê-lo	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	antes de decidir desagradá-lo	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	isso, o que é útil	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	muitas vezes útil durante o dia	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	um incômodo desagradável	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	sozinhos	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	apresenta um incômodo desagradável	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	apresenta-se como um incômodo desagradável	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	em um lugar cheio de árvores	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	então, quando alguém se extraviou	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	em um deserto desumano	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	e sai da estrada no caos	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	um corpo alto e grande	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	não conseguiu passar ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	entre os arbustos	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	além de tocar as coisas naturais	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	geralmente molhado	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	no meio da natureza molhada	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	coisas naturais molhadas, no meio das quais ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	ele caminhou com dificuldade	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	foi uma experiência	it was an experience	grupo	alternativoj	prononco
level	ne malofte	não é incomum	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	doloroso e sempre desagradável	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	quanto mais ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	avançou na vida	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	na floresta do castelo	in the castle forest	grupo	alternativoj	prononco
