C.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	ekstrakto	väljavõte	an extract	grupo	alternativoj	prononco
level	antipatio	antipaatia, vastumeelsus	antipathy, dislike	grupo	alternativoj	prononco
level	liriko	laulusõnad, lüüriline luuletus	lyrics, lyrical poem	grupo	alternativoj	prononco
level	geometrio	geomeetria	geometry	grupo	alternativoj	prononco
level	ekskluziva	eksklusiivne	exclusive	grupo	alternativoj	prononco
level	opio	oopium	opium	grupo	alternativoj	prononco
level	sensacio	sensatsioon, segadus	a sensation, a commotion	grupo	alternativoj	prononco
level	kliŝi	öelda klišeena, öelda stereotüüpne	to say in cliche, to say stereotypical	grupo	alternativoj	prononco
level	inversa	vastupidine, vastupidine	inverse, reverse	grupo	alternativoj	prononco
level	patoso	paatos	pathos	grupo	alternativoj	prononco
level	astronomio	astronoomia	astronomy	grupo	alternativoj	prononco
level	negro	mustanahaline inimene	a black person	grupo	alternativoj	prononco
level	galero	kambüüsi	a galley	grupo	alternativoj	prononco
level	revolvero	revolver	a revolver	grupo	alternativoj	prononco
level	aristokrato	aristokraat	an aristocrat	grupo	alternativoj	prononco
level	junko	tormakas (rohutaim)	a rush (grassy plant)	grupo	alternativoj	prononco
level	projekcio	projektsioon	a projection	grupo	alternativoj	prononco
level	dekreto	dekreeti	a decree	grupo	alternativoj	prononco
level	garnizono	garnison	a garrison	grupo	alternativoj	prononco
level	aborti	aborti tegema, raseduse katkemist	to abort, to miscarry	grupo	alternativoj	prononco
level	nimfo	nümf	a nymph	grupo	alternativoj	prononco
level	parodio	paroodia, burlesk	a parody, a burlesque	grupo	alternativoj	prononco
level	strategio	strateegia	a strategy	grupo	alternativoj	prononco
level	aldo	alt (hääl)	an alto (voice)	grupo	alternativoj	prononco
level	monopolo	monopol	a monopoly	grupo	alternativoj	prononco
level	vaki	vaba olla	to be vacant	grupo	alternativoj	prononco
level	ci	sina, sina	thou, you	grupo	alternativoj	prononco
level	uragano	orkaan, tornaado	a hurricane, a tornado	grupo	alternativoj	prononco
level	mozaiko	mosaiik	a mosaic	grupo	alternativoj	prononco
level	estetiko	esteetika	aesthetics	grupo	alternativoj	prononco
level	marĝeno	marginaal	a margin	grupo	alternativoj	prononco
level	fiziologio	füsioloogia	physiology	grupo	alternativoj	prononco
level	atleto	sportlane	an athlete	grupo	alternativoj	prononco
level	gazo	marli	a gauze	grupo	alternativoj	prononco
level	rigora	range	rigorous	grupo	alternativoj	prononco
level	anatomio	anatoomia	anatomy	grupo	alternativoj	prononco
level	estrado	platvorm, lava	a platform, a stage	grupo	alternativoj	prononco
level	miniaturo	miniatuur	a miniature	grupo	alternativoj	prononco
level	cigano	mustlane	a gypsy	grupo	alternativoj	prononco
level	eksceso	liialdus, tohutu	an excess, an enormity	grupo	alternativoj	prononco
level	karikaturo	karikatuur, koomiks	a caricature, a cartoon	grupo	alternativoj	prononco
level	katedro	õppejõu laud, ülikooli ametikoht	a lecturer's desk, a university post	grupo	alternativoj	prononco
level	banala	banaalne, tavaline	banal, commonplace	grupo	alternativoj	prononco
level	taktiko	taktika, taktika	a tactic, tactics	grupo	alternativoj	prononco
level	konfederacio	konföderatsioon	a confederation	grupo	alternativoj	prononco
level	kokso	puus, haunch	a hip, haunch	grupo	alternativoj	prononco
level	alegorio	allegooria	an allegory	grupo	alternativoj	prononco
level	lavendo	lavendel	a lavender	grupo	alternativoj	prononco
level	zigzago	siksak	a zigzag	grupo	alternativoj	prononco
level	arkivo	arhiiv (=arĥivo)	an archive (=arĥivo)	grupo	alternativoj	prononco
level	sultano	Sultan	Sultan	grupo	alternativoj	prononco
level	femuro	reie, sääreosa	a thigh, upper leg	grupo	alternativoj	prononco
level	bivako	laager, bivaak	a camp, a bivouac	grupo	alternativoj	prononco
level	blazono	blason, amoriaalsed laagrid	a blazon, amorial bearings	grupo	alternativoj	prononco
level	panoramo	panoraam	a panorama	grupo	alternativoj	prononco
level	ario	aaria, õhk	an aria, an air	grupo	alternativoj	prononco
level	protokolo	protokoll	a protocol	grupo	alternativoj	prononco
level	pudingo	puding, puding	pudding, a pudding	grupo	alternativoj	prononco
level	simetrio	sümmeetria	a symmetry	grupo	alternativoj	prononco
level	filologo	filoloog	a philologist	grupo	alternativoj	prononco
level	psalmo	psalm	psalm	grupo	alternativoj	prononco
level	talero	taaler (Saksa hõbemünt)	a thaler (German silver coin)	grupo	alternativoj	prononco
level	minareto	minarett	a minaret	grupo	alternativoj	prononco
level	farmacio	farmaatsia, farmaatsia (teadus)	pharmaceutics, pharmacy (science)	grupo	alternativoj	prononco
level	sodo	sooda	a soda	grupo	alternativoj	prononco
level	akacio	akaatsia	an acacia	grupo	alternativoj	prononco
level	majoro	major, komandör	a major, a commander	grupo	alternativoj	prononco
level	kavalerio	ratsavägi	a cavalry	grupo	alternativoj	prononco
level	metamorfozo	metamorfoos, transformatsioon	metamorphosis, transformation	grupo	alternativoj	prononco
level	marini	marineerida	to marinate	grupo	alternativoj	prononco
level	pantomimo	pantomiim	a pantomime	grupo	alternativoj	prononco
level	spiralo	spiraal	a spiral	grupo	alternativoj	prononco
level	emblemo	embleem, logo	an emblem, a logo	grupo	alternativoj	prononco
level	derivi	tuletada	to derive	grupo	alternativoj	prononco
level	konkurenco	konkurss, kommertsvõistlus	a competition, a commercial competition	grupo	alternativoj	prononco
level	tributo	austusavaldus	a tribute	grupo	alternativoj	prononco
level	klaki	klõpsama, lobisema, pragunema	to click, to chatter, to crack	grupo	alternativoj	prononco
level	frakcio	fraktsioon	a faction	grupo	alternativoj	prononco
level	teologio	teoloogia	theology	grupo	alternativoj	prononco
level	sektoro	sektor, ringi sektor	a sector, a sector of circle	grupo	alternativoj	prononco
level	sintezo	süntees	a synthesis	grupo	alternativoj	prononco
level	farso	farss, slapstick	a farce, a slapstick	grupo	alternativoj	prononco
level	guldeno	kulden, gulden	a guilder, a gulden	grupo	alternativoj	prononco
level	providenco	ettehooldus	a providence	grupo	alternativoj	prononco
level	skrupulo	umbusklikkus, kohusetundlikkus, rahutus	a scruple, a conscientiousness, a qualm	grupo	alternativoj	prononco
level	infanterio	jalavägi	an infantry	grupo	alternativoj	prononco
level	spasmo	spasm	a spasm	grupo	alternativoj	prononco
level	rikani	irvitama, pilkavalt naerma	to sneer, to laugh derisively	grupo	alternativoj	prononco
level	sondi	kõlama, uurima, aru saama	to sound, to probe, to fathom	grupo	alternativoj	prononco
level	disciplino	distsipliin	a discipline	grupo	alternativoj	prononco
level	sarkasmo	sarkasm	a sarcasm	grupo	alternativoj	prononco
level	Londono	London	London	grupo	alternativoj	prononco
level	arkitekturo	arhitektuur (=arĥitekturo)	an architecture (=arĥitekturo)	grupo	alternativoj	prononco
level	antologio	antoloogia	anthology	grupo	alternativoj	prononco
level	kanibalo	kannibal	a cannibal	grupo	alternativoj	prononco
level	Varsovio	Varssavi	Warsaw	grupo	alternativoj	prononco
level	geologio	geoloogia	geology	grupo	alternativoj	prononco
level	leontodo	võilill	a dandelion	grupo	alternativoj	prononco
level	disĉiplo	jünger, järgija	a disciple, a follower	grupo	alternativoj	prononco
level	kuirita rizo	keedetud riis	a cooked rice	grupo	alternativoj	prononco
level	ĝino	džinn (alkohoolne jook)	a gin (alcoholic beverage)	grupo	alternativoj	prononco
level	departemento	osakond	a department	grupo	alternativoj	prononco
level	remburita urso	topis karu	a stuffed bear	grupo	alternativoj	prononco
level	baseno	kraanikauss, bassein	a basin, a pool	grupo	alternativoj	prononco
level	poluri	poleerima, läikima, poleerima (nahka) (=ciri)	to polish, to shine, to polish (leather) (=ciri)	grupo	alternativoj	prononco
level	miaŭi	mjäutama, möirdama	to meow, to mew	grupo	alternativoj	prononco
level	admiralo	admiral, Sea Lord	an admiral, Sea Lord	grupo	alternativoj	prononco
level	farbito	hommikuhiilgus (lill)	a morning glory (flower)	grupo	alternativoj	prononco
level	jodo	jood	iodine	grupo	alternativoj	prononco
level	kronologio	kronoloogia	a chronology	grupo	alternativoj	prononco
level	cinika	küüniline	cynical	grupo	alternativoj	prononco
level	filologio	filoloogia	philology	grupo	alternativoj	prononco
level	aksiomo	aksioom, aksiomaatiline süsteem	an axiom, an axiomatic system	grupo	alternativoj	prononco
level	bardo	bard	a bard	grupo	alternativoj	prononco
level	ĵargono	žargoon, släng	a jargon, a slang	grupo	alternativoj	prononco
level	aritmetiko	aritmeetika	arithmetics	grupo	alternativoj	prononco
level	analoga	analoog, analoog	analog, analogous	grupo	alternativoj	prononco
level	aforismo	aforism, ütlus	an aphorism, a saying	grupo	alternativoj	prononco
level	kasto	kast	a caste	grupo	alternativoj	prononco
level	antilopo	antiloop	an antelope	grupo	alternativoj	prononco
level	pledi	anuma (kohtus)	to plead (in court)	grupo	alternativoj	prononco
level	narciso	nartsiss, nartsiss	a daffodil, a narcissus	grupo	alternativoj	prononco
level	adjutanto	adjutant, abimees	an adjutant, an aide-de-camp	grupo	alternativoj	prononco
level	krucifikso	krutsifiks	a crucifix	grupo	alternativoj	prononco
level	ĵerzo	särk	a jersey	grupo	alternativoj	prononco
level	hieno	hüään	a hyena	grupo	alternativoj	prononco
level	epopeo	eepos, eepiline luuletus	a epic, a epic poem	grupo	alternativoj	prononco
level	busto	büst, torso	a bust, a torso	grupo	alternativoj	prononco
level	bordero	piiri	a border	grupo	alternativoj	prononco
level	kantato	kantaat	cantata	grupo	alternativoj	prononco
level	nomado	nomaad	a nomad	grupo	alternativoj	prononco
level	sakristio	käärkamber (kirikus)	a vestry (in a church)	grupo	alternativoj	prononco
level	felietono	feuilleton, seeriafunktsioon	a feuilleton, a serial feature	grupo	alternativoj	prononco
level	prefekto	prefekt	a prefect	grupo	alternativoj	prononco
level	diafana	läbipaistev, läbipaistev, poolläbipaistev	diaphanous, transparent, translucent	grupo	alternativoj	prononco
level	lazuro	taevasinine, taevasinine	azure, sky blue	grupo	alternativoj	prononco
level	pigmeo	pügmee	a pygmy	grupo	alternativoj	prononco
level	miriado	lugematu arv	a myriad	grupo	alternativoj	prononco
level	retoro	retoorik	a rhetorician	grupo	alternativoj	prononco
level	boksi	poksima	to box	grupo	alternativoj	prononco
level	optiko	optika	optics	grupo	alternativoj	prononco
level	azilo	varjupaik, varjupaik	an asylum, a sanctuary	grupo	alternativoj	prononco
level	bastardo	pätt	a bastard	grupo	alternativoj	prononco
level	feŭdo	vaen, feodaal	a feud, a feudal	grupo	alternativoj	prononco
level	paroksismo	paroksüsm	a paroxysm	grupo	alternativoj	prononco
level	loterio	loterii, loosimine	a lottery, a raffle	grupo	alternativoj	prononco
level	gasfornelo	gaasipliit	a gas range	grupo	alternativoj	prononco
level	papiruso	papüürus	a papyrus	grupo	alternativoj	prononco
level	soneto	sonett	a sonnet	grupo	alternativoj	prononco
level	kelonio	kilpkonn	a turtle	grupo	alternativoj	prononco
level	moduli	moduleerida	to modulate	grupo	alternativoj	prononco
level	ekspresa	väljendada	express	grupo	alternativoj	prononco
level	despoto	despoot	a despot	grupo	alternativoj	prononco
level	konfiski	konfiskeerida	to confiscate	grupo	alternativoj	prononco
level	depeŝo	väljasaatmine, kiireloomuline teade	a dispatch, an urgent message	grupo	alternativoj	prononco
level	angoro	ahastus, piin, ahastus	an anguish, an agony, a distress	grupo	alternativoj	prononco
level	subrobo	slip, all rüü	a slip, a sub robe	grupo	alternativoj	prononco
level	oazo	oaas	an oasis	grupo	alternativoj	prononco
level	Rejno	Rein	Rhine	grupo	alternativoj	prononco
level	epilepsio	epilepsia	an epilepsy	grupo	alternativoj	prononco
level	dogo	buldog, mastif	a bulldog, a mastiff	grupo	alternativoj	prononco
level	sakuro	kirsiõis (jaapani)	a cherry blossom (japanese)	grupo	alternativoj	prononco
level	arkitekto	arhitekt (=arĥitekto)	an architect (=arĥitekto)	grupo	alternativoj	prononco
level	emancipi	emantsipeerima	to emancipate	grupo	alternativoj	prononco
level	nektaro	nektar	a nectar	grupo	alternativoj	prononco
level	trikoloreto	pansis, südameliha (lill)	a pansy, heartsease (flower)	grupo	alternativoj	prononco
level	buduaro	buduaar, tualettlaud	a boudoir, a dressing table	grupo	alternativoj	prononco
level	obtuza	nüri, tuim	obtuse, dull	grupo	alternativoj	prononco
level	tifo	tüüfus	typhus	grupo	alternativoj	prononco
level	letargio	letargia, tuimus	lethargy, torpidity	grupo	alternativoj	prononco
level	astmo	astma	asthma	grupo	alternativoj	prononco
level	ŝovinismo	šovinism	a chauvinism	grupo	alternativoj	prononco
level	kariero	karjäär	a career	grupo	alternativoj	prononco
level	odo	oodi	an ode	grupo	alternativoj	prononco
level	pupitro	kõnepult, koolilaud	a lectern, a school desk	grupo	alternativoj	prononco
level	deklaracio	deklaratsioon	a declaration	grupo	alternativoj	prononco
level	mistiko	müstika, müstika	a mystique, mysticism	grupo	alternativoj	prononco
level	bombardi	pommitama	to bombard	grupo	alternativoj	prononco
level	maksimo	maksiim	a maxim	grupo	alternativoj	prononco
level	lordo	isand	lord	grupo	alternativoj	prononco
level	balzamo	palsam, palsam	balsam, balm	grupo	alternativoj	prononco
level	breĉo	rikkumine, lünk	a breach, a gap	grupo	alternativoj	prononco
level	diftongo	diftongi	a diphthong	grupo	alternativoj	prononco
level	sekto	sekt	a sect	grupo	alternativoj	prononco
level	amoro	armastus, seksuaalne armastus	amour, a sexual love	grupo	alternativoj	prononco
level	dukato	dukaat (hõbe, kuld)	a ducat (silver, gold)	grupo	alternativoj	prononco
level	elizii	elide	to elide	grupo	alternativoj	prononco
level	epigrafo	epigraaf, kiri	an epigraph, an inscription	grupo	alternativoj	prononco
level	epigramo	epigramm	an epigram	grupo	alternativoj	prononco
level	amputi	amputeerida	to amputate	grupo	alternativoj	prononco
level	kursivo	kursiivne kirjutis	a cursive writing	grupo	alternativoj	prononco
level	faksimilo	faksiimile	a facsimile	grupo	alternativoj	prononco
level	fiktiva	väljamõeldud, väljamõeldud	fictious, fictional	grupo	alternativoj	prononco
level	sireno	sireen	a siren	grupo	alternativoj	prononco
level	fleksio	paindumine	inflexion	grupo	alternativoj	prononco
level	gerundio	gerund	a gerund	grupo	alternativoj	prononco
level	grafologio	grafoloogia	graphology	grupo	alternativoj	prononco
level	mahagono	mahagon	a mahogany	grupo	alternativoj	prononco
level	arkaika	arhailine (=arĥaika)	archaic (=arĥaika)	grupo	alternativoj	prononco
level	homonimo	homonüüm	a homonym	grupo	alternativoj	prononco
level	karato	karaat	a carat	grupo	alternativoj	prononco
level	agrafo	kinnitus, side, klamber, klamber	a fastener, a binding, a staple, a clamp	grupo	alternativoj	prononco
level	komparativo	võrdlev	comparative	grupo	alternativoj	prononco
level	titano	Titan	Titan	grupo	alternativoj	prononco
level	fiakro	hackney treener, hackney vanker	a hackney coach, a hackney carriage	grupo	alternativoj	prononco
level	klasifiki	klassifitseerida	to classify	grupo	alternativoj	prononco
level	broĉo	pross	a brooch	grupo	alternativoj	prononco
level	beletristiko	belletristlik kirjandus	a belletristic literature	grupo	alternativoj	prononco
level	inspekti	kontrollima	to inspect	grupo	alternativoj	prononco
level	sfinkso	sfinks	a sphinx	grupo	alternativoj	prononco
level	superlativo	ülivõrdes	superlative	grupo	alternativoj	prononco
level	hiacinto	hüatsint	a hyacinth	grupo	alternativoj	prononco
level	retoriko	retoorika, oratoorium	a rhetoric, an oratory	grupo	alternativoj	prononco
level	hieroglifo	hieroglüüf	a hieroglyph	grupo	alternativoj	prononco
level	dilemo	dilemma	a dilemma	grupo	alternativoj	prononco
level	tipografio	tüpograafia	typography	grupo	alternativoj	prononco
level	kloako	kloaak, äravool, prügikast, prügikaev	a cloaca, a drain, a cesspool, a cesspit	grupo	alternativoj	prononco
level	nikelo	nikkel	nickel	grupo	alternativoj	prononco
level	vinjeto	vinjett, tekstiillustratsioon	a vignette, a text illustration	grupo	alternativoj	prononco
level	eskorti	saatma	to escort	grupo	alternativoj	prononco
level	geranio	kurereha, kraanaarve	a geranium, a crane's bill	grupo	alternativoj	prononco
level	ŝarado	šaraad	a charade	grupo	alternativoj	prononco
level	skolo	kool (kunsti, filosoofia)	a school (of art, philosophy)	grupo	alternativoj	prononco
level	artilerio	suurtükivägi	an artillery	grupo	alternativoj	prononco
level	amnestio	amnestia	amnesty	grupo	alternativoj	prononco
level	agronomio	agronoomia	agronomy	grupo	alternativoj	prononco
level	kosmopolito	kosmopoliit	a cosmopolitan	grupo	alternativoj	prononco
level	tenoro	tenor	a tenor	grupo	alternativoj	prononco
level	rubuso	murakas, puhmas	a blackberry, a bramble	grupo	alternativoj	prononco
level	angino	stenokardia	angina	grupo	alternativoj	prononco
level	atlaso	atlast	an atlas	grupo	alternativoj	prononco
level	antropologio	antropoloogia	anthropology	grupo	alternativoj	prononco
level	furio	raev, kättemaksujumalanna	fury, goddess of vengeance	grupo	alternativoj	prononco
level	anĉovo	anšoovis	an anchovy	grupo	alternativoj	prononco
level	apopleksio	apopleksia, insult	an apoplexy, a stroke	grupo	alternativoj	prononco
level	bazilisko	basiilik	a basilisk	grupo	alternativoj	prononco
level	vinko	igihali, vinca	a periwinkle, vinca	grupo	alternativoj	prononco
level	simfonio	sümfoonia	a symphony	grupo	alternativoj	prononco
level	bukso	kast (puu), pukspuu	a box (tree), a boxwood	grupo	alternativoj	prononco
level	cikuto	vesi hemlock	water hemlock	grupo	alternativoj	prononco
level	diafragmo	diafragma	diaphragm	grupo	alternativoj	prononco
level	bibliografio	bibliograafia	bibliography	grupo	alternativoj	prononco
level	disenterio	düsenteeria	dysentery	grupo	alternativoj	prononco
level	dispepsio	düspepsia, seedehäired	dyspepsia, indigestion	grupo	alternativoj	prononco
level	klaĉi	lobisema, klatšima	to gossip, to clack	grupo	alternativoj	prononco
level	alkovo	alkoov, süvend	an alcove, a recess	grupo	alternativoj	prononco
level	dialektiko	dialektika	dialectics	grupo	alternativoj	prononco
level	dromedaro	dromedar	dromedary	grupo	alternativoj	prononco
level	groteska	groteskne, naeruväärne	grotesque, ludicrous	grupo	alternativoj	prononco
level	ekskremento	ekskrement	an excrement	grupo	alternativoj	prononco
level	epidermo	epidermis	epidermis	grupo	alternativoj	prononco
level	ekzemo	ekseem	eczema	grupo	alternativoj	prononco
level	eliksiro	eliksiir	elixir	grupo	alternativoj	prononco
level	frontono	frontoon	a pediment	grupo	alternativoj	prononco
level	monologo	monoloog	a monologue	grupo	alternativoj	prononco
level	etiologio	etioloogia	aetiology	grupo	alternativoj	prononco
level	ezofago	söögitoru	esophagus	grupo	alternativoj	prononco
level	astronomo	astronoom	an astronomer	grupo	alternativoj	prononco
level	monotona	üksluine	monotonous	grupo	alternativoj	prononco
level	ganglio	ganglion	a ganglion	grupo	alternativoj	prononco
level	gangreno	gangreen	gangrene	grupo	alternativoj	prononco
level	podagro	podagra	gout	grupo	alternativoj	prononco
level	gardenio	gardeenia	a gardenia	grupo	alternativoj	prononco
level	glicirizo	lagrits, lagrits	liquorice, licorice	grupo	alternativoj	prononco
level	mansardo	pööning	an attic	grupo	alternativoj	prononco
level	melaso	melass, kuldne siirup	molasses, golden syrup	grupo	alternativoj	prononco
level	hidrofobio	hüdrofoobia	hydrophobia	grupo	alternativoj	prononco
level	vizio	nägemus	a vision	grupo	alternativoj	prononco
level	homeopatio	homöopaatia	homeopathy	grupo	alternativoj	prononco
level	iriso	iiris	iris	grupo	alternativoj	prononco
level	vokativo	vokatiiv	a vocative	grupo	alternativoj	prononco
level	tuniko	tuunika	a tunic	grupo	alternativoj	prononco
level	katalepsio	katalepsia	catalepsy	grupo	alternativoj	prononco
level	koliko	koolikud, vaevused	colic, gripes	grupo	alternativoj	prononco
level	kolzo	rüps, taliraps	colza, winter rape	grupo	alternativoj	prononco
level	korneo	sarvkest	cornea	grupo	alternativoj	prononco
level	lariko	lehis	larch	grupo	alternativoj	prononco
level	almanako	almanahh	an almanac	grupo	alternativoj	prononco
level	aŭguro	ennustamine	augury	grupo	alternativoj	prononco
level	hidro	hüdra	hydra	grupo	alternativoj	prononco
level	apogeo	apogee	apogee	grupo	alternativoj	prononco
level	meduzo	millimallikas	jellyfish	grupo	alternativoj	prononco
level	edeno	eden	eden	grupo	alternativoj	prononco
level	lobo	lobe	lobe	grupo	alternativoj	prononco
level	molusko	mollusk	a mollusk	grupo	alternativoj	prononco
level	sufloro	suflöör	a prompter	grupo	alternativoj	prononco
level	sakramento	sakrament	sacrament	grupo	alternativoj	prononco
level	sekrecio	eritist	a secretion	grupo	alternativoj	prononco
level	mosko	muskus	a musk	grupo	alternativoj	prononco
level	sugestii	soovitama (hüpnoosi all)	to suggest (under hypnosis)	grupo	alternativoj	prononco
level	municio	laskemoon, laskemoon	ammunition, munitions	grupo	alternativoj	prononco
level	narkotiko	narkootiline aine	a narcotic	grupo	alternativoj	prononco
level	dekolti	madalaks lõikamiseks, kaela ja tugipostide paljastamiseks	to cut low, to expose neck and sholders	grupo	alternativoj	prononco
level	knari	irvitama, riivida, kriuksuma	to grince, to grate, to squeak	grupo	alternativoj	prononco
level	morfino	morfiini	a morphine	grupo	alternativoj	prononco
level	arkado	arkaad	an arcade	grupo	alternativoj	prononco
level	palisandro	roosipuu	a rosewood	grupo	alternativoj	prononco
level	impertinenta	ebaviisakas, jultunud	impertinent, impudent	grupo	alternativoj	prononco
level	paĉulo	patšuli	a patchouli	grupo	alternativoj	prononco
level	pepsino	pepsino	pepsino	grupo	alternativoj	prononco
level	poro	poor	a pore	grupo	alternativoj	prononco
level	hipoteko	hüpoteek	a mortgage	grupo	alternativoj	prononco
level	pustulo	pustul, vistrik	a pustule, a pimple	grupo	alternativoj	prononco
level	premiso	eeldus	a premise	grupo	alternativoj	prononco
level	rabarbo	rabarber	a rhubarb	grupo	alternativoj	prononco
level	hirta	harjased, põõsad, korrastamata	bristly, bushy, untidy	grupo	alternativoj	prononco
level	rabio	meeletus, marutaudi	frenzy, rabies	grupo	alternativoj	prononco
level	rezedo	mignonette, reseda	mignonette, reseda	grupo	alternativoj	prononco
level	ricino	kastoorõlitaim	a castor-oil plant	grupo	alternativoj	prononco
level	prismo	prisma	a prism	grupo	alternativoj	prononco
level	ruto	a rue	a rue	grupo	alternativoj	prononco
level	administracio	administreerimine	administration	grupo	alternativoj	prononco
level	santalo	sandlipuu	a sandalwood	grupo	alternativoj	prononco
level	sinkopo	minestus	syncope	grupo	alternativoj	prononco
level	skarlatino	sarlakid	a scarlet fever	grupo	alternativoj	prononco
level	soleo	merikeel, merikeel (kala)	a sole, solea (fish)	grupo	alternativoj	prononco
level	skismo	skisma	schism	grupo	alternativoj	prononco
level	egido	egis, kaitse	aegis, protection	grupo	alternativoj	prononco
level	strigli	karri-kammima, peibutama, maha hõõruma	to curry-comb, to groom, to rub down	grupo	alternativoj	prononco
level	genealogio	genealoogia	genealogy	grupo	alternativoj	prononco
level	taksuso	jugapuu	a yew tree	grupo	alternativoj	prononco
level	alabastro	alabaster	an alabaster	grupo	alternativoj	prononco
level	korifeo	korüfee, juht	a coryphaeus, a leader	grupo	alternativoj	prononco
level	narkoti	uimastada	to narcotize	grupo	alternativoj	prononco
level	tenio	lindi uss	a tape worm	grupo	alternativoj	prononco
level	termito	termiit	a thermite	grupo	alternativoj	prononco
level	liturgio	liturgia	liturgy	grupo	alternativoj	prononco
level	kuliso	libisemine, tiib, korter	a slip, wing, flat	grupo	alternativoj	prononco
level	vanelo	tiib, pewit	a lapwing, a pewit	grupo	alternativoj	prononco
level	verbeno	verbena, verbena	vervain, verbena	grupo	alternativoj	prononco
level	visko	puuvõõrik	a mistletoe	grupo	alternativoj	prononco
level	portiko	veranda	a porch	grupo	alternativoj	prononco
level	ŝankro	šankre, vähk, vernereal haavand	chancre, canker, vernereal ulcer	grupo	alternativoj	prononco
level	laŭreato	laureaat	a laureate	grupo	alternativoj	prononco
level	ambrozio	ambroosia	an ambrosia	grupo	alternativoj	prononco
level	proceduro	protseduur	a procedure	grupo	alternativoj	prononco
level	makarono	makroon	a macaroon	grupo	alternativoj	prononco
level	makaronio	makaronid	macaroni	grupo	alternativoj	prononco
level	komploto	vandenõu, vandenõu	a conspiracy, a plot	grupo	alternativoj	prononco
level	intendanto	korrapidaja, superintendent, juhataja	a steward, a superintendent, a manager	grupo	alternativoj	prononco
level	metropolo	metropol	a metropolis	grupo	alternativoj	prononco
level	antipodo	antipood	an antipode	grupo	alternativoj	prononco
level	tanino	tanniin	tannin	grupo	alternativoj	prononco
level	legitimi	seadustada	to legitimize	grupo	alternativoj	prononco
level	tapioko	tapiokk	tapioca	grupo	alternativoj	prononco
level	silueto	siluett, piirjoon	a silhouette, an outline	grupo	alternativoj	prononco
level	hamako	võrkkiik	a hammock	grupo	alternativoj	prononco
level	akvarelo	akvarell, vesivärv	an aquarelle, a water-color	grupo	alternativoj	prononco
level	dinamiko	dünaamika	dynamics	grupo	alternativoj	prononco
level	madono	Madonna	Madonna	grupo	alternativoj	prononco
level	arpeĝo	arpedžo	arpeggio	grupo	alternativoj	prononco
level	bankiero	pankur	a banker	grupo	alternativoj	prononco
level	banderolo	ümbris	a wrapper	grupo	alternativoj	prononco
level	soldo	sou (5 sentimeetrit)	a sou (5 centime)	grupo	alternativoj	prononco
level	teologo	teoloog	a theologist	grupo	alternativoj	prononco
level	bataliono	pataljon	a battalion	grupo	alternativoj	prononco
level	baritono	bariton	a baritone	grupo	alternativoj	prononco
level	bitumo	bituumen	bitumen	grupo	alternativoj	prononco
level	bordelo	bordell	a brothel	grupo	alternativoj	prononco
level	legato	legaat	a legate	grupo	alternativoj	prononco
level	navo	pikihoone, vahekäik	a nave, an aisle	grupo	alternativoj	prononco
level	filantropio	filantroopia	philanthropy	grupo	alternativoj	prononco
level	omnibuso	omnibuss	an omnibus	grupo	alternativoj	prononco
level	kadenco	adents	a adence	grupo	alternativoj	prononco
level	kompromiso	kompromiss, majutus	a compromise, an accommodation	grupo	alternativoj	prononco
level	dragono	lohe	a dragoon	grupo	alternativoj	prononco
level	dueto	duett	a duet	grupo	alternativoj	prononco
level	metafiziko	metafüüsika	metaphysics	grupo	alternativoj	prononco
level	subjektiva	subjektiivne	subjective	grupo	alternativoj	prononco
level	elegio	eleegia	an elegy	grupo	alternativoj	prononco
level	jezuito	jesuiit	Jesuit	grupo	alternativoj	prononco
level	korneto	kornet	a cornet	grupo	alternativoj	prononco
level	festono	festoon	a festoon	grupo	alternativoj	prononco
level	fregato	fregatt, fregattlind	a frigate, a frigate bird	grupo	alternativoj	prononco
level	gilotino	giljotiin	a guillotine	grupo	alternativoj	prononco
level	tabureto	taburet	a stool	grupo	alternativoj	prononco
level	harpuno	harpuun	a harpoon	grupo	alternativoj	prononco
level	hobojo	oboe	an oboe	grupo	alternativoj	prononco
level	aŭtonoma	autonoomne	autonomous	grupo	alternativoj	prononco
level	imperialo	keiserlik sõiduki ülemine tekk	an imperial, top deck of vehicle	grupo	alternativoj	prononco
level	istmo	maakitsus	an isthmus	grupo	alternativoj	prononco
level	preludo	eelmäng	a prelude	grupo	alternativoj	prononco
level	algebro	algebra	algebra	grupo	alternativoj	prononco
level	filantropo	filantroop	a philanthropist	grupo	alternativoj	prononco
level	afusto	relvavanker	a gun carriage	grupo	alternativoj	prononco
level	karamboli	kokku põrkama, lööma (piljardis)	to collide, to strike (in a billiard)	grupo	alternativoj	prononco
level	katafalko	katafalk, lahtine surnuauto	a catafalque, an open hearse	grupo	alternativoj	prononco
level	aspergi	pritsima, pritsima, puistama	to spray, to asperse, to sprinkle	grupo	alternativoj	prononco
level	kokardo	kokarda, vibu, rosett	a cockade, a bow, a rosette	grupo	alternativoj	prononco
level	kontrabaso	bass, kontrabass	a bass, a double bass	grupo	alternativoj	prononco
level	kontralto	kontralt, alt	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	akrobaat	an acrobat	grupo	alternativoj	prononco
