B.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	kio estas la ĉefa agado nun?	hvad er hovedaktiviteten nu?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	hvad er egentlig hovedaktiviteten?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	det er stort	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	en bred vifte af felter	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	på forskellige områder har vi aktivitet	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	seminarer om menneskerettigheder	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	menneskerettigheder og interkulturelle relationer	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	cykel, campingvogn, festival	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	for eksempel seminarer, cykelvogne og festivaler	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	sprogfestivaler, opbygning af websider	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	fx cykelvogne, festivaler mm	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	et seminar om rettigheder og relationer	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	campingvogn, festival, byggeri mm	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	officielle organer som UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	repræsenteret i officielle organer	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	vi er også repræsenteret	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	er repræsenteret i forskellige organer	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	organer som European Youth Forum, UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	ungdomsafdelingen i FN	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	forskellige organer som UNESCO og ungdomssektionen i FN	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO og ungdomsafdelingen i FN	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	European Youth Forum og ungdomssektionen i FN	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	lyder interessant	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	et blad, at gennemse, en vind, at vifte, esperanto, at nyde esperanto	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	for mig er det nok at tale esperanto	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	at nyde esperanto i en uge eller to	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	en eller to uger om året	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	dog er det nok for mig	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	ja, man burde finde ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	at finde balancen	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	alle skal finde sin egen balance	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Jeg føler, det er for meget	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	lige nu føler jeg	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Jeg føler, at ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	føles som om der er for mange ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	for meget esperanto i mit liv	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	der er for meget esperanto i mit liv	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	er du medlem?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	er du medlem af en organisation?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	medlem af en anden organisation	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	ikke rigtig en organisation, men ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	men jeg spiller guitar	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	spiller guitar i et band	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	pæn! jeg kan virkelig godt lide	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	jeg kan lide at synge	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	kan rigtig godt lide at synge	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	hvilken slags musik spiller du?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	godt, det er simpel pop	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	vi har lige startet bandet	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	men til sidst vil vi spille	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	vi spillede under IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	vil spille under næste IJK	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Jeg glæder mig allerede!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	bare sig, hvis du har brug for ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	har brug for en backup-sanger	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	hvis du har brug for en backup-sanger	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	hvorfor ikke? måske vil du ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	du vil synge noget nu	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Jeg kan spille guitar	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	du vil synge, og jeg kan spille	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	at synge noget nu og at spille guitar	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	jo det vil jeg gerne	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	at bringe min guitar	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	vil bringe min guitar med det samme	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	meget godt, jeg tager en guitar med	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Jeg tager min guitar med med det samme	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	venter på din tilbagevenden	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	din forhåbentlig hurtige tilbagevenden	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Jeg forventer en hurtig tilbagevenden	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	venter på din forhåbentlig hurtige tilbagevenden	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	to dage senere	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	udenfor dansegulvet	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	dage senere uden for dansegulvet	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	hej Kabe, du ser ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	du ser meget glad ud	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	ja, jeg er ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	pænt, jeg er glad!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	kan du lide kongressen?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	kan du lide kongressen så meget?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	Ja og nej	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Jeg er sikker på, at jeg er meget tilfreds	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	er meget tilfreds med IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	men der er noget andet	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	noget andet, der gør mig glad	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	er noget, der gør ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	mere korrekt sagt	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	der er nogen, der slår ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	en der får mit hjerte til at banke	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	sig, sig, er du blevet forelsket?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	blev forelsket i en pige	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	blev du forelsket i en pige?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	er ikke sikker på, om jeg blev forelsket	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	er ikke sikker, men det føles godt	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Jeg er ikke sikker på, om jeg er forelsket endnu	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	men det føles meget godt	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	hun kyssede mig endda	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	kyssede mig på læberne	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	selv kyssede mig under La Bamba	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	utroligt sikke et kys	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	hvilket kys hun gav!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	store! nu forstår jeg	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	forstår hvorfor du stråler	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	du udstråler så meget glæde	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	faktisk skete der noget lignende	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	noget lignende skete for mig	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	men jeg tænkte, at ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	troede du ikke kunne lide ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	du kan ikke lide dans på La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	rigtigt, det skete ikke	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	skete på dansegulvet	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	det skete ikke på et dansegulv	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	men i tevasken (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	og det var ikke kys	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	ikke et kys, men alligevel noget glædeligt	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	men ikke desto mindre noget meget glædeligt	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	så fortæl!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Jeg ved ikke, hvad jeg skal sige	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	ved ikke rigtig hvad jeg skal sige	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	der skete ikke noget særligt	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	det er i hvert fald ikke sket endnu	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	men jeg følte mig på en eller anden måde ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	følte, at hun kan lide mig meget	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	følte på en eller anden måde, at hun kan lide mig meget	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	hun kan lide mig, og jeg kan lide hende	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	vi snakkede længe om ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	havde en lang snak om musik	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	og så sang sammen	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Jeg tror, hun flirtede	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	hun flirtede med mig	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	det var meget rart	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	som din ven fra Canada siger	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;Shit godt!&quot;, som en ven fra Canada siger	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	Ja virkelig! Jeg håber ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	snart at møde hende igen	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	håber at møde hende igen	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Jeg håber at møde hende snart	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	samme mig	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	ved en sø nær ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	en sø nær et kongressted	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	nær kongreshallen	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	åh, du er også ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	du er her også!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	ja, jeg vil møde ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	vil møde en ven her snart	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	til en privat samtale	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	vil møde en ven til en privat samtale	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	så jeg vil gerne spørge dig ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Jeg vil gerne bede dig om at gå	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	tja, det er ikke muligt	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	er slet ikke muligt faktisk	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	hvorfor? det er meget vigtigt for mig!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	dette møde er meget vigtigt	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	så lad mig gå	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	Vær venlig at lade mig være	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	som jeg lige sagde,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Jeg sagde, det er ikke muligt	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	en af mine venner dukker snart op	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	fordi der snart også dukker en ven op	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	en ven vil også dukke op her	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	for fanden, typisk det lige nu	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	faktisk handler det om pigen	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	pigen, som jeg fortalte om	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	hun hedder i øvrigt Jesi	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	drenge og piger! dejligt at du kunne komme	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Jeg er så glad for at se dig	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Jeg er glad for at se dig igen	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	men du ser ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	du ser chokeret og forvirret ud	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	chokeret og på en eller anden måde forvirret	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	naturligvis	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	så tror jeg ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	du har allerede fået det	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	forstår hvordan det er, ikke?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	tror du allerede har forstået	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	allerede forstået hvordan det er	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Jeg forstår ingenting!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Jeg tror, jeg ikke vil ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	ønsker ikke at forstå	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Jeg vil ikke forstå	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	men det er ikke kompliceret!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	Lad mig forklare	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	da Ina fortalte mig	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	fortalte mig om sin egen ven	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	en ven, der lærte esperanto	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	lærte esperanto meget hurtigt	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	en ven, der hedder Kabe	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Jeg har fanget det ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Jeg forstod, at I to allerede kender hinanden	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	I kender allerede hinanden	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	Ja, men. men hvad?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	havde det indtryk, at ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	vi havde begge indtryk af det	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	du flirtede med os, og	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	indtrykket af, at du flirtede med os	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	fuldstændig ret!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	derfor ville jeg tale	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Jeg ville tale med dig	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	at tale med jer begge nu	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	hør venligst til mig	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Jeg kan ofte rigtig godt lide ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	kan lide flere mennesker på én gang	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Jeg kan godt lide flere mennesker	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	det er lige meget, om det er ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	om det er en mand eller en kvinde	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	og under IJK skete ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	det skete, at jeg blev forelsket	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Jeg blev forelsket i jer begge!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	og vi begge til dig	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	tilsyneladende os til dig	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	vent et øjeblik, jeg er træt	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	så træt, at jeg næsten ikke kan ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	Jeg kan næsten ikke tænke	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	forstod jeg rigtigt at ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Ja! tage et kig	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	med et glad ansigt	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	trak et stort hjerte	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	trak et stort hjerte i sandet	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	i sandet og skrev i det	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	skrev i det &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	efter en anden tanke sagde	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	efter at have tænkt sagde &quot;dette er vores IJK&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	og de brød ud i grin!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	de brød alle ud i grin!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	efter et sekunds eftertanke, og de lo	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe sagde &quot;dette er vores IJK&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	har du sendt ansøgningsskemaet?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	indsendt en tilmeldingsblanket til en lokalforening	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	bestilles som gruppe gennem foreningen	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	indsendt via e-mail	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	modtaget en bekræftelse på tilmeldingen	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	kunne ikke finde, hvor man skal indsende en registreringsformular	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	er der et online ansøgningsskema?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	har du afgivet en papirbestilling?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	skal nogen betale i euro?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	er det muligt at betale på stedet?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	betalt, men ikke modtaget en kvittering	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	kan betale som gruppe gennem lokalsamfundet	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	er der en refusion, hvis den ikke er til stede?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	har ikke bestilt et særligt program	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	hvordan kan nogen bestille yderligere?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	hvordan kan nogen betale for en ekstra ordre?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	kan vi se en liste over tilmeldte?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	mit navn er ikke på listen over tilmeldte	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	kan du venligst tjekke listen?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	efter bestillingsfristen	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	kan nogen være med mere?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	at booke hotel sammen	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	nogen booker hotel, vil du med?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	hvis der var et ledigt værelse, vil jeg booke det	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	er det muligt at booke et hotel på stedet?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	skal vi købe en flybillet sammen?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	billet fra hvilken dato	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	skal vi følge dig til lufthavnen?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	er der en guide i lufthavnen?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	er nogen nødt til at gå til stævnestedet alene?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	billetkontoret på stævnestedet	box office of the convention place	grupo	alternativoj	prononco
