B.mn content.tsv
Level	Esperanto	mn	en-us	Grupo	Alternativoj	Pronoco
level	prave. je via sano!	зөв, тиймээс таны эрүүл мэндэд!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	таны эрүүл мэндэд! Өө, гайхалтай шар айраг	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	мэдээж би өөрөө л сонгосон	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	чамд ямар нэг санаа байна уу?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	тэр хачин охиныг хаанаас олох вэ?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	тэр хачин боловч маш үзэсгэлэнтэй охиныг олохын тулд	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	хаанаас олж болох санаа ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	хаанаас олох боломжтой талаар санаа байна	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	Мэдээж цайны газар (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	ийм хүмүүс байнга сууж байдаг	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	тэнд байнга суугаад цай уудаг	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	ямар уйтгартай амьдрал вэ!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	Цайны угаалга (Owlery) бол нам гүм газар юм	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	цай ууж болох чимээгүй газар	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	цай уух, чатлах, намуухан хөгжим сонсох	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	нам гүм хөгжим сонсох гэх мэт	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	Та үүнийг коридорын төгсгөлд олох болно	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	баарны гаднах коридорын төгсгөлд	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	чи шар айраг авч явж чадахгүй	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	пивогоо тэнд ав	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	гэхдээ та тэнд шар айраг авч чадахгүй	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	Энэ бол үнэхээр шар шувууны газар юм!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	эхлээд бүжгийн талбай руу	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	магадгүй би түрүүлж явах ёстой	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	эхлээд бүжгийн талбай руу явцгаая	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	дараагийн хүн!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	чи юу хүсээд байна хонгор минь	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	үнэгүй газар байна уу?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	тийм ээ, гарцаагүй	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	энд маш сайхан	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	энд цайны газар (шар шувуу)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Надад тайван байдал хэрэгтэй байна	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	маш их стресстэй өдрийн дараа	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	стресстэй өдрийн дараа тайван байдал	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	цай угаалга дахь уур амьсгал (шар шувуу)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ нь маш сайн ялгаатай	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	бусад үйл явдлуудаас ялгаатай	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	IJK-ийн үеэр болсон бусад үйл явдлууд	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	уур амьсгал нь бусад үйл явдлуудаас ялгаатай	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	Энэ нь маш сайн ялгаатай, тийм үү?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	тийм ээ, намуухан хөгжим	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	намуухан хөгжим, нам гүм яриа	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	чимээгүй чат, сонирхолтой цай	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	хүч чадлыг сэргээхэд тохиромжтой	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	чи их ядарсан бололтой	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	чи өдөржин юу хийсэн бэ?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	эхлээд би бичлэг хийсэн	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	маргаашийн аялалын нийтлэл	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Би аялалд зориулж нийтлэл хийсэн	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	дашрамд чи явах уу?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	аялалд явах болно	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	Та ямар нэгэн аялал хийх гэж байна уу?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	тийм ээ, агуу хүрхрээ рүү	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	дараа нь үзэсгэлэнд	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	орчин үеийн урлагийн үзэсгэлэн	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	хүрхрээ рүү, дараа нь үзэсгэлэн рүү	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	сайн сонголт	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	Би ч бас тийшээ очно	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	ямар ч байсан би хэлэлцүүлгийн бүлгийг ахалсан	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	зурагт хуудас өлгөх	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	аялалын зурагт хуудас өлгөсний дараа	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	&quot;феминизм&quot; нэртэй хэлэлцүүлгийн хэсэг	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	&quot;феминизм&quot; нэртэй хэлэлцүүлэг өрнүүлсэн.	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	Феминизм өөр өөр улс оронд ижил байдаг уу?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	сонирхолтой, идэвхтэй хэлэлцүүлэг	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	маш сонирхолтой, амьд байсан	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	сүүлийн таван цагийн турш	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Би удаан хугацааны хуралдаанд оролцсон	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	Сүүлийн хэдэн цаг би хорооны хуралд суулаа	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	урт хорооны хуралд	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	үнэхээр хэтэрхий урт байсан	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	Тус хорооны хуралдаан өндөрлөлөө	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	Харин одоо тус хороо хуралдаж дууслаа	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	энэ үнэхээр удаан байсан ч одоо дууслаа	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	өө, тэгээд та хорооны гишүүн юм уу?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	TEJO-ийн удирдах зөвлөл	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Би ч гэсэн самбарт байгаа	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	тийм ээ, би ч бас ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	мөн TEJO-ийн ТУЗ-д багтдаг	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	тийм ээ, би ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Би хэзээ ч идэвхтэй байгаагүй	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	хөдөлгөөнд маш идэвхтэй оролцдог	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	хөдөлгөөнд хэзээ ч идэвхтэй оролцож байгаагүй	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	TEJO-ийн үндсэн үйл ажиллагаа	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	одоо гол үйл ажиллагаа юу вэ?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	үнэндээ гол үйл ажиллагаа нь юу вэ?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	энэ нь өргөн уудам юм	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	олон төрлийн талбарууд	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	янз бүрийн чиглэлээр бид үйл ажиллагаа явуулдаг	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	хүний эрхийн талаар семинарууд	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	хүний эрх, соёл хоорондын харилцаа	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	унадаг дугуй, караван, наадам	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	жишээ нь семинар, дугуйн цуваа, наадам	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	хэлний наадам, вэб хуудас бүтээх	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	Жишээлбэл, дугуйн цуваа, наадам гэх мэт	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	эрх, харилцааны тухай семинар	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	карван, наадам, барилга гэх мэт	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	ЮНЕСКО зэрэг албан ёсны байгууллагууд	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	албан байгууллагад төлөөлдөг	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	бид ч бас төлөөлөлтэй	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	янз бүрийн байгууллагад төлөөлдөг	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	Европын залуучуудын форум, ЮНЕСКО зэрэг байгууллагууд	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	НҮБ-ын залуучуудын хэлтэс	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	ЮНЕСКО, НҮБ-ын залуучуудын хэсэг зэрэг янз бүрийн байгууллагууд	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	ЮНЕСКО болон НҮБ-ын залуучуудын хэлтэс	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Европын залуучуудын форум, НҮБ-ын залуучуудын хэсэг	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	сонирхолтой сонсогдож байна	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	навч, үзэх, салхи, шүтэн бишрэх, эсперанто, эсперанто хэл	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	миний хувьд эсперанто хэлээр ярихад л хангалттай	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	нэг юмуу хоёр долоо хоног эсперанто хэлээр зугаацах	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	жилд нэг эсвэл хоёр долоо хоног	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	Гэсэн хэдий ч энэ нь надад хангалттай	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	тийм ээ, хүн ~ олох ёстой	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	тэнцвэрийг олох	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	хүн бүр өөрийнхөө тэнцвэрийг олох ёстой	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Би хэтэрхий их юм шиг санагдаж байна	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	яг одоо би мэдэрч байна	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Би үүнийг мэдэрч байна ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	хэтэрхий олон юм шиг санагдаж байна ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	миний амьдралд хэт их эсперанто хэл	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	Миний амьдралд хэт их эсперанто хэл байна	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	та гишүүн үү?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	та байгууллагын гишүүн үү?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	өөр байгууллагын гишүүн	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	үнэндээ байгууллага биш, харин ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	гэхдээ би гитар тоглодог	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	хамтлагт гитар тоглодог	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	сайхан! би үнэхээр дуртай	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	би дуулах дуртай	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	дуулах их дуртай	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	чи ямар хөгжим тоглодог вэ?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	За, энэ бол энгийн поп юм	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	Бид хамтлагаа дөнгөж эхлүүлсэн	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	гэхдээ эцэст нь бид тоглох болно	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	Бид IJK-ийн үеэр тоглосон	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	дараагийн IJK-ийн үеэр тоглох болно	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Би аль хэдийн тэсэн ядан хүлээж байна!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	хэрэгтэй бол хэлээрэй ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	туслах дуучин хэрэгтэй байна	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	хэрэв танд туслах дуучин хэрэгтэй бол	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	яагаад үгүй гэж? магадгүй та хүсэж байгаа байх ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	Та одоо ямар нэг зүйл дуулахыг хүсч байна	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Би гитар тоглож чадна	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	чи дуулахыг хүсч байна, би тоглож чадна	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	одоо ямар нэг юм дуулж, гитар тоглох	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	тийм ээ, би үүнийг хүсч байна	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	гитараа авчрах гэж	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	тэр даруй гитараа авчрах болно	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	За, би гитар авчирна	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Би тэр даруй гитараа авчирна	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	Таныг эргэж ирэхийг хүлээж байна	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	Таныг хурдан эргэж ирнэ гэж найдаж байна	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Би хурдан эргэж ирнэ гэж найдаж байна	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	Таныг хурдан эргэж ирэхийг хүлээж байна	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	хоёр хоногийн дараа	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	бүжгийн талбайн гадна	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	хоногийн дараа бүжгийн талбайн гадаа	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	Хөөе Каби, чи харагдаж байна ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	чи их аз жаргалтай харагдаж байна	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	тийм ээ, би ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	сайхан байна, би баяртай байна!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	их хуралд дуртай юу?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	их хурал тийм их таалагдаж байна уу?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	тийм, үгүй	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Би маш их сэтгэл хангалуун байгаа гэдэгт итгэлтэй байна	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	IJK-д маш их сэтгэл хангалуун байна	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	гэхдээ өөр зүйл байна	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	өөр зүйл бол намайг аз жаргалтай болгодог	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	~ болгодог зүйл юм	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	илүү зөв хэлсэн	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	~ зоддог хүн байдаг	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	миний зүрхийг цохилуулдаг хүн	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	гэж хэл, чи дурласан уу?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	нэг охинд дурласан	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	чи охинд дурласан уу?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	Би дурласан эсэхээ мэдэхгүй байна	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	итгэлтэй биш ч сайхан санагдаж байна	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Би дурласан эсэхээ эргэлзэж байна	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	гэхдээ маш сайхан санагдаж байна	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	тэр намайг бүр үнссэн	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	уруул дээр минь үнсэв	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	Ла Бамбын үеэр намайг үнссэн	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	ямар гайхалтай үнсэлт вэ	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	тэр ямар үнсэлт өгсөн бэ!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	агуу их! Одоо би ойлгож байна	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	яагаад цацарч байгааг чинь ойлгож байна	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	Та маш их баяр баясгалантай байдаг	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	үнэндээ үүнтэй төстэй зүйл тохиолдсон	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	үүнтэй төстэй зүйл надад тохиолдсон	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	гэхдээ би ~ гэж бодсон	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	чамайг дургүй гэж бодсон ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	чи Ла Бамба дээр бүжиглэх дургүй	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	зөв, тийм зүйл болоогүй	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	бүжгийн талбайд болсон	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	бүжгийн талбай дээр ийм зүйл болоогүй	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	гэхдээ цайны газар (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	бас үнсэлт биш байсан	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	үнсэлт биш ч бас л таатай зүйл	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	Гэсэн хэдий ч маш их баяр баясгалантай зүйл	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	тэгэхээр хэл!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Би юу гэж хэлэхээ мэдэхгүй байна	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	үнэхээр юу гэж хэлэхээ мэдэхгүй байна	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	онцгой зүйл болоогүй	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	наад зах нь ийм зүйл болоогүй байна	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	гэхдээ би ямар нэгэн байдлаар ~ гэж мэдэрсэн	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	тэр надад маш их таалагддаг гэдгийг мэдэрсэн	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	Тэр надад маш их таалагдаж байгааг ямар нэгэн байдлаар мэдэрсэн	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	тэр надад таалагдаж, би түүнд дуртай	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	Бид ~ талаар удаан ярилцсан	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	хөгжмийн талаар удаан ярилцсан	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	тэгээд хамтдаа дуулсан	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Би түүнийг сээтэгнэж байсан гэж бодож байна	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	тэр надтай сээтэгнэж байсан	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	маш сайхан байсан	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	Канадаас ирсэн найзын чинь хэлснээр	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	Канадаас ирсэн найзынхаа хэлснээр &quot;Сайхан новш!&quot;	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	тийм ээ, үнэхээр! ~ гэж найдаж байна	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	удахгүй түүнтэй дахин уулзах болно	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	түүнтэй дахин уулзана гэж найдаж байна	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Би түүнтэй удахгүй уулзана гэж найдаж байна	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	надтай адилхан	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	~ ойролцоох нууранд	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	их хурлын газрын ойролцоох нуур	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	Конгрессийн танхимын ойролцоо	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	өө, чи ч бас ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	чи бас энд байна!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	тиймээ, би уулзах болно ~	yes, I will meet ~	grupo	alternativoj	prononco
