B.ko-kr content.tsv
Level	Esperanto	ko-kr	en-us	Grupo	Alternativoj	Pronoco
level	kia teda vivo!	참 지루한 인생이란!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	올빼미집 다방(Gufujo), 고요한 장소이다.	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	차를 마실 수 있는 조용한 장소	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	차를 마시고 잡담하고 조용한 음악을 듣다	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	조용한 음악을 듣거나 그와 비슷한 것을 하기	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	복도 끝에서 그것을 발견할 수 있을 것이다	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	주점 밖의 복도 끝에	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	당신은 당신의 맥주를 들고 갈 수 없습니다	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	거기에 당신의 맥주를 가지고 가다	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	하지만 당신은 당신의 맥주를 맥주를 거기에 들고 갈 수 없습니다	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	진정으로 올빼미들을 위한 장소이다!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	우선 댄스장으로 	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	아마 나는 우선 가봐야겠어	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	나는 우선 댄스장으로 가봐야겠어	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	다음 사람!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	당신은 무엇을 원하십니까?	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	빈자리 입니까?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	예, 틀림 없이	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	여기 분위기 좋군요	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	여기 올빼미집 다방(gufujo)에서	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	나는 약간의 평온이 필요하다	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	매우 스트레스 받는 날 후에	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	스트레스 받는 날 후의 평온함	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	올빼미집 다방(gufujo)의 분위기	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~은 매우 좋은 대조이다	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	다른 행사들과의 대조	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	청년 대회(IJK) 동안의 다른 행사들	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	분위기가 다른 행사들과 대조 된다	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	매우 분위기가 대조적이죠, 그렇죠?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	네, 조용한 음악	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	조용한 음악, 평온한 대화	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	평온한 대화와 어떤 흥미로운 차(茶)	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	기력을 회복하기 위해서 완벽하다	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	너는 매우 피곤해 보인다	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	하루 종일 당신은 무엇을 하였나요?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	우선 나는 안내문을 만들었어요	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	내일있을 소풍들을 위한 안내문	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	나는 소풍들을 위한 안내문을 만들었다	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	그건 그렇고, 당신 갈꺼에요?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	소풍을 갈 것이다	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	당신은 어떤 소풍을 갈 것입니까?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	예, 커다란 폭포로 가는	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	그리고 그 후에 전시회로	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	현대 예술에 대한 전시회	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	폭포로 그리고 그 후에 전시회로	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	좋은 선택	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	나도 거기 갈 것입니다	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	어쨌든 나는 토론회를 이끌었어요	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	안내문을 걸다	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	소풍 안내문들을 걸어 놓은 후에	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	"페미니즘" 이라는 제목의 토론회	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	"페미니즘" 이라는 제목의 토론을 이끌었다	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	페미니즘은 여러 나라에서 동일한가?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	흥미롭고 활발한 토론	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	매우 흥미롭고 활발하였다	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	마지막 5시간 동안	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	나는 긴 회의에 참석했다	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	마지막 시간 동안 나는 위원회 회의에 참석했다	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	긴 위원회 회의에서	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	정말로 너무 길었다	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	위원회는 회의를 마쳤다	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	그러나 이제 위원회는 회의를 마쳤다	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	매우 길었는데, 그러나 지금은 끝났다	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	아하, 그래서 당신도 위원입니까?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	청년회(TEJO) 이사회	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	나는 이사회에도 속합니다	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	예, 나는 역시 ~ 입니다	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	청년회 이사회에도 속해있다	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	예, 그리고 나는 ~ 입니다	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	나는 전혀 활동적이지 않았다	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	운동에 매우 활동적인	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	운동에서 전혀 활동적이지 않았다	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	청년회(TEJO)의 주요 활동	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	지금 주요 활동이 무엇인가?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	실제로 무엇이 주요활동이냐?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	그것은 폭이 넓다	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	매우 다양한 분야	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	다양한 분야에서 우리는 활동을 하고 있다	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	인권에 대한 세미나들	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	인권과 문화간의 관계	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	자전거, 행렬, 축제	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	예를 들어, 세미나들과, 자전거 동호회와 축제들	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	언어 축제들, www 홈페이지 만들기	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	예를 들어 자전거 동반행렬, 축제 등등	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	권리와 관계에 대한 세미나	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	행렬, 축제, 건축 등등	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	유네스코 같은 공식 기구들	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	공식 기관들에서 대표하는 	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	우리는 대표하기도 한다	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	다양한 기구에서 대표한다	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	유럽 청년 포럼, 유네스코 같은 기구들	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	유엔의 청년부	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	유네스코와 유엔의 청년부 같은 다양한 기구	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	유네스코와 유엔의 청년부	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	유럽 청년 포럼과 UN의 청년부	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	흥미롭게 들리네요	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	낙엽, 책장 넘기다, 바람, 부채 부치다, 에스페란토, 에스페란토 즐기다	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	나에겐 에스페란토하는 것으로 충분해요	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	한 두 주 동안 에스페란토 즐기기	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	1년에 한 두 주 동안	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	하지만 나에겐 충분해	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	예, 사람들이 ~를 발견하기를	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	균형을 찾다	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	사람들이 자신만의 균형을 찾기를	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	나는 너무 많다고 느낀다	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	바로 지금 나는 느낀다	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	나는 ~라고 느낀다	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	~가 너무 많다고 느낀다	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	내 삶에 에스페란토가 너무 많은	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	내 삶에 에스페란토가 너무 많다	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	당신은 회원입니까?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	당신은 기관의 회원입니까?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	어떤 다른 기관의 회원	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	실제로 기관은 아니지만 ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	그러나 나는 기타를 칩니다	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	밴드에서 기타를 칩니다	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	훌륭해요! 나는 매우 좋아합니다	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	나는 노래하기를 좋아합니다	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	노래하기를 매우 좋아합니다	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	당신은 어떤 음악을 연주합니까?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	음, 간단한 팝 음악입니다.	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	우리는 바로전에 밴드를 만들었습니다	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	하지만 결국에는 우리는 연주할 것입니다	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	우리는 청년대회(IJK) 동안 연주했습니다	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	다음 청년대회(IJK) 동안 연주할 것입니다	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	나는 벌써부터 미리 기대됩니다!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	~가 필요하면 말만하세요	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	어떤 백업 가수를 필요로하다	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	당신이 백업 가수가 필요하면	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	안 될 이유가 없죠! 아마 당신은 ~를 원할것이다	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	당신은 지금 무언가를 노래하고 싶어한다	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	나는 기타를 칠 수 있다	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	당신은 노래하고 싶어하고, 나는 연주할 수 있다	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	지금 무언가를 노래하기 그리고 기타를 치기	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	예, 나는 그것을 좋아합니다	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	나의 기타를 가져오기	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	즉시 나의 기타를 가져올 것이다	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	좋아요, 나는 기타를 가져올께요	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	나는 즉시 내 기타를 가져올께요	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	당신이 되돌아올 것을 기다립니다	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	희망컨데 당신의 빠른 복귀	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	나는 빨리 되돌아오길 기다린다	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	희망컨데 당신이 빨리 되돌아오기를 기다린다	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	이틀 후에	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	댄스장 밖에서	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	몇일 후에, 댄스장 밖에서	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	헤이 카베(Kabe), 너는 ~ 해 보인다	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	너는 매우 행복해 보인다	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	예, 나는 ~ 합니다	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	좋아요, 나도 기쁘네요!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	대회가 당신의 마음에 드나요?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	대회가 당신에게 그렇게 마음에 드나요?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	예 그리고 아니요	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	예 확실히 나는 매우 만족해 합니다	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	청년대회(IJK)에 대해서 매우 만족해 한다	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	하지만 무언가 다른게 있습니다	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	다른 무언가, 다를 행복하게 하는	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	무언가가 있다, ~를 행복하게 만드는	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	좀 더 정확히 말해서	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	누군가가 있다, ~를 두드리는	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	누군가, 나의 심장이 뛰게 만드는	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	말해봐, 말해봐, 사랑에 빠졌니?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	어떤 소녀에게 사랑에 빠졌다	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	소녀에게 사랑에 빠졌니?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	내가 사랑에 빠졌는지는 확실하지 않다	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	확실하지는 않지만, 좋게 느껴진다	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	내가 이미 사랑에 빠졌는지 확실하지 않다	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	하지만 매우 좋게 느껴진다	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	그녀는 심지어 나에게 키스했다	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	나의 입술에 키스를 했다	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	라밤바(La Bamba) 동안에는 나에게 키스까지 했어	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	놀랍게 멋진 키스다	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	그녀가 해준 멋진 키스란!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	좋아! 이제 나는 이해하겠다	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	이해한다 왜 너가 광채가 나는지	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	너는 그렇게 많은 기쁨을 발산하고 있다	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	실제로 비슷한 무엇인가가 일어났다	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	무언가 비슷한 것이 나에게 일어났다	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	하지만 나는 ~일거라고 짐작했다	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	너가 ~를 좋아하지 않을 거라고 생각했다	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	너는 라밤바(La Bamba) 춤추기를 싫어한다	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	맞아, 일어나지 않았어	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	그 댄스장에서 일어났다	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	댄스장에서 일어나지 않았다	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	하지만 올빼미집 다방(Gufujo)에서	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	그리고 키스가 아니었다	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	키스가 아니지만 무언가 기쁘게 하는 것	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	하지만 무언가 매우 기쁘게 하는 것	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	그래서, 얘기해 봐!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	나는 무엇을 말해야할지 모르겠다	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	실제로 무엇을 말해야할지 모른다	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	특별한 건 어떤것도 일어나지 않았어	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	적어도 아직까지는 일어나지 않았다	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	하지만 나는 어쩌면 ~를 느낀 것 같아	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	그녀가 매우 좋아한다는 것을 느꼈어	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	어쩌면 그녀가 나를 매우 좋아한다는 것을 느꼈다	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	그녀는 나를 좋아한다 그리고 나도 그녀를	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	우리는 오랫동안 ~에 대해서 대화했어	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	오랫동안 음악에 대해서 대화했다	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	그리고 나중에 같이 노래를 불렀다	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	나는 그녀가 꼬셨다고 생각한다	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	그녀는 나를 꼬셨다	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	매우 멋졌다	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	캐나다에서 온 친구의 표현에 따르면	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	캐나다에서 온 친구 표현에 따르면, "더럽게 좋네!"	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	맞에 정말로! 나는 ~하기를 희망한다	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	그녀를 곧 다시 만나다	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	그녀를 다시 만나기를 희망한다	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	나는 그녀를 곧 만나기를 희망한다	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	나도 똑같아	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	~ 가까이에 있는 호수에서	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	대회장 가까이에 있는 호수	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	그 대회장 가까이에	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	오, 너도 ~하다	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	너도 여기에 있냐?!	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	예, 나는 ~를 만날 것입니다	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	곧 여기서 친구를 만날 것이다	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	사적인 대화를 위해서	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	사적인 대화를 위해서 친구를 만날 것이다	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	그래서 당신에게 ~하기를 청합니다	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	나는 당신이 멀리 피해주기를 부탁드립니다	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	음, 그것을 가능하지 않습니다	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	실제로 전혀 안 됩니다	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	왜요? 나에게는 매우 중요하다고요!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	이 미팅은 매우 중요하다	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	그러니 제발 나를 가만두세요	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	제발 나를 혼자있게 두세요	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	내가 방금전에 말했듯이,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	내가 말했어, 그것은 가능하지 않다니까	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	나의 친구가 곧 나타날 것이다	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	왜냐하면 친구도 곧 나타날 것이니까	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	친구도 여기에 나타날 것이다	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	제기랄. 하필이면 바로 이 때에	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	실은 그 소녀에 관한 것이다	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	그 소녀, 내가 이야기했던	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	그나저나 그녀의 이름은 예시(Jesi)이다 	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	남여여러분! 여기 오실수 있어서 매우 좋네요!	boys and girls! great that you could come	grupo	alternativoj	prononco
