A.ta content.tsv
Level	Esperanto	ta	en-us	Grupo	Alternativoj	Pronoco
level	elstara sinjorino	சிறந்த பெண்மணி	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	சிறந்த பெண்கள்	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	வெளிநாட்டு பயணிகள்	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	அனைவரும் நகர மையத்திற்கு நகர்கின்றனர்	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	இன்னும் சிறிது தூரம்	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	கடலில் இருந்து வெகு தொலைவில் இல்லை	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	ஒரு சிறிய சதுரம் இருந்தது	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	இன்னும் சிறிது தூரம் ஆனால் வெகு தொலைவில் இல்லை	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	அதன் முடிவில்	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	கடல் அருகில்	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	அருகில் ஒரு மனிதன் நின்றான்	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	ஆடை படி	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	ஒருவருக்கு எளிதில் தெரியும் ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	~ என்பதை அறிய முடிந்தது	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	ஒரு பணக்காரனின் கோண்டோலியர்	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	அவர் ஒரு கோண்டோலியர் என்பதை கண்டுபிடிக்க முடிந்தது	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	அவர் பார்த்தார் ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	மகிழ்ச்சி நிறைந்த கூட்டத்தைப் பார்த்தார்	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	ஒரு புன்னகை அவன் முகத்தில் ஒளிர்ந்தது	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	அவர் ஒரு மாலுமியைப் பார்த்தபோது	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	வந்த மாலுமி	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	கடலின் பக்கம்	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	கடலின் பக்கத்திலிருந்து வந்தது	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	அது நீங்களா, ஸ்டீபன்?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	கோண்டோலியர் கூச்சலிட்டார்	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	~ என்று எல்லோரும் சொல்கிறார்கள்	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	துருக்கியர்களின் கைகளில்	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	நீங்கள் துருக்கியர்களின் கைகளில் விழுந்தீர்கள் என்று	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	ஒருவரை சந்தித்தோம்	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	எங்கள் கப்பல்களில் இருந்து	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	அது எங்களைப் பின்தொடர்ந்தது	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	ஒரு மணி நேரத்திற்கும் மேலாக	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	ஆனால் செல்வது எளிதல்ல ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	எங்கள் கப்பலை விட வேகமாக செல்ல வேண்டும்	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	என்ன செய்தி இங்கே?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	இங்கே வெனிஸில்	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	சுவாரசியமாக இல்லை	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	ஒரு பெரிய துரதிர்ஷ்டம்	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	உனக்கு பியட்ரோ தெரியுமா?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	எனக்கு அவரை தெரியும்	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	ஒரு பெரிய கப்பல் அவரது கோண்டோலாவை மூழ்கடித்தது	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	மற்றும் அவரைப் பற்றி என்ன?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	கோண்டோலா மூழ்கியது	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	அது நடந்தது ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	நாங்கள் நெருக்கமாக இருந்தோம்	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	நாங்கள் அவரை எங்கள் கோண்டோலாவில் அழைத்துச் சென்றோம்	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	அதே நேரத்தில்	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	என் முதலாளி மூழ்கிவிட்டார்	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	ஒரு இளம் பெண்ணுக்கு உதவ	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	கிட்டத்தட்ட இறந்துவிட்ட ஒரு இளம் பெண்	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	அவரது மாமாவுடன்	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	கிட்டத்தட்ட அவரது மாமாவுடன் இறந்தார்	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	ஒரு இளம் பெண் இருந்தாள்	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	எங்களால் அவருக்கு உதவ முடியவில்லை	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	ஒரு முக்கியமான நபராக இருந்தார்	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	உன்னை வெனிஸுக்கு அழைத்து வந்தது எது?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	என் நண்பன்	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	மாலுமி நிமிர்ந்து பார்த்தார்	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	வேகமாக தன் நண்பனைப் பார்த்தான்	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	என்று சொல்ல ஆரம்பித்தான்	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	அதனால் உங்களுக்கு தெரியும் ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	நான் கொண்டு வந்தேன் ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	கோண்டோலியர் திடீரென்று அவரைத் தடுத்தார்	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	அவன் சொன்னான்	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	அப்போது ஒரு மனிதன் கடந்து சென்றான்	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	ஒரு மனிதர் அவரைக் கடந்து சென்றார்	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	அவருக்கு இன்னும் முப்பது வயது ஆகவில்லை	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	மற்றும் அவரது முகம் நிறமற்றது	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	அவரது பயணம் உறுதியாகவும் எளிதாகவும் இருந்தது	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	அவரது முகம் சோகமாக இருந்தது	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	அவர் மனிதனைப் பார்த்தபோது, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	~ என்று கூறப்படுகிறது	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	பல முக்கியமானவர்கள் கொடுக்கிறார்கள்	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	இரகசிய வேலை	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	இரகசிய வேலைகள்	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	அவருக்கு ரகசிய வேலை கொடுக்கிறது	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	பல ரகசியங்கள்	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	அவருக்கு பல ரகசியங்கள் தெரியும்	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	அதனால் அவர்கள் பயப்படுகிறார்கள்	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	அவரை சிறைக்கு அனுப்ப வேண்டும்	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	என்றார் மாலுமி	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	மேலும் அவர் பேசினார்	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	அவர் மாளிகையைச் சுட்டிக் காட்டினார்	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	நாய்களின் மாளிகை	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	பல முக்கிய நபர்களுக்கு அவரது உதவி தேவை	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	அவர்கள் எவ்வளவு கொடுக்கிறார்கள்?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	அவருக்கு பணம் கொடுக்கிறது	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	ஒரு கொலைக்கு பணம் கொடுக்கிறது	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	நிச்சயமாக ~ விட குறைவாக இல்லை	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	நூறு நாணயங்களை விட	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	என்பதை மறந்துவிடாதே ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	அவர் அவர்களுக்காக வேலை செய்கிறார் என்று	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	போதுமான பணம் உள்ளவர்களுக்கு	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	அவருக்கு பணம் கொடுக்க	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	வெனிஸில் உள்ளது ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	அந்த விஷயங்கள்	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	அந்த விஷயங்களை மறக்க	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	நன்றாக மறக்கப்பட்ட விஷயங்கள்	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	நீங்கள் நிம்மதியாக சாப்பிட விரும்பினால்	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	உங்கள் ரொட்டியை நிம்மதியாக சாப்பிடுங்கள்	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	சிறிது அமைதி நிலவியது	there was some silence	grupo	alternativoj	prononco
level	kaj poste	மற்றும் பின்னால்	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	கோண்டோலியர் மீண்டும் பேசினார்	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	நீங்கள் சரியான நேரத்தில் வந்தீர்கள்	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	படகுப் போட்டி பார்க்க	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	யாரோ பலவீனமாக சொன்னார்கள்	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	கோண்டோலியர் அருகில்	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	நகரத்தின் மேயர்	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	வார்த்தையின்றி கோண்டோலாவைச் சுட்டிக்காட்டினார்	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	கோண்டோலியர் கூறினார்	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	என்று தன் நண்பனின் கையைப் பிடித்தான்	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	காகிதத்தை வீசுகிறார்	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	காகிதத் தொட்டிக்குள்	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	பெண்கள் காகிதங்களை வீசினர்	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	என் பேனா எங்கே	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	நான் அவருக்கு பதில் சொல்ல விரும்புகிறேன்	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	சூரியன் மறைந்தது	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	இப்போது கிட்டத்தட்ட இருட்டாகிவிட்டது	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	தயவுசெய்து சாப்பிடுங்கள்	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	தயவுசெய்து ரொட்டியை சாப்பிடுங்கள்	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	கருவிகளுடன்	with cutlery	grupo	alternativoj	prononco
level	pardonu min	என்னை மன்னியுங்கள்	excuse me	grupo	alternativoj	prononco
level	rajtas resti	தங்க அனுமதிக்கப்படுகிறது	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	தங்குவதற்கு எனக்கு உரிமை இல்லை	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	கொண்டு வர முடியுமா ~?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	என் சகோதரியிடமிருந்து	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	நீங்கள் எப்போது வாங்கினீர்கள் ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	அந்த இசைக்கருவியை வாங்கினார்	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	கடைசியாக யார் பயன்படுத்தினார்கள்?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	என் சாவியைப் பயன்படுத்தினேன்	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	நீங்கள் ஓட்டினீர்களா?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	வெனிஸில்	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	கோண்டோலா மூலமாகவும்	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	நீங்கள் தூங்க முடியுமா?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	பிறகு, அமைதி நிலவியது	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	அந்த மனிதர் உயரமாக இருந்தார்	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	உயரமான, கொழுப்பு	tall, fat	grupo	alternativoj	prononco
level	dika, peza	தடித்த, கனமான	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	கனமான மற்றும் பெரிய	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	உயரமாகவும், தடிமனாகவும், கனமாகவும், பெரியதாகவும் இருந்தது	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	பலம் கொடுத்தது	gave strength	grupo	alternativoj	prononco
level	havinda forto	மதிப்புள்ள ஒரு சக்தி	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	மதிப்புள்ள உடல் வலிமை	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	என்று கொடுத்தார்	that gave	grupo	alternativoj	prononco
level	donis al li	அவனுக்கு கொடுத்துவிட்டேன்	gave him	grupo	alternativoj	prononco
level	tio donis forton	என்று பலம் கொடுத்தது	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	மதிப்புள்ள உடல் வலிமையைக் கொடுத்தது	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	அவரது தோற்றம்	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	ஒரு உயரமான நபரின் தோற்றம்	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	ஒரு சிறிய பாத்திரம்	a small role	grupo	alternativoj	prononco
level	ludis rolon	பங்கு வகித்தது	played a role	grupo	alternativoj	prononco
level	ne eta rolo	சிறிய பாத்திரம் அல்ல	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	ஒரு சிறிய பாத்திரத்தில் நடித்தார்	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	சிறிய பாத்திரம் இல்லை	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	உண்மையில் ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	பெரும்பான்மையான மக்கள்	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	பயப்படாவிட்டால்	if not afraid	grupo	alternativoj	prononco
level	lin timis	அவருக்கு பயமாக இருந்தது	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	அவர் பயந்திருந்தால்	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	அவருக்கு பயப்படாவிட்டால்	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	நிச்சயமாக மதிக்கப்படும்	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	குறைந்தபட்சம் ~ பற்றி நினைத்தேன்	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	முன் ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	அவரை திருப்திப்படுத்த	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	அவரை அதிருப்தி செய்ய	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	அதிருப்தி அடையும் முன் ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	முடிவெடுப்பதற்கு முன் ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	அதிருப்தி கொள்ள முடிவு செய்ய ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	அவரை திருப்திப்படுத்த முடிவு செய்ய வேண்டும்	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	அவரை அதிருப்தி செய்ய முடிவு செய்வதற்கு முன்	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	அது, பயனுள்ளது	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	பகலில் அடிக்கடி பயனுள்ளதாக இருக்கும்	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	ஒரு விரும்பத்தகாத தொல்லை	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	தன்னால்	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	விரும்பத்தகாத தொல்லை அளிக்கிறது	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	தன்னை ஒரு விரும்பத்தகாத தொல்லையாகக் காட்டுகிறது	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	மரங்கள் நிறைந்த இடத்தில்	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	பின்னர், ஒருவர் வழிதவறியபோது	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	ஒரு மனிதாபிமானமற்ற வனாந்தரத்தில்	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	மற்றும் குழப்பத்தில் சாலையில் செல்கிறது	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	ஒரு உயரமான பெரிய உடல்	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	தேர்ச்சி பெற முடியவில்லை ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	புதர்களுக்கு மத்தியில்	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	இயற்கையான விஷயங்களைத் தொடுவதைத் தவிர	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	பொதுவாக ஈரமானது	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	ஈரமான இயற்கையின் நடுவில்	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	ஈரமான இயற்கை விஷயங்கள், அதன் நடுவில் ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	அவர் சிரமத்துடன் நடந்தார்	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	அது ஒரு அனுபவம்	it was an experience	grupo	alternativoj	prononco
level	ne malofte	அசாதாரணமானது அல்ல	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	வலி மற்றும் எப்போதும் விரும்பத்தகாதது	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	மேலும் ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	வாழ்க்கையில் முன்னேறியது	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	கோட்டை காட்டில்	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	மேலும் மேலும் பிடிக்கவில்லை ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	இரவு இயல்பை விரும்பவில்லை	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	தெளிவாகக் காணக்கூடிய கண்களைக் கொண்ட ஒரு மனிதன்	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	நன்றாக பார்க்கக்கூடிய கண்கள்	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	இருட்டில் நன்றாக பார்க்க வேண்டும்	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	சிரமப்படுவதைப் பார்த்தார்	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	எங்கள் தொழிலதிபரிடம் இருந்து	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	அவன் சிரித்தான்	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	அந்த மனிதனுக்கு அடுத்து	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	போலீஸ்காரர் உடையில்	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	மற்றொரு நபர் நின்று கொண்டிருந்தார்	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	ஒத்த ஆடைகளில்	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	பிந்தையவர் ஒரு பெண்	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	போகலாம்	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	மனிதன் மெதுவாக சொன்னான்	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	அவரது தோழரின் காதுக்குள்	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	இப்போது சரியான தருணம்	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	இருவரும் அந்த நபரை நோக்கி சென்றனர்	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	செய்வதில் கவனமாக இருந்தார்கள் ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	முடிந்தவரை ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	முடிந்தவரை சிறிய சத்தம் (கீல் ஈபிள்)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	முடிந்தவரை சிறிய சத்தம் (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	அவர்கள் கிட்டத்தட்ட முழுமையாக வெற்றி பெற்றனர்	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	இந்த மோசமான சூழ்நிலையில்	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	மரங்கள் கிளைகளை வீசி எறிந்த மோசமான சூழ்நிலை	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	தங்கள் சொந்த ஈரமான கிளைகளை எறிந்தனர்	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	நேராக முகங்களுக்குள்	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	தொழிலதிபரின்	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	பல கால்கள் கொண்ட சிறிய உயிரினங்கள்	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	அவரது கால்களை எடுத்தார்	took his feet	grupo	alternativoj	prononco
level	por promenejo	ஒரு நடை பாதைக்கு	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	இயற்கை அவன் பாதத்தை விழச் செய்தது	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	மிகவும் வேதனையுடன்	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	ஒரு குழிக்குள் கால் போட்டான்	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	தண்ணீர் நிறைந்த ஒரு குழி	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	துர்நாற்றம் வீசும் நீர்	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	விரைவில் சிந்தனை வந்தது	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	ஒருவர் தயாராக இருக்க வேண்டும்	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	இங்கே	here	grupo	alternativoj	prononco
level	iu ajn ~	யாராவது ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	எந்த விரும்பத்தகாத சந்திப்பிற்கும் தயார்	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	எதையும் (எதுவாக இருந்தாலும்)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	அவர் எதற்கும் காத்திருந்தார்	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	ஒருபுறம் மனித குரல்	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	ஒரு குரல் கேட்டதும், ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	உடனடியாக அருகில் கேட்டது	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	அவர் ஒரு நல்ல தளத்தில் குதித்தார்	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	அவரது இதயத்தை நகர்த்தியவர்	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	வாய்க்கு மேல் வார்த்தை	upword to the mouth	grupo	alternativoj	prononco
