B.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	mi neniam estis aktiva	Non sono mai stato attivo	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	molto attivo nel movimento	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	non è mai stato attivo nel movimento	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	l'attività principale di TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	qual è l'attività principale adesso?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	in realtà qual è l'attività principale?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	è vasto	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	un'ampia varietà di campi	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	in vari campi abbiamo attività	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	seminari sui diritti umani	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	diritti umani e relazioni interculturali	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	bicicletta, roulotte, festival	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	ad esempio seminari, carovane di biciclette e festival	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	festival linguistici, creazione di pagine web	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	ad esempio carovane di biciclette, festival, ecc	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	un seminario su diritti e relazioni	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	roulotte, festival, costruzioni, ecc	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	organismi ufficiali come l’UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	rappresentati negli organismi ufficiali	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	anche noi siamo rappresentati	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	è rappresentato in vari organi	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	organismi quali il Forum Europeo della Gioventù, l’UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	la sezione giovanile delle Nazioni Unite	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	vari enti come l’UNESCO e la sezione giovanile dell’ONU	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO e la sezione giovanile delle Nazioni Unite	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Forum europeo della gioventù e sezione giovanile dell'ONU	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	sembra interessante	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	una foglia, sfogliare, un vento, ventaglio, Esperanto, godere dell'Esperanto	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	a me basta parlare esperanto	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	per godersi l'esperanto per una settimana o due	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	una o due settimane all'anno	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	comunque mi basta	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	sì, si dovrebbe trovare ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	per trovare equilibrio	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	ognuno dovrebbe trovare il proprio equilibrio	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Sento che è troppo	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	in questo momento mi sento	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Lo sento ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	sembra che ce ne siano troppi ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	troppo esperanto nella mia vita	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	c'è troppo esperanto nella mia vita	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	Sei un membro?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	sei membro di un'organizzazione?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	membro di qualche altra organizzazione	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	non proprio un'organizzazione, ma ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	ma suono la chitarra	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	suona la chitarra in una band	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	Carino! mi piace molto	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	mi piace cantare	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	piace molto cantare	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	Che genere di musica suonate?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	beh, è semplice pop	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	abbiamo appena fondato la band	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	ma alla fine giocheremo	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	abbiamo suonato durante l'IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	giocherà durante il prossimo IJK	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Non vedo l'ora!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	dì solo se hai bisogno ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	ha bisogno di un cantante di supporto	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	se hai bisogno di un corista	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	perché no? forse vuoi ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	vuoi cantare qualcosa adesso	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	So suonare la chitarra	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	tu vuoi cantare e io posso suonare	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	cantare qualcosa adesso e suonare la chitarra	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	si mi piacerebbe	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	per portare la mia chitarra	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	porterò subito la mia chitarra	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	molto bene, porterò una chitarra	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Porto subito la mia chitarra	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	aspetta il tuo ritorno	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	spero che il tuo ritorno sia rapido	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Mi aspetto un ritorno rapido	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	attende il tuo ritorno, si spera veloce	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	due giorni dopo	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	fuori dalla pista da ballo	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	giorni dopo, fuori dalla pista da ballo	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	ehi Kabe, sembri ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	sembri molto felice	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	sì, lo sono ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	bene, mi fa piacere!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	ti piace il congresso?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	ti piace così tanto il congresso?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	sì e no	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Sono sicuro di essere molto soddisfatto	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	è molto soddisfatto di IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	ma c'è qualcos'altro	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	qualcos'altro che mi rende felice	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	è qualcosa che rende ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	detto più correttamente	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	c'è qualcuno che batte ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	qualcuno che mi fa battere il cuore	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	di', di', ti sei innamorato?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	mi sono innamorato di una ragazza	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	ti sei innamorato di una ragazza?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	non sono sicuro di essermi innamorato	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	non è sicuro, ma ci si sente bene	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Non sono sicuro di essere ancora innamorato	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	ma ci si sente molto bene	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	mi ha persino baciato	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	mi ha baciato sulle labbra	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	mi ha persino baciato durante La Bamba	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	incredibile che bacio	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	che bacio ha dato!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	Grande! ora capisco	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	capisce perché stai irradiando	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	trasudi così tanta gioia	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	in effetti, è successo qualcosa di simile	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	mi è successa una cosa simile	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	ma pensavo che ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	pensavo che non ti piacesse ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	non ti piace ballare La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	giusto, non è successo	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	è successo sulla pista da ballo	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	non è successo su una pista da ballo	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	ma nella sala da tè (Guferia)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	e non era un bacio	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	non un bacio ma comunque qualcosa di gratificante	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	ma comunque qualcosa di molto gioioso	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	quindi, dillo!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Non so cosa dire	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	non so cosa dire davvero	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	non è successo niente di speciale	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	almeno non è ancora successo	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	ma in qualche modo ho sentito ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	sentivo che le piaccio molto	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	in qualche modo sentivo che le piaccio molto	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	le piaccio e mi piace lei	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	abbiamo parlato a lungo di ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	abbiamo avuto una lunga chiacchierata sulla musica	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	e poi abbiamo cantato insieme	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Penso che stesse flirtando	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	stava flirtando con me	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	è stato molto bello	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	come dice il tuo amico canadese	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;Che bella merda!&quot;, come dice un amico canadese	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	sì davvero! Spero ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	per incontrarla di nuovo presto	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	spera di incontrarla di nuovo	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Spero di incontrarla presto	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	me stesso	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	in un lago vicino a ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	un lago vicino a un luogo di congressi	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	vicino alla sala congressi	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	oh, lo sei anche tu ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	ci sei anche tu!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	sì, ci incontreremo ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	incontrerà presto un amico qui	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	per una conversazione privata	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	incontrerà un amico per una conversazione privata	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	quindi, vorrei chiederti ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Vorrei chiederti di andartene	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	beh, non è possibile	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	non è affatto possibile in realtà	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	Perché? è molto importante per me!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	questo incontro è molto importante	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	quindi per favore lasciami andare	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	per favore lasciami in pace	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	come ho appena detto,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Ho detto che non è possibile	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	un mio amico apparirà presto	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	perché presto apparirà anche un amico	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	qui apparirà anche un amico	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	accidenti, di solito è così adesso	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	in realtà riguarda la ragazza	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	la ragazza di cui ho parlato	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	il suo nome è Jesi comunque	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	ragazzi e ragazze! fantastico che tu possa venire	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Sono così felice di vederti	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Sono contento di rivederla	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	ma, sembri ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	sembri scioccato e confuso	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	scioccato e in qualche modo confuso	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	ovviamente	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	quindi, immagino ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	l'hai già capito	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	capisci com'è, vero?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	immagino tu abbia già capito	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	già capito come stanno le cose	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Non capisco niente!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Penso di non voler ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	non vuole capire	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Non voglio capire	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	ma non è complicato!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	lasciatemi spiegare	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	quando Ina me lo ha detto	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	mi ha parlato del suo amico	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	un amico che ha imparato l'esperanto	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	ho imparato l'esperanto molto velocemente	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	un amico che si chiama Kabe	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	L'ho preso ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Ho capito che voi due vi conoscete già	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	voi due vi conoscete già	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	si ma. ma cosa?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	avuto l'impressione che ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	ne abbiamo avuto l'impressione entrambi	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	hai flirtato con noi e	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	l'impressione che stessi flirtando con noi	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	assolutamente giusto!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	ecco perché volevo parlare	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	volevo parlarti	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	per parlare con entrambi adesso	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	Ascoltami per favore	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Spesso mi piace molto ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	gli piacciono più persone contemporaneamente	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Mi piacciono diverse persone	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	non importa se è ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	che sia un uomo o una donna	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	e durante l'IJK è successo ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	è successo che mi sono innamorato	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Mi sono innamorato di entrambi!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	e noi entrambi a te	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	apparentemente noi a te	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	aspetta un attimo, sono stanco	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	così stanco che difficilmente riesco a ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	Riesco a malapena a pensare	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	ho capito bene che ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	SÌ! guarda	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	con un volto gioioso	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	ha disegnato un grande cuore	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	ha disegnato un grande cuore nella sabbia	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	nella sabbia e ci scrisse sopra	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	ha scritto &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	dopo un secondo pensiero ha detto	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	dopo aver pensato ha detto &quot;questo è il nostro IJK&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	e scoppiano a ridere!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	scoppiarono tutti a ridere!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	dopo un secondo di pensiero e risero	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe ha detto &quot;questo è il nostro IJK&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	hai inviato il modulo di richiesta?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	ha presentato un modulo di registrazione ad un'associazione locale	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	ordinati in gruppo attraverso l'associazione	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	inviato tramite e-mail	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	ricevuto una conferma di registrazione	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	non sono riuscito a trovare dove inviare un modulo di registrazione	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	esiste un modulo di domanda on-line?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	hai inviato un ordine cartaceo?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	qualcuno deve pagare in euro?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	è possibile pagare in loco?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	pagato ma non ha ricevuto ricevuta	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	possono pagare come gruppo attraverso la società locale	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	è previsto un rimborso se non presente?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	non ho ordinato un programma speciale	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	come può qualcuno ordinare in più?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	come si può pagare un ordine aggiuntivo?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	possiamo vedere un elenco degli iscritti?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	il mio nome non è nell'elenco degli iscritti	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	potresti controllare l'elenco?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	dopo la scadenza dell'ordine	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	qualcuno può unirsi inoltre?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	per prenotare un hotel insieme	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	qualcuno sta prenotando un albergo, vuoi venire con noi?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	se ci fosse una stanza libera, voglio prenotarla	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	è possibile prenotare un albergo in loco?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	dovremmo comprare un biglietto aereo insieme?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	biglietto da quale data	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	ti accompagniamo all'aeroporto?	shall we accompany you to the airport?	grupo	alternativoj	prononco
