B.lt content.tsv
Level	Esperanto	lt	en-us	Grupo	Alternativoj	Pronoco
level	pendigi afiŝojn	kabinti plakatus	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	po ekskursijų plakatų pakabinimo	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	diskusijų grupė pavadinimu „feminizmas“	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	vedė diskusiją pavadinimu „feminizmas“	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	ar feminizmas skirtingose šalyse yra vienodas?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	įdomi ir gyva diskusija	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	buvo labai įdomu ir gyva	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	paskutines penkias valandas	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Buvau ilgoje sesijoje	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	paskutines kelias valandas buvau komiteto posėdyje	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	ilgame komiteto posėdyje	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	tikrai buvo per ilgas	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	komitetas posėdį baigė	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	bet dabar komitetas baigė posėdį	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	tai buvo tikrai ilga, bet dabar viskas baigta	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	o, vadinasi, jūs komiteto narys?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	TEJO valdyba	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Aš taip pat esu valdyboje	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	taip, aš taip pat ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	taip pat yra TEJO valdyboje	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	taip, ir aš ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Niekada nebuvau aktyvi	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	labai aktyvus judėjime	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	judėjime niekada nebuvo aktyvus	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	pagrindinė TEJO veikla	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	kokia dabar pagrindinė veikla?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	iš tikrųjų kokia yra pagrindinė veikla?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	jis yra didžiulis	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	įvairiausių sričių	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	įvairiose srityse turime veiklos	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	seminarai apie žmogaus teises	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	žmogaus teisės ir tarpkultūriniai santykiai	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	dviratis, karavanas, festivalis	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	pavyzdžiui, seminarai, dviračių karavanai ir festivaliai	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	kalbų festivaliai, interneto puslapių kūrimas	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	pavyzdžiui, dviračių karavanai, festivaliai ir kt	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	seminaras apie teises ir santykius	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	karavanas, festivalis, statyba ir kt	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	oficialios institucijos, tokios kaip UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	atstovaujamos oficialiose įstaigose	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	mes taip pat esame atstovaujami	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	yra atstovaujama įvairiuose organuose	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	Europos jaunimo forumas, UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	Jungtinių Tautų jaunimo skyrius	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	įvairios institucijos, tokios kaip UNESCO ir JT jaunimo skyrius	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO ir Jungtinių Tautų jaunimo skyrius	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Europos jaunimo forumas ir JT jaunimo skyrius	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	skamba įdomiai	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	lapelis, naršyti, vėjas, vėdinti, esperanto, mėgautis esperanto kalba	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	man užtenka kalbėti esperanto kalba	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	pasimėgauti esperanto kalba savaitę ar dvi	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	vieną ar dvi savaites per metus	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	tačiau man užtenka	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	taip, reiktų rasti ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	rasti pusiausvyrą	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	kiekvienas turi rasti savo pusiausvyrą	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Jaučiu, kad per daug	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	dabar jaučiu	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Jaučiu, kad ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	atrodo, kad yra per daug ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	per daug esperanto mano gyvenime	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	mano gyvenime per daug esperanto kalbos	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	ar tu narys?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	ar esate organizacijos narys?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	kokios nors kitos organizacijos narys	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	tikrai ne organizacija, o ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	bet aš groju gitara	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	groja gitara grupėje	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	puiku! man labai patinka	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	aš mėgstu dainuoti	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	labai mėgsta dainuoti	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	kokia muzika tu groji?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	Na, tai paprastas popsas	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	mes ką tik pradėjome grupę	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	bet galiausiai žaisime	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	žaidėme per IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	žais per kitą IJK	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Jau laukiu!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	tiesiog sakyk, jei tau reikia ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	reikia atsarginio dainininko	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	jei jums reikia atsarginio dainininko	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	kodėl gi ne? gal nori ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	dabar nori ką nors dainuoti	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Galiu groti gitara	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	tu nori dainuoti, o aš galiu groti	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	dabar ką nors dainuoti ir groti gitara	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	taip, aš to norėčiau	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	kad atneščiau mano gitarą	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	tuoj atneš mano gitarą	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	gerai, aš atsinešiu gitarą	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Tuoj atsinešiu gitarą	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	laukia jūsų sugrįžtant	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	tikiuosi greito jūsų sugrįžimo	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Tikiuosi greito sugrįžimo	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	laukia jūsų, tikiuosi, greito sugrįžimo	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	po dviejų dienų	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	už šokių aikštelės ribų	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	po dienų, ne šokių aikštelėje	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	Ei, Kabe, tu atrodai ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	tu atrodai labai laiminga	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	taip, aš esu ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	graziai, dziaugiuosi!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	ar tau patinka kongresas?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	ar tau taip patinka kongresas?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	taip ir ne	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Esu tikras, kad esu labai patenkinta	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	yra labai patenkintas IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	bet yra dar kai kas	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	dar kažkas, kas mane džiugina	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	yra kažkas, dėl ko ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	teisingiau pasakyta	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	yra kažkas, kas muša ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	kažkas, kas priverčia plakti mano širdį	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	sakyk, sakyk, ar tu įsimylėjai?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	įsimylėjo kažkokią merginą	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	įsimylėjai merginą?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	nesu tikras, ar aš įsimylėjau	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	nesu tikras, bet jausmas geras	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Nesu tikra, ar dar įsimylėjau	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	bet jausmas labai geras	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	ji mane net pabučiavo	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	pabučiavo mane į lūpas	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	net pabučiavo mane per La Bambą	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	nuostabu koks bučinys	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	kokį bučinį ji padovanojo!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	puiku! Dabar aš suprantu	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	supranta, kodėl tu spinduliuoji	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	tu skiri tiek daug džiaugsmo	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	iš tikrųjų kažkas panašaus atsitiko	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	man nutiko kažkas panašaus	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	bet aš maniau, kad ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	maniau, kad tau nepatinka ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	tau nepatinka šokiai La Bamboje	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	tiesa, to neįvyko	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	atsitiko šokių aikštelėje	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	tai nutiko ne šokių aikštelėje	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	bet arbatos baseine (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	ir tai nebuvo bučinys	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	ne bučinys, bet vis tiek kažkas džiuginančio	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	bet vis dėlto kažkas labai džiaugsmingo	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	taigi, pasakyk!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Nežinau ką pasakyti	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	tikrai nežinau ką pasakyti	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	nieko ypatingo neatsitiko	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	bent jau to dar nebuvo	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	bet aš kažkaip jaučiau ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	pajuto, kad aš jai labai patinku	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	kažkaip pajuto, kad aš jai labai patinku	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	jai aš patinku, o man ji	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	ilgai šnekučiavomės apie ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	ilgai šnekučiavosi apie muziką	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	ir tada dainavo kartu	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Manau, kad ji flirtavo	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	ji flirtavo su manimi	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	buvo labai malonu	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	kaip sako tavo draugas iš Kanados	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	„Šūdas geras!“, kaip sako draugas iš Kanados	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	taip, tikrai! Tikiuosi ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	kad netrukus vėl su ja susitiktume	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	tikisi su ja vėl susitikti	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Tikiuosi greitai su ja susitikti	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	tas pats Aš	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	prie ežero netoli ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	ežeras šalia kongresų vietos	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	prie kongresų salės	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	o, tu per daug ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	tu irgi čia!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	taip, susitiksiu ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	greitai čia sutiksiu draugą	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	asmeniniam pokalbiui	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	susitiks su draugu privačiam pokalbiui	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	taigi, norėčiau jūsų paklausti ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Norėčiau paprašyti tavęs išeiti	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	na, tai neįmanoma	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	iš tikrųjų visiškai neįmanoma	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	kodėl? man tai labai svarbu!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	šis susitikimas labai svarbus	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	tad prašau paleisk mane	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	prasau palik mane ramybeje	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	kaip ką tik sakiau,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Sakiau, tai neįmanoma	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	netrukus pasirodys mano draugas	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	nes netrukus atsiras ir draugas	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	čia atsiras ir draugas	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	velnias, paprastai taip dabar	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	iš tikrųjų tai apie merginą	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	mergina, apie kurią pasakojau	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	beje, jos vardas Jesi	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	berniukai ir mergaitės! puiku, kad gali ateiti	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Man labai malonu tave matyti	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Džiaugiuosi vėl tave matydamas	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	bet tu atrodai ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	atrodai sukrėstas ir sutrikęs	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	sukrėstas ir kažkaip sutrikęs	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	aišku	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	taigi, manau ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	tu jau gavai	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	supranti kaip yra, ar ne?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	matyt jau supratai	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	jau suprato kaip yra	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Aš nieko nesuprantu!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Manau, kad nenoriu ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	nenori suprasti	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Aš nenoriu suprasti	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	bet tai nėra sudėtinga!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	leisk man paaiškinti	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	kai Ina man pasakė	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	papasakojo apie savo draugą	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	draugas, išmokęs esperanto	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	labai greitai išmoko esperanto kalbą	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	draugas, vadinamas Kabe	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Aš pagavau tą ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Supratau, kad jūs jau pažįstate vienas kitą	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	jūs abu jau pažįstate vienas kitą	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	Taip, bet. bet kas?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	susidarė įspūdis, kad ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	mums abiems susidarė įspūdis	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	tu flirtavo su mumis ir	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	susidarė įspūdis, kad flirtuojate su mumis	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	visiškai teisus!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	todėl ir norėjau pasikalbėti	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Norėjau su tavimi pasikalbėti	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	pasikalbėti su jumis abiem dabar	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	klausyk manęs prašau	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Man dažnai labai patinka ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	patinka keli žmonės vienu metu	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Man patinka keli žmonės	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	nesvarbu, ar tai ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	ar tai vyras ar moteris	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	ir per IJK atsitiko ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	atsitiko taip, kad aš įsimylėjau	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Aš įsimylėjau jus abu!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	ir mes abu tau	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	matyt mes tau	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	palauk, aš pavargau	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	toks pavargęs, kad sunkiai galiu ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	sunkiai galiu galvoti	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	ar teisingai supratau, kad ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Taip! pažiūrėk	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	džiaugsmingu veidu	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	nupiešė didelę širdį	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	nupiešė smėlyje didelę širdį	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	smėlyje ir jame rašė	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	jame parašė &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	antrą kartą pagalvojęs pasakė	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	pagalvojęs pasakė &quot;tai mūsų IJK&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	ir jie prapliupo juoktis!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	jie visi prapliupo juoktis!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	sekundę pagalvoję ir jie nusijuokė	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe pasakė: „Tai mūsų IJK“	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	ar išsiuntėte paraiškos formą?	have you sent the application form?	grupo	alternativoj	prononco
