C.mn content.tsv
Level	Esperanto	mn	en-us	Grupo	Alternativoj	Pronoco
level	ekstazo	хөөрөл, хөөрөл	an ecstasy, a rapture	grupo	alternativoj	prononco
level	emfazo	өргөлт, өргөлт	an emphasis, an accent	grupo	alternativoj	prononco
level	pinkonuso	нарсны боргоцой	a pine cone	grupo	alternativoj	prononco
level	plugilo	анжис, анжис	a plough, a plow	grupo	alternativoj	prononco
level	pneŭo (pneŭmatiko)	дугуй, пневматик	a tire, pneumatics	grupo	alternativoj	prononco
level	definitiva	тодорхой, тодорхой	definitive, definite	grupo	alternativoj	prononco
level	ponardo	чинжаал	a dagger	grupo	alternativoj	prononco
level	triumfo	ялалт	a triumph	grupo	alternativoj	prononco
level	caro	Хаан, хаан	Czar, Tsar	grupo	alternativoj	prononco
level	pulo	бөөс	a flea	grupo	alternativoj	prononco
level	idiomo	хэлц үг, ардын хэл, нутгийн хэл	an idiom, a vernacular, a local language	grupo	alternativoj	prononco
level	raviolo (ĉina pasteĉo)	равиоли (хятад боов)	a ravioli (Chinese pasty)	grupo	alternativoj	prononco
level	kriterio	шалгуур, хэмжүүр	a criterion, a measure	grupo	alternativoj	prononco
level	rifo	хад	a reef	grupo	alternativoj	prononco
level	doktrino	сургаал	a doctrine	grupo	alternativoj	prononco
level	demokrato	ардчилсан хүн	a democrat	grupo	alternativoj	prononco
level	kolonio	колони, суурин	a colony, a settlement	grupo	alternativoj	prononco
level	rulsketilo	дугуйт тэшүүр	an inline skate	grupo	alternativoj	prononco
level	sezamo	кунжут	a sesame	grupo	alternativoj	prononco
level	muzo	Муза	Muse	grupo	alternativoj	prononco
level	radikala	радикал	radical	grupo	alternativoj	prononco
level	skulptaĵo	уран баримал	a sculpture	grupo	alternativoj	prononco
level	sojsaŭco	Шар буурцгийн соус	soy sauce	grupo	alternativoj	prononco
level	etiko	ёс зүй	ethics	grupo	alternativoj	prononco
level	spiono	тагнуул	a spy	grupo	alternativoj	prononco
level	konflikto	мөргөлдөөн, мөргөлдөөн	a conflict, a clash	grupo	alternativoj	prononco
level	profilo	профайл, хөндлөн огтлолын харагдац	a profile, a cross-sectional view	grupo	alternativoj	prononco
level	galopo	давхих, давхих	a gallop, galloping	grupo	alternativoj	prononco
level	kantono	кантон, муж	a canton, a county	grupo	alternativoj	prononco
level	teleregilo	алсын удирдлага	a remote control	grupo	alternativoj	prononco
level	korupti	авлига авах, авлига өгөх	to corrupt, to bribe	grupo	alternativoj	prononco
level	idioto	солиот	an idiot	grupo	alternativoj	prononco
level	testamento	гэрээслэл, гэрээслэл	a testament, a will	grupo	alternativoj	prononco
level	nafto	газрын тос, түүхий тос, нафт	oil, cruide oil, naft	grupo	alternativoj	prononco
level	diplomo	диплом	a diploma	grupo	alternativoj	prononco
level	skandalo	дуулиан, үймээн самуун	a scandal, a commotion	grupo	alternativoj	prononco
level	lanco	жад, жад	a lance, a spear	grupo	alternativoj	prononco
level	ŝnurtira lukto	олс таталт	a tug of war	grupo	alternativoj	prononco
level	sintakso	синтакс	syntax	grupo	alternativoj	prononco
level	ceremonio	ёслол	a ceremony	grupo	alternativoj	prononco
level	ŝuŝranko	гутлын шүүгээ	a shoe closet	grupo	alternativoj	prononco
level	kontribui	хувь нэмэр оруулах	to contribute	grupo	alternativoj	prononco
level	kompili	эмхэтгэх	to compile	grupo	alternativoj	prononco
level	verdikto	шийдвэр, шийдвэр	a verdict, a decision	grupo	alternativoj	prononco
level	melodio	аялгуу	a melody	grupo	alternativoj	prononco
level	deklami	тунхаглах, хэлэх	to declaim, to recite	grupo	alternativoj	prononco
level	bovino	үхэр	a cow	grupo	alternativoj	prononco
level	svarmi	бөөгнөрөх, элбэгших	to swarm, to abound	grupo	alternativoj	prononco
level	kokino	тахиа	a hen	grupo	alternativoj	prononco
level	legomoj	хүнсний ногоо	vegetables	grupo	alternativoj	prononco
level	barono	барон	a baron	grupo	alternativoj	prononco
level	malfacile	барагтай, хэцүүхэн	hardly, with difficulty	grupo	alternativoj	prononco
level	epizodo	анги	an episode	grupo	alternativoj	prononco
level	nuligi	хүчингүй болгох, хүчингүй болгох	to cancel, to nullify	grupo	alternativoj	prononco
level	faktoro	хүчин зүйл	a factor	grupo	alternativoj	prononco
level	studentino	эмэгтэй оюутан	a female student	grupo	alternativoj	prononco
level	liberala	либерал	liberal	grupo	alternativoj	prononco
level	ŝraŭboturnilo	халив	a screw driver	grupo	alternativoj	prononco
level	diligente	хичээнгүйлэн	diligently	grupo	alternativoj	prononco
level	malfermi	нээх	to open	grupo	alternativoj	prononco
level	gaelo	гаел	a gael	grupo	alternativoj	prononco
level	rugbeo	регби	rugby	grupo	alternativoj	prononco
level	frizisto	үсчин	a hairdresser	grupo	alternativoj	prononco
level	beleta	хөөрхөн, хөөрхөн	cute, pretty	grupo	alternativoj	prononco
level	normo	хэм хэмжээ, стандарт	norm, standard	grupo	alternativoj	prononco
level	mandarino	мандарин жүрж	a mandarin orange	grupo	alternativoj	prononco
level	omleto	омлет, тортилла	omelette, tortilla	grupo	alternativoj	prononco
level	afiŝeto	зурагт хуудас	a poster	grupo	alternativoj	prononco
level	klerigado	сургалт, сургалт	training, a training	grupo	alternativoj	prononco
level	rekompenci	шагнах, нөхөн төлөх	to reward, to compensate	grupo	alternativoj	prononco
level	abdomeno	хэвлий	abdomen	grupo	alternativoj	prononco
level	rublo	рубль (Орос)	a ruble (Russian)	grupo	alternativoj	prononco
level	bakujo (forno)	шарах шүүгээ	an oven	grupo	alternativoj	prononco
level	komodo	комод (тавилга), цээжний шүүгээ	a commode (furniture), a chest of drawers	grupo	alternativoj	prononco
level	blanka ĉemizo	цагаан цамц	a white shirt	grupo	alternativoj	prononco
level	konkeri	байлдан дагуулах	to conquer	grupo	alternativoj	prononco
level	ekzemple	Жишээлбэл	for example	grupo	alternativoj	prononco
level	pasiva	идэвхгүй	passive	grupo	alternativoj	prononco
level	indiĝeno	уугуул хүн, абориген	an indigenous person, an aborigene	grupo	alternativoj	prononco
level	balkono	тагттай	a balcony	grupo	alternativoj	prononco
level	cico	хөх	a nipple	grupo	alternativoj	prononco
level	abstrakti	хийсвэрлэх	to abstract	grupo	alternativoj	prononco
level	poŝtmarko	шуудангийн марк (=pm)	a postage stamp (=p.m.)	grupo	alternativoj	prononco
level	sportejo	спортын талбай	a sports ground	grupo	alternativoj	prononco
level	polemiko	маргаан, маргаан, маргаан	a polemic, a controversy, a dispute	grupo	alternativoj	prononco
level	sirio	Сири	Syria	grupo	alternativoj	prononco
level	nomi	нэрлэх, томилох, нэр дэвшүүлэх	to name, to designate, to nominate	grupo	alternativoj	prononco
level	fiasko	бүтэлгүйтэл, бүтэлгүйтэл	a fiasco, a failure	grupo	alternativoj	prononco
level	procesio	жагсаал, жагсаал	procession, a procession	grupo	alternativoj	prononco
level	kupeo	купе, тасалгаа	a coupe, a compartment	grupo	alternativoj	prononco
level	hipotezo	таамаглал	a hypothesis	grupo	alternativoj	prononco
level	laboro	ажил	a work	grupo	alternativoj	prononco
level	cirko	цирк	a circus	grupo	alternativoj	prononco
level	iluzio	хуурмаг	an illusion	grupo	alternativoj	prononco
level	troviĝi	олдох	to be found	grupo	alternativoj	prononco
level	baldakeno	халзан, халхавч	a baldachin, a canope	grupo	alternativoj	prononco
level	refuti	няцаах, яллах	to refute, to convict	grupo	alternativoj	prononco
level	fratino	эгч	a sister	grupo	alternativoj	prononco
level	ortodoksa	Ортодокс	orthodox	grupo	alternativoj	prononco
level	revido	дахин харж байна	seeing again	grupo	alternativoj	prononco
level	molekulo	молекул	a molecule	grupo	alternativoj	prononco
level	manifesti	харуулах, харуулах	to manifest, to demonstrate	grupo	alternativoj	prononco
level	malmulta	бага, цөөхөн	little, few	grupo	alternativoj	prononco
level	proporcio	хувь хэмжээ, хувь хэмжээ	a proportion, a rate	grupo	alternativoj	prononco
level	elektra lampo	цахилгаан чийдэн	an electric lamp	grupo	alternativoj	prononco
level	bedo	ор, талбай ([цэцэг] ор)	a bed, a plot ([flower] bed)	grupo	alternativoj	prononco
level	aromo	үнэр, үнэр, үнэр, амт	aroma, smell, fragrance, flavor	grupo	alternativoj	prononco
level	mikroonda forno	бичил долгионы зуух	a microwave oven	grupo	alternativoj	prononco
level	telefoni	залгах, утсаар ярих	to call, to phone	grupo	alternativoj	prononco
level	utopio	утопи	utopia	grupo	alternativoj	prononco
level	manifestacio	жагсаал	a demonstration	grupo	alternativoj	prononco
level	vendisto	худалдагч, худалдагч, худалдагч	a seller, a salesman, a vendor	grupo	alternativoj	prononco
level	ĉikani	үг хэлэх, зовоох	to quibble, to harass	grupo	alternativoj	prononco
level	satano	Сатан, чөтгөр	a Satan, a devil	grupo	alternativoj	prononco
level	maldekstra	зүүн (чиглэл)	left (direction)	grupo	alternativoj	prononco
level	kuirejo	гал тогоо	a kitchen	grupo	alternativoj	prononco
level	loĝanto	оршин суугч, оршин суугч, оршин суугч	a dweller, an inhabitant, a resident	grupo	alternativoj	prononco
level	koloso	аварга том	a colossus	grupo	alternativoj	prononco
level	municipa	хотын захиргаа	municipal	grupo	alternativoj	prononco
level	pulso	импульс	a pulse	grupo	alternativoj	prononco
level	gravi	чухал болох, чухал байх	to matter, to be important	grupo	alternativoj	prononco
level	karavano	карван	a caravan	grupo	alternativoj	prononco
level	astro	тэнгэрийн бие, тэнгэрийн бие, од	a celestial body, a heavenly body, a star	grupo	alternativoj	prononco
level	biologio	биологи	biology	grupo	alternativoj	prononco
level	ĝihado	жихад	jihad	grupo	alternativoj	prononco
level	skrapgumo	резин, эрэгч	a rubber, an erager	grupo	alternativoj	prononco
level	radioaktiva	цацраг идэвхт	radioactive	grupo	alternativoj	prononco
level	kunsido	хурал, хуралдаан, хуралдаан	a meeting, a sitting, a session	grupo	alternativoj	prononco
level	eriko	хизер, зэрлэг сарнай	a heather, a wild rose	grupo	alternativoj	prononco
level	varianto	хувилбар, хувьсагч, өөр хэлбэр	a variant, a variable, a different form	grupo	alternativoj	prononco
level	aŭdienco	үзэгчид, сонсгол	an audience, a hearing	grupo	alternativoj	prononco
level	barbaro	барбар хүн	a barbarian	grupo	alternativoj	prononco
level	evangelio	сайн мэдээ, сайн мэдээ	an evangel, gospel	grupo	alternativoj	prononco
level	tetaso (te-taso)	цайны аяга	a tea cup	grupo	alternativoj	prononco
level	ŝilingo	шиллинг	a shilling	grupo	alternativoj	prononco
level	fazo	үе шат, үе шат	a phase, a stage	grupo	alternativoj	prononco
level	mamuto	мамонт	a mammoth	grupo	alternativoj	prononco
level	adepto	авъяаслаг, дагалдагч	an adept, a follower	grupo	alternativoj	prononco
level	anonima	нэргүй	anonymous	grupo	alternativoj	prononco
level	fonetiko	фонетик	phonetics	grupo	alternativoj	prononco
level	fatala	үхэлтэй, хувь тавилантай, хувь тавилантай, гамшигт	fatal, fated, fateful, disastrous	grupo	alternativoj	prononco
level	komencanto	эхлэгч	a beginner	grupo	alternativoj	prononco
level	vulgara	бүдүүлэг, ардын яриа, нийтлэг	vulgar, vernacular, common	grupo	alternativoj	prononco
level	ekiri	буух, гарах, гарах	to get off, to set off, to set out	grupo	alternativoj	prononco
level	baso	басс, басс хоолой	a bass, a bass voice	grupo	alternativoj	prononco
level	dormĉambro	унтлагын өрөө	a bedroom	grupo	alternativoj	prononco
level	kofro	авдар, аялагч авдар, авдар	a coffer, a traveling chest, a trunk	grupo	alternativoj	prononco
level	agonio	зовлон шаналал, үхлийн шаналал	an agony, death throes	grupo	alternativoj	prononco
level	fotilo	камер	a camera	grupo	alternativoj	prononco
level	cilindro	цилиндр, бул	a cylinder, a roller	grupo	alternativoj	prononco
level	sonbendilo	кассет соронзон хальсны бичигч	a casette tape recorder	grupo	alternativoj	prononco
level	eburo	зааны яс	an ivory	grupo	alternativoj	prononco
level	kanario	канар	a canary	grupo	alternativoj	prononco
level	moskeo	сүм	a mosque	grupo	alternativoj	prononco
level	formato	хэлбэр	a format	grupo	alternativoj	prononco
level	manio	маниа, моод	a mania, a fad	grupo	alternativoj	prononco
level	skeptika	эргэлзээтэй	skeptical	grupo	alternativoj	prononco
level	citadelo	цайз	a citadel	grupo	alternativoj	prononco
level	komputilo	компьютер (хэрэгсэл) (=computero, komputmaŝino)	a computer (tool) (=komputero, komputmaŝino)	grupo	alternativoj	prononco
level	fanatika	фанат, фанатик, мухарт	fanatic, fanatical, bigoted	grupo	alternativoj	prononco
level	kosmoso	сансар огторгуй	a cosmos	grupo	alternativoj	prononco
level	strofo	шүлэг, бадаг	a verse, a stanza	grupo	alternativoj	prononco
level	metaforo	зүйрлэл	a metaphor	grupo	alternativoj	prononco
level	nostalgio	дурсахуй	nostalgia	grupo	alternativoj	prononco
level	forumo	форум юм	a forum	grupo	alternativoj	prononco
level	arbusto	бут сөөг, бут сөөг	a bush, a shrub, shrubbery	grupo	alternativoj	prononco
level	televidilo	зурагт	a TV set	grupo	alternativoj	prononco
level	penco	пенни	a penny	grupo	alternativoj	prononco
level	ludkartoj	карт тоглох	playing cards	grupo	alternativoj	prononco
level	pozi	санаа тавих	to pose	grupo	alternativoj	prononco
level	T-ĉemizo	нэг футболк	a T-shirt	grupo	alternativoj	prononco
level	konvencio	конвенц, хэлэлцээр	a convention, an agreement	grupo	alternativoj	prononco
level	hungaro	унгар хүн	a Hungarian person	grupo	alternativoj	prononco
level	tulipo	алтанзул цэцэг	a tulip	grupo	alternativoj	prononco
level	bilanco	тайлан баланс, санхүүгийн тайлан	a balance sheet, a financial statement	grupo	alternativoj	prononco
level	Parizo	Парис	Paris	grupo	alternativoj	prononco
level	telefakso	факс, телефакс	fax, telefax	grupo	alternativoj	prononco
level	gnomo	гном, одой, бор шувуу	a gnome, a dwarf, a brownie	grupo	alternativoj	prononco
level	formala	албан ёсны	formal	grupo	alternativoj	prononco
level	duelo	дуэль	a duel	grupo	alternativoj	prononco
level	paralela	Зэрэгцээ	parallel	grupo	alternativoj	prononco
level	romantiko	романтизм	a romanticism	grupo	alternativoj	prononco
level	laciĝi	ядрах	to become tired	grupo	alternativoj	prononco
level	fuko	далайн замаг (хүрэн, хуурай), бор замаг (хоол)	a seaweed (brown, dry), a kelp (wrack)	grupo	alternativoj	prononco
level	sabro	сэлэм, өргөн сэлэм	a sabre, a broadsword	grupo	alternativoj	prononco
level	apatio	хайхрамжгүй байдал	an apathy	grupo	alternativoj	prononco
level	meze	дунд нь	in the middle	grupo	alternativoj	prononco
level	markizo	Маркиз	a marquis	grupo	alternativoj	prononco
level	martiro	алагдсан хүн	a martyr	grupo	alternativoj	prononco
level	aerpoŝto	агаарын шуудан	an airmail	grupo	alternativoj	prononco
level	reputacio	нэр хүнд	reputation	grupo	alternativoj	prononco
level	diskreta	хянамгай, салангид	discreet, discrete	grupo	alternativoj	prononco
level	cendo	цент	a cent	grupo	alternativoj	prononco
level	kotizi	хувь нэмэр оруулах (нийтлэг зорилгын төлөөх мөнгө)	to contribute (money for a common objective)	grupo	alternativoj	prononco
level	epiteto	эпитет, шинж чанар	an epithet, an attribute	grupo	alternativoj	prononco
level	fizionomio	физиологи, нүүрний онцлог, нүүрний хувирал	physiognomy, facial features, facial expression	grupo	alternativoj	prononco
level	reliefo	тусламж, гайхалтай дүрслэл	a relief, an outstanding representation	grupo	alternativoj	prononco
level	paragrafo	догол мөр	a paragraph	grupo	alternativoj	prononco
level	temperamento	даруу зан	a temperament	grupo	alternativoj	prononco
level	sandalo	шаахай	a sandal	grupo	alternativoj	prononco
level	ekstrakto	ханд	an extract	grupo	alternativoj	prononco
level	antipatio	антипати, дургүй	antipathy, dislike	grupo	alternativoj	prononco
level	liriko	дууны үг, уянгын шүлэг	lyrics, lyrical poem	grupo	alternativoj	prononco
level	geometrio	геометр	geometry	grupo	alternativoj	prononco
level	ekskluziva	онцгой	exclusive	grupo	alternativoj	prononco
level	opio	опиум	opium	grupo	alternativoj	prononco
level	sensacio	сенсаци, үймээн самуун	a sensation, a commotion	grupo	alternativoj	prononco
level	kliŝi	хэллэгээр хэлэх, хэвшмэл байдлаар хэлэх	to say in cliche, to say stereotypical	grupo	alternativoj	prononco
level	inversa	урвуу, урвуу	inverse, reverse	grupo	alternativoj	prononco
level	patoso	эмгэг	pathos	grupo	alternativoj	prononco
level	astronomio	одон орон судлал	astronomy	grupo	alternativoj	prononco
level	negro	хар хүн	a black person	grupo	alternativoj	prononco
level	galero	галлерей	a galley	grupo	alternativoj	prononco
level	revolvero	буу	a revolver	grupo	alternativoj	prononco
level	aristokrato	язгууртан	an aristocrat	grupo	alternativoj	prononco
level	junko	яарах (өвслөг ургамал)	a rush (grassy plant)	grupo	alternativoj	prononco
level	projekcio	төсөөлөл	a projection	grupo	alternativoj	prononco
level	dekreto	тогтоол	a decree	grupo	alternativoj	prononco
level	garnizono	гарнизон	a garrison	grupo	alternativoj	prononco
level	aborti	зулбах, зулбах	to abort, to miscarry	grupo	alternativoj	prononco
level	nimfo	нимф	a nymph	grupo	alternativoj	prononco
level	parodio	элэглэл, бурлеск	a parody, a burlesque	grupo	alternativoj	prononco
level	strategio	стратеги	a strategy	grupo	alternativoj	prononco
level	aldo	альт (дуу хоолой)	an alto (voice)	grupo	alternativoj	prononco
level	monopolo	монополь	a monopoly	grupo	alternativoj	prononco
level	vaki	хоосон байх	to be vacant	grupo	alternativoj	prononco
level	ci	чи, чи	thou, you	grupo	alternativoj	prononco
level	uragano	хар салхи, хар салхи	a hurricane, a tornado	grupo	alternativoj	prononco
level	mozaiko	мозайк	a mosaic	grupo	alternativoj	prononco
level	estetiko	гоо зүй	aesthetics	grupo	alternativoj	prononco
level	marĝeno	маржин	a margin	grupo	alternativoj	prononco
level	fiziologio	физиологи	physiology	grupo	alternativoj	prononco
level	atleto	тамирчин	an athlete	grupo	alternativoj	prononco
level	gazo	самбай	a gauze	grupo	alternativoj	prononco
level	rigora	хатуу	rigorous	grupo	alternativoj	prononco
level	anatomio	анатоми	anatomy	grupo	alternativoj	prononco
level	estrado	тавцан, тайз	a platform, a stage	grupo	alternativoj	prononco
level	miniaturo	бяцхан зураг	a miniature	grupo	alternativoj	prononco
level	cigano	цыган	a gypsy	grupo	alternativoj	prononco
level	eksceso	илүүдэл, асар их зүйл	an excess, an enormity	grupo	alternativoj	prononco
level	karikaturo	хүүхэлдэйн кино, хүүхэлдэйн кино	a caricature, a cartoon	grupo	alternativoj	prononco
level	katedro	багшийн ширээ, их сургуулийн шуудан	a lecturer's desk, a university post	grupo	alternativoj	prononco
level	banala	энгийн, энгийн зүйл	banal, commonplace	grupo	alternativoj	prononco
level	taktiko	тактик, тактик	a tactic, tactics	grupo	alternativoj	prononco
level	konfederacio	холбоо	a confederation	grupo	alternativoj	prononco
level	kokso	хонго, хонго	a hip, haunch	grupo	alternativoj	prononco
level	alegorio	зүйрлэл	an allegory	grupo	alternativoj	prononco
level	lavendo	лаванда	a lavender	grupo	alternativoj	prononco
level	zigzago	зигзаг	a zigzag	grupo	alternativoj	prononco
level	arkivo	архив (=arĥivo)	an archive (=arĥivo)	grupo	alternativoj	prononco
level	sultano	Султан	Sultan	grupo	alternativoj	prononco
level	femuro	гуя, дээд хөл	a thigh, upper leg	grupo	alternativoj	prononco
level	bivako	хуаран, бивуак	a camp, a bivouac	grupo	alternativoj	prononco
level	blazono	a blazon, amorial bearings	a blazon, amorial bearings	grupo	alternativoj	prononco
level	panoramo	панорама	a panorama	grupo	alternativoj	prononco
level	ario	ариа, агаар	an aria, an air	grupo	alternativoj	prononco
level	protokolo	протокол юм	a protocol	grupo	alternativoj	prononco
level	pudingo	пудинг, идээ	pudding, a pudding	grupo	alternativoj	prononco
level	simetrio	тэгш хэм	a symmetry	grupo	alternativoj	prononco
level	filologo	филологич	a philologist	grupo	alternativoj	prononco
level	psalmo	дуулал	psalm	grupo	alternativoj	prononco
level	talero	талер (Германы мөнгөн зоос)	a thaler (German silver coin)	grupo	alternativoj	prononco
level	minareto	минарет	a minaret	grupo	alternativoj	prononco
level	farmacio	эм зүй, эмийн сан (шинжлэх ухаан)	pharmaceutics, pharmacy (science)	grupo	alternativoj	prononco
level	sodo	сод	a soda	grupo	alternativoj	prononco
level	akacio	хуайс	an acacia	grupo	alternativoj	prononco
level	majoro	хошууч, командлагч	a major, a commander	grupo	alternativoj	prononco
level	kavalerio	морин цэрэг	a cavalry	grupo	alternativoj	prononco
level	metamorfozo	хувиргалт, хувирал	metamorphosis, transformation	grupo	alternativoj	prononco
level	marini	marinate хийх	to marinate	grupo	alternativoj	prononco
level	pantomimo	пантомим	a pantomime	grupo	alternativoj	prononco
level	spiralo	спираль	a spiral	grupo	alternativoj	prononco
level	emblemo	бэлгэ тэмдэг, лого	an emblem, a logo	grupo	alternativoj	prononco
level	derivi	гаргаж авах	to derive	grupo	alternativoj	prononco
level	konkurenco	өрсөлдөөн, арилжааны тэмцээн	a competition, a commercial competition	grupo	alternativoj	prononco
level	tributo	хүндэтгэл	a tribute	grupo	alternativoj	prononco
level	klaki	товших, ярих, хагарах	to click, to chatter, to crack	grupo	alternativoj	prononco
level	frakcio	фракц	a faction	grupo	alternativoj	prononco
level	teologio	теологи	theology	grupo	alternativoj	prononco
level	sektoro	салбар, тойргийн салбар	a sector, a sector of circle	grupo	alternativoj	prononco
level	sintezo	синтез	a synthesis	grupo	alternativoj	prononco
level	farso	онигоо, алгадах	a farce, a slapstick	grupo	alternativoj	prononco
level	guldeno	гулден, гулден	a guilder, a gulden	grupo	alternativoj	prononco
level	providenco	тэтгэмж	a providence	grupo	alternativoj	prononco
level	skrupulo	хайхрамжгүй байдал, ухамсартай байдал, түгшүүр	a scruple, a conscientiousness, a qualm	grupo	alternativoj	prononco
level	infanterio	явган цэрэг	an infantry	grupo	alternativoj	prononco
level	spasmo	спазм	a spasm	grupo	alternativoj	prononco
level	rikani	шоолох, ёжтой инээх	to sneer, to laugh derisively	grupo	alternativoj	prononco
level	sondi	дуугарах, шалгах, ухаарах	to sound, to probe, to fathom	grupo	alternativoj	prononco
level	disciplino	сахилга бат	a discipline	grupo	alternativoj	prononco
level	sarkasmo	ёжлол	a sarcasm	grupo	alternativoj	prononco
level	Londono	Лондон	London	grupo	alternativoj	prononco
level	arkitekturo	архитектур (=arĥitekturo)	an architecture (=arĥitekturo)	grupo	alternativoj	prononco
level	antologio	антологи	anthology	grupo	alternativoj	prononco
level	kanibalo	хүн иддэг хүн	a cannibal	grupo	alternativoj	prononco
level	Varsovio	Варшав	Warsaw	grupo	alternativoj	prononco
level	geologio	геологи	geology	grupo	alternativoj	prononco
level	leontodo	Dandelion	a dandelion	grupo	alternativoj	prononco
level	disĉiplo	шавь, дагалдагч	a disciple, a follower	grupo	alternativoj	prononco
level	kuirita rizo	чанасан будаа	a cooked rice	grupo	alternativoj	prononco
level	ĝino	жин (архи согтууруулах ундаа)	a gin (alcoholic beverage)	grupo	alternativoj	prononco
level	departemento	хэлтэс	a department	grupo	alternativoj	prononco
level	remburita urso	чихмэл баавгай	a stuffed bear	grupo	alternativoj	prononco
level	baseno	сав газар, усан сан	a basin, a pool	grupo	alternativoj	prononco
level	poluri	өнгөлөх, гялалзах, өнгөлөх (арьс) (=ciri)	to polish, to shine, to polish (leather) (=ciri)	grupo	alternativoj	prononco
level	miaŭi	миулах, мэхлэх	to meow, to mew	grupo	alternativoj	prononco
level	admiralo	адмирал, далайн лорд	an admiral, Sea Lord	grupo	alternativoj	prononco
level	farbito	өглөөний алдар (цэцэг)	a morning glory (flower)	grupo	alternativoj	prononco
level	jodo	иод	iodine	grupo	alternativoj	prononco
level	kronologio	он цагийн хэлхээс	a chronology	grupo	alternativoj	prononco
level	cinika	онигоо	cynical	grupo	alternativoj	prononco
level	filologio	филологи	philology	grupo	alternativoj	prononco
level	aksiomo	аксиом, аксиоматик систем	an axiom, an axiomatic system	grupo	alternativoj	prononco
level	bardo	бард	a bard	grupo	alternativoj	prononco
level	ĵargono	үг хэллэг, хэллэг	a jargon, a slang	grupo	alternativoj	prononco
level	aritmetiko	арифметик	arithmetics	grupo	alternativoj	prononco
level	analoga	аналог, аналог	analog, analogous	grupo	alternativoj	prononco
level	aforismo	афоризм, үг хэллэг	an aphorism, a saying	grupo	alternativoj	prononco
level	kasto	каст	a caste	grupo	alternativoj	prononco
level	antilopo	гөрөөс	an antelope	grupo	alternativoj	prononco
level	pledi	нэхэмжлэл гаргах (шүүхэд)	to plead (in court)	grupo	alternativoj	prononco
level	narciso	даффодил, нарцисс	a daffodil, a narcissus	grupo	alternativoj	prononco
level	adjutanto	туслах ажилтан, туслах ажилтан	an adjutant, an aide-de-camp	grupo	alternativoj	prononco
level	krucifikso	загалмай	a crucifix	grupo	alternativoj	prononco
level	ĵerzo	өмсгөл	a jersey	grupo	alternativoj	prononco
level	hieno	хиена	a hyena	grupo	alternativoj	prononco
level	epopeo	туульс, туульс	a epic, a epic poem	grupo	alternativoj	prononco
level	busto	цээж, их бие	a bust, a torso	grupo	alternativoj	prononco
level	bordero	хил	a border	grupo	alternativoj	prononco
level	kantato	кантата	cantata	grupo	alternativoj	prononco
level	nomado	нүүдэлчин	a nomad	grupo	alternativoj	prononco
level	sakristio	хувцас (сүмд)	a vestry (in a church)	grupo	alternativoj	prononco
level	felietono	фельетон, цуврал зохиол	a feuilleton, a serial feature	grupo	alternativoj	prononco
level	prefekto	префект	a prefect	grupo	alternativoj	prononco
level	diafana	диафан, ил тод, тунгалаг	diaphanous, transparent, translucent	grupo	alternativoj	prononco
level	lazuro	номин, тэнгэрийн хөх	azure, sky blue	grupo	alternativoj	prononco
level	pigmeo	пигми	a pygmy	grupo	alternativoj	prononco
level	miriado	тоо томшгүй олон	a myriad	grupo	alternativoj	prononco
level	retoro	уран илтгэгч	a rhetorician	grupo	alternativoj	prononco
level	boksi	хайрцаглах	to box	grupo	alternativoj	prononco
level	optiko	оптик	optics	grupo	alternativoj	prononco
level	azilo	орогнох газар, дархан цаазат газар	an asylum, a sanctuary	grupo	alternativoj	prononco
level	bastardo	новш	a bastard	grupo	alternativoj	prononco
level	feŭdo	сөргөлдөөн, феодал	a feud, a feudal	grupo	alternativoj	prononco
level	paroksismo	пароксизм	a paroxysm	grupo	alternativoj	prononco
level	loterio	сугалаа, сугалаа	a lottery, a raffle	grupo	alternativoj	prononco
level	gasfornelo	хийн хүрээ	a gas range	grupo	alternativoj	prononco
level	papiruso	папирус	a papyrus	grupo	alternativoj	prononco
level	soneto	сонет	a sonnet	grupo	alternativoj	prononco
level	kelonio	яст мэлхий	a turtle	grupo	alternativoj	prononco
level	moduli	модуляцлах	to modulate	grupo	alternativoj	prononco
level	ekspresa	илэрхийлэх	express	grupo	alternativoj	prononco
level	despoto	дарангуйлагч	a despot	grupo	alternativoj	prononco
level	konfiski	хураах	to confiscate	grupo	alternativoj	prononco
level	depeŝo	илгээх, яаралтай мессеж	a dispatch, an urgent message	grupo	alternativoj	prononco
level	angoro	шаналал, шаналал, зовлон	an anguish, an agony, a distress	grupo	alternativoj	prononco
level	subrobo	хальтиргаа, дэд дээл	a slip, a sub robe	grupo	alternativoj	prononco
level	oazo	баян бүрд	an oasis	grupo	alternativoj	prononco
level	Rejno	Рейн	Rhine	grupo	alternativoj	prononco
level	epilepsio	эпилепси	an epilepsy	grupo	alternativoj	prononco
level	dogo	бульдог, мастиф	a bulldog, a mastiff	grupo	alternativoj	prononco
level	sakuro	интоорын цэцэг (япон)	a cherry blossom (japanese)	grupo	alternativoj	prononco
level	arkitekto	архитектор (=arĥitekto)	an architect (=arĥitekto)	grupo	alternativoj	prononco
level	emancipi	чөлөөлөх	to emancipate	grupo	alternativoj	prononco
level	nektaro	нектар	a nectar	grupo	alternativoj	prononco
level	trikoloreto	хахуун цэцгийн, зүрхэн цэцэг (цэцэг)	a pansy, heartsease (flower)	grupo	alternativoj	prononco
