B.fa content.tsv
Level	Esperanto	fa	en-us	Grupo	Alternativoj	Pronoco
level	tre agrable ĉi tie	اینجا خیلی خوبه	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	اینجا در چایخانه (اولری)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	من به آرامش نیاز دارم	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	بعد از یک روز بسیار پر استرس	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	آرامش بعد از یک روز پر استرس	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	حال و هوای یک چایخوری	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ کنتراست بسیار خوبی است	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	در مقابل سایر رویدادها	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	رویدادهای دیگر در طول IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	فضا در تضاد با سایر رویدادها است	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	کنتراست بسیار خوبی دارد، اینطور نیست؟	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	بله موسیقی ملایم	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	موسیقی ملایم، مکالمه آرام	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	گپ آرام و چای جالب	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	مناسب برای بازیابی قدرت	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	شما به شدت خسته به نظر می رسید	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	تمام روز چیکار کردی	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	اول پست گذاشتم	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	پست برای گشت و گذار فردا	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	برای گشت و گذار پست گذاشتم	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	اتفاقا میری؟	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	به گردش خواهد رفت	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	آیا به سفری می روید؟	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	بله، به آبشار بزرگ	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	و سپس به نمایشگاه	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	نمایشگاه هنر مدرن	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	به یک آبشار و سپس به یک نمایشگاه	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	یک انتخاب خوب	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	من هم به آنجا خواهم رفت	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	به هر حال، من یک گروه بحث را رهبری کردم	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	برای آویزان کردن پوسترها	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	پس از آویختن پوسترهای گشت و گذار	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	گروه گفتگو با عنوان &quot;فمینیسم&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	بحثی را با عنوان &quot;فمینیسم&quot; رهبری کرد.	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	آیا فمینیسم در کشورهای مختلف یکسان است؟	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	بحث جالب و پر جنب و جوش	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	بسیار جالب و پر جنب و جوش بود	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	برای پنج ساعت گذشته	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	من در یک جلسه طولانی بودم	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	در چند ساعت گذشته در جلسه کمیته بودم	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	در یک جلسه طولانی کمیته	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	واقعا خیلی طولانی بود	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	کمیته جلسه خود را به پایان رساند	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	اما اکنون کمیته جلسه را به پایان رسانده است	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	واقعا طولانی بود، اما اکنون تمام شده است	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	اوه، پس شما عضو کمیته هستید؟	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	هیئت مدیره TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	من هم در هیئت هستم	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	بله، من هم هستم ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	همچنین در هیئت مدیره TEJO است	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	بله، و من ~ هستم	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	من هیچ وقت فعال نبودم	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	بسیار فعال در جنبش	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	هرگز در جنبش فعال نبود	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	فعالیت اصلی TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	در حال حاضر فعالیت اصلی چیست؟	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	در واقع فعالیت اصلی چیست؟	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	وسیع است	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	طیف گسترده ای از زمینه ها	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	در زمینه های مختلف فعالیت داریم	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	سمینارهای حقوق بشر	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	حقوق بشر و روابط بین فرهنگی	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	دوچرخه، کاروان، جشنواره	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	به عنوان مثال سمینارها، کاروان های دوچرخه سواری و جشنواره ها	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	جشنواره های زبان، ساخت صفحات وب	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	به عنوان مثال کاروان های دوچرخه، جشنواره ها و غیره	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	سمیناری در مورد حقوق و روابط	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	کاروان، جشنواره، ساخت و ساز و غیره	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	نهادهای رسمی مانند یونسکو	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	در مراجع رسمی نمایندگی می شود	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	ما نیز نمایندگی داریم	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	در ارگان های مختلف نمایندگی می شود	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	نهادهایی مانند انجمن جوانان اروپا، یونسکو	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	بخش جوانان سازمان ملل	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	نهادهای مختلف مانند یونسکو و بخش جوانان سازمان ملل	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	یونسکو و بخش جوانان سازمان ملل	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	انجمن جوانان اروپا و بخش جوانان سازمان ملل	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	به نظر جالب میاد	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	یک برگ، برای مرور، یک باد، به طرفدار کردن، اسپرانتو، برای لذت بردن از اسپرانتو	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	برای من همین که اسپرانتو صحبت کنم کافی است	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	برای لذت بردن از اسپرانتو برای یک یا دو هفته	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	یک یا دو هفته در سال	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	با این حال، برای من کافی است	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	بله، باید ~ را پیدا کرد	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	برای یافتن تعادل	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	هر کسی باید تعادل خودش را پیدا کند	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	احساس میکنم خیلی زیاده	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	در حال حاضر احساس می کنم	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	من احساس می کنم که ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	به نظر می رسد که تعداد ~ بسیار زیاد است	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	در زندگی من اسپرانتو زیاد است	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	اسپرانتو در زندگی من زیاد است	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	تو عضوی؟	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	آیا شما عضو یک سازمان هستید؟	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	عضو یک سازمان دیگر	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	واقعا یک سازمان نیست، اما ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	اما من گیتار میزنم	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	در یک گروه گیتار می نوازد	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	خوب! واقعا دوست دارم	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	من دوست دارم به آواز خواندن	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	خیلی دوست دارد آواز بخواند	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	چه نوع موسیقی ای می نوازی؟	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	خوب، پاپ ساده است	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	ما تازه گروه را راه اندازی کردیم	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	اما در نهایت ما بازی خواهیم کرد	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	ما در طول IJK بازی کردیم	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	در IJK بعدی بازی خواهد کرد	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	من در حال حاضر مشتاقانه منتظر آن هستم!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	فقط بگو اگر نیاز داری ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	به یک خواننده پشتیبان نیاز دارد	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	اگر به یک خواننده پشتیبان نیاز دارید	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	چرا که نه؟ شاید بخواهی ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	الان میخوای یه چیزی بخونی	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	من میتونم گیتار بزنم	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	تو می خواهی آواز بخوانی و من می توانم بازی کنم	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	الان یه چیزی بخونم و گیتار بزنم	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	بله، من آن را دوست دارم	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	تا گیتارم را بیاورم	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	فوراً گیتار من را خواهد آورد	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	خیلی خوب، من یک گیتار می آورم	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	فوراً گیتارم را می‌آورم	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	منتظر بازگشت شماست	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	امیدوارم بازگشت سریع شما	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	من انتظار بازگشت سریع دارم	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	منتظر بازگشت سریع شماست	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	دو روز بعد	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	خارج از زمین رقص	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	چند روز بعد، بیرون از میدان رقص	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	هی کابه، تو نگاه می کنی ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	به نظر خیلی شاد میرسی	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	بله، من هستم ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	خوب، خوشحالم!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	آیا کنگره را دوست دارید؟	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	کنگره را تا این حد دوست دارید؟	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	بله و خیر	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	مطمئنم خیلی راضی هستم	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	از IJK بسیار راضی است	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	اما چیز دیگری وجود دارد	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	چیز دیگری، که من را خوشحال می کند	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	چیزی است که باعث می شود ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	درست تر گفته	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	کسی هست که ~ می زند	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	کسی که قلبم را به تپش وا می دارد	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	بگو، بگو عاشق شدی؟	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	عاشق یه دختر شد	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	عاشق دختری شدی؟	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	مطمئن نیستم عاشق شدم یا نه	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	مطمئن نیستم ولی حس خوبی داره	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	من هنوز مطمئن نیستم که عاشق شده ام یا نه	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	اما حس خیلی خوبی داره	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	او حتی مرا بوسید	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	لب هایم را بوسید	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	حتی در حین La Bamba مرا بوسید	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	شگفت انگیز چه بوسه ای	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	چه بوسه ای داد!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	عالی! حالا فهمیدم	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	می فهمد چرا تابش می کنید	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	تو خیلی شادی تراوش می کنی	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	در واقع، چیزی مشابه اتفاق افتاد	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	اتفاق مشابهی برای من افتاد	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	اما من فکر کردم که ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	فکر کردی دوست نداری ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	شما رقص در La Bamba را دوست ندارید	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	درست است، این اتفاق نیفتاد	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	در پیست رقص اتفاق افتاد	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	این اتفاق در یک زمین رقص رخ نداد	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	اما در چایخوری (اولری)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	و این بوسه نبود	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	نه یک بوسه اما هنوز هم چیزی خوشحال کننده است	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	اما با این وجود چیزی بسیار شاد	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	پس بگو!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	من نمی دانم چه بگویم	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	واقعا نمیدونم چی بگم	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	اتفاق خاصی نیفتاد	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	حداقل هنوز این اتفاق نیفتاده است	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	اما من به نوعی احساس کردم	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	احساس کرد که من را خیلی دوست دارد	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	به نوعی احساس کرد که او من را خیلی دوست دارد	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	او من را دوست دارد و من او را دوست دارم	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	ما برای مدت طولانی در مورد ~ چت کردیم	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	چت طولانی در مورد موسیقی داشت	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	و سپس با هم آواز خواندند	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	فکر کنم داشت معاشقه میکرد	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	او با من معاشقه می کرد	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	خیلی خوب بود	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	همانطور که دوست شما از کانادا می گوید	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	همانطور که یکی از دوستان کانادایی می گوید: &quot;خوب است!&quot;	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	آره واقعا! امیدوارم ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	به زودی دوباره او را ملاقات کنم	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	امیدوار است دوباره او را ملاقات کند	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	امیدوارم به زودی او را ملاقات کنم	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	من هم همینطور	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	در دریاچه ای نزدیک ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	دریاچه ای در نزدیکی محل کنگره	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	نزدیک سالن کنگره	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	اوه، تو هم هستی ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	تو هم اینجایی!؟	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	بله، من ملاقات خواهم کرد ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	به زودی یک دوست را در اینجا ملاقات خواهم کرد	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	برای یک مکالمه خصوصی	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	یک دوست را برای گفتگوی خصوصی ملاقات خواهد کرد	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	بنابراین، من می خواهم از شما بپرسم ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	من می خواهم از شما بخواهم که بروید	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	خوب، این امکان پذیر نیست	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	در واقع امکان پذیر نیست	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	چرا؟ برای من خیلی مهم است!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	این جلسه بسیار مهم است	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	پس لطفا اجازه بدهید بروم	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	لطفا من را تنها بگذار	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	همانطور که گفتم	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	گفتم این امکان پذیر نیست	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	یکی از دوستانم به زودی ظاهر می شود	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	زیرا به زودی یک دوست نیز ظاهر می شود	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	یک دوست نیز در اینجا ظاهر می شود	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	لعنتی، معمولا همین الان	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	در واقع این در مورد دختر است	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	دختری که در موردش گفتم	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	اتفاقا اسمش جسی است	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	پسران و دختران! عالیه که تونستی بیای	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	من خیلی خوشحالم که شما را می بینم	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	خوشحالم که دوباره شما را می بینم	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	اما، شما نگاه می کنید ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	شما شوکه و گیج به نظر می رسید	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	شوکه شده و به نوعی گیج شده است	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	به طور مشخص	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	بنابراین، من حدس می زنم ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	شما قبلا آن را دریافت کرده اید	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	می فهمی چطور است، درست است؟	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	حدس می زنم قبلا فهمیده اید	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	قبلاً فهمیده اید که چگونه است	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	من هیچی نمیفهمم!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	فکر کنم نمیخوام ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	نمی خواهد بفهمد	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	من نمی خواهم بفهمم	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	اما پیچیده نیست!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	بگذار توضیح بدهم	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	وقتی اینا به من گفت	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	از دوست خودش به من گفت	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	دوستی که اسپرانتو یاد گرفت	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	اسپرانتو را خیلی سریع یاد گرفت	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	دوستی به نام کبه	a friend who is called Kabe	grupo	alternativoj	prononco
