B.tr content.tsv
Level	Esperanto	tr	en-us	Grupo	Alternativoj	Pronoco
level	al akvofalo kaj poste al ekspozicio	bir şelaleye ve ardından bir sergiye	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	iyi bir seçim	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	ben de oraya gideceğim	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	neyse, bir tartışma grubuna liderlik ettim	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	poster asmak	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	gezi posterlerinin asılmasının ardından	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	&quot;feminizm&quot; başlıklı tartışma grubu	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	&quot;Feminizm&quot; başlığıyla tartışma başlattı	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	Feminizm farklı ülkelerde aynı mıdır?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	ilginç ve canlı tartışma	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	çok ilginç ve canlıydı	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	son beş saattir	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Uzun bir seanstaydım	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	son birkaç saattir bir komite toplantısındayım	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	uzun bir komite toplantısında	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	gerçekten çok uzundu	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	Komite toplantısını tamamladı	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	ama şimdi komite toplantıyı bitirdi	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	gerçekten çok uzundu ama artık bitti	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	yani sen komite üyesi misin?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	TEJO yönetim kurulu	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	ben de yönetim kurulundayım	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	evet ben de ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	aynı zamanda TEJO'nun yönetim kurulundadır	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	evet ve ben ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Hiç aktif olmadım	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	harekette çok aktif	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	harekette hiçbir zaman aktif olmadı	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	TEJO'nun ana faaliyeti	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	şu anki ana faaliyet nedir?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	aslında ana faaliyet nedir?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	çok geniş	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	çok çeşitli alanlar	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	çeşitli alanlarda faaliyetlerimiz var	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	insan hakları semineri	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	insan hakları ve kültürlerarası ilişkiler	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	bisiklet, karavan, festival	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	örneğin seminerler, bisiklet karavanları ve festivaller	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	dil festivalleri, web sayfaları oluşturma	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	örneğin bisiklet karavanları, festivaller vb.	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	haklar ve ilişkiler üzerine bir seminer	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	karavan, festival, inşaat vb.	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	UNESCO gibi resmi kurumlar	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	Resmi kurumlarda temsil edilen	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	biz de temsil ediliyoruz	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	çeşitli organlarda temsil edilir	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	Avrupa Gençlik Forumu, UNESCO gibi kuruluşlar	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	Birleşmiş Milletler gençlik bölümü	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	UNESCO ve BM'nin gençlik bölümü gibi çeşitli organlar	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO ve Birleşmiş Milletler gençlik kolu	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Avrupa Gençlik Forumu ve BM gençlik bölümü	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	ilginç geliyor	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	bir yaprak, göz atmak, rüzgar, yelpazelemek, Esperanto, Esperanto'nun tadını çıkarmak	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	benim için Esperanto konuşmak yeterli	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	bir veya iki hafta Esperanto'nun tadını çıkarmak	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	yılda bir veya iki hafta	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	yine de bana yetiyor	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	evet bulmalı ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	dengeyi bulmak	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	herkes kendi dengesini bulmalı	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Bunun çok fazla olduğunu hissediyorum	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	şu anda hissediyorum	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	bunu hissediyorum ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	çok fazla varmış gibi geliyor ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	hayatımda çok fazla Esperanto var	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	hayatımda çok fazla Esperanto var	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	Üye misiniz?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	bir örgüte üye misiniz?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	başka bir örgütün üyesi	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	aslında bir organizasyon değil ama ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	ama gitar çalıyorum	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	bir grupta gitar çalıyor	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	Güzel! gerçekten sevdim	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	şarkı söylemeyi severim	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	şarkı söylemeyi çok seviyor	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	Ne tür müzik çalıyorsun?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	peki, bu basit bir pop	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	gruba yeni başladık	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	ama sonunda oynayacağız	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	IJK sırasında oynadık	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	bir sonraki IJK sırasında oynayacak	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Şimdiden sabırsızlıkla bekliyorum!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	ihtiyacın olursa söyle ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	yedek şarkıcıya ihtiyacı var	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	yedek şarkıcıya ihtiyacın varsa	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	Neden? belki istersin ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	şimdi bir şeyler söylemek istiyorsun	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	gitar calabilirim	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	sen şarkı söylemek istiyorsun, ben de oynayabilirim	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	şimdi bir şeyler söylemek ve gitar çalmak	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	evet bunu isterim	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	gitarımı getirmek için	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	gitarımı hemen getireceğim	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	pekala, bir gitar getireceğim	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Hemen gitarımı getireceğim	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	dönüşünü bekliyor	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	umarım hızlı bir şekilde geri dönersiniz	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Hızlı bir dönüş bekliyorum	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	umutla hızlı dönüşünüzü bekliyor	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	iki gün sonra	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	dans pistinin dışında	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	günler sonra dans pistinin dışında	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	hey Kabe, bak ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	mutlu görünüyorsun	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	evet öyleyim ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	güzel, sevindim!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	Kongreyi sever misin?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	Kongreyi bu kadar mı seviyorsunuz?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	Evet ve hayır	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	eminim çok memnun kaldım	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	IJK'dan çok memnun	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	ama başka bir şey daha var	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	beni mutlu eden başka bir şey	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	~ yapan bir şeydir	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	daha doğru söyledi	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	döven biri var ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	kalbimin atmasını sağlayan biri	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	söyle söyle, aşık oldun mu?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	bir kıza aşık oldum	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	bir kıza mı aşık oldun?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	aşık olup olmadığımdan emin değilim	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	emin değilim ama iyi hissettiriyor	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Henüz aşık olup olmadığımdan emin değilim	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	ama çok iyi hissettiriyor	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	beni öptü bile	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	beni dudaklarımdan öptü	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	La Bamba sırasında beni öptü bile	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	ne muhteşem bir öpücük	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	ne öpücük verdi!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	Harika! şimdi anladım	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	neden yayıldığını anlıyor	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	o kadar çok sevinç yayıyorsun ki	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	aslında buna benzer bir şey oldu	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	benzer bir şey başıma geldi	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	ama şunu düşündüm ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	hoşlanmadığını sanıyordum ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	La Bamba'da dans etmeyi sevmiyorsun	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	doğru, olmadı	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	dans pistinde yaşandı	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	dans pistinde olmadı	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	ama çay salonunda(Baykuşhane)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	ve bu öpücük değildi	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	öpücük değil ama yine de tatmin edici bir şey	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	ama yine de çok neşeli bir şey	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	Öyleyse anlat!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Ne diyeceğimi bilmiyorum	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	gerçekten ne diyeceğimi bilmiyorum	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	özel bir şey olmadı	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	en azından henüz gerçekleşmedi	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	ama bir şekilde hissettim ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	benden çok hoşlandığını hissettim	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	bir şekilde benden çok hoşlandığını hissettim	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	o benden hoşlanıyor ve ben de ondan hoşlanıyorum	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	~ hakkında uzun süre sohbet ettik	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	müzik üzerine uzun bir sohbet gerçekleştirdik	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	ve sonra birlikte şarkı söyledik	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Sanırım flört ediyordu	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	benimle flört ediyordu	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	çok güzeldi	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	Kanada'dan arkadaşınızın dediği gibi	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	Kanada'dan bir arkadaşının dediği gibi &quot;Kahretsin!&quot;	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	Evet gerçekten! umarım ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	yakında onunla tekrar buluşmak üzere	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	onunla tekrar karşılaşmayı umuyorum	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Umarım yakında onunla tanışırım	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	aynı ben	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	~ yakınındaki bir gölde	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	kongre yerinin yakınında bir göl	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	kongre salonu yakınında	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	ah, sen de öylesin~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	sen de burada mısın?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	evet buluşacağım ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	yakında burada bir arkadaşımla buluşacağım	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	özel bir görüşme için	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	özel bir konuşma için bir arkadaşımla buluşacağım	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	o yüzden sana sormak istiyorum ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Senden gitmeni rica etmek isterim	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	peki bu mümkün değil	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	aslında hiç mümkün değil	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	Neden? bu benim için çok önemli!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	bu toplantı çok önemli	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	bu yüzden lütfen gitmeme izin ver	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	lütfen beni yalnız bırak	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	az önce söylediğim gibi	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	dedim, bu mümkün değil	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	yakında bir arkadaşım gelecek	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	çünkü yakında bir arkadaş da ortaya çıkacak	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	bir arkadaş da burada görünecek	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	kahretsin, genellikle şu anda	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	aslında kızla ilgili	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	bahsettiğim kız	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	bu arada adı Jesi	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	erkek ve kızlar! gelebilmen harika	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	seni gördüğüme çok sevindim	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Sizi tekrar gördüğüme sevindim	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	ama sen bak ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	şok olmuş ve kafası karışmış görünüyorsun	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	şok oldum ve bir şekilde kafam karıştı	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	açıkça	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	yani sanırım ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	zaten anladın	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	nasıl olduğunu anla, değil mi?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	sanırım zaten anladın	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	nasıl olduğunu zaten anladım	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Hiçbir şey anlamıyorum!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Sanırım istemiyorum~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	anlamak istemiyor	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	anlamak istemiyorum	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	ama karmaşık değil!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	açıklamama izin ver	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	Ina bana söylediğinde	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	bana kendi arkadaşından bahsetti	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	Esperanto öğrenen bir arkadaş	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	Esperanto'yu çok çabuk öğrendi	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	Kabe adında bir arkadaş	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Bunu yakaladım ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	İkinizin zaten birbirinizi tanıdığınızı anladım	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	siz ikiniz zaten birbirinizi tanıyorsunuz	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	Evet ama. ama ne?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	~ gibi bir izlenim edindim	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	ikimiz de bu izlenimi edindik	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	bizimle flört ettin ve	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	bizimle flört ettiğin izlenimi	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	kesinlikle doğru!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	bu yüzden konuşmak istedim	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	seninle konuşmak istedim	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	şimdi ikinizle de konuşmak istiyorum	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	lütfen beni dinle	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Çoğu zaman gerçekten severim ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	aynı anda birden fazla kişiden hoşlanıyor	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Birkaç kişiden hoşlanıyorum	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	~ olması önemli değil	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	ister erkek ister kadın	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	ve IJK sırasında oldu ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	öyle oldu ki aşık oldum	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	İkinize de aşık oldum!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	ve ikimiz de sana	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	görünüşe göre biz sana	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	dur bir dakika yoruldum	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	o kadar yorgunum ki zar zor yapabiliyorum ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	pek düşünemiyorum	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	doğru mu anladım ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Evet! Bir göz at	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	neşeli bir yüzle	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	kocaman bir kalp çizdim	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	kuma büyük bir kalp çizdim	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	kuma ve içine yazdım	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	İçinde &quot;IJK&quot; yazdı	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	bir saniye düşündükten sonra dedi ki	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	&quot;Bu bizim IJK'miz&quot; dedikten sonra	after thinking said "this is our IJK"	grupo	alternativoj	prononco
