B.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	estis tre interesa kaj vigla	c'était très intéressant et dynamique	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	pendant les cinq dernières heures	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	j'étais dans une longue réunion	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	ces dernières heures, j'étais en réunion de commission	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	lors d'une longue réunion de comité	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	c'était vraiment trop long	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	le comité a terminé sa réunion	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	mais maintenant le comité a terminé la réunion	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	c'était vraiment long, mais maintenant c'est fini	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	oh, alors tu es membre du comité ?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	le conseil d'administration de TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	je suis aussi au conseil d'administration	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	oui, je suis aussi ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	est également membre du conseil d'administration de TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	oui, et je suis ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Je n'ai jamais été actif	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	très actif dans le mouvement	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	n'a jamais été actif dans le mouvement	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	l'activité principale de TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	quelle est l'activité principale maintenant ?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	au fait, quelle est l'activité principale ?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	c'est vaste	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	une grande variété de domaines	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	dans divers domaines nous avons une activité	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	séminaires sur les droits de l'homme	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	droits de l'homme et relations interculturelles	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	vélo, caravane, festival	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	par exemple séminaires, caravanes à vélo et festivals	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	festivals de langues, création de pages Web	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	par exemple caravanes à vélo, festivals, etc.	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	un séminaire sur les droits et les relations	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	caravane, festival, construction, etc.	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	organismes officiels tels que l'UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	représenté dans les instances officielles	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	nous sommes également représentés	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	est représenté dans diverses instances	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	des organismes tels que le Forum européen de la jeunesse, l'UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	la section jeunesse des Nations Unies	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	diverses instances telles que l'UNESCO et la section jeunesse de l'ONU	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	L'UNESCO et la section jeunesse des Nations Unies	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Forum européen de la Jeunesse et section jeunesse de l'ONU	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	Ça semble intéressant	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	une feuille, parcourir, un vent, ventiler, espéranto, profiter de l'espéranto	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	pour moi, il suffit de parler espéranto	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	profiter de l'espéranto pendant une semaine ou deux	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	une à deux semaines par an	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	cependant, pour moi ça suffit	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	Oui, qu'on trouve ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	trouver l'équilibre	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	qu'on trouve son équilibre	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	je sens que c'est trop	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	en ce moment je me sens	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Je sens que ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	je sens qu'il y a trop de ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	trop d'espéranto dans ma vie	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	il y a trop d'espéranto dans ma vie	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	Êtes vous membre?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	êtes-vous membre d'une organisation?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	un membre d'une autre organisation	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	pas vraiment une organisation, mais ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	mais je joue de la guitare	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	joue de la guitare dans un groupe	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	bon! J'aime vraiment	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	J'aime chanter	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	aime beaucoup chanter	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	Quelle sorte de musique joues tu?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	eh bien, c'est simple pop	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	nous venons de créer le groupe	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	mais éventuellement, nous jouerons	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	nous avons joué pendant l'IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	jouera lors du prochain IJK	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	J'ai déjà hâte d'y être !	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	dis juste si tu as besoin ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	a besoin d'un chanteur suppléant	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	si tu as besoin d'un chanteur suppléant	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	pourquoi pas? peut-être que tu veux ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	tu veux chanter quelque chose maintenant	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Je peux jouer de la guitare	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	tu veux chanter et je peux jouer	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	chanter quelque chose maintenant et jouer de la guitare	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	Oui, j'aimerais cela	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	apporter ma guitare	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	j'apporterai ma guitare tout de suite	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	très bien, j'apporterai une guitare	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	J'apporte ma guitare tout de suite	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	attend ton retour	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	ton retour espérément rapide	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	j'attends un retour rapide	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	attend votre retour espérément rapide	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	deux jours plus tard	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	en dehors de la piste de danse	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	quelques jours plus tard, à l'extérieur de la piste de danse	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	Hé Kabe, tu as l'air ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	Tu sembles très heureux	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	oui, je le suis ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	bien, je suis content!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	tu aimes le congrès ?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	est-ce que tu aimes tant le congrès ?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	Oui et non	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	bien sûr, je suis très content(e)	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	très content(e) de l'IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	mais il y a quelque chose d'autre	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	quelque chose d'autre, ce qui me rend heureux(se)	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	c'est quelque chose qui rend heureux(se) ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	dit plus correctement	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	il y a quelqu'un qui bat ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	quelqu'un qui fait battre mon coeur	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	dis, dis, es-tu tombé amoureux ?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	est tombé amoureux d'une fille	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	es-tu tombé amoureux d'une fille ?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	je ne suis pas sûr d'être tombé amoureux	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	je ne suis pas sûr, mais ça fait du bien	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Je ne sais pas si je suis encore amoureux	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	mais ça fait du bien	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	elle m'a même embrassé	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	m'a embrassé sur les lèvres	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	m'a même embrassé pendant La Bamba	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	incroyable quel baiser	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	quel baiser elle a donné !	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	super! Maintenant, je comprends	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	comprend pourquoi vous rayonnez	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	tu rayonnes tellement de joie	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	en fait, quelque chose de similaire s'est produit	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	quelque chose de similaire m'est arrivé	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	mais je pensais que ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	je pensais que tu n'aimais pas ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	tu n'aimes pas la lambada.	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	exactement, cela ne s'est pas produit.	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	c'est arrivé sur la piste de danse	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	ça ne s'est pas produit sur une piste de danse	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	mais dans le salon de thé (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	et ce n'était pas un baiser	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	pas un baiser mais quand même quelque chose de gratifiant	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	mais néanmoins quelque chose de très joyeux	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	donc, raconte !	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	je ne sais pas quoi dire	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	je ne sais pas vraiment quoi dire	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	rien de spécial ne s'est produit	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	au moins, ce n'est pas encore arrivé	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	Mais j'ai d'une manière ou d'une autre ressenti ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	je sentais qu'elle m'aimait beaucoup	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	J'ai eu comme un sentiment qu'elle m'aimait beaucoup.	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	elle m'aime bien et je l'aime bien	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	nous avons longuement discuté de ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	nous avons longuement discuté de musique	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	puis avons chanté ensemble	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Je pense qu'elle flirtait	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	elle flirtait avec moi	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	c'était très agréable	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	comme le dit ton ami du Canada	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	"Merde!", comme dit un ami du Canada	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	Oui vraiment! j'espère ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	La rencontrer à nouveau bientôt	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	J'espère la revoir à nouveau	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	J'espère la rencontrer bientôt	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	pareil moi	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	Au lac près de ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	un lac près d'un lieu de congrès	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	près de la salle des congrès	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	oh, tu es aussi ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	Toi aussi, tu es ici !?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	oui, je vais rencontrer ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	je rencontrerai bientôt un ami ici	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	pour une conversation privée	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	je rencontrerai un ami pour une conversation privée	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	alors, je voudrais vous demander ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	J'aimerais te demander de partir	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	eh bien, ce n'est pas possible	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	ce n'est pas du tout possible en fait	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	pourquoi ? c'est très important pour moi!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	cette réunion est très importante	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	alors, s'il te plaît, laisses-moi	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	s'il te plaît laisse moi seul	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	comme je viens de le dire,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	J'ai dit, ce n'est pas possible	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	un de mes amis apparaîtra bientôt	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	parce qu'un ami va bientôt apparaître aussi	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	un ami apparaîtra également ici	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	putain, c'est généralement ça en ce moment	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	en fait, c'est à propos de la fille	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	la fille dont j'ai parlé	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	son nom est Jesi d'ailleurs	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	chers tous ! c'est génial que vous ayez pu venir	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Je suis si content de te voir	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Je suis content de vous revoir	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	mais tu as l'air ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	tu as l'air choqué et confus	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	choqué et quelque peu confus	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	évidemment	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	donc je suppose ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	tu as déjà compris	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	tu comprends comment c'est, non ?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	je suppose que tu as déjà compris	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	j'ai déjà compris comment c'est	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Je ne comprends rien !	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Je pense que je ne veux pas ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	ne veut pas comprendre	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	je ne veux pas comprendre	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	mais ce n'est pas compliqué !	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	laisse-moi expliquer	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	quand Ina m'a dit	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	m'a parlé de son propre ami	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	un ami qui a appris l'espéranto	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	j'ai appris l'espéranto très rapidement	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	un ami qui s'appelle Kabe	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	J'ai compris ça ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	J'ai compris que vous vous connaissiez déjà	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	vous vous connaissez déjà tous les deux	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	Oui, mais. mais quoi?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	j'ai eu l'impression que ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	nous avons tous les deux eu l'impression	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	tu as flirté avec nous, et	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	l'impression que tu flirtais avec nous	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	absolument raison!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	c'est pourquoi je voulais parler	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	je voulais te parler	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	parler avec vous deux maintenant	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	écoutes s'il te plaît	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	J'aime souvent beaucoup ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	aime plusieurs personnes à la fois	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	J'aime plusieurs personnes	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	peu importe si c'est ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	que ce soit un homme ou une femme	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	et pendant IJK c'est arrivé ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	il m'est arrivé de tomber amoureux	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Je suis tombée amoureuse de vous deux !	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	et nous deux à toi	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	apparemment nous à toi	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	attends une minute, je suis fatigué	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	tellement fatigué que je peux à peine ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	J'arrive à peine à penser	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	ai-je bien compris que ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Oui! regarde	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	avec un visage joyeux	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	a dessiné un grand coeur	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	a dessiné un grand coeur dans le sable	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	dans le sable et j'ai écrit dessus	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	a écrit "IJK"	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	après une seconde réflexion, j'ai dit	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	après réflexion, j'ai dit "c'est notre IJK"	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	et ils ont éclaté de rire !	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	ils ont tous éclaté de rire !	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	après une seconde de réflexion et ils ont ri	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe a dit "c'est notre IJK"	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	as-tu envoyé le formulaire de candidature ?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	soumis un formulaire d’inscription à une association locale	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	commandé en groupe via l'association	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	soumis par email	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	reçu une confirmation d'inscription	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	n'a pas trouvé où soumettre un formulaire d'inscription	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	existe-t-il un formulaire de candidature en ligne ?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	avez-vous soumis une commande papier ?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	doit-on payer en euros ?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	est-il possible de payer sur place ?	is it possible to pay on the spot?	grupo	alternativoj	prononco
