A.zh-cn content.tsv
Level	Esperanto	zh-cn	en-us	Grupo	Alternativoj	Pronoco
level	ĵetis iajn paperojn en paperujon	将一些纸扔进纸箱	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	明天早些时候	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	我的体育俱乐部的成员	members of my sports club	grupo	alternativoj	prononco
level	kara mia	亲爱的	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	是对的吗？	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	你必须缺席	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	不是吗~？	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	你的俱乐部会员伙伴	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	与其他俱乐部会员见面	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	一周三次	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	我可以~吗？	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	有权提出某事	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	我会和家人一起吃饭	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	但在第二部分	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	我会和我的朋友一起去	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	会讲到~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	发生故障的驱动器	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	肯定会谈论失败的驱动器	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	吃完蛋糕后	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	我不想再这样了	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	想听听	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	为什么我们没有~？	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	一个富有想法的叔叔	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	有钱的叔叔有一些想法	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	在我的家人中	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	母亲微笑着	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	按他的话	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	她知道~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	说得有点太多了	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	光是还不够~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	丰富的想法	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	还需要~	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	一个完整的钱包来实现它	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	妈妈继续说~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	一阵沉默后	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	几分钟前	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	安娜称她为~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	她也会来拜访我们	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	一个甜甜的蛋糕	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	她真的很喜欢甜蛋糕	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	小心不要发胖	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	虽然她会注意	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	立即改变主意	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	游览期间	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	没有她	without her	grupo	alternativoj	prononco
level	li estus tre soleca	他会很孤独	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	我会过去的	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	不过明天我会在家度过	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	年轻时	in youth	grupo	alternativoj	prononco
level	oni havas	一个有	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	也有美丽	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	复杂的工作	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	复杂的工作（目标）	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	应该简化	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	在那个年纪	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	他已经成为了~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	体育俱乐部主席	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	一个人放钱	one puts money	grupo	alternativoj	prononco
level	en monujon	放进钱包里	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	放入钱包	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	遵循示例	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	来自优秀的家庭成员	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	友谊会让你更快乐吗？	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	让你开心	makes you happy	grupo	alternativoj	prononco
level	ol la amo	比爱	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	你多久一次〜？	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	你写信给~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	给你的女朋友写信	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	你在意大利的女朋友	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	你和你的老师之间的关系	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	关系有变化吗？	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	你已经知道了吗~？	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	很好	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	当时是晚上~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	数百人	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	填满正方形	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	年轻人和士兵	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	船上的水手	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	杰出女士	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	杰出女士	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	外国游客	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	每个人都在搬到市中心	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	再远一点	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	离海不远	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	有一个小广场	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	远一点但不远	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	在它的最后	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	靠近大海	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	一个男人站在附近	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	根据服装	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	很容易就知道了~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	可以查到~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	有钱人的贡多拉船夫	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	可以发现他是一个贡多拉船夫	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	他看着~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	看着欢乐的人群	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	他的脸上绽放出笑容	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	当他看到一个水手时	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	到达的水手	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	海的一边	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	从海边来的	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	是你吗，史蒂芬？	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	船夫惊呼道	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	大家都这么说~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	落入土耳其人手中	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	你落入土耳其人手中	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	我们遇到了一个	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	从我们的船上	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	它跟着我们	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	一个多小时	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	但走起来并不容易~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	比我们的船走得更快	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	这里有什么新闻？	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	在威尼斯这里	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	没什么有趣的	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	只是一个大不幸	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	你认识彼得罗吗？	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	我认识他	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	一艘大船淹没了他的贡多拉	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	那么他呢？	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	贡多拉沉没了	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	原来如此~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	我们很接近	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	我们把他带上了我们的缆车	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	同时	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	我的老板淹死了	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	帮助一位年轻女子	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	一位差点死去的年轻女子	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	和他叔叔	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	差点和他叔叔一起死	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	有一个年轻女子	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	我们无法帮助他	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	是一个重要的人	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	是什么让你来到威尼斯的？	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	我的朋友	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	水手抬起头来	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	快速地看了他的朋友一眼	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	并开始说	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	所以你知道~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	我带来了~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	船夫突然叫住了他	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	他说	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	然后一个人经过	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	一个男人从他身边经过	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	他还不到三十岁	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	他的脸毫无血色	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	他的去程既确定又轻松	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	他的脸很悲伤	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	当他看到那个人的时候~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	据说~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	很多重要的人都给予~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	秘密工作	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	秘密工作	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	给他秘密工作	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	太多的秘密	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	他知道太多秘密	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	因此他们害怕	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	把他送进监狱	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	水手说	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	当他说话时	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	他指着豪宅	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	总督府	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	许多重要的人需要他的帮助	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	他们付多少钱？	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	付钱给他	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	一杀付费	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	肯定不少于~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	超过一百个硬币	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	别忘了这一点~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	他为他们工作	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	对于那些有足够钱的人	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	付钱给他	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	威尼斯有~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	那些事	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	忘记那些事情	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	最好忘记的事情	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	如果你想安静地吃饭	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	平静地吃你的面包	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	一阵沉默	there was some silence	grupo	alternativoj	prononco
level	kaj poste	然后	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	贡多拉船夫又说话了	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	你来得正是时候	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	看划船比赛	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	有人弱弱地说	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	靠近船夫	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	市长	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	无言地指着缆车	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	船夫说	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	并握住他朋友的手	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	扔纸	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	放入纸箱	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	女孩们扔了报纸	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	我的笔在哪里	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	我想回答他	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	太阳消失了	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	现在天快黑了	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	请吃	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	请吃面包	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	带餐具	with cutlery	grupo	alternativoj	prononco
level	pardonu min	打扰一下	excuse me	grupo	alternativoj	prononco
level	rajtas resti	被允许留下来	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	我没有权利留下来	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	可以带吗~	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	来自我姐姐	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	什么时候买的~	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	买了那个乐器	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	谁最后用的？	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	用了我的钥匙	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	你开车了吗？	did you drive?	grupo	alternativoj	prononco
level	en Venecio	在威尼斯	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	也可乘坐缆车	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	你能睡着吗？	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	然后，当一片寂静时	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	这位先生很高	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	高、胖	tall, fat	grupo	alternativoj	prononco
level	dika, peza	厚、重	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	又重又大	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	又高又厚又重又大	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	给予力量	gave strength	grupo	alternativoj	prononco
level	havinda forto	值得拥有的力量	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	值得拥有的体力	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	这给了	that gave	grupo	alternativoj	prononco
level	donis al li	给了他	gave him	grupo	alternativoj	prononco
level	tio donis forton	给予力量	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	赋予了值得拥有的身体力量	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	他的外表	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	高个子的外表	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	一个小角色	a small role	grupo	alternativoj	prononco
level	ludis rolon	发挥了作用	played a role	grupo	alternativoj	prononco
level	ne eta rolo	不是一个小角色	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	起了小作用	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	起了不小的作用	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	事实上~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	大多数人	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	如果不害怕	if not afraid	grupo	alternativoj	prononco
level	lin timis	害怕他	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	如果他害怕	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	如果不怕他	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	当然受到尊重	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	至少想过~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	之前~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	来满足他	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	使他不高兴	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	不满意之前~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	决定之前~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	决定不高兴~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	决定满足他	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	在决定让他不高兴之前	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	那个，有用的	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	白天经常有用	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	令人不愉快的滋扰	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	他自己	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	造成不愉快的滋扰	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	表现为令人不愉快的滋扰	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	在一个长满树木的地方	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	然后，当一个人误入歧途时	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	在无人的荒野中	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	并在混乱中离开道路	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	高大的身躯	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	未能通过~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	灌木丛中	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	除了接触自然的事物	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	一般是湿的	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	在潮湿的大自然中	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	潮湿的自然事物，在其中~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	他艰难地行走	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	这是一次经历	it was an experience	grupo	alternativoj	prononco
level	ne malofte	并不少见	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	痛苦且总是不愉快	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	越多~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	在生活中前进	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	在城堡森林里	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	越往前越不喜欢~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	不喜欢夜间的性质	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	眼睛看得清楚的人	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	看得清楚的眼睛	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	在黑暗中看得清楚	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	看着艰难的前行	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	来自我们的实业家	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	他笑了	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	在那个人旁边	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	穿着警察的衣服	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	另一个人站着	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	穿着类似的衣服	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	后者是一名女性	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	我们走吧	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	男人轻声说道	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	传到他同伴的耳朵里	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	现在正是时候	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	两人同时走向那人	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	他们做的很仔细~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	尽可能~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	尽可能少的噪音（基尔·埃布尔）	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	尽可能少的噪音 (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	他们几乎完全成功了	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	在这种恶劣的情况下	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	树木抛掷树枝的恶劣情况	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	扔掉自己的湿树枝	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	直接射到脸上	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	实业家的	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	多足小生物	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	站起来	took his feet	grupo	alternativoj	prononco
level	por promenejo	步行路	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	大自然让他的脚跌倒了	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	最痛苦地	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	他的脚掉进了坑里	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	一个装满水的坑	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	恶臭的水	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	很快就想到了	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	一个人必须准备好	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	这里	here	grupo	alternativoj	prononco
level	iu ajn ~	任何人~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	准备好应对任何不愉快的遭遇	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	任何事（无论什么）	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	他在等待什么	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	除了人声	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	当听到声音时~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	立即听到关闭	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	他在现场完成了一次漂亮的跳跃	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	谁动了他的心	who moved his heart	grupo	alternativoj	prononco
