C.es content.tsv
Level	Esperanto	es	en-us	Grupo	Alternativoj	Pronoco
level	ganglio	un ganglio	a ganglion	grupo	alternativoj	prononco
level	gangreno	gangrena	gangrene	grupo	alternativoj	prononco
level	podagro	gota	gout	grupo	alternativoj	prononco
level	gardenio	una gardenia	a gardenia	grupo	alternativoj	prononco
level	glicirizo	regaliz, regaliz	liquorice, licorice	grupo	alternativoj	prononco
level	mansardo	un ático	an attic	grupo	alternativoj	prononco
level	melaso	melaza, almíbar dorado	molasses, golden syrup	grupo	alternativoj	prononco
level	hidrofobio	hidrofobia	hydrophobia	grupo	alternativoj	prononco
level	vizio	una vision	a vision	grupo	alternativoj	prononco
level	homeopatio	homeopatía	homeopathy	grupo	alternativoj	prononco
level	iriso	iris	iris	grupo	alternativoj	prononco
level	vokativo	un vocativo	a vocative	grupo	alternativoj	prononco
level	tuniko	una túnica	a tunic	grupo	alternativoj	prononco
level	katalepsio	catalepsia	catalepsy	grupo	alternativoj	prononco
level	koliko	cólicos, gripes	colic, gripes	grupo	alternativoj	prononco
level	kolzo	colza, colza de invierno	colza, winter rape	grupo	alternativoj	prononco
level	korneo	córnea	cornea	grupo	alternativoj	prononco
level	lariko	alerce	larch	grupo	alternativoj	prononco
level	almanako	un almanaque	an almanac	grupo	alternativoj	prononco
level	aŭguro	augurio	augury	grupo	alternativoj	prononco
level	hidro	hidra	hydra	grupo	alternativoj	prononco
level	apogeo	apogeo	apogee	grupo	alternativoj	prononco
level	meduzo	Medusa	jellyfish	grupo	alternativoj	prononco
level	edeno	Edén	eden	grupo	alternativoj	prononco
level	lobo	lóbulo	lobe	grupo	alternativoj	prononco
level	molusko	un molusco	a mollusk	grupo	alternativoj	prononco
level	sufloro	un apuntador	a prompter	grupo	alternativoj	prononco
level	sakramento	sacramento	sacrament	grupo	alternativoj	prononco
level	sekrecio	una secreción	a secretion	grupo	alternativoj	prononco
level	mosko	un almizcle	a musk	grupo	alternativoj	prononco
level	sugestii	sugerir (bajo hipnosis)	to suggest (under hypnosis)	grupo	alternativoj	prononco
level	municio	municiones, municiones	ammunition, munitions	grupo	alternativoj	prononco
level	narkotiko	un narcótico	a narcotic	grupo	alternativoj	prononco
level	dekolti	Cortar bajo, exponer el cuello y los hombros.	to cut low, to expose neck and sholders	grupo	alternativoj	prononco
level	knari	hacer muecas, chirriar, chirriar	to grince, to grate, to squeak	grupo	alternativoj	prononco
level	morfino	una morfina	a morphine	grupo	alternativoj	prononco
level	arkado	una sala de juegos	an arcade	grupo	alternativoj	prononco
level	palisandro	un palo de rosa	a rosewood	grupo	alternativoj	prononco
level	impertinenta	impertinente, descarado	impertinent, impudent	grupo	alternativoj	prononco
level	paĉulo	un pachuli	a patchouli	grupo	alternativoj	prononco
level	pepsino	pepsino	pepsino	grupo	alternativoj	prononco
level	poro	un poro	a pore	grupo	alternativoj	prononco
level	hipoteko	una hipoteca	a mortgage	grupo	alternativoj	prononco
level	pustulo	una pústula, un grano	a pustule, a pimple	grupo	alternativoj	prononco
level	premiso	una premisa	a premise	grupo	alternativoj	prononco
level	rabarbo	un ruibarbo	a rhubarb	grupo	alternativoj	prononco
level	hirta	erizado, tupido, desordenado	bristly, bushy, untidy	grupo	alternativoj	prononco
level	rabio	frenesí, rabia	frenzy, rabies	grupo	alternativoj	prononco
level	rezedo	reseda, reseda	mignonette, reseda	grupo	alternativoj	prononco
level	ricino	una planta de aceite de ricino	a castor-oil plant	grupo	alternativoj	prononco
level	prismo	un prisma	a prism	grupo	alternativoj	prononco
level	ruto	una ruda	a rue	grupo	alternativoj	prononco
level	administracio	administración	administration	grupo	alternativoj	prononco
level	santalo	un sándalo	a sandalwood	grupo	alternativoj	prononco
level	sinkopo	síncope	syncope	grupo	alternativoj	prononco
level	skarlatino	una escarlatina	a scarlet fever	grupo	alternativoj	prononco
level	soleo	un lenguado, solea (pescado)	a sole, solea (fish)	grupo	alternativoj	prononco
level	skismo	cisma	schism	grupo	alternativoj	prononco
level	egido	égida, protección	aegis, protection	grupo	alternativoj	prononco
level	strigli	peinar, peinar, frotar	to curry-comb, to groom, to rub down	grupo	alternativoj	prononco
level	genealogio	genealogía	genealogy	grupo	alternativoj	prononco
level	taksuso	un árbol de tejo	a yew tree	grupo	alternativoj	prononco
level	alabastro	un alabastro	an alabaster	grupo	alternativoj	prononco
level	korifeo	un corifeo, un líder	a coryphaeus, a leader	grupo	alternativoj	prononco
level	narkoti	narcotizar	to narcotize	grupo	alternativoj	prononco
level	tenio	una lombriz solitaria	a tape worm	grupo	alternativoj	prononco
level	termito	una termita	a thermite	grupo	alternativoj	prononco
level	liturgio	liturgia	liturgy	grupo	alternativoj	prononco
level	kuliso	un resbalón, ala, plano	a slip, wing, flat	grupo	alternativoj	prononco
level	vanelo	una avefría, un pewit	a lapwing, a pewit	grupo	alternativoj	prononco
level	verbeno	verbena, verbena	vervain, verbena	grupo	alternativoj	prononco
level	visko	un muérdago	a mistletoe	grupo	alternativoj	prononco
level	portiko	un porche	a porch	grupo	alternativoj	prononco
level	ŝankro	chancro, afta, úlcera vernereal	chancre, canker, vernereal ulcer	grupo	alternativoj	prononco
level	laŭreato	un laureado	a laureate	grupo	alternativoj	prononco
level	ambrozio	una ambrosía	an ambrosia	grupo	alternativoj	prononco
level	proceduro	un procedimiento	a procedure	grupo	alternativoj	prononco
level	makarono	un macarrón	a macaroon	grupo	alternativoj	prononco
level	makaronio	macarrones	macaroni	grupo	alternativoj	prononco
level	komploto	una conspiración, un complot	a conspiracy, a plot	grupo	alternativoj	prononco
level	intendanto	un mayordomo, un superintendente, un gerente	a steward, a superintendent, a manager	grupo	alternativoj	prononco
level	metropolo	una metrópoli	a metropolis	grupo	alternativoj	prononco
level	antipodo	una antípoda	an antipode	grupo	alternativoj	prononco
level	tanino	tanino	tannin	grupo	alternativoj	prononco
level	legitimi	legitimar	to legitimize	grupo	alternativoj	prononco
level	tapioko	tapioca	tapioca	grupo	alternativoj	prononco
level	silueto	una silueta, un contorno	a silhouette, an outline	grupo	alternativoj	prononco
level	hamako	una hamaca	a hammock	grupo	alternativoj	prononco
level	akvarelo	una acuarela, una acuarela	an aquarelle, a water-color	grupo	alternativoj	prononco
level	dinamiko	dinámica	dynamics	grupo	alternativoj	prononco
level	madono	Virgen	Madonna	grupo	alternativoj	prononco
level	arpeĝo	arpegiar	arpeggio	grupo	alternativoj	prononco
level	bankiero	un banquero	a banker	grupo	alternativoj	prononco
level	banderolo	un envoltorio	a wrapper	grupo	alternativoj	prononco
level	soldo	un sou (5 céntimos)	a sou (5 centime)	grupo	alternativoj	prononco
level	teologo	un teólogo	a theologist	grupo	alternativoj	prononco
level	bataliono	un batallón	a battalion	grupo	alternativoj	prononco
level	baritono	un barítono	a baritone	grupo	alternativoj	prononco
level	bitumo	betún	bitumen	grupo	alternativoj	prononco
level	bordelo	un burdel	a brothel	grupo	alternativoj	prononco
level	legato	un legado	a legate	grupo	alternativoj	prononco
level	navo	una nave, un pasillo	a nave, an aisle	grupo	alternativoj	prononco
level	filantropio	filantropía	philanthropy	grupo	alternativoj	prononco
level	omnibuso	un ómnibus	an omnibus	grupo	alternativoj	prononco
level	kadenco	una adencia	a adence	grupo	alternativoj	prononco
level	kompromiso	un compromiso, un acuerdo	a compromise, an accommodation	grupo	alternativoj	prononco
level	dragono	un dragón	a dragoon	grupo	alternativoj	prononco
level	dueto	un dueto	a duet	grupo	alternativoj	prononco
level	metafiziko	metafísica	metaphysics	grupo	alternativoj	prononco
level	subjektiva	subjetivo	subjective	grupo	alternativoj	prononco
level	elegio	una elegía	an elegy	grupo	alternativoj	prononco
level	jezuito	jesuita	Jesuit	grupo	alternativoj	prononco
level	korneto	una corneta	a cornet	grupo	alternativoj	prononco
level	festono	un adorno	a festoon	grupo	alternativoj	prononco
level	fregato	una fragata, un pájaro fragata	a frigate, a frigate bird	grupo	alternativoj	prononco
level	gilotino	una guillotina	a guillotine	grupo	alternativoj	prononco
level	tabureto	un taburete	a stool	grupo	alternativoj	prononco
level	harpuno	un arpón	a harpoon	grupo	alternativoj	prononco
level	hobojo	un oboe	an oboe	grupo	alternativoj	prononco
level	aŭtonoma	autónomo	autonomous	grupo	alternativoj	prononco
level	imperialo	un vehículo imperial en la cubierta superior	an imperial, top deck of vehicle	grupo	alternativoj	prononco
level	istmo	un istmo	an isthmus	grupo	alternativoj	prononco
level	preludo	un preludio	a prelude	grupo	alternativoj	prononco
level	algebro	álgebra	algebra	grupo	alternativoj	prononco
level	filantropo	un filántropo	a philanthropist	grupo	alternativoj	prononco
level	afusto	un carro de armas	a gun carriage	grupo	alternativoj	prononco
level	karamboli	chocar, golpear (en un billar)	to collide, to strike (in a billiard)	grupo	alternativoj	prononco
level	katafalko	un catafalco, un coche fúnebre abierto	a catafalque, an open hearse	grupo	alternativoj	prononco
level	aspergi	rociar, asperjar, rociar	to spray, to asperse, to sprinkle	grupo	alternativoj	prononco
level	kokardo	una escarapela, un arco, una roseta	a cockade, a bow, a rosette	grupo	alternativoj	prononco
level	kontrabaso	un bajo, un contrabajo	a bass, a double bass	grupo	alternativoj	prononco
level	kontralto	una contralto, un alto	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	un acróbata	an acrobat	grupo	alternativoj	prononco
level	korsaro	un corsario, un corsario	a corsair, a privateer	grupo	alternativoj	prononco
level	korseto	un corsé	a corset	grupo	alternativoj	prononco
level	galanto	una campanilla de invierno	a snowdrop	grupo	alternativoj	prononco
level	korveto	una corbeta, una grajilla	a corvette, a jackdaw	grupo	alternativoj	prononco
level	kvinto	una quinta (música)	a fifth (music)	grupo	alternativoj	prononco
level	kripto	una cripta, una bóveda, una celda subterránea	a crypt, a vault, an underground cell	grupo	alternativoj	prononco
level	inkognito	un agente encubierto	an undercover agent	grupo	alternativoj	prononco
level	litografi	litografía	to litograph	grupo	alternativoj	prononco
level	lokomobilo	un motor de tracción	a traction engine	grupo	alternativoj	prononco
level	inkvizicio	una inquisición	an inquisition	grupo	alternativoj	prononco
level	prospekto	un prospecto	a prospectus	grupo	alternativoj	prononco
level	mandolino	una mandolina	a mandolin	grupo	alternativoj	prononco
level	mazurko	una mazurca	a mazurka	grupo	alternativoj	prononco
level	melodramo	un melodrama	a melodrama	grupo	alternativoj	prononco
level	rezignacio	una renuncia	a resignation	grupo	alternativoj	prononco
level	miasmo	miasma, gas de virulencia	miasma, virulence gas	grupo	alternativoj	prononco
level	repertuaro	un repertorio, un repertorio	a repertoire, a repertory	grupo	alternativoj	prononco
level	mimiko	una mímica, un mimo	a mimicry, a mime	grupo	alternativoj	prononco
level	revelacio	una revelación	a revelation	grupo	alternativoj	prononco
level	ogivo	una ojiva	an ogive	grupo	alternativoj	prononco
level	paskvilo	un pasquin, un pasquin	a pasquinade, a lampoon	grupo	alternativoj	prononco
level	pedalo	un pedal, un pedal	a pedal, a treadle	grupo	alternativoj	prononco
level	ŝovinisto	un chovinista, un patriotero	a chauvinist, a jingoist	grupo	alternativoj	prononco
level	dekano	un decano	a dean	grupo	alternativoj	prononco
level	vervo	un brío, una vivacidad, una inspiración, un brío	a verve, a vivacity, an inspiration, a brio	grupo	alternativoj	prononco
level	polko	una polca	a polka	grupo	alternativoj	prononco
level	pomado	una pomada, un ungüento	a pomade, an ointment	grupo	alternativoj	prononco
level	pulĉinelo	un puñetazo (un actor cómico)	a punch (a comic actor)	grupo	alternativoj	prononco
level	prozodio	una prosodia	a prosody	grupo	alternativoj	prononco
level	apelacii	apelar	to appeal	grupo	alternativoj	prononco
level	rebuso	un acertijo, un rompecabezas	a rebus, a puzzle	grupo	alternativoj	prononco
level	sekundanto	un segundo (un amigo en un duelo)	a second (a friend in a duel)	grupo	alternativoj	prononco
level	skerco	un scherzo	a scherzo	grupo	alternativoj	prononco
level	solisto	un solista	a soloist	grupo	alternativoj	prononco
level	sonato	una sonata	a sonata	grupo	alternativoj	prononco
level	hipnoto	una hipnosis	a hypnosis	grupo	alternativoj	prononco
level	terceto	un trío, un terceto	a trio, a tercet	grupo	alternativoj	prononco
level	koincidi	coincidir, concurrir	to coincide, to concur	grupo	alternativoj	prononco
level	torpedo	un torpedo	a torpedo	grupo	alternativoj	prononco
level	tragikomedio	una tragicomedia	a tragicomedy	grupo	alternativoj	prononco
level	mitro	una mitra, una mitra	a mitre, a miter	grupo	alternativoj	prononco
level	unisono	un unísono	a unison	grupo	alternativoj	prononco
level	uverturo	una obertura	an overture	grupo	alternativoj	prononco
level	velocipedo	un velocípedo	a velociped	grupo	alternativoj	prononco
level	visto	un whist	a whist	grupo	alternativoj	prononco
level	zuavo	un zuavo	a zouave	grupo	alternativoj	prononco
level	aerolito	un aerolito, un meteorito	an aerolite, a meteorite	grupo	alternativoj	prononco
level	agato	una ágata	an agate	grupo	alternativoj	prononco
level	ambro	un ámbar	an amber	grupo	alternativoj	prononco
level	aneksi	anexo	annex	grupo	alternativoj	prononco
level	areometro	un densímetro, un areómetro	a densimeter, an areometer	grupo	alternativoj	prononco
level	astrologio	una astrología	an astrology	grupo	alternativoj	prononco
level	anarkio	una anarquía	an anarchy	grupo	alternativoj	prononco
level	astrologo	un astrólogo, un astrólogo	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	estoico, estoico	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	un celador, un aparecido, un ujier	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	malta	malt	grupo	alternativoj	prononco
level	barometro	un barómetro	a barometer	grupo	alternativoj	prononco
level	bromo	un bromo	a bromine	grupo	alternativoj	prononco
level	kvintesenco	una quintaesencia	a quintessence	grupo	alternativoj	prononco
level	diagonalo	una diagonal	a diagonal	grupo	alternativoj	prononco
level	elipso	una elipse	an ellipse	grupo	alternativoj	prononco
level	emulsio	una emulsión	an emulsion	grupo	alternativoj	prononco
level	glicerino	un glicerino	a glicerino	grupo	alternativoj	prononco
level	patologio	patología	pathology	grupo	alternativoj	prononco
level	koeficiento	un coeficiente	a coefficient	grupo	alternativoj	prononco
level	divizio	una división militar	a military division	grupo	alternativoj	prononco
level	koncedi	conceder, admitir, conceder	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	una reforma, reforma	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	magnetismo	magnetism	grupo	alternativoj	prononco
level	pedagogo	un pedagogo, un educador	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	parafina, cera de parafina	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	neumática	pneumatics	grupo	alternativoj	prononco
level	retorto	una retorta (recipiente de vidrio)	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	una diadema, una corona	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	un rombo, un rodaballo	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	una estearina	a stearine	grupo	alternativoj	prononco
level	kontrabando	un contrabando, un contrabando	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	un zodíaco, zodíaco	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	gótico	gothic	grupo	alternativoj	prononco
level	advento	Adviento	Advent	grupo	alternativoj	prononco
level	akcizo	impuesto al consumo	excise tax	grupo	alternativoj	prononco
level	samovaro	un samovar (recipiente metálico para calentar té)	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	un fetiche (atracción sexual por objetos)	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	disculparse (=fablo)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	un asesor, un asesor	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	un óxido	an oxide	grupo	alternativoj	prononco
level	apokrifa	apócrifo, espurio	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	efímero, de corta duración, transitorio	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	arbitraje	arbitration	grupo	alternativoj	prononco
level	bariero	una barrera, una barricada	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	Renacimiento	Renaissance	grupo	alternativoj	prononco
level	imperativo	imperativo	imperative	grupo	alternativoj	prononco
level	monarko	un monarca	a monarch	grupo	alternativoj	prononco
level	indigo	azul índigo	indigo blue	grupo	alternativoj	prononco
level	diakono	un diácono	a deacon	grupo	alternativoj	prononco
level	erudicio	erudición, erudición	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	inflamación	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	mausoleo	mausoleum	grupo	alternativoj	prononco
level	hekatombo	hecatombe	hecatomb	grupo	alternativoj	prononco
level	anemono	anémona	anemone	grupo	alternativoj	prononco
level	teoremo	un teorema	a theorem	grupo	alternativoj	prononco
level	didaktiko	didáctica, pedagogía	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	un inquisidor	an inquisitor	grupo	alternativoj	prononco
level	konsekri	consagrar, coronar, ordenar	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	Armónicos	harmonics	grupo	alternativoj	prononco
level	kabalo	Cábala (cábala)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	un cadete	a cadet	grupo	alternativoj	prononco
level	kanoniko	un canon	a canon	grupo	alternativoj	prononco
level	panelo	un panel	a panel	grupo	alternativoj	prononco
level	kaporalo	un cabo	a corporal	grupo	alternativoj	prononco
level	inerta	inerte	inert	grupo	alternativoj	prononco
level	erupcio	erupción	eruption	grupo	alternativoj	prononco
level	obligacio	un bono, una obligación	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	billar	billiards	grupo	alternativoj	prononco
level	prelato	un prelado	a prelate	grupo	alternativoj	prononco
level	nuncio	un nuncio (un diplomático eclesiástico)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	humus	humus	grupo	alternativoj	prononco
level	rismo	resma (500 hojas de papel)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	un realista	a royalist	grupo	alternativoj	prononco
level	aplombo	aplomo, seguridad en uno mismo	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	balance de cuenta)	balance (account)	grupo	alternativoj	prononco
level	parabolo	una parábola, una parábola	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	un sátrapa	a satrap	grupo	alternativoj	prononco
level	laguno	una laguna	a lagoon	grupo	alternativoj	prononco
level	sinodo	un sínodo, una convocatoria	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	un cardenal	a cardinal	grupo	alternativoj	prononco
level	sociologio	sociología	sociology	grupo	alternativoj	prononco
level	sofisto	un sofista	a sophist	grupo	alternativoj	prononco
level	spiritisto	un chamán, un espiritualista	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	un lego, un no profesional	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	una sotana, una sotana	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	anacronismo	anachronism	grupo	alternativoj	prononco
level	tonsuro	tonsura	tonsure	grupo	alternativoj	prononco
level	transito	un tránsito	a transit	grupo	alternativoj	prononco
level	ovacio	una ovación	an ovation	grupo	alternativoj	prononco
level	romanco	un romance (canción), una canción romántica	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	un prior (título eclesiástico)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	un prototipo	a prototype	grupo	alternativoj	prononco
level	dalio	una dalia	a dahlia	grupo	alternativoj	prononco
level	anagramo	un anagrama	an anagram	grupo	alternativoj	prononco
level	anapesto	anapest, anaepest	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	una antítesis	an antithesis	grupo	alternativoj	prononco
level	friso	un friso	a frieze	grupo	alternativoj	prononco
level	apozicio	una aposición	an apposition	grupo	alternativoj	prononco
level	asonanco	una asonancia	an assonance	grupo	alternativoj	prononco
level	aŭtografo	un autógrafo	an autograph	grupo	alternativoj	prononco
level	akcesora	accesorio, colateral, secundario	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	un centigramo	a centigram	grupo	alternativoj	prononco
level	centilitro	un centilitro	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	un circunflejo (acento)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	un decigramo	a decigram	grupo	alternativoj	prononco
level	lucerno	una lámpara colgante en una iglesia	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	un decilitro	a deciliter	grupo	alternativoj	prononco
level	decimala	decimal	decimal	grupo	alternativoj	prononco
level	decimetro	un decímetro	a decimeter	grupo	alternativoj	prononco
level	dekagramo	un decagramo	a decagram	grupo	alternativoj	prononco
level	fenikso	un fénix	a phoenix	grupo	alternativoj	prononco
level	dekalitro	un decalitro	a decalitre	grupo	alternativoj	prononco
level	dekametro	un decametro	a decametre	grupo	alternativoj	prononco
level	demonstrativo	demostrativo	demonstrative	grupo	alternativoj	prononco
level	bronko	un tubo bronquial	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	un dracma	a drachma	grupo	alternativoj	prononco
level	patricio	un patricio	a patrician	grupo	alternativoj	prononco
level	dualismo	un dualismo	a dualism	grupo	alternativoj	prononco
level	lato	un listón	a lath	grupo	alternativoj	prononco
level	prostitui	prostituirse	to prostitute	grupo	alternativoj	prononco
level	etimologio	etimología	etymology	grupo	alternativoj	prononco
level	floreno	florín, floren	florin, floren	grupo	alternativoj	prononco
level	spondeo	espondeo	spondee	grupo	alternativoj	prononco
level	heksametro	un hexámetro	a hexameter	grupo	alternativoj	prononco
level	hektogramo	un hectogramo	a hectogram	grupo	alternativoj	prononco
level	hektolitro	un hectolitro	a hectolitre	grupo	alternativoj	prononco
level	hektometro	un hectómetro	a hectometre	grupo	alternativoj	prononco
level	imperfekto	imperfecto	imperfect	grupo	alternativoj	prononco
level	indikativo	indicativo	indicative	grupo	alternativoj	prononco
level	arkeologio	arqueología (=arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	un correlativo	a correlative	grupo	alternativoj	prononco
level	logogrifo	un logogrifo, un rompecabezas	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	métrica	metrics	grupo	alternativoj	prononco
level	trofeo	un trofeo	a trophy	grupo	alternativoj	prononco
level	miriametro	un miriámetro	a miriameter	grupo	alternativoj	prononco
level	monogramo	un monograma	a monogram	grupo	alternativoj	prononco
level	salvo	una salva, una ráfaga, una descarga	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	un óbolo, un óbolo	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	optativo	optative	grupo	alternativoj	prononco
level	paleografio	paleografía	paleography	grupo	alternativoj	prononco
level	parafrazo	una paráfrasis	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	un paradigma	a paradigm	grupo	alternativoj	prononco
level	pentametro	un pentámetro	a pentameter	grupo	alternativoj	prononco
level	piastro	una piastra	a piastre	grupo	alternativoj	prononco
level	pleonasmo	un pleonasmo, una redundancia	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	un pretrito, un tiempo pasado	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	un silogismo	a syllogism	grupo	alternativoj	prononco
level	spektro	un espectro	a spectrum	grupo	alternativoj	prononco
level	solecismo	un solecismo	a solecism	grupo	alternativoj	prononco
level	hierarkio	jerarquía (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	subjuntivo	subjunctive	grupo	alternativoj	prononco
level	spontanea	espontáneo	spontaneous	grupo	alternativoj	prononco
level	amuleto	un amuleto	an amulet	grupo	alternativoj	prononco
level	tropo	un tropo	a trope	grupo	alternativoj	prononco
level	atributo	un atributo	an attribute	grupo	alternativoj	prononco
level	kluki	cloquear	to cluck	grupo	alternativoj	prononco
level	akvilegio	una aguileña, una aquilegia	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	una pimpinela escarlata (Anagallis)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	una angélica	an angelica	grupo	alternativoj	prononco
level	aorto	una aorta	an aorta	grupo	alternativoj	prononco
level	apio	Apia, un apio silvestre, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	árnica, azote del leopardo, Arnica montana	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	fiordo, fiordo	fjord, firth	grupo	alternativoj	prononco
level	atavismo	atavismo	atavism	grupo	alternativoj	prononco
level	balzamino	un bálsamo, impatiens (Balsamina)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	un bisturí	a bistoury	grupo	alternativoj	prononco
level	bronkito	bronquitis	bronchitis	grupo	alternativoj	prononco
level	celulozo	celulosa	cellulose	grupo	alternativoj	prononco
level	ciklopo	Cíclope	Cyclops	grupo	alternativoj	prononco
level	endivio	una escarola, una achicoria (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	una balada	a ballade	grupo	alternativoj	prononco
level	entomologio	entomología	entomology	grupo	alternativoj	prononco
level	erizipelo	erisipela	erysipelas	grupo	alternativoj	prononco
level	haremo	un harén (baño de mujeres musulmanas)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	deducir	to deduce	grupo	alternativoj	prononco
level	eŭnuko	un eunuco	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	un ramillete, un corpiño	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	un arrendajo (Garrulus)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	una cifra, un código, una combinación	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	una órbita	an orbit	grupo	alternativoj	prononco
level	harpio	arpía, un águila arpía	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	heliotropo, heliotropio	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	hermafrodita	hermaphrodite	grupo	alternativoj	prononco
level	polipo	un pólipo	a polyp	grupo	alternativoj	prononco
level	hidroterapio	hidroterapia	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	hipertrofia	hypertrophy	grupo	alternativoj	prononco
level	hisopo	hisopo (Hyssopus)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	fresco	fresco	grupo	alternativoj	prononco
level	humero	húmero	humerus	grupo	alternativoj	prononco
level	hegemonio	hegemonía, dominio	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	una encina, un acebo	an ilex, a holly	grupo	alternativoj	prononco
level	irido	un iris (flor)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	caléndula, una caléndula	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	un pardillo	a linnet	grupo	alternativoj	prononco
level	blokado	bloqueo	blockade	grupo	alternativoj	prononco
level	kokono	un capullo	a cocoon	grupo	alternativoj	prononco
level	kondoro	un cóndor	a condor	grupo	alternativoj	prononco
level	bojkoti	boicotear	to boycott	grupo	alternativoj	prononco
level	konvolvulo	una enredadera, una campanilla, una enredadera	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
level	krabro	un avispón	a hornet	grupo	alternativoj	prononco
level	kreso	un berro	a cress	grupo	alternativoj	prononco
level	kumino	un comino	a cumin	grupo	alternativoj	prononco
level	malario	malaria	malaria	grupo	alternativoj	prononco
level	marasmo	marasmo, emaciación	marasmus, emaciation	grupo	alternativoj	prononco
level	obelisko	un obelisco	an obelisk	grupo	alternativoj	prononco
level	meliso	una toronjil	a melissa	grupo	alternativoj	prononco
level	merlango	una pescadilla	a whiting	grupo	alternativoj	prononco
level	divano	un diván, un consejo oriental, una otomana	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	un microbio	a microbe	grupo	alternativoj	prononco
