A.tr content.tsv
Level	Esperanto	tr	en-us	Grupo	Alternativoj	Pronoco
level	ne rajtis longe resti	uzun süre kalmasına izin verilmedi	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	yağmurda dışarıda kalmak	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	bu yüzden üşüttü	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	onun kendi net fikri var	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	ama her şeye inanacak	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	sen ne dersen	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	sanki onun karısısın	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	ailen	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	anne babanı mutlu etmek için	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	ne memnun edebilir ~?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	Anne babanızı en çok ne mutlu edebilir?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	öğrenmenin ardından	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	en azından öğrendikten sonra	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	şehir merkezine	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	eğer benimle gelirsen	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	eğer benimle şehir merkezine gidersen	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	nereye seyahat etmek istersin?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	eğer ~ olsaydı	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	yeterli para	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	eğer yeterli paran ve sıcaklığın olsaydı	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	~ yapmayı planlıyor musun?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	Paris'e seyahat etmeyi planlıyor	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	axuto ile araba sürmek	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	çok daha iyi	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	çok daha iyi görünüyor	seems much better	grupo	alternativoj	prononco
level	per vagonaro	trenle	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	yoksa çok daha iyi görünmüyor mu?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	çeşitli insanlar	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	insanlar neden farklı şekillerde açıklıyorlar?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	aynı fikirler	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	aynı fikirleri açıklıyor	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	aile üyeleri bir araya geliyor	family members get together	grupo	alternativoj	prononco
level	kiel rapide	ne kadar hızlı	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	günler geçiyor	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	günler ne çabuk geçiyor!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	yarın olacak ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	babanın doğum günü	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	birkaç aile üyesi	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	birkaç aile üyesi gelecek	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	ve arkadaşlar	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	lütfen ~?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	lütfen biraz yardım edebilir misiniz?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	bir süre	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	biraz zaman bul	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	odanı toplamak için	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	en azından odanı toplamak için	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	isterdim ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	bir şeyler pişirmek istiyorum	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	İyi bir şey	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	güzel bir şeyler pişir	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	doğum günü pastası için	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	sütün eksik	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	evde	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	~ temin etmek gerekir	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	biraz yiyecek	some food	grupo	alternativoj	prononco
level	el vendejo	bir mağazadan	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	saklandığı yerden yiyecek almak için	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	alışveriş yapacağım	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	doğum günü için	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	oturup yemek yemek yerine	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	İlginç insanlar	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	ilginç olmayan aile üyeleriyle	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	pikniğe gitmek isterim	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	kulüp üyeleriyle	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	hangi kulüp üyeleriyle?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	dedi babası	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	bir tür kağıt, bir çeşit kağıt	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	bir evrak çantasında	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	bir kağıt kutusuna	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	kağıtları kağıt kutusuna attı	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	bazı kağıtları kağıt kutusuna attı	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	yarın erken	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	spor kulübümün üyeleri	members of my sports club	grupo	alternativoj	prononco
level	kara mia	Canım	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	bu doğru mu?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	yok olmalısın	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	değil mi ~?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	kulüp üyesi arkadaşlarınız	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	kulüp üyelerinizle birbirinizi görüyor	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	Haftada üç kez	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	~ yapabilir miyim?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	bir şey teklif etme hakkı var	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Aile üyeleriyle yemek yiyeceğim	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	ama ikinci bölümde	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	arkadaşlarımla gideceğim	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	~ hakkında konuşacağım	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	başarısız bir sürücü	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	Kesinlikle başarısız olan sürücü hakkında konuşacağım	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	pastadan sonra	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Artık bunu istemiyorum	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	bunu duymak istiyor	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	neden ~'imiz yok?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	fikir zengini bir amca	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	bir fikri var zengin amca	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	Ailemde	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	anne gülümsedi	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	onun sözleriyle	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	bunu biliyor ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	biraz fazla konuşuyor	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	sadece bu yeterli değil ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	fikir zenginliği	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ da gerekli	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	bunu gerçekleştirmek için dolu bir cüzdan	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	anne devam etti ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	biraz sessizlikten sonra	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	birkaç dakika önce	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana onu aradı ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	o da bizi ziyaret edecek	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	tatlı bir pasta	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	o gerçekten tatlı pastayı seviyor	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	şişmanlamamaya dikkat ediyor	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	dikkat etmesine rağmen	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	hemen fikrini değiştirdi	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	gezi sırasında	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	onsuz	without her	grupo	alternativoj	prononco
level	li estus tre soleca	çok yalnız olurdu	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	yine de geçeceğim	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Yarını evde geçireceğim ama	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	gençlikte	in youth	grupo	alternativoj	prononco
level	oni havas	birinde var	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	güzelliği de var	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	karmaşık işler	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	karmaşık işler (amaç)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	basitleştirmeli	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	o yaşta	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	o zaten ~ oldu	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	spor kulübü başkanı	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	biri para koyar	one puts money	grupo	alternativoj	prononco
level	en monujon	bir cüzdanın içine	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	çantaya koyar	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	örnekleri takip edin	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	iyi aile üyelerinden	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	arkadaşlık seni daha mutlu eder mi?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	seni mutlu eder	makes you happy	grupo	alternativoj	prononco
level	ol la amo	aşktan daha	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	~ ne sıklıkla yapıyorsun?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	~'e mektup yazıyorsun	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	kız arkadaşlarına mektup yazıyor	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	İtalya'daki kız arkadaşların	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	sizinle öğretmeniniz arasındaki ilişki	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	ilişki değişti mi?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	zaten biliyor musun ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	oldukça iyi	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	akşam oldu ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	yüzlerce insan	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	meydanı dolduruyor	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	genç erkekler ve askerler	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	gemilerdeki denizciler	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	olağanüstü bayan	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	seçkin bayanlar	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	yabancı gezginler	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	herkes şehir merkezine taşınıyor	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	biraz daha ileri	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	denizden uzak değil	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	küçük bir kare vardı	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	biraz daha ileri ama çok uzak değil	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	sonunda	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	Denize yakın	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	yakınlarda bir adam duruyordu	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	kıyafete göre	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	kolayca bilebilir ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	bunu öğrenmek mümkündü ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	zengin bir adamın gondolcüsü	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	onun bir gondolcu olduğunu öğrenebilirdim	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	baktı ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	neşeli kalabalığa baktım	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	yüzünü bir gülümseme aydınlattı	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	bir denizci gördüğünde	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	gelen denizci	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	deniz tarafı	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	deniz kenarından geldi	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	sen misin Stephen?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	gondolcu bağırdı	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	herkes bunu söylüyor ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	Türklerin eline	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	Türklerin eline düştüğün	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	biriyle tanıştık	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	gemilerimizden	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	bizi takip etti	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	bir saatten fazla	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	ama gitmek kolay değil ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	gemimizden daha hızlı gitmek	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	burada ne haber var?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	burada Venedik'te	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	ilginç bir şey yok	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	sadece büyük bir talihsizlik	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	Pietro'yu tanıyor musun?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	onu tanıyorum	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	büyük bir gemi gondolunu batırdı	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	peki ya ona?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	gondol battı	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	öyle oldu ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	yakındık	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	onu gondolumuza aldık	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	aynı zamanda	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	patronum boğuldu	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	genç bir kadına yardım etmek	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	neredeyse ölmek üzere olan genç bir kadın	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	amcasıyla	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	neredeyse amcasıyla birlikte ölüyordu	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	genç bir kadın vardı	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	ona yardım edemedik	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	önemli bir insandı	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	Seni Venedik'e ne getirdi?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	Arkadaşım	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	denizci başını kaldırıp baktı	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	hızla arkadaşına baktı	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	ve söylemeye başladım	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	yani biliyorsun ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	~ getirdim	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	gondolcu aniden onu durdurdu	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	dedi	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	sonra bir adam geçti	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	yanından bir adam geçti	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	henüz otuz yaşında değildi	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	ve yüzü renksizdi	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	gidişi kesin ve kolaydı	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	yüzü üzgündü	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	adamı görünce ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	~ denilir ki	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	birçok önemli kişi ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	gizli iş	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	gizli işler	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	ona gizli işler verir	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	çok fazla sır	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	çok fazla sır biliyor	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	bu yüzden korkuyorlar	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	onu hapishaneye göndermek	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	dedi denizci	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	ve o konuşurken	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	konağı işaret etti	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	Doges'un malikanesi	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	birçok önemli insanın onun yardımına ihtiyacı var	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	ne kadar ödüyorlar?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	ona para ödüyor	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	bir cinayetin bedelini ödüyor	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	kesinlikle ~'den az değil	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	yüz madeni paradan fazla	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	bunu unutma ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	onlar için çalıştığını	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	yeterli parası olanlar için	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	ona ödeme yapmak	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	Venedik'te ~ var	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	Bu şeyler	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	bunları unutmak	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	unutulması daha iyi olan şeyler	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	huzur içinde yemek istersen	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	ekmeğini huzur içinde ye	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	biraz sessizlik vardı	there was some silence	grupo	alternativoj	prononco
level	kaj poste	ve sonra	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	gondolcu tekrar konuştu	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	tam zamanında geldin	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	tekne yarışı görmek	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	birisi zayıf bir şekilde söyledi	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	gondolcunun yanında	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	şehrin belediye başkanı	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	sözsüzce gondol'u işaret etti	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	dedi gondolcu	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	ve arkadaşının elini tuttu	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	kağıdı fırlatır	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	kağıt kutusuna	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	kızlar kağıtları attı	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	kalemim nerede	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	ona cevap vermek istiyorum	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	güneş kayboldu	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	ve şimdi hava neredeyse karanlık	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	lütfen ye	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	lütfen ekmeği ye	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	çatal bıçak takımı ile	with cutlery	grupo	alternativoj	prononco
level	pardonu min	Affedersin	excuse me	grupo	alternativoj	prononco
level	rajtas resti	kalmasına izin verilir	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Kalmaya hakkım yok	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	~ getirebilir misin?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	kız kardeşimden	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	~'ı ne zaman satın aldın?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	o müzik aletini satın aldım	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	en son kim kullandı?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	anahtarımı kullandım	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	arabayı sürdün mü?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	Venedik'te	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	ayrıca gondolla	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	uyuyabilecek misin?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	sonra sessizlik olduğunda	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	beyefendi uzun boyluydu	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	Uzun yağ	tall, fat	grupo	alternativoj	prononco
level	dika, peza	kalın, ağır	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	ağır ve büyük	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	uzundu, kalındı, ağırdı ve büyüktü	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	güç verdi	gave strength	grupo	alternativoj	prononco
level	havinda forto	sahip olmaya değer bir güç	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	sahip olmaya değer fiziksel güç	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	bu verdi	that gave	grupo	alternativoj	prononco
level	donis al li	ona verdi	gave him	grupo	alternativoj	prononco
level	tio donis forton	bu güç verdi	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	vücuda sahip olmaya değer güç verdi	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	görünüşü	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	uzun boylu bir kişinin görünümü	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	küçük bir rol	a small role	grupo	alternativoj	prononco
level	ludis rolon	rol yaptı	played a role	grupo	alternativoj	prononco
