C.sw content.tsv
Level	Esperanto	sw	en-us	Grupo	Alternativoj	Pronoco
level	genealogio	nasaba	genealogy	grupo	alternativoj	prononco
level	taksuso	mti wa yew	a yew tree	grupo	alternativoj	prononco
level	alabastro	alabasta	an alabaster	grupo	alternativoj	prononco
level	korifeo	coryphaeus, kiongozi	a coryphaeus, a leader	grupo	alternativoj	prononco
level	narkoti	dawa za kulevya	to narcotize	grupo	alternativoj	prononco
level	tenio	mdudu wa tepi	a tape worm	grupo	alternativoj	prononco
level	termito	thermite	a thermite	grupo	alternativoj	prononco
level	liturgio	liturujia	liturgy	grupo	alternativoj	prononco
level	kuliso	kuteleza, bawa, gorofa	a slip, wing, flat	grupo	alternativoj	prononco
level	vanelo	lapwing, pewit	a lapwing, a pewit	grupo	alternativoj	prononco
level	verbeno	vervain, verbena	vervain, verbena	grupo	alternativoj	prononco
level	visko	mistletoe	a mistletoe	grupo	alternativoj	prononco
level	portiko	ukumbi	a porch	grupo	alternativoj	prononco
level	ŝankro	chancre, canker, kidonda cha vernereal	chancre, canker, vernereal ulcer	grupo	alternativoj	prononco
level	laŭreato	mshindi wa tuzo	a laureate	grupo	alternativoj	prononco
level	ambrozio	ambrosia	an ambrosia	grupo	alternativoj	prononco
level	proceduro	utaratibu	a procedure	grupo	alternativoj	prononco
level	makarono	macaroon	a macaroon	grupo	alternativoj	prononco
level	makaronio	makaroni	macaroni	grupo	alternativoj	prononco
level	komploto	njama, njama	a conspiracy, a plot	grupo	alternativoj	prononco
level	intendanto	msimamizi, msimamizi, meneja	a steward, a superintendent, a manager	grupo	alternativoj	prononco
level	metropolo	jiji kuu	a metropolis	grupo	alternativoj	prononco
level	antipodo	antipode	an antipode	grupo	alternativoj	prononco
level	tanino	tanini	tannin	grupo	alternativoj	prononco
level	legitimi	kuhalalisha	to legitimize	grupo	alternativoj	prononco
level	tapioko	tapioca	tapioca	grupo	alternativoj	prononco
level	silueto	silhouette, muhtasari	a silhouette, an outline	grupo	alternativoj	prononco
level	hamako	machela	a hammock	grupo	alternativoj	prononco
level	akvarelo	aquarelle, rangi ya maji	an aquarelle, a water-color	grupo	alternativoj	prononco
level	dinamiko	mienendo	dynamics	grupo	alternativoj	prononco
level	madono	Madonna	Madonna	grupo	alternativoj	prononco
level	arpeĝo	arpeggio	arpeggio	grupo	alternativoj	prononco
level	bankiero	mwenye benki	a banker	grupo	alternativoj	prononco
level	banderolo	kanga	a wrapper	grupo	alternativoj	prononco
level	soldo	sou (sentimita 5)	a sou (5 centime)	grupo	alternativoj	prononco
level	teologo	mwanatheolojia	a theologist	grupo	alternativoj	prononco
level	bataliono	kikosi	a battalion	grupo	alternativoj	prononco
level	baritono	baritone	a baritone	grupo	alternativoj	prononco
level	bitumo	lami	bitumen	grupo	alternativoj	prononco
level	bordelo	danguro	a brothel	grupo	alternativoj	prononco
level	legato	mjumbe	a legate	grupo	alternativoj	prononco
level	navo	nave, aisle	a nave, an aisle	grupo	alternativoj	prononco
level	filantropio	uhisani	philanthropy	grupo	alternativoj	prononco
level	omnibuso	mabasi yote	an omnibus	grupo	alternativoj	prononco
level	kadenco	adence	a adence	grupo	alternativoj	prononco
level	kompromiso	maelewano, malazi	a compromise, an accommodation	grupo	alternativoj	prononco
level	dragono	joka	a dragoon	grupo	alternativoj	prononco
level	dueto	duwa	a duet	grupo	alternativoj	prononco
level	metafiziko	metafizikia	metaphysics	grupo	alternativoj	prononco
level	subjektiva	subjective	subjective	grupo	alternativoj	prononco
level	elegio	mwenye elegy	an elegy	grupo	alternativoj	prononco
level	jezuito	Jesuit	Jesuit	grupo	alternativoj	prononco
level	korneto	kona	a cornet	grupo	alternativoj	prononco
level	festono	tamasha	a festoon	grupo	alternativoj	prononco
level	fregato	frigate, ndege wa frigate	a frigate, a frigate bird	grupo	alternativoj	prononco
level	gilotino	guillotine	a guillotine	grupo	alternativoj	prononco
level	tabureto	kinyesi	a stool	grupo	alternativoj	prononco
level	harpuno	chusa	a harpoon	grupo	alternativoj	prononco
level	hobojo	oboe	an oboe	grupo	alternativoj	prononco
level	aŭtonoma	uhuru	autonomous	grupo	alternativoj	prononco
level	imperialo	kifalme, sitaha ya juu ya gari	an imperial, top deck of vehicle	grupo	alternativoj	prononco
level	istmo	isthmus	an isthmus	grupo	alternativoj	prononco
level	preludo	utangulizi	a prelude	grupo	alternativoj	prononco
level	algebro	algebra	algebra	grupo	alternativoj	prononco
level	filantropo	mfadhili	a philanthropist	grupo	alternativoj	prononco
level	afusto	gari la bunduki	a gun carriage	grupo	alternativoj	prononco
level	karamboli	kugongana, kugonga (kwenye billiard)	to collide, to strike (in a billiard)	grupo	alternativoj	prononco
level	katafalko	catafalque, gari la maiti lililo wazi	a catafalque, an open hearse	grupo	alternativoj	prononco
level	aspergi	kunyunyizia, kunyunyiza, kunyunyiza	to spray, to asperse, to sprinkle	grupo	alternativoj	prononco
level	kokardo	jogoo, upinde, rosette	a cockade, a bow, a rosette	grupo	alternativoj	prononco
level	kontrabaso	besi, besi mbili	a bass, a double bass	grupo	alternativoj	prononco
level	kontralto	contralto, alto	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	mwanasarakasi	an acrobat	grupo	alternativoj	prononco
level	korsaro	corsair, mtu binafsi	a corsair, a privateer	grupo	alternativoj	prononco
level	korseto	corset	a corset	grupo	alternativoj	prononco
level	galanto	tone la theluji	a snowdrop	grupo	alternativoj	prononco
level	korveto	corvette, jackdaw	a corvette, a jackdaw	grupo	alternativoj	prononco
level	kvinto	ya tano (muziki)	a fifth (music)	grupo	alternativoj	prononco
level	kripto	crypt, vault, kiini chini ya ardhi	a crypt, a vault, an underground cell	grupo	alternativoj	prononco
level	inkognito	wakala wa siri	an undercover agent	grupo	alternativoj	prononco
level	litografi	kwa litograph	to litograph	grupo	alternativoj	prononco
level	lokomobilo	injini ya traction	a traction engine	grupo	alternativoj	prononco
level	inkvizicio	uchunguzi	an inquisition	grupo	alternativoj	prononco
level	prospekto	matarajio	a prospectus	grupo	alternativoj	prononco
level	mandolino	mandolini	a mandolin	grupo	alternativoj	prononco
level	mazurko	a mazurka	a mazurka	grupo	alternativoj	prononco
level	melodramo	melodrama	a melodrama	grupo	alternativoj	prononco
level	rezignacio	kujiuzulu	a resignation	grupo	alternativoj	prononco
level	miasmo	miasma, gesi ya virulence	miasma, virulence gas	grupo	alternativoj	prononco
level	repertuaro	repertoire, repertoire	a repertoire, a repertory	grupo	alternativoj	prononco
level	mimiko	kuiga, kuiga	a mimicry, a mime	grupo	alternativoj	prononco
level	revelacio	ufunuo	a revelation	grupo	alternativoj	prononco
level	ogivo	ogive	an ogive	grupo	alternativoj	prononco
level	paskvilo	pasquinade, taa	a pasquinade, a lampoon	grupo	alternativoj	prononco
level	pedalo	kanyagio, kanyagio	a pedal, a treadle	grupo	alternativoj	prononco
level	ŝovinisto	mpiga chauvinist, jingoist	a chauvinist, a jingoist	grupo	alternativoj	prononco
level	dekano	dean	a dean	grupo	alternativoj	prononco
level	vervo	verve, uchangamfu, msukumo, brio	a verve, a vivacity, an inspiration, a brio	grupo	alternativoj	prononco
level	polko	polka	a polka	grupo	alternativoj	prononco
level	pomado	pomade, marashi	a pomade, an ointment	grupo	alternativoj	prononco
level	pulĉinelo	punch (mwigizaji wa vichekesho)	a punch (a comic actor)	grupo	alternativoj	prononco
level	prozodio	prosody	a prosody	grupo	alternativoj	prononco
level	apelacii	kukata rufaa	to appeal	grupo	alternativoj	prononco
level	rebuso	rebus, fumbo	a rebus, a puzzle	grupo	alternativoj	prononco
level	sekundanto	sekunde (rafiki kwenye duwa)	a second (a friend in a duel)	grupo	alternativoj	prononco
level	skerco	scherzo	a scherzo	grupo	alternativoj	prononco
level	solisto	mpiga solo	a soloist	grupo	alternativoj	prononco
level	sonato	sonata	a sonata	grupo	alternativoj	prononco
level	hipnoto	hypnosis	a hypnosis	grupo	alternativoj	prononco
level	terceto	watatu, terceti	a trio, a tercet	grupo	alternativoj	prononco
level	koincidi	sanjari, kukubaliana	to coincide, to concur	grupo	alternativoj	prononco
level	torpedo	torpedo	a torpedo	grupo	alternativoj	prononco
level	tragikomedio	msiba	a tragicomedy	grupo	alternativoj	prononco
level	mitro	kilemba, kilemba	a mitre, a miter	grupo	alternativoj	prononco
level	unisono	umoja	a unison	grupo	alternativoj	prononco
level	uverturo	tukio	an overture	grupo	alternativoj	prononco
level	velocipedo	yenye kasi	a velociped	grupo	alternativoj	prononco
level	visto	mlio	a whist	grupo	alternativoj	prononco
level	zuavo	zouave	a zouave	grupo	alternativoj	prononco
level	aerolito	aerolite, meteorite	an aerolite, a meteorite	grupo	alternativoj	prononco
level	agato	agate	an agate	grupo	alternativoj	prononco
level	ambro	kahawia	an amber	grupo	alternativoj	prononco
level	aneksi	kiambatisho	annex	grupo	alternativoj	prononco
level	areometro	densimeter, areometer	a densimeter, an areometer	grupo	alternativoj	prononco
level	astrologio	unajimu	an astrology	grupo	alternativoj	prononco
level	anarkio	machafuko	an anarchy	grupo	alternativoj	prononco
level	astrologo	mnajimu, mnajimu	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	stoic, stoical	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	shanga, mpambezi, mtunzaji	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	kimea	malt	grupo	alternativoj	prononco
level	barometro	barometer	a barometer	grupo	alternativoj	prononco
level	bromo	bromini	a bromine	grupo	alternativoj	prononco
level	kvintesenco	quintessence	a quintessence	grupo	alternativoj	prononco
level	diagonalo	ulalo	a diagonal	grupo	alternativoj	prononco
level	elipso	duaradufu	an ellipse	grupo	alternativoj	prononco
level	emulsio	emulsion	an emulsion	grupo	alternativoj	prononco
level	glicerino	glicerino	a glicerino	grupo	alternativoj	prononco
level	patologio	patholojia	pathology	grupo	alternativoj	prononco
level	koeficiento	mgawo	a coefficient	grupo	alternativoj	prononco
level	divizio	mgawanyiko wa kijeshi	a military division	grupo	alternativoj	prononco
level	koncedi	kukubali, kukubali, kutoa	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	matengenezo, Matengenezo	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	sumaku	magnetism	grupo	alternativoj	prononco
level	pedagogo	mwalimu, mwalimu	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	mafuta ya taa, nta ya mafuta ya taa	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	nyumatiki	pneumatics	grupo	alternativoj	prononco
level	retorto	retor (chombo cha glasi)	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	taji, taji	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	rhombus, turbot	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	stearine	a stearine	grupo	alternativoj	prononco
level	kontrabando	magendo, magendo	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	zodiac, zodiac	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	gothic	gothic	grupo	alternativoj	prononco
level	advento	Majilio	Advent	grupo	alternativoj	prononco
level	akcizo	ushuru wa bidhaa	excise tax	grupo	alternativoj	prononco
level	samovaro	samovar (chombo cha chuma kwa chai ya joto)	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	mchawi (mvuto wa ngono kwa vitu)	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	kuomba msamaha (=fablo)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	mtathmini, mshauri	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	oksidi	an oxide	grupo	alternativoj	prononco
level	apokrifa	apokrifa, uwongo	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	ephemeral, ya muda mfupi, ya muda mfupi	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	usuluhishi	arbitration	grupo	alternativoj	prononco
level	bariero	kizuizi, kizuizi	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	Renaissance	Renaissance	grupo	alternativoj	prononco
level	imperativo	lazima	imperative	grupo	alternativoj	prononco
level	monarko	mfalme	a monarch	grupo	alternativoj	prononco
level	indigo	bluu ya indigo	indigo blue	grupo	alternativoj	prononco
level	diakono	shemasi	a deacon	grupo	alternativoj	prononco
level	erudicio	erudition, usomi	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	kuvimba	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	kaburi	mausoleum	grupo	alternativoj	prononco
level	hekatombo	hecatomb	hecatomb	grupo	alternativoj	prononco
level	anemono	anemone	anemone	grupo	alternativoj	prononco
level	teoremo	nadharia	a theorem	grupo	alternativoj	prononco
level	didaktiko	didactics, ufundishaji	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	mdadisi	an inquisitor	grupo	alternativoj	prononco
level	konsekri	kuweka wakfu, kutawaza, kutawaza	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	harmonics	harmonics	grupo	alternativoj	prononco
level	kabalo	Kabbalah (kabbalah)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	kadeti	a cadet	grupo	alternativoj	prononco
level	kanoniko	kanuni	a canon	grupo	alternativoj	prononco
level	panelo	jopo	a panel	grupo	alternativoj	prononco
level	kaporalo	koplo	a corporal	grupo	alternativoj	prononco
level	inerta	ajizi	inert	grupo	alternativoj	prononco
level	erupcio	mlipuko	eruption	grupo	alternativoj	prononco
level	obligacio	dhamana, hati fungani	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	billiards	billiards	grupo	alternativoj	prononco
level	prelato	kasisi	a prelate	grupo	alternativoj	prononco
level	nuncio	nuncio (mwanadiplomasia wa kikanisa)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	humus	humus	grupo	alternativoj	prononco
level	rismo	ream (karatasi 500)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	mwanafalme	a royalist	grupo	alternativoj	prononco
level	aplombo	aplomb, kujiamini	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	usawa (akaunti)	balance (account)	grupo	alternativoj	prononco
level	parabolo	parabola, mfano	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	satrap	a satrap	grupo	alternativoj	prononco
level	laguno	rasi	a lagoon	grupo	alternativoj	prononco
level	sinodo	sinodi, kusanyiko	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	kardinali	a cardinal	grupo	alternativoj	prononco
level	sociologio	sosholojia	sociology	grupo	alternativoj	prononco
level	sofisto	mwanafalsafa	a sophist	grupo	alternativoj	prononco
level	spiritisto	shaman, mtu wa mizimu	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	mlei, asiye mtaalamu	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	soutane, cassock	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	anachronism	anachronism	grupo	alternativoj	prononco
level	tonsuro	toni	tonsure	grupo	alternativoj	prononco
level	transito	usafiri	a transit	grupo	alternativoj	prononco
level	ovacio	ovation	an ovation	grupo	alternativoj	prononco
level	romanco	romance (wimbo), wimbo wa kimapenzi	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	kabla (cheo cha kikanisa)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	mfano	a prototype	grupo	alternativoj	prononco
level	dalio	dahlia	a dahlia	grupo	alternativoj	prononco
level	anagramo	anagram	an anagram	grupo	alternativoj	prononco
level	anapesto	anapest, anaepest	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	kipingamizi	an antithesis	grupo	alternativoj	prononco
level	friso	frieze	a frieze	grupo	alternativoj	prononco
level	apozicio	pingamizi	an apposition	grupo	alternativoj	prononco
level	asonanco	asonance	an assonance	grupo	alternativoj	prononco
level	aŭtografo	autograph	an autograph	grupo	alternativoj	prononco
level	akcesora	nyongeza, dhamana, sekondari	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	sentigramu	a centigram	grupo	alternativoj	prononco
level	centilitro	sentimita moja	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	mzingo (lafudhi)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	decigram	a decigram	grupo	alternativoj	prononco
level	lucerno	taa inayoning'inia kanisani	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	desilita	a deciliter	grupo	alternativoj	prononco
level	decimala	Nukta	decimal	grupo	alternativoj	prononco
level	decimetro	decimeter	a decimeter	grupo	alternativoj	prononco
level	dekagramo	decagram	a decagram	grupo	alternativoj	prononco
level	fenikso	Phoenix	a phoenix	grupo	alternativoj	prononco
level	dekalitro	dekalita	a decalitre	grupo	alternativoj	prononco
level	dekametro	decametre	a decametre	grupo	alternativoj	prononco
level	demonstrativo	maandamano	demonstrative	grupo	alternativoj	prononco
level	bronko	bomba la bronchi	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	drakma	a drachma	grupo	alternativoj	prononco
level	patricio	patrician	a patrician	grupo	alternativoj	prononco
level	dualismo	uwili	a dualism	grupo	alternativoj	prononco
level	lato	lath	a lath	grupo	alternativoj	prononco
level	prostitui	kufanya uasherati	to prostitute	grupo	alternativoj	prononco
level	etimologio	etimolojia	etymology	grupo	alternativoj	prononco
level	floreno	florin, maua	florin, floren	grupo	alternativoj	prononco
level	spondeo	spondee	spondee	grupo	alternativoj	prononco
level	heksametro	hexameter	a hexameter	grupo	alternativoj	prononco
level	hektogramo	hectogram	a hectogram	grupo	alternativoj	prononco
level	hektolitro	hectolita	a hectolitre	grupo	alternativoj	prononco
level	hektometro	hektomita	a hectometre	grupo	alternativoj	prononco
level	imperfekto	si mkamilifu	imperfect	grupo	alternativoj	prononco
level	indikativo	dalili	indicative	grupo	alternativoj	prononco
level	arkeologio	akiolojia (=arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	uhusiano	a correlative	grupo	alternativoj	prononco
level	logogrifo	logogriph, fumbo	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	vipimo	metrics	grupo	alternativoj	prononco
level	trofeo	kombe	a trophy	grupo	alternativoj	prononco
level	miriametro	mirimita	a miriameter	grupo	alternativoj	prononco
level	monogramo	monogram	a monogram	grupo	alternativoj	prononco
level	salvo	salvo, kupasuka, fusillade	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	oboli, oboli	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	chaguo	optative	grupo	alternativoj	prononco
level	paleografio	paleografia	paleography	grupo	alternativoj	prononco
level	parafrazo	kifafanuzi	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	dhana	a paradigm	grupo	alternativoj	prononco
level	pentametro	pentameter	a pentameter	grupo	alternativoj	prononco
level	piastro	piastre	a piastre	grupo	alternativoj	prononco
level	pleonasmo	pleonasm, upungufu	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	pretrite, wakati uliopita	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	silogism	a syllogism	grupo	alternativoj	prononco
level	spektro	wigo	a spectrum	grupo	alternativoj	prononco
level	solecismo	ubaguzi	a solecism	grupo	alternativoj	prononco
level	hierarkio	uongozi (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	subjunctive	subjunctive	grupo	alternativoj	prononco
level	spontanea	ya hiari	spontaneous	grupo	alternativoj	prononco
level	amuleto	hirizi	an amulet	grupo	alternativoj	prononco
level	tropo	trope	a trope	grupo	alternativoj	prononco
level	atributo	sifa	an attribute	grupo	alternativoj	prononco
level	kluki	kugonga	to cluck	grupo	alternativoj	prononco
level	akvilegio	columbine, aquilegia	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	pimpernel nyekundu (Anagallis)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	malaika	an angelica	grupo	alternativoj	prononco
level	aorto	aota	an aorta	grupo	alternativoj	prononco
level	apio	Apia, celery mwitu, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	arnica, bane ya chui, Arnica montana	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	fjord, kwanza	fjord, firth	grupo	alternativoj	prononco
level	atavismo	atavism	atavism	grupo	alternativoj	prononco
level	balzamino	zeri, isiyo na subira (Balsamina)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	bistoury	a bistoury	grupo	alternativoj	prononco
level	bronkito	mkamba	bronchitis	grupo	alternativoj	prononco
level	celulozo	selulosi	cellulose	grupo	alternativoj	prononco
level	ciklopo	Cyclops	Cyclops	grupo	alternativoj	prononco
level	endivio	endive, chicory (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	ballade	a ballade	grupo	alternativoj	prononco
level	entomologio	entomolojia	entomology	grupo	alternativoj	prononco
level	erizipelo	erisipela	erysipelas	grupo	alternativoj	prononco
level	haremo	Harem (chumba cha wanawake wa Kiislamu)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	kubaini	to deduce	grupo	alternativoj	prononco
level	eŭnuko	towashi	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	kozi, bodice	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	jay (Garrulus)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	cipher, msimbo, mchanganyiko	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	obiti	an orbit	grupo	alternativoj	prononco
level	harpio	kinubi, tai mwenye harpy	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	heliotrope, Heliotropium	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	hermaphrodite	hermaphrodite	grupo	alternativoj	prononco
level	polipo	polyp	a polyp	grupo	alternativoj	prononco
level	hidroterapio	matibabu ya maji	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	hypertrophy	hypertrophy	grupo	alternativoj	prononco
level	hisopo	hisopo (hisopo)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	fresco	fresco	grupo	alternativoj	prononco
level	humero	humer	humerus	grupo	alternativoj	prononco
level	hegemonio	hegemony, utawala	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	ilex, holly	an ilex, a holly	grupo	alternativoj	prononco
level	irido	iris (maua)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	calendula, marigold	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	kitani	a linnet	grupo	alternativoj	prononco
level	blokado	kizuizi	blockade	grupo	alternativoj	prononco
level	kokono	koko	a cocoon	grupo	alternativoj	prononco
level	kondoro	kondomu	a condor	grupo	alternativoj	prononco
level	bojkoti	kususia	to boycott	grupo	alternativoj	prononco
level	konvolvulo	convolvulus, utukufu wa asubuhi, bindweed	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
level	krabro	mavu	a hornet	grupo	alternativoj	prononco
level	kreso	cress	a cress	grupo	alternativoj	prononco
level	kumino	cumin	a cumin	grupo	alternativoj	prononco
level	malario	malaria	malaria	grupo	alternativoj	prononco
level	marasmo	marasmus, unyogovu	marasmus, emaciation	grupo	alternativoj	prononco
level	obelisko	obeliski	an obelisk	grupo	alternativoj	prononco
level	meliso	na melissa	a melissa	grupo	alternativoj	prononco
level	merlango	kizunguzungu	a whiting	grupo	alternativoj	prononco
level	divano	divan, baraza la mashariki, ottoman	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	microbe	a microbe	grupo	alternativoj	prononco
level	milvo	kite (ndege)	a kite (bird)	grupo	alternativoj	prononco
level	mimozo	mimosa	a mimosa	grupo	alternativoj	prononco
level	monomanio	monomania	monomania	grupo	alternativoj	prononco
level	moruo	samaki wa cod	a cod fish	grupo	alternativoj	prononco
level	nizo	mwewe shomoro	a sparrow hawk	grupo	alternativoj	prononco
level	sarkofago	sarcophagus	a sarcophagus	grupo	alternativoj	prononco
level	onobriko	sainfoin, onobrychis	sainfoin, onobrychis	grupo	alternativoj	prononco
level	orkideo	orchid	an orchid	grupo	alternativoj	prononco
level	ekvacio	mlinganyo	an equation	grupo	alternativoj	prononco
level	paleontologio	paleontolojia	paleontology	grupo	alternativoj	prononco
level	naso	mtego wa eel, mtego wa samaki	an eel trap, a fish trap	grupo	alternativoj	prononco
level	palinuro	kamba ya spiny, kamba ya baharini	a spiny lobster, sea crayfish	grupo	alternativoj	prononco
level	paviano	nyani	a baboon	grupo	alternativoj	prononco
level	pistilo	pistil, mchi	a pistil, a pestle	grupo	alternativoj	prononco
level	pleŭronekto	samaki gorofa, flounder	a flat fish, a flounder	grupo	alternativoj	prononco
level	poreo	limau	a leek	grupo	alternativoj	prononco
level	rajo	ray, skate, stingray	a ray, a skate, a stingray	grupo	alternativoj	prononco
level	kandelabro	kinara, kinara	a candelabrum, a candlestick	grupo	alternativoj	prononco
level	retino	retina	retina	grupo	alternativoj	prononco
level	reŭmatismo	ugonjwa wa baridi yabisi	rheumatism	grupo	alternativoj	prononco
level	sacerdoto	kuhani	a priest	grupo	alternativoj	prononco
level	turbo	kilele kinachozunguka	a spinning top	grupo	alternativoj	prononco
level	slipo	kuingizwa, kadi ya kufungua	a slip, a filing card	grupo	alternativoj	prononco
level	batisto	batiste, cambric	a batiste, a cambric	grupo	alternativoj	prononco
level	serafo	serafi	a seraph	grupo	alternativoj	prononco
level	sevrugo	sturgeon mwenye nyota, sturgeon ya nyota	a starry sturgeon, a stellate sturgeon	grupo	alternativoj	prononco
level	sfinktero	sphincter	a sphincter	grupo	alternativoj	prononco
level	sifiliso	kaswende, pox	syphilis, pox	grupo	alternativoj	prononco
level	tuberkulo	kifua kikuu, kifua kikuu (=tuberkulozo)	tubercle, tuberculosis (=tuberkulozo)	grupo	alternativoj	prononco
level	sinapo	mbegu ya haradali	a mustard seed	grupo	alternativoj	prononco
level	fanfaro	shabiki	a fanfare	grupo	alternativoj	prononco
level	skalpo	kichwani	a scalp	grupo	alternativoj	prononco
level	skorzonero	salsify nyeusi	a black salsify	grupo	alternativoj	prononco
level	talismano	hirizi, mascot	a talisman, a mascot	grupo	alternativoj	prononco
level	spermo	manii, shahawa	sperm, semen	grupo	alternativoj	prononco
level	tarantulo	tarantula	a tarantula	grupo	alternativoj	prononco
level	revizoro	mkaguzi, mkaguzi	an auditor, an inspector	grupo	alternativoj	prononco
level	tinko	tench	a tench	grupo	alternativoj	prononco
level	celerio	celery	a celery	grupo	alternativoj	prononco
level	cidonio	mirungi	a quince	grupo	alternativoj	prononco
level	galantino	gellatine	gellatine	grupo	alternativoj	prononco
level	grogo	grog, toddy	a grog, toddy	grupo	alternativoj	prononco
level	karamelo	caramel	caramel	grupo	alternativoj	prononco
level	kirŝo	kirsh, brandy ya cherry	a kirsh, a cherry brandy	grupo	alternativoj	prononco
level	kompoto	compote, matunda ya kitoweo	a compote, a stewed fruit	grupo	alternativoj	prononco
level	mespilo	medlar	a medlar	grupo	alternativoj	prononco
level	mirabelo	mirabelle	a mirabelle	grupo	alternativoj	prononco
level	pesimismo	tamaa	pessimism	grupo	alternativoj	prononco
level	plebo	plebs, watu wa kawaida	plebs, common people	grupo	alternativoj	prononco
level	saguo	sago	a sago	grupo	alternativoj	prononco
level	vermuto	mvinyo (vermuth)	a vermuth (wine)	grupo	alternativoj	prononco
level	arabesko	arabesque	arabesque	grupo	alternativoj	prononco
level	arbalesto	msalaba, bunduki ya mkuki	a crossbow, a spear gun	grupo	alternativoj	prononco
level	medolo	medula, marongo, pith	medulla, marrow, pith	grupo	alternativoj	prononco
level	balistiko	balistiki	ballistics	grupo	alternativoj	prononco
level	orgio	uzushi	an orgy	grupo	alternativoj	prononco
