B.mr content.tsv
Level	Esperanto	mr	en-us	Grupo	Alternativoj	Pronoco
level	bele, mi ĝojas!	छान, मला आनंद झाला!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	तुम्हाला काँग्रेस आवडते का?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	तुम्हाला काँग्रेस इतकी आवडते का?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	होय आणि नाही	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	मला खात्री आहे की मी खूप समाधानी आहे	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	IJK सह खूप समाधानी आहे	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	पण काहीतरी वेगळे आहे	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	दुसरे काहीतरी, जे मला आनंदित करते	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	~ बनवणारी गोष्ट आहे	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	अधिक योग्य सांगितले	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	कोणीतरी आहे जो मारतो ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	माझ्या हृदयाला धडधडणारी व्यक्ती	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	म्हणा, म्हणा, तू प्रेमात पडला आहेस का?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	एखाद्या मुलीच्या प्रेमात पडलो	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	तू एका मुलीच्या प्रेमात पडलास का?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	मी प्रेमात पडलो की नाही याची खात्री नाही	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	खात्री नाही, पण छान वाटते	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	मी अद्याप प्रेमात आहे की नाही याची मला खात्री नाही	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	पण खूप छान वाटते	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	तिने माझे चुंबन घेतले	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	माझ्या ओठांवर चुंबन घेतले	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	ला बाम्बा दरम्यान देखील माझे चुंबन घेतले	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	आश्चर्यकारक काय चुंबन	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	तिने काय चुंबन दिले!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	छान! आता मला समजले	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	तुम्ही का विकिरण करत आहात हे समजते	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	तू खूप आनंदी आहेस	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	खरं तर, असंच काहीसं घडलं	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	असेच काहीतरी माझ्या बाबतीत घडले	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	पण मला वाटले की ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	तुम्हाला आवडले नाही असे वाटले ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	तुम्हाला ला बाम्बावर नृत्य आवडत नाही	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	बरोबर, ते घडले नाही	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	डान्स फ्लोरमध्ये घडले	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	हे डान्स फ्लोरवर घडले नाही	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	पण चहाच्या खोलीत (घुबड)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	आणि ते चुंबन नव्हते	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	चुंबन नाही पण तरीही काहीतरी समाधानकारक	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	पण तरीही काहीतरी खूप आनंददायक	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	तर, सांगा!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	मला काय बोलावे कळत नाही	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	नेमकं काय बोलावं कळत नाही	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	विशेष काही झाले नाही	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	किमान ते अद्याप झाले नाही	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	पण मला कसे तरी वाटले ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	ती मला खूप आवडते असे वाटले	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	तिला मला खूप आवडते असे वाटले	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	ती मला आवडते आणि मला ती आवडते	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	आम्ही ~ बद्दल बराच वेळ गप्पा मारल्या	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	संगीतावर दीर्घ गप्पा झाल्या	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	आणि मग एकत्र गायले	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	मला वाटतं ती फ्लर्ट करत होती	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	ती माझ्यासोबत फ्लर्ट करत होती	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	ते खूप मस्त होते	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	तुमच्या कॅनडातील मित्राने म्हटल्याप्रमाणे	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;शिट गुड!&quot;, कॅनडातील मित्राने म्हटल्याप्रमाणे	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	होय खरोखर! मला आशा आहे ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	तिला लवकरच भेटण्यासाठी	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	तिला पुन्हा भेटण्याची आशा आहे	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	मला लवकरच तिला भेटण्याची आशा आहे	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	त्याच मी	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	जवळ तलावावर ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	काँग्रेसच्या जागेजवळ एक तलाव	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	काँग्रेस हॉल जवळ	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	अरे, तू पण आहेस ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	तू पण इथेच आहेस!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	होय, मी भेटेन ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	इथे लवकरच एका मित्राला भेटेन	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	खाजगी संभाषणासाठी	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	खाजगी संभाषणासाठी मित्राला भेटेल	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	म्हणून, मी तुम्हाला विचारू इच्छितो ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	मी तुम्हाला निघायला सांगू इच्छितो	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	बरं, ते शक्य नाही	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	प्रत्यक्षात अजिबात शक्य नाही	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	का? ते माझ्यासाठी खूप महत्वाचे आहे!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	ही बैठक खूप महत्वाची आहे	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	म्हणून कृपया मला जाऊ द्या	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	कृपया मला एकटे सोडा	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	मी आत्ताच म्हटल्याप्रमाणे,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	मी म्हणालो, ते शक्य नाही	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	माझा एक मित्र लवकरच दिसेल	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	कारण लवकरच एक मित्र देखील दिसेल	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	एक मित्र देखील येथे दिसेल	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	अरेरे, विशेषत: आत्ता	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	खरं तर ते मुलीबद्दल आहे	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	ती मुलगी, जिच्याबद्दल मी सांगितले	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	तिचे नाव जेसी आहे	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	मुले आणि मुली! तुम्ही येऊ शकता हे छान	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	तुला पाहून मला खूप आनंद झाला	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	तुम्हाला पुन्हा भेटून मला आनंद झाला	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	पण, तू दिसत आहेस ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	तुम्ही हैराण आणि गोंधळलेले दिसता	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	धक्का बसला आणि कसा तरी गोंधळलेला	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	स्पष्टपणे	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	त्यामुळे, माझा अंदाज आहे ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	तुम्हाला ते आधीच मिळाले आहे	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	ते कसे आहे ते समजून घ्या, बरोबर?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	समजा तुम्हाला आधीच समजले आहे	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	ते कसे आहे हे आधीच समजले आहे	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	मला काही समजत नाही!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	मला वाटते की मला नको आहे ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	समजून घ्यायचे नाही	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	मला समजून घ्यायचे नाही	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	पण ते क्लिष्ट नाही!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	मला स्पष्ट करू द्या	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	जेव्हा इनाने मला सांगितले	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	मला त्याच्या मित्राबद्दल सांगितले	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	एस्पेरांतो शिकलेला मित्र	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	एस्पेरांतो खूप लवकर शिकलो	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	एक मित्र ज्याला काबे म्हणतात	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	मी ते पकडले आहे ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	मला समजले की तुम्ही दोघे एकमेकांना आधीच ओळखता	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	तुम्ही दोघे एकमेकांना आधीच ओळखता	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	हो पण. पण काय?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	~ अशी धारणा होती	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	आम्हा दोघांची छाप होती	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	तू आमच्याशी फ्लर्ट केलेस, आणि	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	आपण आमच्याशी फ्लर्ट करत असल्याची छाप	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	एकदम बरोबर!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	म्हणूनच मला बोलायचे होते	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	मला तुझ्याशी बोलायचं होतं	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	आता तुम्हा दोघांशी बोलायला	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	कृपया माझे ऐका	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	मला बर्‍याचदा खरोखर आवडते ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	एकाच वेळी अनेक लोकांना आवडते	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	मला अनेक लोक आवडतात	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	~ असेल तर काही फरक पडत नाही	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	मग तो पुरुष असो वा स्त्री	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	आणि IJK दरम्यान घडले ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	असे झाले की मी प्रेमात पडलो	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	मी तुमच्या दोघांच्या प्रेमात पडलो!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	आणि आम्ही दोघे तुमच्यासाठी	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	वरवर पाहता आम्ही तुम्हाला	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	एक मिनिट थांब, मी थकलो आहे	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	इतका थकवा की मी क्वचितच ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	मी क्वचितच विचार करू शकतो	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	मला ते बरोबर समजले का ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	होय! इथे बघ	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	आनंदी चेहऱ्याने	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	एक मोठे हृदय काढले	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	वाळूमध्ये एक मोठे हृदय काढले	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	वाळू मध्ये आणि त्यात लिहिले	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	त्यात लिहिले &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	दुसऱ्या विचारानंतर म्हणाली	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	विचार केल्यावर &quot;हे आमचे IJK आहे&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	आणि ते हसले!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	ते सर्व हसले!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	एक सेकंद विचार केल्यानंतर आणि ते हसले	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	काबे म्हणाले &quot;हे आमचे IJK आहे&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	तुम्ही अर्ज पाठवला आहे का?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	स्थानिक संघटनेकडे नोंदणी फॉर्म सबमिट केला	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	असोसिएशनद्वारे एक गट म्हणून आदेश दिले	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	ईमेलद्वारे सबमिट केले	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	नोंदणीची पुष्टी मिळाली	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	नोंदणी फॉर्म कुठे सबमिट करायचा ते सापडले नाही	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	ऑनलाइन अर्ज आहे का?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	तुम्ही पेपर ऑर्डर सबमिट केला का?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	एखाद्याला युरोमध्ये पैसे द्यावे लागतील का?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	जागेवर पैसे देणे शक्य आहे का?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	पैसे दिले पण पावती मिळाली नाही	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	स्थानिक सोसायटीद्वारे गट म्हणून पैसे देऊ शकतात	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	उपस्थित नसल्यास परतावा आहे का?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	विशेष कार्यक्रमाची ऑर्डर दिली नाही	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	कोणीतरी अतिरिक्त ऑर्डर कसे करू शकते?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	कोणीतरी अतिरिक्त ऑर्डरसाठी पैसे कसे देऊ शकतो?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	आम्ही नोंदणी करणाऱ्यांची यादी पाहू शकतो का?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	माझे नाव नोंदणी करणाऱ्यांच्या यादीत नाही	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	कृपया यादी तपासू शकाल का?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	ऑर्डरच्या अंतिम मुदतीनंतर	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	आणखी कोणी सामील होऊ शकेल का?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	एकत्र हॉटेल बुक करण्यासाठी	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	कोणीतरी हॉटेल बुक करत आहे, तुम्हाला सोबत यायचे आहे का?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	जर एक मोकळी खोली असेल तर मला ती बुक करायची आहे	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	साइटवर हॉटेल बुक करणे शक्य आहे का?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	आपण एकत्र विमानाचे तिकीट खरेदी करावे का?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	तिकीट कोणत्या तारखेपासून	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	आम्ही तुमच्यासोबत विमानतळावर जाऊ का?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	विमानतळावर मार्गदर्शक आहे का?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	संमेलनाच्या ठिकाणी एखाद्याला स्वतःहून जावे लागते का?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	संमेलनाचे बॉक्स ऑफिस	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	मी पैसे दिले पण माझ्या नावाचा टॅग सापडला नाही	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	जागेवरच नोंदणी करायची आहे	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	गटात पैसे दिले, तरीही ते चिन्हांकित का नाही?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	कॉन्फरन्स बुक आणि इतर माहिती सामग्री असलेली कॉन्फरन्स बॅग	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	रेक्टर हॉल, प्रदर्शन	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	उघडणे आणि बंद करणे	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	केईआर (संदर्भ सामान्य युरोपियन फ्रेमवर्क) परीक्षा ठिकाण	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	काँग्रेस समिती	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	संघटना समिती	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	अधिवेशन मेजवानी	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	एकमेकांना जाणून घेण्याची संध्याकाळ	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	भव्य उद्घाटन	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Zamenhof हॉल	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (इंटरनॅशनल काँग्रेस युनिव्हर्सिटी)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	चार स्तरांवर केईआर परीक्षा (संदर्भाचे सामान्य युरोपियन फ्रेमवर्क)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	आंतरराष्ट्रीय कला संध्याकाळ	international art evening	grupo	alternativoj	prononco
level	solena fermo	गंभीर बंद	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	एस्पेरांतो पुस्तकांसह पुस्तक सेवा	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (इंटरनॅशनल अकादमी ऑफ सायन्सेस)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (जागतिक अराजकतावादी संघटना)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	कंटाळवाणे व्याख्याने	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	विविध विभागांसाठी कर्तव्य अधिकारी	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	बुटी अधिकारी एक संघ म्हणून सहकार्य करतात	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	एक ट्रॅव्हल एजंट	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	विमानाचे तिकीट	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	हॉटेल आणि विमानाचे तिकीट रद्द केले	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	अधिवेशन कुरिअर	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	पहिले वृत्तपत्र, दुसरे वृत्तपत्र	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	काँग्रेस थीम	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	बोलण्याचे अभ्यासक्रम	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	तात्पुरते कार्यक्रम	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	ऑर्डर करण्याच्या सामान्य अटी	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	काँग्रेसपूर्व दौरे	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	काँग्रेस नंतरचा दौरा	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	पूर्ण दिवसाचे दौरे	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	अर्धा दिवस टूर	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	काँग्रेस दरम्यानच्या दौऱ्यांचे टेबल	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	यूकेच्या आसपासच्या घटना (युनिव्हर्सल काँग्रेस)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	मास मीडियाशी संपर्क	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	कार्यक्रमाच्या अध्यक्षस्थानी उपाध्यक्ष होते	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	देशाच्या अधिकार्यांसह	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	सचिव, खजिनदार	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	कला कार्यक्रम	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	मुलांची काँग्रेस	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	सामाजिक वेबसाइट्स	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	काँग्रेस थीम संचालक	director of the congress theme	grupo	alternativoj	prononco
