B.bg content.tsv
Level	Esperanto	bg	en-us	Grupo	Alternativoj	Pronoco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	органи като Европейския младежки форум, ЮНЕСКО	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	младежката секция на ООН	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	различни органи като ЮНЕСКО и младежката секция на ООН	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	ЮНЕСКО и младежката секция на ООН	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Европейският младежки форум и младежката секция на ООН	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	звучи интересно	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	лист, да разглеждаш, вятър, да ветриш, есперанто, да се наслаждаваш на есперанто	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	за мен е достатъчно да говоря есперанто	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	да се насладите на есперанто за седмица или две	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	една или две седмици в годината	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	на мен обаче ми стига	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	да, човек трябва да намери ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	да намерят баланса	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	всеки трябва да намери своя баланс	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Чувствам го прекалено	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	в момента се чувствам	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Чувствам, че ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	има чувството, че има твърде много ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	твърде много есперанто в живота ми	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	в живота ми има твърде много есперанто	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	членуваш ли	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	членуваш ли в организация?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	член на друга организация	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	всъщност не е организация, а ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	но свиря на китара	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	свири на китара в група	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	хубаво! наистина харесвам	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	обичам да пея	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	много обича да пее	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	каква музика свириш	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	добре, това е просто поп	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	току-що започнахме групата	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	но в крайна сметка ще играем	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	играхме по време на IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	ще играе по време на следващия IJK	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Вече го чакам с нетърпение!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	просто кажете, ако имате нужда ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	има нужда от резервен певец	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	ако имате нужда от резервен певец	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	защо не? може би искате ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	искаш да изпееш нещо сега	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Мога да свиря на китара	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	ти искаш да пееш, а аз мога да свиря	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	сега да изпея нещо и да посвиря на китара	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	да, бих искал това	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	да донеса китарата си	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	ще донеса китарата ми веднага	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	много добре, ще донеса китара	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Веднага ще донеса китарата си	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	чака твоето завръщане	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	да се надяваме на бързо завръщане	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Очаквам бързо завръщане	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	очаква твоето надявам се бързо завръщане	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	два дни по-късно	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	извън дансинга	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	дни по-късно, извън дансинга	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	хей Kabe, изглеждаш ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	изглеждаш много щастлив	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	да, аз съм ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	хубаво, радвам се!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	харесваш ли конгреса	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	толкова ли ти харесва конгреса?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	да и не	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Сигурен съм, че съм много доволен	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	е много доволен от IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	но има и нещо друго	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	нещо друго, което ме радва	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	е нещо, което прави ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	по-правилно казано	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	има някой, който бие ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	някой, който кара сърцето ми да бие	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	кажи, кажи, влюби ли се?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	се влюби в някакво момиче	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	влюби ли се в момиче?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	не съм сигурен дали се влюбих	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	не е сигурен, но се чувства добре	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Още не съм сигурен дали съм влюбен	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	но се чувства много добре	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	дори ме целуна	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	целуна ме по устните	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	дори ме целуна по време на La Bamba	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	невероятно каква целувка	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	каква целувка даде!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	страхотен! Сега разбирам	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	разбира защо излъчвате	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	излъчваш толкова много радост	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	всъщност се случи нещо подобно	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	и на мен ми се случи нещо подобно	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	но си мислех, че ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	мислех, че не харесваш ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	не харесваш танците на La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	правилно, не се случи	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	се случи на дансинга	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	не се случи на дансинга	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	но в чайната (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	и не беше целувка	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	не целувка, но все пак нещо удовлетворяващо	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	но все пак нещо много радостно	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	та кажи!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	не знам какво да кажа	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	не знам какво да кажа наистина	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	нищо особено не се случи	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	поне още не се е случило	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	но някак си почувствах ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	почувствах, че много ме харесва	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	някак почувствах, че тя много ме харесва	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	тя ме харесва и аз я харесвам	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	разговаряхме дълго за ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	имаха дълъг разговор за музика	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	и след това пееха заедно	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Мисля, че флиртуваше	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	тя флиртуваше с мен	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	беше много хубаво	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	както казва приятелят ти от Канада	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	„Мамка му!“, както казва един приятел от Канада	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	да наистина! Надявам се ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	за да я срещне отново скоро	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	надява се да я срещне отново	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Надявам се скоро да я срещна	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	същото аз	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	на езеро близо до ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	езеро близо до конгресно място	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	близо до конгресната зала	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	о, и ти си ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	и ти си тук!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	да, ще се срещна ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	скоро ще се срещне с приятел тук	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	за личен разговор	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	ще се срещне с приятел за личен разговор	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	така че бих искал да ви попитам ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Бих искал да те помоля да си тръгнеш	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	добре, това не е възможно	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	всъщност изобщо не е възможно	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	защо? за мен е много важно!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	тази среща е много важна	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	така че моля те пусни ме	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	Моля, остави ме сам	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	както току що казах,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Казах, това не е възможно	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	скоро ще се появи мой приятел	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	защото скоро ще се появи и приятел	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	тук ще се появи и приятел	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	по дяволите, обикновено точно сега	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	всъщност става въпрос за момичето	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	момичето, за което разказах	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	тя се казва Jesi между другото	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	момчета и момичета! чудесно, че успя да дойдеш	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	толкова се радвам да те видя	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	радвам се да те видя отново	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	но изглеждаш ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	изглеждаш шокиран и объркан	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	шокиран и някак объркан	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	очевидно	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	така че, предполагам ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	вече го получихте	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	разбираш как е, нали?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	предполагам вече разбра	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	вече разбра как е	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Нищо не разбирам!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Мисля, че не искам ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	не иска да разбере	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	не искам да разбирам	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	но не е сложно!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	Нека обясня	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	когато Ина ми каза	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	ми разказа за собствения си приятел	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	приятел, който научи есперанто	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	научи есперанто много бързо	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	приятел, който се казва Кабе	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Хванах това ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Разбрах, че вие двамата вече се познавате	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	вие двамата вече се познавате	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	Да, но. но какво?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	имаше впечатлението, че ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	и двамата имахме впечатление	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	ти флиртува с нас и	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	впечатлението, че флиртувате с нас	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	абсолютно прав!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	затова исках да поговорим	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Исках да говоря с теб	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	да говоря с вас двамата сега	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	изслушай ме моля	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Често наистина харесвам ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	харесва няколко човека едновременно	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Харесвам няколко човека	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	няма значение дали е ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	независимо дали е мъж или жена	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	и по време на IJK се случи ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	случи се така, че се влюбих	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Влюбих се и в двама ви!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	и ние двамата към теб	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	явно ние към теб	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	чакай малко, уморен съм	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	толкова уморен, че едва мога ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	Едва ли мога да мисля	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	правилно ли разбрах, че ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	да погледни	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	с радостно лице	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	нарисува голямо сърце	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	нарисува голямо сърце в пясъка	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	в пясъка и пишеше в него	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	написа в него &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	след втори размисъл каза	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	след размисъл каза &quot;това е нашият IJK&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	и избухнаха в смях!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	всички избухнаха в смях!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	след секунда размисъл и те се засмяха	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe каза &quot;това е нашият IJK&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	изпратихте ли формуляра за кандидатстване?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	подаде регистрационен формуляр до местна асоциация	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	поръчани групово чрез сдружението	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	изпратени по имейл	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	получи потвърждение за регистрация	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	не можа да намери къде да изпрати регистрационен формуляр	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	има ли онлайн формуляр за кандидатстване?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	подадохте ли поръчка на хартия?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	някой трябва ли да плаща в евро?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	възможно ли е плащане на място?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	платил, но не получил касова бележка	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	могат да плащат като група чрез местно общество	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	има ли възстановяване, ако не присъства?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	не е поръчал специална програма	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	как някой може да поръча допълнително?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	как може някой да плати за допълнителна поръчка?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	можем ли да видим списък с регистранти?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	името ми не е в списъка на регистрираните	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	може ли да проверите списъка?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	след крайния срок на поръчката	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	може ли някой да се присъедини още?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	да резервираме хотел заедно	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	някой резервира хотел, искаш ли да дойдеш?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	ако имаше свободна стая, искам да я резервирам	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	възможно ли е да резервирате хотел на място?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	трябва ли да купим самолетен билет заедно?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	билет от коя дата	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	ще ви придружим ли до летището?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	има ли водач на летището?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	трябва ли някой сам да отиде до мястото на конгреса?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	касата на конгресното място	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	Платих, но етикетът с името ми не може да бъде намерен	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	иска да се регистрира на място	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	платено в група, но защо не е отбелязано?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	конферентна чанта с конферентна книга и други информационни материали	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	ректорат, изложба	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	отваряне и затваряне	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	Място за изпит KER (Обща европейска референтна рамка).	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	комитет на конгреса	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	асоциационен комитет	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	конгресен банкет	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Вечер за опознаване	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	Официално откриване	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	зала Заменхоф	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (Международен конгресен университет)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	KER изпит на четири нива (Обща европейска референтна рамка)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	международна вечер на изкуството	international art evening	grupo	alternativoj	prononco
level	solena fermo	тържествено закриване	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	книжарска услуга с книги на есперанто	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (Международна академия на науките)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (Световна асоциация на анархистите)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	скучни лекции	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	дежурни за различни отдели	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	но служителите си сътрудничат като екип	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	туристически агент	a travel agent	grupo	alternativoj	prononco
