C.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	balzamo	balsamo, balsamo	balsam, balm	grupo	alternativoj	prononco
level	breĉo	una rottura, una lacuna	a breach, a gap	grupo	alternativoj	prononco
level	diftongo	un dittongo	a diphthong	grupo	alternativoj	prononco
level	sekto	una setta	a sect	grupo	alternativoj	prononco
level	amoro	amour, amore sessuale	amour, a sexual love	grupo	alternativoj	prononco
level	dukato	un ducato (argento, oro)	a ducat (silver, gold)	grupo	alternativoj	prononco
level	elizii	elidere	to elide	grupo	alternativoj	prononco
level	epigrafo	un'epigrafe, un'iscrizione	an epigraph, an inscription	grupo	alternativoj	prononco
level	epigramo	un epigramma	an epigram	grupo	alternativoj	prononco
level	amputi	amputare	to amputate	grupo	alternativoj	prononco
level	kursivo	una scrittura corsiva	a cursive writing	grupo	alternativoj	prononco
level	faksimilo	un facsimile	a facsimile	grupo	alternativoj	prononco
level	fiktiva	fittizio, immaginario	fictious, fictional	grupo	alternativoj	prononco
level	sireno	una sirena	a siren	grupo	alternativoj	prononco
level	fleksio	inflessione	inflexion	grupo	alternativoj	prononco
level	gerundio	un gerundio	a gerund	grupo	alternativoj	prononco
level	grafologio	grafologia	graphology	grupo	alternativoj	prononco
level	mahagono	un mogano	a mahogany	grupo	alternativoj	prononco
level	arkaika	arcaico (=arĥaika)	archaic (=arĥaika)	grupo	alternativoj	prononco
level	homonimo	un omonimo	a homonym	grupo	alternativoj	prononco
level	karato	un carato	a carat	grupo	alternativoj	prononco
level	agrafo	un elemento di fissaggio, una rilegatura, una graffetta, un morsetto	a fastener, a binding, a staple, a clamp	grupo	alternativoj	prononco
level	komparativo	comparativo	comparative	grupo	alternativoj	prononco
level	titano	Titano	Titan	grupo	alternativoj	prononco
level	fiakro	una carrozza a nolo, una carrozza a nolo	a hackney coach, a hackney carriage	grupo	alternativoj	prononco
level	klasifiki	classificare	to classify	grupo	alternativoj	prononco
level	broĉo	una spilla	a brooch	grupo	alternativoj	prononco
level	beletristiko	una letteratura belletristica	a belletristic literature	grupo	alternativoj	prononco
level	inspekti	ispezionare, controllare	to inspect	grupo	alternativoj	prononco
level	sfinkso	una sfinge	a sphinx	grupo	alternativoj	prononco
level	superlativo	superlativo	superlative	grupo	alternativoj	prononco
level	hiacinto	un giacinto	a hyacinth	grupo	alternativoj	prononco
level	retoriko	una retorica, un'oratoria	a rhetoric, an oratory	grupo	alternativoj	prononco
level	hieroglifo	un geroglifico	a hieroglyph	grupo	alternativoj	prononco
level	dilemo	un dilemma	a dilemma	grupo	alternativoj	prononco
level	tipografio	tipografia	typography	grupo	alternativoj	prononco
level	kloako	una cloaca, uno scarico, un pozzo nero, un pozzo nero	a cloaca, a drain, a cesspool, a cesspit	grupo	alternativoj	prononco
level	nikelo	nichel	nickel	grupo	alternativoj	prononco
level	vinjeto	una vignetta, un'illustrazione di testo	a vignette, a text illustration	grupo	alternativoj	prononco
level	eskorti	scortare	to escort	grupo	alternativoj	prononco
level	geranio	un geranio, il becco di una gru	a geranium, a crane's bill	grupo	alternativoj	prononco
level	ŝarado	una farsa	a charade	grupo	alternativoj	prononco
level	skolo	una scuola (d'arte, di filosofia)	a school (of art, philosophy)	grupo	alternativoj	prononco
level	artilerio	un'artiglieria	an artillery	grupo	alternativoj	prononco
level	amnestio	amnistia	amnesty	grupo	alternativoj	prononco
level	agronomio	agronomia	agronomy	grupo	alternativoj	prononco
level	kosmopolito	un cosmopolita	a cosmopolitan	grupo	alternativoj	prononco
level	tenoro	un tenore	a tenor	grupo	alternativoj	prononco
level	rubuso	una mora, un rovo	a blackberry, a bramble	grupo	alternativoj	prononco
level	angino	angina	angina	grupo	alternativoj	prononco
level	atlaso	un atlante	an atlas	grupo	alternativoj	prononco
level	antropologio	antropologia	anthropology	grupo	alternativoj	prononco
level	furio	furia, dea della vendetta	fury, goddess of vengeance	grupo	alternativoj	prononco
level	anĉovo	un'acciuga	an anchovy	grupo	alternativoj	prononco
level	apopleksio	un'apoplessia, un ictus	an apoplexy, a stroke	grupo	alternativoj	prononco
level	bazilisko	un basilisco	a basilisk	grupo	alternativoj	prononco
level	vinko	una pervinca, vinca	a periwinkle, vinca	grupo	alternativoj	prononco
level	simfonio	una sinfonia	a symphony	grupo	alternativoj	prononco
level	bukso	una scatola (albero), un bosso	a box (tree), a boxwood	grupo	alternativoj	prononco
level	cikuto	cicuta d'acqua	water hemlock	grupo	alternativoj	prononco
level	diafragmo	diaframma	diaphragm	grupo	alternativoj	prononco
level	bibliografio	bibliografia	bibliography	grupo	alternativoj	prononco
level	disenterio	dissenteria	dysentery	grupo	alternativoj	prononco
level	dispepsio	dispepsia, indigestione	dyspepsia, indigestion	grupo	alternativoj	prononco
level	klaĉi	spettegolare, fare clac	to gossip, to clack	grupo	alternativoj	prononco
level	alkovo	un'alcova, una rientranza	an alcove, a recess	grupo	alternativoj	prononco
level	dialektiko	dialettica	dialectics	grupo	alternativoj	prononco
level	dromedaro	dromedario	dromedary	grupo	alternativoj	prononco
level	groteska	grottesco, ridicolo	grotesque, ludicrous	grupo	alternativoj	prononco
level	ekskremento	un escremento	an excrement	grupo	alternativoj	prononco
level	epidermo	epidermide	epidermis	grupo	alternativoj	prononco
level	ekzemo	eczema	eczema	grupo	alternativoj	prononco
level	eliksiro	elisir	elixir	grupo	alternativoj	prononco
level	frontono	un frontone	a pediment	grupo	alternativoj	prononco
level	monologo	un monologo	a monologue	grupo	alternativoj	prononco
level	etiologio	eziologia	aetiology	grupo	alternativoj	prononco
level	ezofago	esofago	esophagus	grupo	alternativoj	prononco
level	astronomo	un astronomo	an astronomer	grupo	alternativoj	prononco
level	monotona	monotono	monotonous	grupo	alternativoj	prononco
level	ganglio	un ganglio	a ganglion	grupo	alternativoj	prononco
level	gangreno	cancrena	gangrene	grupo	alternativoj	prononco
level	podagro	gotta	gout	grupo	alternativoj	prononco
level	gardenio	una gardenia	a gardenia	grupo	alternativoj	prononco
level	glicirizo	liquirizia, liquirizia	liquorice, licorice	grupo	alternativoj	prononco
level	mansardo	un attico	an attic	grupo	alternativoj	prononco
level	melaso	melassa, sciroppo dorato	molasses, golden syrup	grupo	alternativoj	prononco
level	hidrofobio	idrofobia	hydrophobia	grupo	alternativoj	prononco
level	vizio	una visione	a vision	grupo	alternativoj	prononco
level	homeopatio	omeopatia	homeopathy	grupo	alternativoj	prononco
level	iriso	iris	iris	grupo	alternativoj	prononco
level	vokativo	un vocativo	a vocative	grupo	alternativoj	prononco
level	tuniko	una tunica	a tunic	grupo	alternativoj	prononco
level	katalepsio	catalessi	catalepsy	grupo	alternativoj	prononco
level	koliko	coliche, lamentele	colic, gripes	grupo	alternativoj	prononco
level	kolzo	colza, colza invernale	colza, winter rape	grupo	alternativoj	prononco
level	korneo	cornea	cornea	grupo	alternativoj	prononco
level	lariko	larice	larch	grupo	alternativoj	prononco
level	almanako	un almanacco	an almanac	grupo	alternativoj	prononco
level	aŭguro	augurio	augury	grupo	alternativoj	prononco
level	hidro	idra	hydra	grupo	alternativoj	prononco
level	apogeo	apogeo	apogee	grupo	alternativoj	prononco
level	meduzo	Medusa	jellyfish	grupo	alternativoj	prononco
level	edeno	Eden	eden	grupo	alternativoj	prononco
level	lobo	lobo	lobe	grupo	alternativoj	prononco
level	molusko	un mollusco	a mollusk	grupo	alternativoj	prononco
level	sufloro	un suggeritore	a prompter	grupo	alternativoj	prononco
level	sakramento	sacramento	sacrament	grupo	alternativoj	prononco
level	sekrecio	una secrezione	a secretion	grupo	alternativoj	prononco
level	mosko	un muschio	a musk	grupo	alternativoj	prononco
level	sugestii	suggerire (sotto ipnosi)	to suggest (under hypnosis)	grupo	alternativoj	prononco
level	municio	munizioni, munizioni	ammunition, munitions	grupo	alternativoj	prononco
level	narkotiko	un narcotico	a narcotic	grupo	alternativoj	prononco
level	dekolti	tagliare basso, per esporre collo e spalle	to cut low, to expose neck and sholders	grupo	alternativoj	prononco
level	knari	strillare, grattare, cigolare	to grince, to grate, to squeak	grupo	alternativoj	prononco
level	morfino	una morfina	a morphine	grupo	alternativoj	prononco
level	arkado	un porticato	an arcade	grupo	alternativoj	prononco
level	palisandro	un palissandro	a rosewood	grupo	alternativoj	prononco
level	impertinenta	impertinente, impudente	impertinent, impudent	grupo	alternativoj	prononco
level	paĉulo	un patchouly	a patchouli	grupo	alternativoj	prononco
level	pepsino	pepsino	pepsino	grupo	alternativoj	prononco
level	poro	un poro	a pore	grupo	alternativoj	prononco
level	hipoteko	un mutuo	a mortgage	grupo	alternativoj	prononco
level	pustulo	una pustola, un brufolo	a pustule, a pimple	grupo	alternativoj	prononco
level	premiso	una premessa	a premise	grupo	alternativoj	prononco
level	rabarbo	un rabarbaro	a rhubarb	grupo	alternativoj	prononco
level	hirta	ispido, folto, disordinato	bristly, bushy, untidy	grupo	alternativoj	prononco
level	rabio	frenesia, rabbia	frenzy, rabies	grupo	alternativoj	prononco
level	rezedo	mignonette, reseda	mignonette, reseda	grupo	alternativoj	prononco
level	ricino	una pianta di ricino	a castor-oil plant	grupo	alternativoj	prononco
level	prismo	un prisma	a prism	grupo	alternativoj	prononco
level	ruto	una ruta	a rue	grupo	alternativoj	prononco
level	administracio	amministrazione	administration	grupo	alternativoj	prononco
level	santalo	un legno di sandalo	a sandalwood	grupo	alternativoj	prononco
level	sinkopo	sincope	syncope	grupo	alternativoj	prononco
level	skarlatino	una scarlattina	a scarlet fever	grupo	alternativoj	prononco
level	soleo	una sogliola, solea (pesce)	a sole, solea (fish)	grupo	alternativoj	prononco
level	skismo	scisma	schism	grupo	alternativoj	prononco
level	egido	egida, protezione	aegis, protection	grupo	alternativoj	prononco
level	strigli	strigliare, strigliare, strofinare	to curry-comb, to groom, to rub down	grupo	alternativoj	prononco
level	genealogio	genealogia	genealogy	grupo	alternativoj	prononco
level	taksuso	un albero di tasso	a yew tree	grupo	alternativoj	prononco
level	alabastro	un alabastro	an alabaster	grupo	alternativoj	prononco
level	korifeo	un corifeo, un condottiero	a coryphaeus, a leader	grupo	alternativoj	prononco
level	narkoti	narcotizzare	to narcotize	grupo	alternativoj	prononco
level	tenio	un verme da nastro	a tape worm	grupo	alternativoj	prononco
level	termito	una termite	a thermite	grupo	alternativoj	prononco
level	liturgio	liturgia	liturgy	grupo	alternativoj	prononco
level	kuliso	una scivolata, ala, piatta	a slip, wing, flat	grupo	alternativoj	prononco
level	vanelo	una pavoncella, una pavoncella	a lapwing, a pewit	grupo	alternativoj	prononco
level	verbeno	verbena, verbena	vervain, verbena	grupo	alternativoj	prononco
level	visko	un vischio	a mistletoe	grupo	alternativoj	prononco
level	portiko	un portico	a porch	grupo	alternativoj	prononco
level	ŝankro	cancro, cancro, ulcera vernerea	chancre, canker, vernereal ulcer	grupo	alternativoj	prononco
level	laŭreato	un vincitore	a laureate	grupo	alternativoj	prononco
level	ambrozio	un'ambrosia	an ambrosia	grupo	alternativoj	prononco
level	proceduro	una procedura	a procedure	grupo	alternativoj	prononco
level	makarono	un amaretto	a macaroon	grupo	alternativoj	prononco
level	makaronio	maccheroni	macaroni	grupo	alternativoj	prononco
level	komploto	un complotto, un complotto	a conspiracy, a plot	grupo	alternativoj	prononco
level	intendanto	un amministratore, un sovrintendente, un amministratore	a steward, a superintendent, a manager	grupo	alternativoj	prononco
level	metropolo	una metropoli	a metropolis	grupo	alternativoj	prononco
level	antipodo	un antipodo	an antipode	grupo	alternativoj	prononco
level	tanino	tannino	tannin	grupo	alternativoj	prononco
level	legitimi	legittimare	to legitimize	grupo	alternativoj	prononco
level	tapioko	tapioca	tapioca	grupo	alternativoj	prononco
level	silueto	una sagoma, un contorno	a silhouette, an outline	grupo	alternativoj	prononco
level	hamako	un'amaca	a hammock	grupo	alternativoj	prononco
level	akvarelo	un acquerello, un acquarello	an aquarelle, a water-color	grupo	alternativoj	prononco
level	dinamiko	dinamica	dynamics	grupo	alternativoj	prononco
level	madono	Madonna	Madonna	grupo	alternativoj	prononco
level	arpeĝo	arpeggio	arpeggio	grupo	alternativoj	prononco
level	bankiero	un banchiere	a banker	grupo	alternativoj	prononco
level	banderolo	un involucro	a wrapper	grupo	alternativoj	prononco
level	soldo	un sou (5 centesimi)	a sou (5 centime)	grupo	alternativoj	prononco
level	teologo	un teologo	a theologist	grupo	alternativoj	prononco
level	bataliono	un battaglione	a battalion	grupo	alternativoj	prononco
level	baritono	un baritono	a baritone	grupo	alternativoj	prononco
level	bitumo	bitume	bitumen	grupo	alternativoj	prononco
level	bordelo	un bordello	a brothel	grupo	alternativoj	prononco
level	legato	un legato	a legate	grupo	alternativoj	prononco
level	navo	una navata, un corridoio	a nave, an aisle	grupo	alternativoj	prononco
level	filantropio	filantropia	philanthropy	grupo	alternativoj	prononco
level	omnibuso	un omnibus	an omnibus	grupo	alternativoj	prononco
level	kadenco	un'adesione	a adence	grupo	alternativoj	prononco
level	kompromiso	un compromesso, un accomodamento	a compromise, an accommodation	grupo	alternativoj	prononco
level	dragono	un dragone	a dragoon	grupo	alternativoj	prononco
level	dueto	un duetto	a duet	grupo	alternativoj	prononco
level	metafiziko	metafisica	metaphysics	grupo	alternativoj	prononco
level	subjektiva	soggettivo	subjective	grupo	alternativoj	prononco
level	elegio	un'elegia	an elegy	grupo	alternativoj	prononco
level	jezuito	gesuita	Jesuit	grupo	alternativoj	prononco
level	korneto	una cornetta	a cornet	grupo	alternativoj	prononco
level	festono	un festone	a festoon	grupo	alternativoj	prononco
level	fregato	una fregata, una fregata	a frigate, a frigate bird	grupo	alternativoj	prononco
level	gilotino	una ghigliottina	a guillotine	grupo	alternativoj	prononco
level	tabureto	uno sgabello	a stool	grupo	alternativoj	prononco
level	harpuno	un arpione	a harpoon	grupo	alternativoj	prononco
level	hobojo	un oboe	an oboe	grupo	alternativoj	prononco
level	aŭtonoma	autonomo	autonomous	grupo	alternativoj	prononco
level	imperialo	un ponte imperiale e superiore del veicolo	an imperial, top deck of vehicle	grupo	alternativoj	prononco
level	istmo	un istmo	an isthmus	grupo	alternativoj	prononco
level	preludo	un preludio	a prelude	grupo	alternativoj	prononco
level	algebro	algebra	algebra	grupo	alternativoj	prononco
level	filantropo	un filantropo	a philanthropist	grupo	alternativoj	prononco
level	afusto	un carro armato	a gun carriage	grupo	alternativoj	prononco
level	karamboli	scontrarsi, colpire (in un biliardo)	to collide, to strike (in a billiard)	grupo	alternativoj	prononco
level	katafalko	un catafalco, un carro funebre aperto	a catafalque, an open hearse	grupo	alternativoj	prononco
level	aspergi	spruzzare, asperdere, cospargere	to spray, to asperse, to sprinkle	grupo	alternativoj	prononco
level	kokardo	una coccarda, un fiocco, una coccarda	a cockade, a bow, a rosette	grupo	alternativoj	prononco
level	kontrabaso	un basso, un contrabbasso	a bass, a double bass	grupo	alternativoj	prononco
level	kontralto	un contralto, un contralto	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	un acrobata	an acrobat	grupo	alternativoj	prononco
level	korsaro	un corsaro, un corsaro	a corsair, a privateer	grupo	alternativoj	prononco
level	korseto	un corsetto	a corset	grupo	alternativoj	prononco
level	galanto	un bucaneve	a snowdrop	grupo	alternativoj	prononco
level	korveto	una corvetta, una taccola	a corvette, a jackdaw	grupo	alternativoj	prononco
level	kvinto	una quinta (musica)	a fifth (music)	grupo	alternativoj	prononco
level	kripto	una cripta, una volta, una cella sotterranea	a crypt, a vault, an underground cell	grupo	alternativoj	prononco
level	inkognito	un agente sotto copertura	an undercover agent	grupo	alternativoj	prononco
level	litografi	alla litografia	to litograph	grupo	alternativoj	prononco
level	lokomobilo	un motore di trazione	a traction engine	grupo	alternativoj	prononco
level	inkvizicio	un'inquisizione	an inquisition	grupo	alternativoj	prononco
level	prospekto	un prospetto	a prospectus	grupo	alternativoj	prononco
level	mandolino	un mandolino	a mandolin	grupo	alternativoj	prononco
level	mazurko	una mazurca	a mazurka	grupo	alternativoj	prononco
level	melodramo	un melodramma	a melodrama	grupo	alternativoj	prononco
level	rezignacio	una dimissione	a resignation	grupo	alternativoj	prononco
level	miasmo	miasma, gas virulente	miasma, virulence gas	grupo	alternativoj	prononco
level	repertuaro	un repertorio, un repertorio	a repertoire, a repertory	grupo	alternativoj	prononco
level	mimiko	un mimetismo, un mimo	a mimicry, a mime	grupo	alternativoj	prononco
level	revelacio	una rivelazione	a revelation	grupo	alternativoj	prononco
level	ogivo	un'ogiva	an ogive	grupo	alternativoj	prononco
level	paskvilo	una pasquinata, una lampona	a pasquinade, a lampoon	grupo	alternativoj	prononco
level	pedalo	un pedale, un pedale	a pedal, a treadle	grupo	alternativoj	prononco
level	ŝovinisto	uno sciovinista, uno sciovinista	a chauvinist, a jingoist	grupo	alternativoj	prononco
level	dekano	un preside	a dean	grupo	alternativoj	prononco
level	vervo	una verve, una vivacità, un'ispirazione, un brio	a verve, a vivacity, an inspiration, a brio	grupo	alternativoj	prononco
level	polko	una polka	a polka	grupo	alternativoj	prononco
level	pomado	una pomata, un unguento	a pomade, an ointment	grupo	alternativoj	prononco
level	pulĉinelo	un pugno (un attore comico)	a punch (a comic actor)	grupo	alternativoj	prononco
level	prozodio	una prosodia	a prosody	grupo	alternativoj	prononco
level	apelacii	fare appello	to appeal	grupo	alternativoj	prononco
level	rebuso	un rebus, un enigma	a rebus, a puzzle	grupo	alternativoj	prononco
level	sekundanto	un secondo (un amico in un duello)	a second (a friend in a duel)	grupo	alternativoj	prononco
level	skerco	uno scherzo	a scherzo	grupo	alternativoj	prononco
level	solisto	un solista	a soloist	grupo	alternativoj	prononco
level	sonato	una sonata	a sonata	grupo	alternativoj	prononco
level	hipnoto	un'ipnosi	a hypnosis	grupo	alternativoj	prononco
level	terceto	un trio, una terzina	a trio, a tercet	grupo	alternativoj	prononco
level	koincidi	coincidere, concordare	to coincide, to concur	grupo	alternativoj	prononco
level	torpedo	un siluro	a torpedo	grupo	alternativoj	prononco
level	tragikomedio	una tragicommedia	a tragicomedy	grupo	alternativoj	prononco
level	mitro	una mitra, una mitra	a mitre, a miter	grupo	alternativoj	prononco
level	unisono	un unisono	a unison	grupo	alternativoj	prononco
level	uverturo	un'ouverture	an overture	grupo	alternativoj	prononco
level	velocipedo	un velocizzato	a velociped	grupo	alternativoj	prononco
level	visto	un fischio	a whist	grupo	alternativoj	prononco
level	zuavo	uno zuavo	a zouave	grupo	alternativoj	prononco
level	aerolito	un aerolite, un meteorite	an aerolite, a meteorite	grupo	alternativoj	prononco
level	agato	un'agata	an agate	grupo	alternativoj	prononco
level	ambro	un'ambra	an amber	grupo	alternativoj	prononco
level	aneksi	allegato	annex	grupo	alternativoj	prononco
level	areometro	un densimetro, un areometro	a densimeter, an areometer	grupo	alternativoj	prononco
level	astrologio	un'astrologia	an astrology	grupo	alternativoj	prononco
level	anarkio	un'anarchia	an anarchy	grupo	alternativoj	prononco
level	astrologo	un astrologo, un astrologo	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	stoico, stoico	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	un bidello, un presentatore, un usciere	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	malto	malt	grupo	alternativoj	prononco
level	barometro	un barometro	a barometer	grupo	alternativoj	prononco
level	bromo	un bromo	a bromine	grupo	alternativoj	prononco
level	kvintesenco	una quintessenza	a quintessence	grupo	alternativoj	prononco
level	diagonalo	una diagonale	a diagonal	grupo	alternativoj	prononco
level	elipso	un'ellisse	an ellipse	grupo	alternativoj	prononco
level	emulsio	un'emulsione	an emulsion	grupo	alternativoj	prononco
level	glicerino	un glicerino	a glicerino	grupo	alternativoj	prononco
level	patologio	patologia	pathology	grupo	alternativoj	prononco
level	koeficiento	un coefficiente	a coefficient	grupo	alternativoj	prononco
level	divizio	una divisione militare	a military division	grupo	alternativoj	prononco
level	koncedi	concedere, ammettere, concedere	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	una riforma, Riforma	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	magnetismo	magnetism	grupo	alternativoj	prononco
level	pedagogo	un pedagogo, un educatore	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	paraffina, cera di paraffina	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	pneumatica	pneumatics	grupo	alternativoj	prononco
level	retorto	una storta (recipiente di vetro)	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	un diadema, una corona	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	un rombo, un rombo	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	una stearina	a stearine	grupo	alternativoj	prononco
level	kontrabando	un contrabbando, un contrabbando	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	uno zodiaco, Zodiaco	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	Gotico	gothic	grupo	alternativoj	prononco
level	advento	Avvento	Advent	grupo	alternativoj	prononco
level	akcizo	accise	excise tax	grupo	alternativoj	prononco
level	samovaro	un samovar (contenitore metallico per scaldare il tè)	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	un feticcio (attrazione sessuale per gli oggetti)	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	apologia (=fablo)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	un assessore, un consulente	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	un ossido	an oxide	grupo	alternativoj	prononco
level	apokrifa	apocrifo, spurio	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	effimero, di breve durata, transitorio	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	arbitrato	arbitration	grupo	alternativoj	prononco
level	bariero	una barriera, una barricata	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	Rinascimento	Renaissance	grupo	alternativoj	prononco
level	imperativo	imperativo	imperative	grupo	alternativoj	prononco
level	monarko	un monarca	a monarch	grupo	alternativoj	prononco
level	indigo	blu indaco	indigo blue	grupo	alternativoj	prononco
level	diakono	un diacono	a deacon	grupo	alternativoj	prononco
level	erudicio	erudizione, erudizione	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	infiammazione	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	mausoleo	mausoleum	grupo	alternativoj	prononco
level	hekatombo	ecatombe	hecatomb	grupo	alternativoj	prononco
level	anemono	anemone	anemone	grupo	alternativoj	prononco
level	teoremo	un teorema	a theorem	grupo	alternativoj	prononco
level	didaktiko	didattica, pedagogia	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	un inquisitore	an inquisitor	grupo	alternativoj	prononco
level	konsekri	consacrare, incoronare, ordinare	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	armoniche	harmonics	grupo	alternativoj	prononco
level	kabalo	Cabala (Kabbalah)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	un cadetto	a cadet	grupo	alternativoj	prononco
level	kanoniko	un canone	a canon	grupo	alternativoj	prononco
level	panelo	un pannello	a panel	grupo	alternativoj	prononco
level	kaporalo	un caporale	a corporal	grupo	alternativoj	prononco
level	inerta	inerte	inert	grupo	alternativoj	prononco
level	erupcio	eruzione	eruption	grupo	alternativoj	prononco
level	obligacio	un titolo, un'obbligazione	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	biliardo	billiards	grupo	alternativoj	prononco
level	prelato	un prelato	a prelate	grupo	alternativoj	prononco
level	nuncio	un nunzio (un diplomatico ecclesiastico)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	humus	humus	grupo	alternativoj	prononco
level	rismo	risma (500 fogli di carta)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	un monarchico	a royalist	grupo	alternativoj	prononco
level	aplombo	aplomb, sicurezza di sé	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	saldo (conto)	balance (account)	grupo	alternativoj	prononco
level	parabolo	una parabola, una parabola	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	un satrapo	a satrap	grupo	alternativoj	prononco
level	laguno	una laguna	a lagoon	grupo	alternativoj	prononco
level	sinodo	un sinodo, una convocazione	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	un cardinale	a cardinal	grupo	alternativoj	prononco
level	sociologio	sociologia	sociology	grupo	alternativoj	prononco
level	sofisto	un sofista	a sophist	grupo	alternativoj	prononco
level	spiritisto	uno sciamano, uno spiritista	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	un laico, un non professionista	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	una tonaca, una tonaca	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	anacronismo	anachronism	grupo	alternativoj	prononco
level	tonsuro	tonsura	tonsure	grupo	alternativoj	prononco
level	transito	un transito	a transit	grupo	alternativoj	prononco
level	ovacio	un'ovazione	an ovation	grupo	alternativoj	prononco
level	romanco	una storia d'amore (canzone), una canzone romantica	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	un priore (titolo ecclesiastico)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	un prototipo	a prototype	grupo	alternativoj	prononco
level	dalio	una dalia	a dahlia	grupo	alternativoj	prononco
level	anagramo	un anagramma	an anagram	grupo	alternativoj	prononco
level	anapesto	anapesto, anapesto	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	un'antitesi	an antithesis	grupo	alternativoj	prononco
level	friso	un fregio	a frieze	grupo	alternativoj	prononco
level	apozicio	un'apposizione	an apposition	grupo	alternativoj	prononco
level	asonanco	un'assonanza	an assonance	grupo	alternativoj	prononco
level	aŭtografo	un autografo	an autograph	grupo	alternativoj	prononco
level	akcesora	accessorio, collaterale, secondario	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	un centigrammo	a centigram	grupo	alternativoj	prononco
level	centilitro	un centilitro	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	un accento circonflesso (accento)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	un decigrammo	a decigram	grupo	alternativoj	prononco
level	lucerno	una lampada a sospensione in una chiesa	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	un decilitro	a deciliter	grupo	alternativoj	prononco
level	decimala	decimale	decimal	grupo	alternativoj	prononco
level	decimetro	un decimetro	a decimeter	grupo	alternativoj	prononco
level	dekagramo	un decagramma	a decagram	grupo	alternativoj	prononco
level	fenikso	una fenice	a phoenix	grupo	alternativoj	prononco
level	dekalitro	un decalitro	a decalitre	grupo	alternativoj	prononco
level	dekametro	un decametro	a decametre	grupo	alternativoj	prononco
level	demonstrativo	dimostrativo	demonstrative	grupo	alternativoj	prononco
level	bronko	un tubo bronchiale	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	una dracma	a drachma	grupo	alternativoj	prononco
level	patricio	un patrizio	a patrician	grupo	alternativoj	prononco
level	dualismo	un dualismo	a dualism	grupo	alternativoj	prononco
level	lato	un listello	a lath	grupo	alternativoj	prononco
level	prostitui	prostituirsi	to prostitute	grupo	alternativoj	prononco
level	etimologio	etimologia	etymology	grupo	alternativoj	prononco
level	floreno	fiorino, fiorino	florin, floren	grupo	alternativoj	prononco
level	spondeo	spondeo	spondee	grupo	alternativoj	prononco
level	heksametro	un esametro	a hexameter	grupo	alternativoj	prononco
level	hektogramo	un ettogrammo	a hectogram	grupo	alternativoj	prononco
level	hektolitro	un ettolitro	a hectolitre	grupo	alternativoj	prononco
level	hektometro	un ettometro	a hectometre	grupo	alternativoj	prononco
level	imperfekto	imperfetto	imperfect	grupo	alternativoj	prononco
level	indikativo	indicativo	indicative	grupo	alternativoj	prononco
level	arkeologio	archeologia (=arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
