C.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	tenoro	en tenor	a tenor	grupo	alternativoj	prononco
level	rubuso	en bjørnebær, en bjørnebær	a blackberry, a bramble	grupo	alternativoj	prononco
level	angino	angina	angina	grupo	alternativoj	prononco
level	atlaso	et atlas	an atlas	grupo	alternativoj	prononco
level	antropologio	antropologi	anthropology	grupo	alternativoj	prononco
level	furio	raseri, hevnens gudinne	fury, goddess of vengeance	grupo	alternativoj	prononco
level	anĉovo	en ansjos	an anchovy	grupo	alternativoj	prononco
level	apopleksio	en apopleksi, et slag	an apoplexy, a stroke	grupo	alternativoj	prononco
level	bazilisko	en basilisk	a basilisk	grupo	alternativoj	prononco
level	vinko	en periwinkle, vinca	a periwinkle, vinca	grupo	alternativoj	prononco
level	simfonio	en symfoni	a symphony	grupo	alternativoj	prononco
level	bukso	en boks (tre), en buksbom	a box (tree), a boxwood	grupo	alternativoj	prononco
level	cikuto	vann hemlock	water hemlock	grupo	alternativoj	prononco
level	diafragmo	diafragma	diaphragm	grupo	alternativoj	prononco
level	bibliografio	bibliografi	bibliography	grupo	alternativoj	prononco
level	disenterio	dysenteri	dysentery	grupo	alternativoj	prononco
level	dispepsio	dyspepsi, fordøyelsesbesvær	dyspepsia, indigestion	grupo	alternativoj	prononco
level	klaĉi	å sladre, å klakke	to gossip, to clack	grupo	alternativoj	prononco
level	alkovo	en alkove, en fordypning	an alcove, a recess	grupo	alternativoj	prononco
level	dialektiko	dialektikk	dialectics	grupo	alternativoj	prononco
level	dromedaro	dromedar	dromedary	grupo	alternativoj	prononco
level	groteska	grotesk, latterlig	grotesque, ludicrous	grupo	alternativoj	prononco
level	ekskremento	et ekskrementer	an excrement	grupo	alternativoj	prononco
level	epidermo	epidermis	epidermis	grupo	alternativoj	prononco
level	ekzemo	eksem	eczema	grupo	alternativoj	prononco
level	eliksiro	eliksir	elixir	grupo	alternativoj	prononco
level	frontono	et pediment	a pediment	grupo	alternativoj	prononco
level	monologo	en monolog	a monologue	grupo	alternativoj	prononco
level	etiologio	etiologi	aetiology	grupo	alternativoj	prononco
level	ezofago	spiserøret	esophagus	grupo	alternativoj	prononco
level	astronomo	en astronom	an astronomer	grupo	alternativoj	prononco
level	monotona	monotont	monotonous	grupo	alternativoj	prononco
level	ganglio	en ganglion	a ganglion	grupo	alternativoj	prononco
level	gangreno	koldbrann	gangrene	grupo	alternativoj	prononco
level	podagro	gikt	gout	grupo	alternativoj	prononco
level	gardenio	en gardenia	a gardenia	grupo	alternativoj	prononco
level	glicirizo	lakris, lakris	liquorice, licorice	grupo	alternativoj	prononco
level	mansardo	et loft	an attic	grupo	alternativoj	prononco
level	melaso	melasse, gylden sirup	molasses, golden syrup	grupo	alternativoj	prononco
level	hidrofobio	hydrofobi	hydrophobia	grupo	alternativoj	prononco
level	vizio	en visjon	a vision	grupo	alternativoj	prononco
level	homeopatio	homeopati	homeopathy	grupo	alternativoj	prononco
level	iriso	iris	iris	grupo	alternativoj	prononco
level	vokativo	et vokativ	a vocative	grupo	alternativoj	prononco
level	tuniko	en tunika	a tunic	grupo	alternativoj	prononco
level	katalepsio	katalepsi	catalepsy	grupo	alternativoj	prononco
level	koliko	kolikk, grep	colic, gripes	grupo	alternativoj	prononco
level	kolzo	raps, vinterraps	colza, winter rape	grupo	alternativoj	prononco
level	korneo	hornhinnen	cornea	grupo	alternativoj	prononco
level	lariko	lerk	larch	grupo	alternativoj	prononco
level	almanako	en almanakk	an almanac	grupo	alternativoj	prononco
level	aŭguro	augury	augury	grupo	alternativoj	prononco
level	hidro	hydra	hydra	grupo	alternativoj	prononco
level	apogeo	apogee	apogee	grupo	alternativoj	prononco
level	meduzo	manet	jellyfish	grupo	alternativoj	prononco
level	edeno	eden	eden	grupo	alternativoj	prononco
level	lobo	lapp	lobe	grupo	alternativoj	prononco
level	molusko	et bløtdyr	a mollusk	grupo	alternativoj	prononco
level	sufloro	en sufflør	a prompter	grupo	alternativoj	prononco
level	sakramento	sakrament	sacrament	grupo	alternativoj	prononco
level	sekrecio	et sekret	a secretion	grupo	alternativoj	prononco
level	mosko	en moskus	a musk	grupo	alternativoj	prononco
level	sugestii	å foreslå (under hypnose)	to suggest (under hypnosis)	grupo	alternativoj	prononco
level	municio	ammunisjon, ammunisjon	ammunition, munitions	grupo	alternativoj	prononco
level	narkotiko	et narkotikum	a narcotic	grupo	alternativoj	prononco
level	dekolti	å kutte lavt, å avsløre nakke og sholders	to cut low, to expose neck and sholders	grupo	alternativoj	prononco
level	knari	å grine, å rive, å knirke	to grince, to grate, to squeak	grupo	alternativoj	prononco
level	morfino	en morfin	a morphine	grupo	alternativoj	prononco
level	arkado	en arkade	an arcade	grupo	alternativoj	prononco
level	palisandro	en palisander	a rosewood	grupo	alternativoj	prononco
level	impertinenta	frekk, frekk	impertinent, impudent	grupo	alternativoj	prononco
level	paĉulo	en patchouli	a patchouli	grupo	alternativoj	prononco
level	pepsino	pepsino	pepsino	grupo	alternativoj	prononco
level	poro	en pore	a pore	grupo	alternativoj	prononco
level	hipoteko	et boliglån	a mortgage	grupo	alternativoj	prononco
level	pustulo	en pustule, en kvise	a pustule, a pimple	grupo	alternativoj	prononco
level	premiso	et premiss	a premise	grupo	alternativoj	prononco
level	rabarbo	en rabarbra	a rhubarb	grupo	alternativoj	prononco
level	hirta	bustete, buskete, uryddige	bristly, bushy, untidy	grupo	alternativoj	prononco
level	rabio	vanvidd, rabies	frenzy, rabies	grupo	alternativoj	prononco
level	rezedo	mignonette, reseda	mignonette, reseda	grupo	alternativoj	prononco
level	ricino	en ricinusoljeplante	a castor-oil plant	grupo	alternativoj	prononco
level	prismo	et prisme	a prism	grupo	alternativoj	prononco
level	ruto	en rue	a rue	grupo	alternativoj	prononco
level	administracio	administrasjon	administration	grupo	alternativoj	prononco
level	santalo	en sandeltre	a sandalwood	grupo	alternativoj	prononco
level	sinkopo	synkope	syncope	grupo	alternativoj	prononco
level	skarlatino	en skarlagensfeber	a scarlet fever	grupo	alternativoj	prononco
level	soleo	en såle, solea (fisk)	a sole, solea (fish)	grupo	alternativoj	prononco
level	skismo	skisma	schism	grupo	alternativoj	prononco
level	egido	aegis, beskyttelse	aegis, protection	grupo	alternativoj	prononco
level	strigli	å karri-kjemme, å stelle, å gni ned	to curry-comb, to groom, to rub down	grupo	alternativoj	prononco
level	genealogio	slektsforskning	genealogy	grupo	alternativoj	prononco
level	taksuso	et barlind	a yew tree	grupo	alternativoj	prononco
level	alabastro	en alabast	an alabaster	grupo	alternativoj	prononco
level	korifeo	en koryfæ, en leder	a coryphaeus, a leader	grupo	alternativoj	prononco
level	narkoti	å narkotisere	to narcotize	grupo	alternativoj	prononco
level	tenio	en båndorm	a tape worm	grupo	alternativoj	prononco
level	termito	en termitt	a thermite	grupo	alternativoj	prononco
level	liturgio	liturgi	liturgy	grupo	alternativoj	prononco
level	kuliso	en slip, vinge, flat	a slip, wing, flat	grupo	alternativoj	prononco
level	vanelo	en lapwing, en pewit	a lapwing, a pewit	grupo	alternativoj	prononco
level	verbeno	vervain, verbena	vervain, verbena	grupo	alternativoj	prononco
level	visko	en misteltein	a mistletoe	grupo	alternativoj	prononco
level	portiko	en veranda	a porch	grupo	alternativoj	prononco
level	ŝankro	chancre, kreft, vernerisk sår	chancre, canker, vernereal ulcer	grupo	alternativoj	prononco
level	laŭreato	en prisvinner	a laureate	grupo	alternativoj	prononco
level	ambrozio	en ambrosia	an ambrosia	grupo	alternativoj	prononco
level	proceduro	en prosedyre	a procedure	grupo	alternativoj	prononco
level	makarono	en makron	a macaroon	grupo	alternativoj	prononco
level	makaronio	makaroni	macaroni	grupo	alternativoj	prononco
level	komploto	en konspirasjon, et komplott	a conspiracy, a plot	grupo	alternativoj	prononco
level	intendanto	en steward, en superintendent, en manager	a steward, a superintendent, a manager	grupo	alternativoj	prononco
level	metropolo	en metropol	a metropolis	grupo	alternativoj	prononco
level	antipodo	en antipode	an antipode	grupo	alternativoj	prononco
level	tanino	tannin	tannin	grupo	alternativoj	prononco
level	legitimi	å legitimere	to legitimize	grupo	alternativoj	prononco
level	tapioko	tapioka	tapioca	grupo	alternativoj	prononco
level	silueto	en silhuett, en kontur	a silhouette, an outline	grupo	alternativoj	prononco
level	hamako	en hengekøye	a hammock	grupo	alternativoj	prononco
level	akvarelo	en akvarell, en vannfarge	an aquarelle, a water-color	grupo	alternativoj	prononco
level	dinamiko	dynamikk	dynamics	grupo	alternativoj	prononco
level	madono	Madonna	Madonna	grupo	alternativoj	prononco
level	arpeĝo	arpeggio	arpeggio	grupo	alternativoj	prononco
level	bankiero	en bankmann	a banker	grupo	alternativoj	prononco
level	banderolo	en innpakning	a wrapper	grupo	alternativoj	prononco
level	soldo	en sou (5 centime)	a sou (5 centime)	grupo	alternativoj	prononco
level	teologo	en teolog	a theologist	grupo	alternativoj	prononco
level	bataliono	en bataljon	a battalion	grupo	alternativoj	prononco
level	baritono	en baryton	a baritone	grupo	alternativoj	prononco
level	bitumo	bitumen	bitumen	grupo	alternativoj	prononco
level	bordelo	et bordell	a brothel	grupo	alternativoj	prononco
level	legato	en legat	a legate	grupo	alternativoj	prononco
level	navo	et skip, en midtgang	a nave, an aisle	grupo	alternativoj	prononco
level	filantropio	filantropi	philanthropy	grupo	alternativoj	prononco
level	omnibuso	en omnibus	an omnibus	grupo	alternativoj	prononco
level	kadenco	en adence	a adence	grupo	alternativoj	prononco
level	kompromiso	et kompromiss, en overnatting	a compromise, an accommodation	grupo	alternativoj	prononco
level	dragono	en drage	a dragoon	grupo	alternativoj	prononco
level	dueto	en duett	a duet	grupo	alternativoj	prononco
level	metafiziko	metafysikk	metaphysics	grupo	alternativoj	prononco
level	subjektiva	subjektiv	subjective	grupo	alternativoj	prononco
level	elegio	en elegi	an elegy	grupo	alternativoj	prononco
level	jezuito	Jesuitt	Jesuit	grupo	alternativoj	prononco
level	korneto	en kornett	a cornet	grupo	alternativoj	prononco
level	festono	en festong	a festoon	grupo	alternativoj	prononco
level	fregato	en fregatt, en fregattfugl	a frigate, a frigate bird	grupo	alternativoj	prononco
level	gilotino	en giljotin	a guillotine	grupo	alternativoj	prononco
level	tabureto	en krakk	a stool	grupo	alternativoj	prononco
level	harpuno	en harpun	a harpoon	grupo	alternativoj	prononco
level	hobojo	en obo	an oboe	grupo	alternativoj	prononco
level	aŭtonoma	autonome	autonomous	grupo	alternativoj	prononco
level	imperialo	et keiserlig toppdekk av kjøretøy	an imperial, top deck of vehicle	grupo	alternativoj	prononco
level	istmo	en isthmus	an isthmus	grupo	alternativoj	prononco
level	preludo	et forspill	a prelude	grupo	alternativoj	prononco
level	algebro	algebra	algebra	grupo	alternativoj	prononco
level	filantropo	en filantrop	a philanthropist	grupo	alternativoj	prononco
level	afusto	en våpenvogn	a gun carriage	grupo	alternativoj	prononco
level	karamboli	å kollidere, å slå (i en biljard)	to collide, to strike (in a billiard)	grupo	alternativoj	prononco
level	katafalko	en katafalk, en åpen likbil	a catafalque, an open hearse	grupo	alternativoj	prononco
level	aspergi	å sprøyte, å asperse, å strø	to spray, to asperse, to sprinkle	grupo	alternativoj	prononco
level	kokardo	en kokarde, en bue, en rosett	a cockade, a bow, a rosette	grupo	alternativoj	prononco
level	kontrabaso	en bass, en kontrabass	a bass, a double bass	grupo	alternativoj	prononco
level	kontralto	en kontralto, en alt	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	en akrobat	an acrobat	grupo	alternativoj	prononco
level	korsaro	en corsair, en privatist	a corsair, a privateer	grupo	alternativoj	prononco
level	korseto	et korsett	a corset	grupo	alternativoj	prononco
level	galanto	en snøklokke	a snowdrop	grupo	alternativoj	prononco
level	korveto	en korvett, en jackdaw	a corvette, a jackdaw	grupo	alternativoj	prononco
level	kvinto	en femtedel (musikk)	a fifth (music)	grupo	alternativoj	prononco
level	kripto	en krypt, et hvelv, en underjordisk celle	a crypt, a vault, an underground cell	grupo	alternativoj	prononco
level	inkognito	en undercover-agent	an undercover agent	grupo	alternativoj	prononco
level	litografi	å litografi	to litograph	grupo	alternativoj	prononco
level	lokomobilo	en trekkmotor	a traction engine	grupo	alternativoj	prononco
level	inkvizicio	en inkvisisjon	an inquisition	grupo	alternativoj	prononco
level	prospekto	et prospekt	a prospectus	grupo	alternativoj	prononco
level	mandolino	en mandolin	a mandolin	grupo	alternativoj	prononco
level	mazurko	en mazurka	a mazurka	grupo	alternativoj	prononco
level	melodramo	et melodrama	a melodrama	grupo	alternativoj	prononco
level	rezignacio	en oppsigelse	a resignation	grupo	alternativoj	prononco
level	miasmo	miasma, virulensgass	miasma, virulence gas	grupo	alternativoj	prononco
level	repertuaro	et repertoar, et repertoar	a repertoire, a repertory	grupo	alternativoj	prononco
level	mimiko	en mimikk, en mimikk	a mimicry, a mime	grupo	alternativoj	prononco
level	revelacio	en åpenbaring	a revelation	grupo	alternativoj	prononco
level	ogivo	en ogive	an ogive	grupo	alternativoj	prononco
level	paskvilo	en pasquinade, en lampong	a pasquinade, a lampoon	grupo	alternativoj	prononco
level	pedalo	en pedal, en tråkke	a pedal, a treadle	grupo	alternativoj	prononco
level	ŝovinisto	en sjåvinist, en jingoist	a chauvinist, a jingoist	grupo	alternativoj	prononco
level	dekano	en dekan	a dean	grupo	alternativoj	prononco
level	vervo	en verve, en livlighet, en inspirasjon, en brio	a verve, a vivacity, an inspiration, a brio	grupo	alternativoj	prononco
level	polko	en polka	a polka	grupo	alternativoj	prononco
level	pomado	en pomade, en salve	a pomade, an ointment	grupo	alternativoj	prononco
level	pulĉinelo	et slag (en tegneserieskuespiller)	a punch (a comic actor)	grupo	alternativoj	prononco
level	prozodio	en prosodi	a prosody	grupo	alternativoj	prononco
level	apelacii	å appellere	to appeal	grupo	alternativoj	prononco
level	rebuso	en rebus, et puslespill	a rebus, a puzzle	grupo	alternativoj	prononco
level	sekundanto	et sekund (en venn i en duell)	a second (a friend in a duel)	grupo	alternativoj	prononco
level	skerco	en scherzo	a scherzo	grupo	alternativoj	prononco
level	solisto	en solist	a soloist	grupo	alternativoj	prononco
level	sonato	en sonate	a sonata	grupo	alternativoj	prononco
level	hipnoto	en hypnose	a hypnosis	grupo	alternativoj	prononco
level	terceto	en trio, en tercet	a trio, a tercet	grupo	alternativoj	prononco
level	koincidi	å falle sammen, å være enig	to coincide, to concur	grupo	alternativoj	prononco
level	torpedo	en torpedo	a torpedo	grupo	alternativoj	prononco
level	tragikomedio	en tragikomedie	a tragicomedy	grupo	alternativoj	prononco
level	mitro	en gjæring, en gjæring	a mitre, a miter	grupo	alternativoj	prononco
level	unisono	en unison	a unison	grupo	alternativoj	prononco
level	uverturo	en ouverture	an overture	grupo	alternativoj	prononco
level	velocipedo	en velociped	a velociped	grupo	alternativoj	prononco
level	visto	en whist	a whist	grupo	alternativoj	prononco
level	zuavo	en zouave	a zouave	grupo	alternativoj	prononco
level	aerolito	en aerolitt, en meteoritt	an aerolite, a meteorite	grupo	alternativoj	prononco
level	agato	en agat	an agate	grupo	alternativoj	prononco
level	ambro	en rav	an amber	grupo	alternativoj	prononco
level	aneksi	tilbygg	annex	grupo	alternativoj	prononco
level	areometro	en densimeter, en areometer	a densimeter, an areometer	grupo	alternativoj	prononco
level	astrologio	en astrologi	an astrology	grupo	alternativoj	prononco
level	anarkio	et anarki	an anarchy	grupo	alternativoj	prononco
level	astrologo	en astrolog, en astrolog	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	stoisk, stoisk	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	en perle, en apparitor, en vaktmester	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	malt	malt	grupo	alternativoj	prononco
level	barometro	et barometer	a barometer	grupo	alternativoj	prononco
level	bromo	et brom	a bromine	grupo	alternativoj	prononco
level	kvintesenco	en kvintessens	a quintessence	grupo	alternativoj	prononco
level	diagonalo	en diagonal	a diagonal	grupo	alternativoj	prononco
level	elipso	en ellipse	an ellipse	grupo	alternativoj	prononco
level	emulsio	en emulsjon	an emulsion	grupo	alternativoj	prononco
level	glicerino	en glicerino	a glicerino	grupo	alternativoj	prononco
level	patologio	patologi	pathology	grupo	alternativoj	prononco
level	koeficiento	en koeffisient	a coefficient	grupo	alternativoj	prononco
level	divizio	en militær avdeling	a military division	grupo	alternativoj	prononco
level	koncedi	å innrømme, å innrømme, å gi	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	en reformasjon, reformasjon	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	magnetisme	magnetism	grupo	alternativoj	prononco
level	pedagogo	en pedagog, en pedagog	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	parafin, parafinvoks	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	pneumatikk	pneumatics	grupo	alternativoj	prononco
level	retorto	en replikk (glassbeholder)	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	et diadem, en krone	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	en rombe, en piggvar	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	en stearin	a stearine	grupo	alternativoj	prononco
level	kontrabando	et smugling, en smugling	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	en dyrekrets, Zodiac	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	gotisk	gothic	grupo	alternativoj	prononco
level	advento	Advent	Advent	grupo	alternativoj	prononco
level	akcizo	særavgift	excise tax	grupo	alternativoj	prononco
level	samovaro	en samovar (metallbeholder for å varme opp te)	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	en fetisj (seksuell tiltrekning til gjenstander)	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	unnskyldning (=fablo)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	en assessor, en rådgivende	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	et oksid	an oxide	grupo	alternativoj	prononco
level	apokrifa	apokryfisk, falsk	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	flyktig, kortvarig, forbigående	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	megling	arbitration	grupo	alternativoj	prononco
level	bariero	en barriere, en barrikade	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	Renessanse	Renaissance	grupo	alternativoj	prononco
level	imperativo	avgjørende	imperative	grupo	alternativoj	prononco
level	monarko	en monark	a monarch	grupo	alternativoj	prononco
level	indigo	indigo blå	indigo blue	grupo	alternativoj	prononco
level	diakono	en diakon	a deacon	grupo	alternativoj	prononco
level	erudicio	lærdom, stipend	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	betennelse	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	mausoleum	mausoleum	grupo	alternativoj	prononco
level	hekatombo	hekatomb	hecatomb	grupo	alternativoj	prononco
level	anemono	anemone	anemone	grupo	alternativoj	prononco
level	teoremo	et teorem	a theorem	grupo	alternativoj	prononco
level	didaktiko	didaktikk, pedagogikk	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	en inkvisitor	an inquisitor	grupo	alternativoj	prononco
level	konsekri	å vie, å krone, å ordinere	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	harmoniske	harmonics	grupo	alternativoj	prononco
level	kabalo	Kabbala (kabbala)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	en kadett	a cadet	grupo	alternativoj	prononco
level	kanoniko	en kanon	a canon	grupo	alternativoj	prononco
level	panelo	et panel	a panel	grupo	alternativoj	prononco
level	kaporalo	en korporal	a corporal	grupo	alternativoj	prononco
level	inerta	inert	inert	grupo	alternativoj	prononco
level	erupcio	utbrudd	eruption	grupo	alternativoj	prononco
level	obligacio	en obligasjon, et gjeldsbrev	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	biljard	billiards	grupo	alternativoj	prononco
level	prelato	en prelat	a prelate	grupo	alternativoj	prononco
level	nuncio	en nuntius (en kirkelig diplomat)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	humus	humus	grupo	alternativoj	prononco
level	rismo	pakke (500 ark)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	en royalist	a royalist	grupo	alternativoj	prononco
level	aplombo	aplomb, selvsikkerhet	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	saldo (konto)	balance (account)	grupo	alternativoj	prononco
level	parabolo	en parabel, en lignelse	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	en satrap	a satrap	grupo	alternativoj	prononco
level	laguno	en lagune	a lagoon	grupo	alternativoj	prononco
level	sinodo	en synode, en konvokasjon	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	en kardinal	a cardinal	grupo	alternativoj	prononco
level	sociologio	sosiologi	sociology	grupo	alternativoj	prononco
level	sofisto	en sofist	a sophist	grupo	alternativoj	prononco
level	spiritisto	en sjaman, en spiritist	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	en lekmann, en ikke-profesjonell	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	en soutane, en cassock	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	anakronisme	anachronism	grupo	alternativoj	prononco
level	tonsuro	tonsur	tonsure	grupo	alternativoj	prononco
level	transito	en transitt	a transit	grupo	alternativoj	prononco
level	ovacio	en ovasjon	an ovation	grupo	alternativoj	prononco
level	romanco	en romantikk (sang), en romantisk sang	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	a prior (kirkelig tittel)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	en prototype	a prototype	grupo	alternativoj	prononco
level	dalio	en dahlia	a dahlia	grupo	alternativoj	prononco
level	anagramo	et anagram	an anagram	grupo	alternativoj	prononco
level	anapesto	anapest, anapest	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	en antitese	an antithesis	grupo	alternativoj	prononco
level	friso	en frise	a frieze	grupo	alternativoj	prononco
level	apozicio	en tiltale	an apposition	grupo	alternativoj	prononco
level	asonanco	en assonans	an assonance	grupo	alternativoj	prononco
level	aŭtografo	en autograf	an autograph	grupo	alternativoj	prononco
level	akcesora	tilbehør, sikkerhet, sekundær	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	et centigram	a centigram	grupo	alternativoj	prononco
level	centilitro	en centiliter	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	en circumflex (aksent)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	et desigram	a decigram	grupo	alternativoj	prononco
level	lucerno	en hengende lampe i en kirke	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	en desiliter	a deciliter	grupo	alternativoj	prononco
level	decimala	desimal	decimal	grupo	alternativoj	prononco
level	decimetro	en desimeter	a decimeter	grupo	alternativoj	prononco
level	dekagramo	et dekagram	a decagram	grupo	alternativoj	prononco
level	fenikso	en føniks	a phoenix	grupo	alternativoj	prononco
level	dekalitro	en dekaliter	a decalitre	grupo	alternativoj	prononco
level	dekametro	en dekameter	a decametre	grupo	alternativoj	prononco
level	demonstrativo	demonstrativt	demonstrative	grupo	alternativoj	prononco
level	bronko	et bronkialrør	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	en drakme	a drachma	grupo	alternativoj	prononco
level	patricio	en patrisier	a patrician	grupo	alternativoj	prononco
level	dualismo	en dualisme	a dualism	grupo	alternativoj	prononco
level	lato	en lekte	a lath	grupo	alternativoj	prononco
level	prostitui	å prostituere seg	to prostitute	grupo	alternativoj	prononco
level	etimologio	etymologi	etymology	grupo	alternativoj	prononco
level	floreno	florin, floren	florin, floren	grupo	alternativoj	prononco
level	spondeo	Spondee	spondee	grupo	alternativoj	prononco
level	heksametro	et heksameter	a hexameter	grupo	alternativoj	prononco
level	hektogramo	et hektogram	a hectogram	grupo	alternativoj	prononco
level	hektolitro	en hektoliter	a hectolitre	grupo	alternativoj	prononco
level	hektometro	en hektometer	a hectometre	grupo	alternativoj	prononco
level	imperfekto	ufullkommen	imperfect	grupo	alternativoj	prononco
level	indikativo	veiledende	indicative	grupo	alternativoj	prononco
level	arkeologio	arkeologi (=arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	en korrelativ	a correlative	grupo	alternativoj	prononco
level	logogrifo	en logogriph, et puslespill	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	beregninger	metrics	grupo	alternativoj	prononco
level	trofeo	et trofé	a trophy	grupo	alternativoj	prononco
level	miriametro	et miriameter	a miriameter	grupo	alternativoj	prononco
level	monogramo	et monogram	a monogram	grupo	alternativoj	prononco
level	salvo	en salve, et utbrudd, en fusillade	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	en obolus, en obol	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	optiv	optative	grupo	alternativoj	prononco
level	paleografio	paleografi	paleography	grupo	alternativoj	prononco
level	parafrazo	en parafrase	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	et paradigme	a paradigm	grupo	alternativoj	prononco
level	pentametro	et pentameter	a pentameter	grupo	alternativoj	prononco
level	piastro	en piastre	a piastre	grupo	alternativoj	prononco
level	pleonasmo	en pleonasme, en redundans	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	en pretrite, en datid	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	en syllogisme	a syllogism	grupo	alternativoj	prononco
level	spektro	et spekter	a spectrum	grupo	alternativoj	prononco
level	solecismo	en solesisme	a solecism	grupo	alternativoj	prononco
level	hierarkio	hierarki (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	konjunktiv	subjunctive	grupo	alternativoj	prononco
level	spontanea	spontan	spontaneous	grupo	alternativoj	prononco
level	amuleto	en amulett	an amulet	grupo	alternativoj	prononco
level	tropo	en trope	a trope	grupo	alternativoj	prononco
level	atributo	et attributt	an attribute	grupo	alternativoj	prononco
level	kluki	å klukke	to cluck	grupo	alternativoj	prononco
level	akvilegio	en akelei, en aquilegia	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	en skarlagenrød pimpernel (Anagallis)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	en angelica	an angelica	grupo	alternativoj	prononco
level	aorto	en aorta	an aorta	grupo	alternativoj	prononco
level	apio	Apia, en vill selleri, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	arnica, leopards bane, Arnica montana	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	fjord, firth	fjord, firth	grupo	alternativoj	prononco
level	atavismo	atavisme	atavism	grupo	alternativoj	prononco
level	balzamino	en balsam, impatiens (Balsamina)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	en bistoury	a bistoury	grupo	alternativoj	prononco
level	bronkito	bronkitt	bronchitis	grupo	alternativoj	prononco
level	celulozo	cellulose	cellulose	grupo	alternativoj	prononco
level	ciklopo	Kykloper	Cyclops	grupo	alternativoj	prononco
level	endivio	en endive, en sikori (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	en ballade	a ballade	grupo	alternativoj	prononco
level	entomologio	entomologi	entomology	grupo	alternativoj	prononco
level	erizipelo	erysipelas	erysipelas	grupo	alternativoj	prononco
level	haremo	et harem (muslimsk kvinners rom)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	å utlede	to deduce	grupo	alternativoj	prononco
level	eŭnuko	en evnukk	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	en corsage, en bodice	a corsage, a bodice	grupo	alternativoj	prononco
