A.ro content.tsv
Level	Esperanto	ro	en-us	Grupo	Alternativoj	Pronoco
level	veturi per aŭto	a conduce cu un axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	mult mai bine	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	pare mult mai bine	seems much better	grupo	alternativoj	prononco
level	per vagonaro	cu trenul	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	sau nu pare a fi mult mai bine?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	diverse persoane	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	de ce explică oamenii în moduri diferite?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	aceleasi idei	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	explică aceleași idei	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	membrii familiei se reunesc	family members get together	grupo	alternativoj	prononco
level	kiel rapide	cat de repede	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	trec zile	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	ce repede trec zilele!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	mâine va fi ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	ziua tatălui tău	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	mai multi membri ai familiei	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	vor veni mai mulți membri ai familiei	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	Si prieteni	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	te rog ~?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	ai putea te rog sa ma ajuti putin?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	un pic de timp	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	găsiți puțin timp	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	pentru a-ți face ordine în camera	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	măcar pentru a-ți face ordine în camera	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	aș dori ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Aș vrea să gătesc ceva	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	ceva bun	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	gătește ceva bun	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	pentru tortul aniversar	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	este lipsit de lapte	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	in casa	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	este necesar să se procure ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	ceva mâncare	some food	grupo	alternativoj	prononco
level	el vendejo	dintr-un magazin	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	pentru a lua ceva de mâncare dintr-o ascunzătoare	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Voi face cumpărături	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	pentru ziua de nastere	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	în loc să stea și să mănânce	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	oameni interesanți	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	cu membri ai familiei neinteresanți	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Aș vrea să merg la picnic	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	cu membrii clubului	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	cu ce membri de club?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	spuse tatăl	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	un fel de hârtie, un fel de hârtie	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	într-o servietă	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	într-un coș de hârtie	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	a aruncat hârtii într-un coș de hârtie	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	a aruncat niște hârtii într-un coș de hârtie	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	mâine devreme	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	membri ai clubului meu sportiv	members of my sports club	grupo	alternativoj	prononco
level	kara mia	draga mea	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	este corect?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	trebuie sa lipsesti	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	nu ~?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	colegii tăi membri de club	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	ne vedem împreună cu colegii tăi membri de club	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	de trei ori pe saptamana	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	pot ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	are dreptul de a propune ceva	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Voi mânca cu membrii familiei	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	dar în partea a doua	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Voi merge cu prietenii mei	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	va vorbi despre ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	o unitate eșuată	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	cu siguranță va vorbi despre unitatea eșuată	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	după tort	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Nu mai vreau asta	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	vrea să audă asta	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	de ce nu avem ~?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	un unchi bogat în idei	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	are vreo idee unchiul bogat	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	in familia mea	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	mama zâmbi	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	la cuvintele lui	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	ea știe că ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	vorbește puțin prea mult	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	nu este suficient doar ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	bogatie de idei	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ este de asemenea necesar	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	un portofel plin pentru a face acest lucru	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	a continuat mama ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	după puţină tăcere	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	acum câteva minute	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ana a numit asta ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	ne va vizita si ea	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	un tort dulce	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	îi place foarte mult tortul dulce	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	are grija sa nu se ingrase	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	deși va fi atentă	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	s-a răzgândit imediat	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	în timpul excursiei	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	fara ea	without her	grupo	alternativoj	prononco
level	li estus tre soleca	ar fi foarte singur	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	voi trece totusi	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Totusi voi petrece maine acasa	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	in tinerete	in youth	grupo	alternativoj	prononco
level	oni havas	unul are	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	are si frumusete	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	joburi complicate	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	joburi complicate (obiectiv)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	ar trebui să se simplifice	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	la acea vârstă	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	a devenit deja ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	șeful clubului sportiv	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	unul pune bani	one puts money	grupo	alternativoj	prononco
level	en monujon	într-un portofel	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	pune intr-o poseta	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	urmați exemplele	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	de la membrii buni ai familiei	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	prietenia te face mai fericit?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	te face fericit	makes you happy	grupo	alternativoj	prononco
level	ol la amo	decât iubirea	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	cât de des faci ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	îi scrii scrisori lui ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	scrie scrisori prietenelor tale	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	prietenele tale din Italia	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	relația dintre tine și profesorul tău	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	s-a schimbat relația?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	stii deja ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	destul de bine	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	era seară în ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	sute de oameni	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	umple pătratul	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	tineri şi soldaţi	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	marinari de pe corăbii	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	doamna remarcabila	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	doamne remarcabile	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	călători străini	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	toată lumea se mută în centrul orașului	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	putin mai departe	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	nu departe de mare	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	era un pătrat mic	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	putin mai departe dar nu departe	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	la sfârşitul acesteia	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	aproape de mare	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	un bărbat stătea în apropiere	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	după îmbrăcăminte	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	se poate ști cu ușurință ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	s-a putut afla că ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	gondolierul unui bogat	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	putea afla că era gondolier	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	a privit ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	privi mulțimea veselă	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	un zâmbet i-a luminat chipul	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	când a văzut un marinar	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	marinarul care a sosit	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	marginea mării	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	sosit de pe malul mării	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	esti tu, Stephen?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	exclamă gondolierul	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	toată lumea spune că ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	în mâinile turcilor	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	că ai căzut în mâinile turcilor	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	ne-am întâlnit cu unul	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	de pe navele noastre	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	ne-a urmat	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	pentru mai bine de o oră	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	dar nu este ușor să mergi ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	să meargă mai repede decât nava noastră	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	ce noutati sunt aici?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	aici in Venetia	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	nimic interesant	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	doar o mare nenorocire	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	îl cunoști pe Pietro?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	îl cunosc	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	o navă mare și-a scufundat gondola	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	si ce zici de el?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	gondola s-a scufundat	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	s-a întâmplat ca ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	eram aproape	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	l-am luat în gondola noastră	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	în același timp	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	șeful meu s-a înecat	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	pentru a ajuta o tânără	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	o tânără care aproape a murit	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	cu unchiul său	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	aproape că a murit împreună cu unchiul său	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	era o tânără	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	nu l-am putut ajuta	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	a fost o persoană importantă	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	ce te-a adus la Venetia?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	Prietenul meu	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	marinarul ridică privirea	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	aruncă repede o privire către prietenul său	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	și a început să spună	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	asa ca stii ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	am adus ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	gondolierul îl opri brusc	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	el a spus	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	apoi a trecut un om	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	un bărbat a trecut pe lângă el	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	nu avea încă treizeci de ani	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	iar faţa lui era incoloră	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	plecarea lui a fost sigură și ușoară	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	faţa lui era tristă	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	când l-a văzut pe bărbat, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	se spune că ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	multe persoane importante dau ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	munca secreta	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	locuri de muncă secrete	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	îi oferă slujbe secrete	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	prea multe secrete	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	știe prea multe secrete	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	de aceea le este frică	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	să-l trimită la închisoare	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	spuse marinarul	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	și în timp ce vorbea	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	arătă spre conac	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	conacul Dogilor	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	mulți oameni importanți au nevoie de ajutorul lui	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	cat platesc?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	îl plătește	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	plătește pentru o ucidere	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	cu siguranță nu mai puțin de ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	de o sută de monede	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	nu uita că ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	că lucrează pentru ei	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	pentru cei care au destui bani	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	să-l plătească	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	in Venetia exista ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	lucrurile acelea	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	să uite acele lucruri	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	lucruri care sunt mai bine uitate	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	dacă vrei să mănânci în pace	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	să-ți mănânci pâinea în pace	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	s-a lăsat puțină liniște	there was some silence	grupo	alternativoj	prononco
level	kaj poste	Și mai târziu	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	vorbi din nou gondolierul	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	ai venit tocmai la timp	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	pentru a vedea o cursă de bărci	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	spuse cineva slab	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	lângă gondolier	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	primarul orasului	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	arătă fără cuvinte spre gondolă	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	spuse gondolierul	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	și luă mâna prietenului său	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	aruncă hârtia	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	în coșul de hârtie	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	fetele aruncau hârtiile	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	Unde este pixul meu	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	vreau sa-i raspund	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	soarele a dispărut	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	iar acum e aproape întuneric	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	te rog, mananca	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	te rog mananca painea	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	cu tacâmuri	with cutlery	grupo	alternativoj	prononco
level	pardonu min	scuzați-mă	excuse me	grupo	alternativoj	prononco
level	rajtas resti	are voie să rămână	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Nu am dreptul să rămân	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	poti aduce ~?	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	de la sora mea	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	cand ai cumparat ~?	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	a cumpărat acel instrument muzical	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	cine a folosit ultimul?	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	mi-a folosit cheia	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	ai condus?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	in Venetia	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	tot cu gondola	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	vei putea adormi?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	apoi, când s-a făcut liniște	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	domnul era înalt	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	înalt, gras	tall, fat	grupo	alternativoj	prononco
level	dika, peza	gros, greu	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	grele și mari	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	era înalt, gros, greu și mare	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	a dat putere	gave strength	grupo	alternativoj	prononco
level	havinda forto	o forță care merită să aibă	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	putere fizică demnă de a avea	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	care a dat	that gave	grupo	alternativoj	prononco
level	donis al li	i-a dat	gave him	grupo	alternativoj	prononco
level	tio donis forton	care a dat putere	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	a dat trupului putere care merită să aibă	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	aspectul lui	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	aspectul unei persoane înalte	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	un rol mic	a small role	grupo	alternativoj	prononco
level	ludis rolon	a jucat un rol	played a role	grupo	alternativoj	prononco
level	ne eta rolo	nu un rol mic	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	a jucat un rol mic	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	a jucat un rol nu mic	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	în faptul că ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	majoritatea oamenilor	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	dacă nu e frică	if not afraid	grupo	alternativoj	prononco
level	lin timis	îi era frică de el	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	dacă îi era frică	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	dacă nu îi este frică de el	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	cu siguranță respectate	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	măcar gândit la ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	înainte de ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	pentru a-l satisface	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	pentru a-i nemulțumi	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	înainte de a nemulţumi ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	înainte de a decide ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	a decide să nemulțumească ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	să decidă să-l satisfacă	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	înainte de a hotărî să-l displace	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	asta, ceea ce este util	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	adesea util în timpul zilei	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	o pacoste neplăcută	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	el singur	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	prezintă o pacoste neplăcută	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	se prezintă ca o pacoste neplăcută	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	într-un loc plin de copaci	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	apoi, când cineva s-a rătăcit	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	într-o sălbăticie inumană	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	și pleacă de pe drum în haos	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	un corp mare înalt	a tall large body	grupo	alternativoj	prononco
