B.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	ĉu vi enamiĝis al knabino?	မိန်းကလေးတစ်ယောက်ကို ချစ်မိသွားပြီလား?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	ချစ်မိသွားသလား မသေချာဘူး။	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	မသေချာပေမယ့် ခံစားရတယ်။	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	ချစ်နေသလားတော့ မသိဘူး။	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	ဒါပေမယ့် အရမ်းကောင်းတယ်။	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	သူမ ငါ့ကိုတောင်နမ်းတယ်။	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	နှုတ်ခမ်းကိုနမ်းတယ်။	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	La Bamba အတွင်းမှာတောင် ငါ့ကိုနမ်းတယ်။	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	အံ့သြစရာကောင်းတဲ့ အနမ်းတစ်ခုပါ။	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	သူမ ဘယ်လောက်နမ်းလိုက်တာလဲ။	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	အရမ်းကောင်း! အခုငါနားလည်ပြီ	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	ဘာကြောင့် ဖြာထွက်နေတာလဲဆိုတာ နားလည်ပါတယ်။	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	မင်းအရမ်းပျော်တယ်။	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	တကယ်တော့ အလားတူ တစ်ခုခု ဖြစ်ခဲ့တာ။	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	ကျွန်ုပ်နှင့် အလားတူ တစ်ခုခု ဖြစ်ခဲ့သည်။	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	ဒါ​ပေမယ့်​ ငါထင်​ခဲ့တာ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	မကြိုက်ဘူးထင်တယ်~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	La Bamba မှာ အကကို မကြိုက်ဘူး။	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	မှန်ပါတယ်၊ အဲဒါမဖြစ်ဘူး။	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	ကခုန်ကြမ်းပြင်၌ဖြစ်ပျက်ခဲ့သည်။	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	ကခုန်ကြမ်းပြင်မှာ ဖြစ်မလာဘူး။	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	ဒါပေမယ့် လက်ဖက်ရည်ဆိုင် (Owlery)၊	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	နမ်းတာမဟုတ်ဘူး။	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	အနမ်းမဟုတ်ပေမယ့် ကျေနပ်စရာတစ်ခုပါပဲ။	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	ဒါပေမယ့် အရမ်းပျော်စရာကောင်းတဲ့ အရာတစ်ခုပါ။	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	ဒါဆိုပြော!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	ဘာပြောရမှန်းမသိဘူး။	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	တကယ်ဆို ဘာပြောရမှန်းမသိဘူး။	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	ဘာမှထူးခြားမလာဘူး။	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	အနည်းဆုံးတော့ မဖြစ်သေးပါဘူး။	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	ဒါ​ပေမယ့်​ တစ်​နည်းတစ်​ဖုံ ခံစားမိတယ်​ ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	သူမ ကျွန်တော့်ကို အရမ်းချစ်တယ်လို့ ခံစားရတယ်။	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	တစ်နည်းနည်းနဲ့ သူကျွန်တော့်ကို အရမ်းကြိုက်တယ်လို့ ခံစားရတယ်။	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	သူကငါ့ကိုကြိုက်တယ်၊ ငါသူ့ကိုကြိုက်တယ်။	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	~ ငါတို့ အကြာကြီး စကားစမြည်ပြောဖြစ်ကြသည်	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	ဂီတအကြောင်း အကြာကြီးပြောဖြစ်ခဲ့တယ်။	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	ပြီးတော့ အတူတူသီဆိုတယ်။	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	သူမ ပရောပရီလုပ်နေခဲ့တယ် ထင်ပါတယ်။	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	သူမက ကျွန်မကို ပရောပရည်လုပ်တယ်။	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	အရမ်းကောင်းပါတယ်။	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	ကနေဒါက မင်းသူငယ်ချင်းပြောသလိုပဲ။	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	ကနေဒါနိုင်ငံမှ သူငယ်ချင်းတစ်ယောက်ပြောသည့်အတိုင်း &quot;အကောင်းပဲ!&quot;	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	ဟုတ်တယ် တကယ်! မျှော်လင့်ပါတယ်~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	မကြာခင် သူမကို ပြန်တွေ့ဖို့	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	သူမကိုပြန်တွေ့ဖို့မျှော်လင့်ပါတယ်။	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	မကြာခင် သူမနဲ့တွေ့ဖို့ မျှော်လင့်ပါတယ်။	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	ငါနဲ့တူတူပဲ	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	~ ရေကန်အနီး	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	ကွန်ဂရက်နေရာအနီးရှိ ရေကန်တစ်ခု	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	ကွန်ဂရက်ခန်းမအနီး	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	မင်းကရော~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	မင်းလည်းဒီမှာလား!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	ဟုတ်ကဲ့ တွေ့မယ် ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	မကြာခင် သူငယ်ချင်းတစ်ယောက်နဲ့တွေ့မယ်။	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	သီးသန့်စကားဝိုင်းတစ်ခုအတွက်	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	သီးသန့်စကားပြောဆိုရန်အတွက် သူငယ်ချင်းတစ်ဦးနှင့် တွေ့ဆုံမည်ဖြစ်သည်။	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	ဒါ​ကြောင့်​ ငါ မင်းကို ​မေးချင်​တယ်​ ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	မင်းကို ထားခဲ့ဖို့ တောင်းဆိုချင်ပါတယ်။	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	ကောင်းပြီ၊ ဒါမဖြစ်နိုင်ဘူး။	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	တကယ်တော့ လုံးဝမဖြစ်နိုင်ပါဘူး။	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	အဘယ်ကြောင့်? ငါ့အတွက် အရမ်းအရေးကြီးတယ်။	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	ဒီအစည်းအဝေးက အရမ်းအရေးကြီးတယ်။	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	ဒါကြောင့် ကျေးဇူးပြုပြီး ကျွန်တော့်ကို သွားခွင့်ပြုပါ။	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	ကျေးဇူးပြုပြီး ငါ့ကိုတစ်ယောက်တည်းထားခဲ့ပါ။	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	ငါပြောသလိုပဲ၊	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	ငါပြောတယ်၊ ဒါမဖြစ်နိုင်ဘူး။	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	ငါ့သူငယ်ချင်းတစ်ယောက် မကြာခင်ပေါ်လာလိမ့်မယ်။	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	သူငယ်ချင်းတစ်ယောက်လည်း မကြာခင်ပေါ်လာတော့မှာမို့ပါ။	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	သူငယ်ချင်းတစ်ယောက်လည်း ဤနေရာတွင် ပေါ်လာလိမ့်မည်။	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	ဟုတ်တယ်၊ ထုံးစံအတိုင်း အခုပဲ။	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	တကယ်တော့ ဒါက ကောင်မလေးအကြောင်းပါ။	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	ငါပြောပြသောမိန်းကလေး	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	သူ့နာမည်က Jesi ပါ။	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	ကောင်လေးတွေနဲ့ကောင်မလေးတွေ! မင်းလာနိုင်တာ အရမ်းကောင်းတယ်။	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	မင်းကိုတွေ့ရတာ အရမ်းဝမ်းသာတယ်။	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	သင်နှင့်ထပ်တွေ့ရတာဝမ်းသာပါတယ်	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	ဒါပေမယ့် မင်းကြည့်ရတာ ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	အံ့သြတုန်လှုပ်နေပုံရသည်။	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	အံ့သြပြီး တစ်နည်းနည်းနဲ့ ရှုပ်သွားတယ်။	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	သိသာသည်။	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	ဟုတ်တယ်လေ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	သင်ရပြီးသားပါ။	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	ဘယ်လိုနားလည်လဲ၊	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	နားလည်နေပြီထင်ပါရဲ့	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	ဘယ်လိုသဘောပေါက်နေပြီလဲ။	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	ငါ ဘာမှ နားမလည်ဘူး!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	မလိုချင်ဘူးထင်တယ်~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	နားမလည်ချင်ဘူး။	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	နားမလည်ချင်ဘူး။	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	ဒါပေမယ့် မရှုပ်ထွေးပါဘူး။	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	ရှင်းပြပါရစေ	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	Ina ငါ့ကိုပြောတုန်းက	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	သူ့သူငယ်ချင်းအကြောင်း ပြောပြတယ်။	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	Esperanto သင်ယူခဲ့တဲ့ သူငယ်ချင်းတစ်ယောက်ပါ။	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	Esperanto က အရမ်းမြန်တယ်။	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	Kabe ဟုခေါ်သော သူငယ်ချင်း	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	ငါ ဖမ်းပြီ ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	နင်တို့နှစ်ယောက် တစ်ယောက်ကိုတစ်ယောက် သိနေပြီဆိုတာ ငါနားလည်တယ်။	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	မင်းတို့နှစ်ယောက်က တစ်ယောက်နဲ့တစ်ယောက် သိပြီးသား	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	ဟုတ်တယ်ဒါပေမဲ့။ ဒါပေမယ့် ဘာလဲ?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	ထင်မြင်ယူဆမိသည် ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	ငါတို့နှစ်ယောက်လုံးက အထင်ကြီးကြတယ်။	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	မင်းက ငါတို့နဲ့ ပရောပရည်လုပ်တယ်။	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	မင်းက ငါတို့နဲ့ ပရောပရည်လုပ်နေတယ်ဆိုတဲ့ ခံစားချက်	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	လုံးဝမှန်တယ်!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	အဲဒါကြောင့် စကားပြောချင်ခဲ့တာ	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	ငါ မင်းကို စကားပြောချင်ခဲ့တယ်။	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	အခု မင်းနှစ်ယောက်လုံး စကားပြောဖို့	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	ကျေးဇူးပြု၍ နားထောင်ပါ။	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	အရမ်းကြိုက်တတ်တယ်~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	လူပေါင်းများစွာကို တပြိုင်နက် နှစ်သက်သည်။	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	လူတော်တော်များများကို ကြိုက်တယ်။	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	~ဖြစ်ရင် အရေးမကြီးဘူး။	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	ယောက်ျားဖြစ်စေ မိန်းမဖြစ်စေ	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	IJK အတွင်းမှာ ဖြစ်သွားတယ်။	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	ချစ်မိသွားလို့ ဖြစ်သွားတာ။	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	နင်တို့နှစ်ယောက်ကို ချစ်မိသွားတယ်!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	ငါတို့နှစ်ယောက်လုံးက မင်းအတွက်ပါ။	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	မင်းအတွက် ငါတို့	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	ခဏစောင့်ပါ၊ ငါပင်ပန်းတယ်။	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	ပင်ပန်းလွန်းလို့ ခက်ခက်ခဲခဲ ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	တွေးလို့ မရဘူး။	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	ငါ မှန်ကန်စွာ နားလည်ခဲ့သလား ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	ဟုတ်တယ်! ကြည့်ပါ။	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	ရွှင်လန်းသောမျက်နှာနှင့်	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	ကြီးမားသောနှလုံးကိုဆွဲ	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	သဲထဲတွင် နှလုံးသားကြီးတစ်ခု ဆွဲထုတ်လိုက်သည်။	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	သဲထဲမှာ ရေးထားတယ်။	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	&quot;IJK&quot; မှာရေးခဲ့တယ်	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	တစ်စက္ကန့်စဉ်းစားပြီးမှ ပြောတာ။	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	&quot;ဒါက ငါတို့ရဲ့ IJK&quot; လို့ တွေးပြီး	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	အော်ဟစ်ရယ်မောကြ၏။	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	သူတို့အားလုံး ရယ်မောလိုက်ကြသည်။	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	တစ်စက္ကန့်လောက် တွေးပြီး ရယ်မောလိုက်ကြတယ်။	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe က &quot;ဒါက ငါတို့ IJK&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	လျှောက်လွှာပုံစံကို ပို့ပြီးပြီလား။	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	ပြည်တွင်းအသင်းအဖွဲ့သို့ မှတ်ပုံတင်လွှာတင်သွင်းခဲ့သည်။	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	အသင်းကနေတစ်ဆင့် အုပ်စုဖွဲ့ခိုင်းတယ်။	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	အီးမေးလ်မှတဆင့်ပေးပို့သည်။	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	မှတ်ပုံတင်အတည်ပြုချက်ကို ရရှိခဲ့သည်။	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	မှတ်ပုံတင်ဖောင်တင်ရမည့်နေရာကို ရှာမတွေ့ပါ။	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	အွန်လိုင်းလျှောက်လွှာပုံစံရှိပါသလား။	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	စာရွက်အမှာစာ တင်သွင်းခဲ့ပါသလား။	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	တစ်စုံတစ်ယောက်သည် ယူရိုဖြင့် ပေးချေရပါသလား။	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	နေရာမရွေး ငွေပေးချေနိုင်ပါသလား။	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	ပေးဆောင်သော်လည်း ပြေစာမရရှိခဲ့ပါ။	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	ဒေသခံလူမှုအဖွဲ့အစည်းများမှတဆင့် အဖွဲ့လိုက် ပေးဆောင်နိုင်ပါသည်။	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	မရှိလျှင် ပြန်အမ်းငွေ ရှိပါသလား။	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	အထူးအစီအစဥ်ကို မှာကြားခြင်းမရှိပါ။	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	တစ်ယောက်ယောက်က ဘယ်လို ထပ်ပြီး မှာမှာလဲ။	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	နောက်ထပ်အမှာစာအတွက် တစ်ယောက်ယောက်က ဘယ်လိုပေးချေနိုင်မလဲ။	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	စာရင်းသွင်းသူများစာရင်းကို ကျွန်ုပ်တို့ မြင်နိုင်ပါသလား။	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	ကျွန်ုပ်၏အမည်သည် စာရင်းသွင်းသူစာရင်းတွင် မပါဝင်ပါ။	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	ကျေးဇူးပြု၍ စာရင်းကိုစစ်ဆေးနိုင်ပါသလား။	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	အမိန့်နောက်ဆုံးနေ့ပြီးနောက်	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	တစ်ယောက်ယောက်က ဒီထက်ပိုပြီး ပါဝင်နိုင်သလား။	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	ဟိုတယ်အတူတူဘွတ်ကင်လုပ်ဖို့	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	တစ်ယောက်ယောက်က ဟိုတယ်ကို ဘွတ်ကင်လုပ်ထားလို့ လိုက်ချင်သလား။	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	အခန်းလွတ်ရှိရင် ကြိုတင်စာရင်းပေးစေချင်ပါတယ်။	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	site ပေါ်တွင်ဟိုတယ်ဘွတ်ကင်လုပ်ရန်ဖြစ်နိုင်ပါသလား။	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	လေယာဉ်လက်မှတ်အတူတူဝယ်သင့်လား	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	လက်မှတ်က ဘယ်နေ့လဲ။	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	ငါတို့ မင်းကို လေဆိပ်မှာ လိုက်ပို့ပေးမလား။	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	လေဆိပ်မှာ လမ်းပြရှိလား။	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	တစ်ယောက်ယောက်က စည်းဝေးကြီးနေရာကို ကိုယ်တိုင်သွားရမှာလား။	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	စည်းဝေးကြီးနေရာ၏ box office	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	ငွေပေးချေသော်လည်း ကျွန်ုပ်၏အမည်တံဆိပ်ကို ရှာမတွေ့ပါ။	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	နေရာစုံမှာ စာရင်းသွင်းချင်တယ်။	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	အဖွဲ့လိုက် ပေးချေသော်လည်း အဘယ်ကြောင့် အမှတ်အသားမပြသနည်း။	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	ကွန်ဖရင့်စာအုပ်နှင့် အခြားအချက်အလက်များပါရှိသော ကွန်ဖရင့်အိတ်	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	ပါမောက္ခချုပ်ခန်းမ၊ ပြပွဲ	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	အဖွင့်နှင့်အပိတ်	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	KER (Common European Framework of Reference) စာမေးပွဲနေရာ	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	လွှတ်တော်ကော်မတီ	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	အသင်းအဖွဲ့ ကော်မတီ	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	စည်းဝေးပွဲ	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	တစ်ယောက်နဲ့တစ်ယောက် သိခွင့်ရတဲ့ ညနေခင်း	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	ဖွင့်ပွဲကြီး	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Zamenhof ခန်းမ	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (အပြည်ပြည်ဆိုင်ရာကွန်ဂရက်တက္ကသိုလ်)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	အဆင့်လေးဆင့်ရှိ KER စာမေးပွဲ (Common European Framework of Reference)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	နိုင်ငံတကာအနုပညာ ညနေခင်း	international art evening	grupo	alternativoj	prononco
level	solena fermo	ဓမ္မပိတ်	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	Esperanto စာအုပ်များနှင့်အတူစာအုပ်ဝန်ဆောင်မှု	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (အပြည်ပြည်ဆိုင်ရာသိပ္ပံအကယ်ဒမီ)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
