A.el content.tsv
Level	Esperanto	el	en-us	Grupo	Alternativoj	Pronoco
level	ofte vidas la policiston	βλέπουν συχνά τον αστυνομικό	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	αυτός που ζει σε ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	μένει στο κατάλυμα	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	την κατοικία από πάνω σου	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	βλέπει τον αστυνομικό που μένει στο ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	σχέδιο οδήγησης	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	ήθελε να ταξιδέψει	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	να ταξιδέψει σε άλλη χώρα	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	στον ΕΛΕΥΘΕΡΟ χρονο	in free time	grupo	alternativoj	prononco
level	ili decidis iri	αποφάσισαν να πάνε	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	αποφάσισε να πάει στην Ιταλία	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	παλιές πόλεις	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	μια χώρα με παλιές πόλεις	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	άλλες ομορφιές	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	και άλλες ομορφιές	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	μια όμορφη χώρα με παλιές πόλεις και άλλες ομορφιές	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	ήταν χαρούμενοι	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	που είναι ~;	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	που είναι τα ρούχα μου	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	ρώτησε αυτή ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	μην ξεχάσουμε να φέρουμε ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	να πάρεις το βιβλίο μαζί σου	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	ένα βιβλίο για να μάθεις Εσπεράντο	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	να κουβαλάς ένα βιβλίο για να μαθαίνεις	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	μπορούμε να ξεκινήσουμε ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	στο τρένο	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	ήδη στο τρένο	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	δεν θα κάνουμε τίποτα	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	με το αυτοκίνητο	by car	grupo	alternativoj	prononco
level	ni veturos per ~	θα οδηγήσουμε ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	θα οδηγήσει αυτοκίνητο	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	έχω ένα μυστικό	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	ο πλούσιος θείος μου	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	επιθυμία μου	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	εκπλήρωσε την επιθυμία μου	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	μας έδωσε	gave us	grupo	alternativoj	prononco
level	sian aŭton	το αυτοκίνητό του	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	και μας έδωσε το αυτοκίνητό του	and gave us his car	grupo	alternativoj	prononco
level	por uzo	για χρήση	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	στέκεται πριν από ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	στέκεται μπροστά στο σπίτι	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	έχω να πω ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	μην πεις τίποτα	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	ας καθίσουμε	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	Μπες στο αυτοκίνητο	get in the car	grupo	alternativoj	prononco
level	veturi al ~	οδηγώ στο ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	και οδηγήστε στην Ιταλία	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	κάθισε στο αυτοκίνητο	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	επίσης τα ρούχα	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ ήταν στο αυτοκίνητο	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	καθόταν ακόμα και περίμενε	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	αλλά περίμενε	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	γιατί δεν ~ ;	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	γιατι δεν αρχιζουμε να οδηγουμε?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	έχω ~ κι εγώ	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	θα οδηγούσε το αυτοκίνητο	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	αλλά δεν ξέρω ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Δεν το έμαθα ποτέ αυτό	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	θα πίστευα ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	αν ήμουν υγιής	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Θα ήμουν πολύ χαρούμενος	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	σαν να ήσουν πλούσιος	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	κάθεσαι εκεί σαν να είσαι πλούσιος	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	υποτιθέμενο σχολείο	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	σαν πλούσιος	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	κάθεσαι εκεί σαν πλούσιος	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	τόσα πολλά λεφτά	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	τόσα χρήματα όσες ιδέες	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	αν είχα τόσα χρήματα	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	θα ταξίδευα	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	σε όλο τον κόσμο	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	σε κάθε λεξικό	in every dictionary	grupo	alternativoj	prononco
level	mankas io	κάτι λείπει	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	λείπουν κάποιες λέξεις	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	ένας άνθρωπος που μιλούσε εκτενώς	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	στο τραπέζι της τραπεζαρίας	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	ένα άτομο που λέει θα παραμείνει πεινασμένο	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	συνεχίζει να λέει στο τραπέζι	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	έπρεπε να προσέξει ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	δεν επιτρεπόταν να ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	επιτράπηκε να μείνει	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	δεν επιτρεπόταν να μείνει πολύ	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	να μείνει έξω στη βροχή	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	γι' αυτό κρυολόγησε	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	έχει τη δική του ξεκάθαρη ιδέα	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	αλλά θα πιστέψει τα πάντα	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	ό, τι πεις	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	σαν να ήσουν η γυναίκα του	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	Οι γονείς σας	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	να κάνεις τους γονείς σου ευτυχισμένους	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	τι θα μπορούσε παρακαλώ ~ ;	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	τι θα μπορούσε να κάνει τους γονείς σου πιο ευτυχισμένους;	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	μετά τη μάθηση	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	τουλάχιστον μετά τη μάθηση	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	στο κέντρο της πόλης	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	αν θα πήγαινες μαζί μου	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	αν θα πήγαινες μαζί μου στο κέντρο της πόλης	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	πού θα ήθελες να ταξιδέψεις?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	αν είχες ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	αρκετά χρήματα	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	αν είχατε αρκετά χρήματα και θερμοκρασία	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	σκοπεύεις να ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	σχεδιάζει να ταξιδέψει στο Παρίσι	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	να οδηγείς με axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	πολύ καλύτερα	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	φαίνεται πολύ καλύτερο	seems much better	grupo	alternativoj	prononco
level	per vagonaro	με το τρένο	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	ή δεν φαίνεται να είναι πολύ καλύτερο;	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	διάφορα άτομα	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	γιατί οι άνθρωποι εξηγούν με διαφορετικούς τρόπους;	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	ίδιες ιδέες	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	εξηγεί τις ίδιες ιδέες	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	μέλη της οικογένειας μαζεύονται	family members get together	grupo	alternativoj	prononco
level	kiel rapide	πόσο γρήγορα	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	περνούν οι μέρες	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	πόσο γρήγορα περνούν οι μέρες!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	αύριο θα είναι ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	τα γενέθλια του πατέρα σου	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	πολλά μέλη της οικογένειας	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	θα έρθουν αρκετά μέλη της οικογένειας	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	και φίλοι	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	σε παρακαλώ ~ ?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	μπορεις να βοηθησεις λιγο	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	λιγο ακομα	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	βρείτε λίγο χρόνο	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	να τακτοποιήσεις το δωμάτιό σου	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	τουλάχιστον για να τακτοποιήσεις το δωμάτιό σου	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	θα ήθελα ~	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Θα ήθελα να μαγειρέψω κάτι	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	κάτι καλό	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	μαγειρέψτε κάτι καλό	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	για την τούρτα γενεθλίων	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	έχει έλλειψη γάλακτος	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	στο σπίτι	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	είναι απαραίτητο να προμηθευτείς ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	λίγο φαγητό	some food	grupo	alternativoj	prononco
level	el vendejo	από κατάστημα	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	να πάρει λίγο φαγητό από ένα κρησφύγετο	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	θα κάνω ψώνια	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	για τα γενέθλια	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	αντί να κάθεσαι και να φας	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	ενδιαφέροντες άνθρωποι	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	με μη ενδιαφέροντα μέλη της οικογένειας	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Θα ήθελα να πάω για πικνίκ	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	με μέλη του συλλόγου	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	με ποια μέλη του συλλόγου;	with which club members?	grupo	alternativoj	prononco
level	diris la patro	είπε ο πατέρας	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	κάποιο είδος χαρτιού, κάποιο είδος χαρτιού	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	σε ένα χαρτοφύλακα	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	σε έναν χάρτινο κάδο	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	πέταξε χαρτιά σε έναν κάδο από χαρτί	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	πέταξε μερικά χαρτιά σε έναν κάδο από χαρτί	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	νωρίς αύριο	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	μέλη του αθλητικού μου συλλόγου	members of my sports club	grupo	alternativoj	prononco
level	kara mia	Αγαπητέ μου	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	είναι σωστό?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	πρέπει να απουσιάζεις	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	δεν ~ ;	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	τους συναδέλφους σου	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	βλέπει ο ένας τον άλλον με τους συναδέλφους σας	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	τρεις φορές την εβδομάδα	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	μπορώ ~ ;	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	έχει το δικαίωμα να προτείνει κάτι	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Θα φάω με τα μέλη της οικογένειας	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	αλλά στο δεύτερο μέρος	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Θα πάω με τους φίλους μου	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	θα μιλήσει για ~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	μια αποτυχημένη μονάδα δίσκου	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	σίγουρα θα μιλήσει για την αποτυχημένη μονάδα δίσκου	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	μετά την τούρτα	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Δεν το θέλω πια	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	θέλει να το ακούσει	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	γιατί δεν έχουμε ~ ;	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	ένας πλούσιος σε ιδέες θείος	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	έχει κάποια ιδέα πλούσιος θείος	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	στην οικογένειά μου	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	η μητέρα χαμογέλασε	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	στα λόγια του	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	ξέρει ότι ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	μιλάει λίγο πολύ	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	δεν φτάνει μόνο ~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	πλούτο ιδεών	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ χρειάζεται επίσης	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	ένα γεμάτο πορτοφόλι για να το πραγματοποιήσετε	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	συνέχισε η μάνα ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	μετά από λίγη σιωπή	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	πριν λίγα λεπτά	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Η Ana αποκάλεσε ότι αυτή ~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	θα μας επισκεφτεί και αυτή	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	ένα γλυκό κέικ	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	της αρέσει πολύ το γλυκό κέικ	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	προσέχει να μην παχύνει	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	αν και θα προσέξει	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	άλλαξε αμέσως γνώμη	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	κατά τη διάρκεια της εκδρομής	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	χωρίς αυτήν	without her	grupo	alternativoj	prononco
level	li estus tre soleca	θα ήταν πολύ μόνος	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	θα περάσω όμως	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Θα περάσω αύριο στο σπίτι όμως	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	στη νεολαία	in youth	grupo	alternativoj	prononco
level	oni havas	Ενας εχει	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	έχει και ομορφιά	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	περίπλοκες δουλειές	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	περίπλοκες εργασίες (αντικειμενικός)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	πρέπει να απλοποιηθεί	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	σε αυτή την ηλικία	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	έχει γίνει ήδη ~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	επικεφαλής του αθλητικού συλλόγου	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	κάποιος βάζει λεφτά	one puts money	grupo	alternativoj	prononco
level	en monujon	σε ένα πορτοφόλι	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	βάζει σε ένα πορτοφόλι	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	ακολουθήστε τα παραδείγματα	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	από τα καλά μέλη της οικογένειας	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	η φιλία σε κάνει πιο ευτυχισμένο;	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	σέ κάνει ευτυχισμένο	makes you happy	grupo	alternativoj	prononco
level	ol la amo	παρά η αγάπη	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	πόσο συχνά ~ ;	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	γράφεις γράμματα στον ~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	γράφει γράμματα στις φίλες σου	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	τα κορίτσια σου στην Ιταλία	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	τη σχέση ανάμεσα σε εσάς και τον δάσκαλό σας	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	έχει αλλάξει η σχέση;	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	ξέρεις ήδη ~ ;	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	αρκετά καλά	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	ήταν βράδυ στο ~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	εκατοντάδες άνθρωποι	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	γεμίζει την πλατεία	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	νεαροί άνδρες και στρατιώτες	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	ναύτες από τα πλοία	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	εξαιρετική κυρία	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	εξαιρετικές κυρίες	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	ξένους ταξιδιώτες	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	όλοι μετακινούνται προς το κέντρο της πόλης	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	λίγο πιο πέρα	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	όχι μακριά από τη θάλασσα	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	υπήρχε μια μικρή πλατεία	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	λίγο πιο πέρα αλλά όχι μακριά	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	στο τέλος του	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	κοντά στη θάλασσα	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	ένας άντρας στεκόταν κοντά	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	σύμφωνα με τα ρούχα	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	μπορεί κανείς να ξέρει εύκολα ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	ήταν δυνατό να διαπιστωθεί ότι ~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	γονδολιέρης ενός πλούσιου	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	μπορούσε να ανακαλύψει ότι ήταν γονδολιέρης	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	κοίταξε ~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	κοίταξε το χαρούμενο πλήθος	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	ένα χαμόγελο φώτισε το πρόσωπό του	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	όταν είδε έναν ναύτη	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	ο ναύτης που έφτασε	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	την πλευρά της θάλασσας	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	έφτασε από την πλευρά της θάλασσας	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	είσαι εσύ, Στέφανε;	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	αναφώνησε ο γονδολιέρης	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	όλοι λένε ότι ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	στα χέρια των Τούρκων	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	ότι έπεσες στα χέρια των Τούρκων	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	γνωρίσαμε έναν	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	από τα πλοία μας	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	μας ακολούθησε	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	για περισσότερο από μία ώρα	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	αλλά δεν είναι εύκολο να πας ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	να πάει πιο γρήγορα από το πλοίο μας	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	τι νέα είναι εδώ;	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	εδώ στη Βενετία	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	τίποτα ενδιαφέρον	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	απλά μια μεγάλη ατυχία	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	ξέρεις τον Πιέτρο;	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	τον ξέρω	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	ένα μεγάλο πλοίο βύθισε τη γόνδολα του	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	και τι γίνεται με αυτόν;	and what about him?	grupo	alternativoj	prononco
