B.hu content.tsv
Level	Esperanto	hu	en-us	Grupo	Alternativoj	Pronoco
level	la komitato finkunsidis	a bizottság befejezte ülését	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	de most a bizottság befejezte az ülést	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	nagyon hosszú volt, de most vége	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	ó, szóval bizottsági tag vagy?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	a TEJO igazgatósága	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Én is a fórumon vagyok	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	igen, én is ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	a TEJO igazgatótanácsának tagja is	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	igen, és ~ vagyok	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Soha nem voltam aktív	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	nagyon aktív a mozgásban	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	soha nem volt aktív a mozgalomban	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	a TEJO fő tevékenysége	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	mi most a fő tevékenység?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	valójában mi a fő tevékenység?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	ez hatalmas	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	sokféle területen	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	különböző területeken van tevékenységünk	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	szemináriumok az emberi jogokról	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	emberi jogok és interkulturális kapcsolatok	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	kerékpár, lakókocsi, fesztivál	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	például szemináriumok, kerékpáros karavánok és fesztiválok	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	nyelvi fesztiválok, weboldalak készítése	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	például kerékpáros karavánok, fesztiválok stb	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	szeminárium a jogokról és a kapcsolatokról	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	lakókocsi, fesztivál, építkezés stb	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	hivatalos szervek, mint például az UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	képviselteti magát a hivatalos szervekben	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	mi is képviselve vagyunk	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	különböző testületekben képviselteti magát	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	olyan testületek, mint az Európai Ifjúsági Fórum, az UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	az ENSZ ifjúsági szekciója	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	különböző szervek, mint például az UNESCO és az ENSZ ifjúsági szekciója	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO és az ENSZ ifjúsági szekciója	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Európai Ifjúsági Fórum és az ENSZ ifjúsági szekciója	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	érdekesen hangzik	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	levél, böngészni, szél, legyezni, eszperantó, élvezni az eszperantót	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	nekem elég, ha eszperantóul beszélek	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	hogy egy-két hétig élvezze az eszperantót	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	évi egy-két hét	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	nekem azonban elég	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	igen, meg kell találni a ~-t	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	egyensúlyt találni	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	mindenkinek meg kell találnia a saját egyensúlyát	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Úgy érzem, túl sok	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	most úgy érzem	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Úgy érzem, hogy ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	úgy érzi, túl sok a ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	túl sok eszperantó az életemben	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	túl sok eszperantó van az életemben	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	tag vagy?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	tagja vagy valamelyik szervezetnek?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	valamely más szervezet tagja	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	igazából nem szervezet, hanem ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	de én gitározom	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	zenekarban gitározik	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	szép! Nagyon szeretem	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	szeretek énekelni	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	nagyon szeret énekelni	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	milyen zenét játszol?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	hát ez egyszerű pop	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	most kezdtük a zenekart	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	de végül játszunk	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	az IJK alatt játszottunk	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	a következő IJK során fog játszani	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Már nagyon várom!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	csak szólj, ha kell ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	kell egy kis háttérénekes	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	ha tartalék énekesre van szüksége	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	miért ne? talán akarsz ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	most akarsz énekelni valamit	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Tudok gitározni	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	énekelni akarsz, én pedig tudok játszani	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	most énekelni valamit és gitározni	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	igen szeretném azt	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	hogy hozzam a gitáromat	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	mindjárt hozza a gitáromat	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	nagyon jó, hozok egy gitárt	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Mindjárt hozom a gitáromat	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	várja a visszatérését	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	remélhetőleg gyors visszatérésed	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Gyors visszatérésre számítok	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	remélhetőleg mielőbbi visszatérését várja	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	két nappal később	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	a táncparketten kívül	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	napokkal később, a táncparketten kívül	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	hé Kabe, nézel ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	nagyon boldognak látszol	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	igen, ~ vagyok	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	szépen, örülök!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	szereted a kongresszust?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	ennyire tetszik a kongresszus?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	igen és nem	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Biztos vagyok benne, hogy nagyon elégedett vagyok	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	nagyon elégedett az IJK-val	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	de van még valami	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	valami más, ami boldoggá tesz	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	valami, amitől ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	helyesebben mondva	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	van, aki veri a ~-t	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	valaki, aki megdobogtatja a szívemet	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	mondd, mondd, beleszerettél?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	beleszeretett egy lányba	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	beleszerettél egy lányba?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	nem biztos benne, hogy szerelmes lettem-e	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	nem biztos, de jó érzés	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Még nem vagyok benne biztos, hogy szerelmes vagyok-e	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	de nagyon jó érzés	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	meg is csókolt	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	szájon csókolt	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	meg is csókolt a La Bamba alatt	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	elképesztő micsoda csók	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	micsoda csókot adott!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	nagy! Most már értem	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	megérti, miért sugárzol	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	annyi örömöt áraszt belőled	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	valójában valami hasonló történt	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	valami hasonló történt velem	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	de azt hittem, hogy ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	azt hittem, nem szereted a ~-t	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	nem szeretsz táncolni a La Bambán	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	igaz, ez nem történt meg	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	a táncparketten történt	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	nem táncparketten történt	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	de a teafürdőben (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	és nem csók volt	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	nem csók, de mégis valami örömteli	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	de mégis valami nagyon örömteli	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	akkor mondd!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Nem tudom, mit mondjak	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	nem tudom, mit mondjak igazán	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	semmi különös nem történt	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	legalábbis még nem történt meg	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	de valahogy úgy éreztem ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	érezte, hogy nagyon kedvel engem	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	valahogy úgy érezte, hogy nagyon kedvel engem	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	kedvel engem, én pedig őt	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	sokáig csevegtünk a ~ról	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	hosszan beszélgettünk a zenéről	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	majd együtt énekeltek	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Szerintem flörtölt	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	flörtölt velem	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	Nagyon szép volt	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	ahogy a kanadai barátod mondja	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;A francba!&quot;, ahogy egy kanadai barát mondja	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	igen valóban! Remélem ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	hogy hamarosan újra találkozzunk vele	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	reméli, hogy újra találkozhat vele	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Remélem hamarosan találkozunk vele	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	Ugyanez rám	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	a ~ közelében lévő tónál	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	egy tó egy kongresszusi hely közelében	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	a kongresszusi terem közelében	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	ó, te is ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	te is itt vagy!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	igen, találkozom ~-vel	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	hamarosan találkozunk itt egy baráttal	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	privát beszélgetésre	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	találkozik egy barátjával egy privát beszélgetésre	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	szóval, szeretném megkérdezni ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Szeretném megkérni, hogy menjen el	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	hát ez nem lehetséges	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	valójában egyáltalán nem lehetséges	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	miért? nagyon fontos nekem!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	ez a találkozó nagyon fontos	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	szóval kérlek engedj el	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	kérlek hagyj magamra	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	ahogy az imént mondtam,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Mondtam, ez nem lehetséges	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	hamarosan megjelenik egy barátom	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	mert hamarosan megjelenik egy barát is	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	itt egy barát is megjelenik	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	a fenébe, jellemzően most	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	valójában a lányról van szó	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	a lány, akiről meséltem	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	egyébként Jesinek hívják	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	fiúk és lányok! jó, hogy el tudtál jönni	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Nagyon örülök, hogy látlak	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Örülök, hogy újra látlak	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	de nézel ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	döbbentnek és zavartnak tűnsz	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	döbbenten és valahogy összezavarodva	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	magától értetődően	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	szóval, asszem ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	már megkaptad	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	érti, hogy van ez, igaz?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	gondolom már értetted	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	már megértette, hogy van ez	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	nem értek semmit!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Azt hiszem, nem akarok ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	nem akarja megérteni	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	nem akarom megérteni	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	de nem bonyolult!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	hadd magyarázzam	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	amikor Ina elmondta	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	mesélt a saját barátjáról	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	egy barát, aki megtanulta az eszperantót	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	nagyon gyorsan megtanulta az eszperantót	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	egy barát, akit Kabének hívnak	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Elkaptam, hogy ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Megértettem, hogy már ismeritek egymást	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	már ismeritek egymást	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	Igen, de. de mit?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	az volt a benyomása, hogy ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	mindketten az volt a benyomásunk	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	flörtöltél velünk, és	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	az a benyomása, hogy flörtöl velünk	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	teljesen igaza van!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	ezért akartam beszélni	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Beszélni akartam veled	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	hogy most mindkettőtökkel beszéljek	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	hallgass rám kérlek	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Gyakran nagyon szeretem a ~-t	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	több embert szeret egyszerre	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Több embert szeretek	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	nem számít, ha ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	akár férfiról, akár nőről van szó	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	és IJK alatt történt ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	megtörtént, hogy beleszerettem	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Mindkettőtökbe beleszerettem!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	és mindketten neked	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	nyilván mi magunknak	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	várj egy kicsit, fáradt vagyok	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	olyan fáradt, hogy alig tudok ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	alig tudok gondolkodni	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	jól értettem-e, hogy ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Igen! Nézd meg	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	örömteli arccal	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	nagy szívet rajzolt	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	nagy szívet rajzolt a homokba	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	a homokban és írt bele	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	azt írta benne, hogy &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	egy második gondolkodás után mondta	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	gondolkodás után azt mondta: &quot;ez a mi IJK&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	és nevetésben törtek ki!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	mind kitört a nevetés!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	egy pillanatnyi gondolkodás után nevettek	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe azt mondta, &quot;ez a mi IJK&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	elküldted a jelentkezési lapot?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	regisztrációs lapot nyújtott be egy helyi egyesülethez	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	az egyesületen keresztül csoportosítva megrendelték	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	e-mailben beküldve	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	regisztrációs igazolást kapott	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	nem találta, hová küldje be a regisztrációs űrlapot	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	van online jelentkezési lap?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	papír rendelést adtál be?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	valakinek euróban kell fizetnie?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	a helyszínen lehet fizetni?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	fizetett, de nem kapott nyugtát	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	csoportként fizethet a helyi társadalomon keresztül	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	van visszatérítés, ha nincs jelen?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	nem rendelt külön programot	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	hogyan tud valaki pluszt rendelni?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	hogyan tud valaki fizetni egy további rendelésért?	how can someone pay for an additional order?	grupo	alternativoj	prononco
