A.mn content.tsv
Level	Esperanto	mn	en-us	Grupo	Alternativoj	Pronoco
level	ni veturos per ~	бид ~ хажуугаар нь жолоодох болно	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	машин жолоодох болно	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	Надад нэг нууц байна	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	миний баян авга ах	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	Миний хүсэл	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	миний хүслийг биелүүлсэн	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	бидэнд өгсөн	gave us	grupo	alternativoj	prononco
level	sian aŭton	тэр эрэгтэйн машин	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	Тэгээд бидэнд машинаа өгсөн	and gave us his car	grupo	alternativoj	prononco
level	por uzo	ашиглах	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	энэ нь ~ өмнө зогсож байна	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	байшингийн урд зогсож байна	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Би хэлэх ёстой ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	юу ч битгий хэл	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	сууцгаая	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	машинд суу	get in the car	grupo	alternativoj	prononco
level	veturi al ~	~ руу жолоодох	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	мөн Итали руу жолоодох	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	машинд суув	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	бас хувцас	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ машинд байсан	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	Суугаад хүлээсээр л байлаа	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	гэхдээ тэр хүлээв	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	бид яагаад болохгүй гэж ~?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	Бид яагаад жолоо барьж эхлэхгүй байна вэ?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Надад ч бас ~ байна	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	машин жолоодох болно	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	гэхдээ би мэдэхгүй ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Би үүнийг хэзээ ч сураагүй	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Би итгэх болно ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	хэрэв би эрүүл байсан бол	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Би маш их баяртай байх болно	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	чи баян байсан юм шиг	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	чи тэнд баян хүн шиг сууна	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	гэх сургууль	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	баян хүн шиг	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	чи тэнд баян хүн шиг сууж бай	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	маш их мөнгө	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	санаа шиг их мөнгө	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	Хэрэв надад тийм их мөнгө байсан бол	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	Би аялах байсан	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	дэлхий даяар	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	бүх толь бичигт	in every dictionary	grupo	alternativoj	prononco
level	mankas io	ямар нэг зүйл дутуу байна	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	зарим үг дутуу байна	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	урт удаан ярьсан хүн	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	хоолны ширээн дээр	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	хэлсэн хүн өлсөж үлдэнэ	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	хоолны ширээний ард байнга ярьдаг	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	тэр ~-д анхаарлаа хандуулах ёстой байв	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	~ гэж зөвшөөрөгдөөгүй	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	үлдэхийг зөвшөөрсөн	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	удаан байхыг зөвшөөрөөгүй	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	бороонд гадаа байх	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	тийм болохоор тэр ханиад хүрсэн	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	түүнд өөрийн гэсэн тодорхой санаа бий	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	гэхдээ тэр бүх зүйлд итгэх болно	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	чи юу ч хэлсэн бай	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	чи түүний эхнэр байсан юм шиг	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	Таны эцэг эх	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	эцэг эхээ баярлуулах	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	юу таалагдах вэ ~?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	Таны эцэг эхийг юу хамгийн их баярлуулж чадах вэ?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	сурсны дараа	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	ядаж сурсны дараа	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	хотын төв рүү	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	Хэрэв та надтай хамт явах байсан бол	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	Хэрэв та надтай хамт хотын төв рүү явбал	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	та хаашаа аялахыг хүсч байна вэ?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	Хэрэв танд ~ байсан бол	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	хангалттай мөнгө	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	Хэрэв танд хангалттай мөнгө, цаг байсан бол	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	чи ~ хийхээр төлөвлөж байна уу?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	Парис руу аялахаар төлөвлөж байна	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	аксутогоор жолоодох	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	хамаагүй дээр	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	хамаагүй дээр юм шиг байна	seems much better	grupo	alternativoj	prononco
level	per vagonaro	вагоноор	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	эсвэл хамаагүй дээр биш юм шиг байна уу?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	янз бүрийн хүмүүс	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	хүмүүс яагаад янз бүрээр тайлбарладаг вэ?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	ижил санаанууд	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	ижил санаануудыг тайлбарладаг	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	гэр бүлийн гишүүд цуглардаг	family members get together	grupo	alternativoj	prononco
level	kiel rapide	ямар хурдан	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	өдрүүд өнгөрч байна	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	өдрүүд ямар хурдан өнгөрч байна!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	маргааш ~ болно	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	аавын чинь төрсөн өдөр	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	гэр бүлийн хэд хэдэн гишүүд	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	хэд хэдэн гэр бүлийн гишүүд ирнэ	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	мөн найзууд	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	чи ~?	would you please ~ ?	grupo	alternativoj	prononco
level	ĉu vi bonvolus iom helpi?	бага зэрэг тусалж чадах уу?	could you please help a little?	grupo	alternativoj	prononco
level	iomete da tempo	бага зэрэг	a little while	grupo	alternativoj	prononco
level	trovu iomete da tempo	бага зэрэг цаг олоорой	find a little time	grupo	alternativoj	prononco
level	por ordigi vian ĉambron	өрөөгөө цэгцлэх	to tidy your room	grupo	alternativoj	prononco
level	almenaŭ por ordigi vian ĉambron	ядаж өрөөгөө цэгцлэх	at least to tidy your room	grupo	alternativoj	prononco
level	mi ŝatus ~	Би ~ хүсч байна	I would like ~	grupo	alternativoj	prononco
level	mi ŝatus kuiri ion	Би ямар нэг зүйл хоол хийхийг хүсч байна	I would like to cook something	grupo	alternativoj	prononco
level	ion bonan	сайн зүйл	something good	grupo	alternativoj	prononco
level	kuiri ion bonan	ямар нэг сайхан хоол хийх	cook something good	grupo	alternativoj	prononco
level	por la naskiĝ-taga kuko	төрсөн өдрийн бялуунд зориулж	for the birthday cake	grupo	alternativoj	prononco
level	mankas lakto	сүү дутагдаж байна	is lacking of milk	grupo	alternativoj	prononco
level	en la hejmo	гэрт	in the home	grupo	alternativoj	prononco
level	necesas havigi ~	худалдан авах шаардлагатай ~	it is necessary to procure ~	grupo	alternativoj	prononco
level	iom da manĝaĵo	зарим хоол	some food	grupo	alternativoj	prononco
level	el vendejo	дэлгүүрээс	from a store	grupo	alternativoj	prononco
level	havigi iom da manĝaĵo el vendejo	нуугдаж байгаа газраас хоол хүнс авах	to get some food from a hideout	grupo	alternativoj	prononco
level	mi aĉetumos	Би дэлгүүр хэсэх болно	I will do shopping	grupo	alternativoj	prononco
level	por la naskiĝtago	төрсөн өдөрт зориулав	for the birthday	grupo	alternativoj	prononco
level	anstataŭ sidi kaj manĝegi	сууж идэхийн оронд	instead of sitting and eating	grupo	alternativoj	prononco
level	interesaj homoj	сонирхолтой хүмүүс	interesting people	grupo	alternativoj	prononco
level	kun neinteresaj familianoj	сонирхолгүй гэр бүлийн гишүүдтэй	with uninteresting family members	grupo	alternativoj	prononco
level	mi ŝatus ekskursi	Би зугаалгаар явахыг хүсч байна	I would like to go on a picnic	grupo	alternativoj	prononco
level	kun klubanoj	клубын гишүүдтэй	with club members	grupo	alternativoj	prononco
level	kun kiuj klubanoj?	аль клубын гишүүдтэй?	with which club members?	grupo	alternativoj	prononco
level	diris la patro	гэж аав хэлэв	said the father	grupo	alternativoj	prononco
level	ia papero, iaj paperoj	зарим төрлийн цаас, зарим төрлийн цаас	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	цүнхэнд	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	цаасан саванд хийнэ	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	цаасыг цаасан саванд шидэв	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	хэдэн цаасыг цаасан саванд шидэв	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	маргааш эрт	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	миний спортын клубын гишүүд	members of my sports club	grupo	alternativoj	prononco
level	kara mia	хонгор минь	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	энэ зөв үү?	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	чи байхгүй байх ёстой	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	тийм биш гэж үү?	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	танай клубын гишүүд	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	клубын гишүүдтэйгээ уулздаг	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	долоо хоногт гурван удаа	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	би ~?	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	ямар нэг зүйл санал болгох эрхтэй	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	Би гэр бүлийн гишүүдтэйгээ хамт хооллох болно	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	гэхдээ хоёрдугаар хэсэгт	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	Би найзуудтайгаа явна	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	~ тухай ярих болно	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	амжилтгүй хөтөч	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	амжилтгүй дискний талаар мэдээж ярих болно	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	бялууны дараа	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	Би үүнийг дахиж хүсэхгүй байна	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	үүнийг сонсохыг хүсч байна	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	яагаад бидэнд ~ байхгүй байна вэ?	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	санаагаар баялаг авга ах	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	Баян авга ах ямар нэг санаатай	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	миний гэр бүлд	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	гэж ээж инээмсэглэв	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	түүний үгээр	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	тэр үүнийг мэддэг ~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	арай дэндүү ярьдаг	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	зүгээр л хангалттай биш	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	санааны баялаг	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	~ бас хэрэгтэй	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	үүнийг хийх бүрэн хэтэвч	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	гэж ээж үргэлжлүүлэв ~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	бага зэрэг чимээгүй болсны дараа	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	хэдхэн минутын өмнө	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	Ана түүнийг ~ гэж дуудсан	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	тэр бас манайд зочлох болно	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	чихэрлэг бялуу	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	тэр чихэрлэг бялуунд үнэхээр дуртай	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	таргалахаас болгоомжилдог	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	Хэдийгээр тэр анхаарлаа хандуулах болно	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	тэр даруй бодлоо өөрчилсөн	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	аялалын үеэр	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	түүнгүйгээр	without her	grupo	alternativoj	prononco
level	li estus tre soleca	тэр маш их ганцаардах болно	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	Гэхдээ би давах болно	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	Би маргаашийг гэртээ өнгөрөөх болно	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	залуу насандаа	in youth	grupo	alternativoj	prononco
level	oni havas	нэг нь бий	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	бас гоо үзэсгэлэнтэй	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	төвөгтэй ажил	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	төвөгтэй ажил (зорилго)	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	хялбаршуулах ёстой	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	тэр насандаа	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	тэр аль хэдийн ~ болсон	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	спортын клубын тэргүүн	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	нэг нь мөнгө тавьдаг	one puts money	grupo	alternativoj	prononco
level	en monujon	түрийвч рүү	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	түрийвчэнд хийдэг	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	жишээнүүдийг дагаж мөрдөөрэй	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	сайн гэр бүлийн гишүүдээс	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	нөхөрлөл таныг аз жаргалтай болгодог уу?	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	чамайг аз жаргалтай болгодог	makes you happy	grupo	alternativoj	prononco
level	ol la amo	хайраас илүү	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	чи хэр олон удаа ~?	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	Та ~ руу захидал бичдэг	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	найз охиндоо захидал бичдэг	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	Итали дахь найз охин чинь	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	та болон таны багшийн хоорондын харилцаа	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	харилцаа өөрчлөгдсөн үү?	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	чи аль хэдийн мэдсэн үү ~?	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	нэлээн сайн	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	~-д орой болсон	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	олон зуун хүн	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	талбайг дүүргэдэг	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	залуучууд, цэргүүд	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	усан онгоцноос далайчид	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	мундаг хатагтай	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	онцлох бүсгүйчүүд	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	гадаадын аялагчид	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	бүгд хотын төв рүү нүүж байна	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	арай цааш	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	далайгаас холгүй	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	жижиг талбай байсан	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	жаахан цаашаа гэхдээ хол биш	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	эцэст нь	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	далайн ойролцоо	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	хажууд нь нэг хүн зогсож байв	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	хувцасны дагуу	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	хүн амархан мэдэж болно ~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	~ гэдгийг олж мэдэх боломжтой байсан	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	баян хүний гондолчин	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	түүнийг гондолчин байсныг олж мэдэх боломжтой	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	тэр ~ харав	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	баяр хөөртэй олныг харав	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	нүүрэнд нь инээмсэглэл тодров	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	тэр далайчинг хараад	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	ирсэн далайчин	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	далайн тал	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	далайн эргээс ирсэн	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	Энэ чи мөн үү, Стивен?	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	гэж гондолчин хашгирав	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	бүгд ингэж хэлдэг ~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	туркуудын гарт	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	Та туркуудын гарт орсон	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	бид нэгтэй уулзсан	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	манай хөлөг онгоцуудаас	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	биднийг дагасан	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	нэг цаг гаруй	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	гэхдээ явах амаргүй ~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	Манай хөлөг онгоцноос хурдан явах	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	энд ямар мэдээ байна?	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	энд Венецид	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	сонирхолтой зүйл байхгүй	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	зүгээр л том золгүй явдал	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	чи Пьетрог мэдэх үү?	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	Би түүнийг мэднэ	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	том хөлөг онгоц түүний гондолыг живүүлэв	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	тэгээд түүний тухай юу?	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	гондола живэв	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	ийм зүйл тохиолдсон ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	бид ойрхон байсан	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	Бид түүнийг гондолдоо авч явсан	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	нэгэн зэрэг	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	миний дарга живсэн	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	залуу эмэгтэйд туслах	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	үхэх шахсан залуу эмэгтэй	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	авга ахтайгаа	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	авга ахтайгаа бараг л нас барсан	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	залуу эмэгтэй байсан	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	бид түүнд тусалж чадаагүй	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	чухал хүн байсан	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	Таныг Венецид юу авчирсан бэ?	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	Миний найз	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	далайчин дээш харав	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	хурдан найз руугаа харав	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	гэж хэлээд эхлэв	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	тэгэхээр чи мэдэж байгаа ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	Би ~ авчирсан	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	гондолчин түүнийг гэнэт зогсоов	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	тэр хэлсэн	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	дараа нь нэг хүн өнгөрөв	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	түүний хажуугаар нэг хүн өнгөрөв	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	тэр гучин нас хүрээгүй байсан	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	мөн түүний царай өнгөгүй байв	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	Түүний явах зам нь итгэлтэй бөгөөд хялбар байсан	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	түүний царай гунигтай байв	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	тэр хүнийг хараад, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	~ гэж хэлдэг	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	олон чухал хүмүүс ~ өгдөг	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	нууц ажил	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	нууц ажил	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	түүнд нууц ажил өгдөг	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	хэтэрхий олон нууц	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	тэр хэтэрхий олон нууцыг мэддэг	he knows too many secrets	grupo	alternativoj	prononco
