B.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	neniam estis aktiva en la movado	nikdy nebyl v hnutí aktivní	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	hlavní činností TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	co je teď hlavní činností?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	co je vlastně hlavní činností?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	je rozlehlý	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	širokou škálu oborů	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	v různých oblastech působíme	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	semináře o lidských právech	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	lidská práva a mezikulturní vztahy	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	kolo, karavan, festival	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	například semináře, cyklokaravany a festivaly	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	jazykové festivaly, tvorba webových stránek	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	například cyklokaravany, festivaly atd	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	seminář o právech a vztazích	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	karavan, festival, stavba atd	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	oficiální orgány, jako je UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	zastoupené v oficiálních orgánech	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	máme také zastoupení	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	je zastoupena v různých orgánech	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	orgány, jako je Evropské fórum mládeže, UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	mládežnická sekce Organizace spojených národů	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	různé orgány, jako je UNESCO a sekce pro mládež OSN	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO a sekce pro mládež Organizace spojených národů	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	Evropské fórum mládeže a sekce mládeže OSN	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	zní to zajímavě	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	list, listovat, vítr, ovívat, esperanto, užívat si esperanto	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	pro mě stačí mluvit esperantem	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	užívat si esperanto týden nebo dva	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	jeden nebo dva týdny v roce	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	nicméně mi to stačí	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	ano, jeden by měl najít ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	najít rovnováhu	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	každý by měl najít svou vlastní rovnováhu	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Mám pocit, že je to moc	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	právě teď cítím	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Mám pocit, že ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	zdá se mi, že je jich příliš ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	příliš mnoho esperanta v mém životě	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	v mém životě je příliš mnoho esperanta	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	jsi členem?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	jsi členem nějaké organizace?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	členem nějaké jiné organizace	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	ne ve skutečnosti organizace, ale ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	ale hraju na kytaru	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	hraje na kytaru v kapele	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	pěkný! moc se mi líbí	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	rád zpívám	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	velmi rád zpívá	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	jakou hudbu hraješ?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	no, je to jednoduchý pop	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	právě jsme založili kapelu	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	ale nakonec si zahrajeme	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	hráli jsme během IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	bude hrát během příštího IJK	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Už se těším!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	stačí říct, pokud potřebujete ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	potřebuje nějakého záložního zpěváka	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	pokud potřebujete záložního zpěváka	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	proč ne? možná chceš ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	teď chceš něco zazpívat	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Umím hrát na kytaru	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	ty chceš zpívat a já můžu hrát	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	teď něco zazpívat a hrát na kytaru	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	ano, to bych chtěl	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	aby mi přinesl kytaru	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	hned mi přinesu kytaru	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	dobře, přinesu kytaru	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Hned přinesu kytaru	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	čeká na tvůj návrat	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	váš doufám brzký návrat	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Očekávám rychlý návrat	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	čeká na váš doufejme brzký návrat	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	o dva dny později	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	mimo taneční parket	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	o dny později mimo taneční parket	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	ahoj Kabe, vypadáš ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	vypadáš velmi šťastně	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	ano, jsem ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	pěkně, to mě těší!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	máš rád kongres?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	líbí se ti tak kongres?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	Ano i ne	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Jsem si jistá, že jsem velmi spokojená	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	je s IJK velmi spokojen	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	ale je tu ještě něco	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	něco jiného, to mě těší	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	je něco, co vytváří ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	přesněji řečeno	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	je tu někdo, kdo bije ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	někdo, kdo rozbuší mé srdce	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	řekni, řekni, zamiloval jsi se?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	zamiloval se do nějaké dívky	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	zamiloval jsi se do dívky?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	si nejsem jistý, jestli jsem se zamiloval	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	nejsem si jistý, ale je to dobrý pocit	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Nejsem si jistý, jestli jsem ještě zamilovaný	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	ale je to velmi dobrý pocit	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	dokonce mě políbila	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	políbil mě na rty	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	dokonce mě políbil během La Bamba	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	úžasné, jaký polibek	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	jaký polibek dala!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	skvělý! Teď už chápu	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	chápe, proč vyzařujete	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	vyzařuješ tolik radosti	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	ve skutečnosti se stalo něco podobného	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	stalo se mi něco podobného	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	ale myslel jsem, že ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	myslel jsem, že se ti nelíbí ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	nemáš rád tanec na La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	správně, nestalo se	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	se stalo na tanečním parketu	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	to se nestalo na tanečním parketu	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	ale v čajovně (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	a nebyl to polibek	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	ne polibek, ale stále něco potěšujícího	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	ale přesto něco velmi radostného	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	tak řekni!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Nevím, co říct	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	opravdu nevím, co říct	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	nic zvláštního se nestalo	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	alespoň se to zatím nestalo	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	ale nějak jsem se cítil ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	cítila, že mě má moc ráda	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	nějak cítila, že mě má moc ráda	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	ona mě má ráda a já ji	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	dlouho jsme si povídali o ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	měl dlouhý rozhovor o hudbě	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	a pak si společně zazpívali	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Myslím, že flirtovala	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	flirtovala se mnou	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	bylo to moc hezké	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	jak říká váš přítel z Kanady	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;Do prdele!&quot;, jak říká kamarád z Kanady	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	Ano, opravdu! Doufám ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	abych se s ní brzy znovu setkal	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	doufá, že se s ní znovu setká	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Doufám, že se s ní brzy setkám	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	jako já	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	u jezera poblíž ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	jezero poblíž kongresového místa	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	v blízkosti kongresového sálu	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	oh, ty jsi taky ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	ty jsi tu taky!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	ano, potkám ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	brzy zde potkám přítele	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	pro soukromý rozhovor	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	setká se s přítelem na soukromý rozhovor	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	tak bych se tě chtěl zeptat ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Chtěl bych vás požádat, abyste odešli	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	no, to není možné	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	vlastně není vůbec možné	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	proč? je to pro mě velmi důležité!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	toto setkání je velmi důležité	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	tak mě prosím nech jít	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	prosím, nech mě být	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	jak jsem právě řekl,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Řekl jsem, to není možné	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	brzy se objeví můj přítel	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	protože se brzy objeví i přítel	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	objeví se zde i přítel	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	sakra, typicky to teď	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	ve skutečnosti je to o dívce	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	dívka, o které jsem řekl	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	mimochodem se jmenuje Jesi	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	chlapci a dívky! super, že jsi mohl přijít	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Jsem tak rád, že tě vidím	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	Jsem rád, že tě znovu vidím	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	ale vypadáš ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	vypadáš šokovaně a zmateně	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	šokovaný a nějak zmatený	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	očividně	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	takže asi ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	už to máš	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	pochopit, jak to je, ne?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	už jsi asi pochopil	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	už pochopil, jak to je	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Nerozumím ničemu!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Myslím, že nechci ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	nechce rozumět	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Nechci rozumět	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	ale není to nic složitého!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	nech mě to vysvětlit	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	když mi Ina řekla	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	mi řekl o svém vlastním příteli	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	přítel, který se naučil esperanto	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	se naučil esperanto velmi rychle	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	přítel, který se jmenuje Kabe	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Zachytil jsem to ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Pochopil jsem, že se vy dva už znáte	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	vy dva se už znáte	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	Ano, ale. ale co?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	měl dojem, že ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	oba jsme měli dojem	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	flirtoval jsi s námi a	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	dojem, že s námi flirtuješ	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	naprosto správně!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	proto jsem chtěl mluvit	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Chtěl jsem s tebou mluvit	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	teď s vámi oběma mluvit	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	Poslouchej mě prosím	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Často se mi opravdu líbí ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	má rád několik lidí najednou	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Líbí se mi několik lidí	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	nezáleží na tom, jestli je ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	ať už je to muž nebo žena	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	a během IJK se stalo ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	stalo se, že jsem se zamiloval	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Zamiloval jsem se do vás obou!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	a my oba vám	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	zřejmě my vám	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	počkej chvíli, jsem unavený	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	tak unavená, že sotva můžu ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	Sotva dokážu přemýšlet	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	pochopil jsem to správně ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Ano! podívej se	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	s radostnou tváří	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	nakreslil velké srdce	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	nakreslil do písku velké srdce	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	v písku a psal do něj	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	napsal v něm &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	po druhém zamyšlení řekl	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	po přemýšlení řekl &quot;toto je naše IJK&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	a vybuchli smíchy!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	všichni vybuchli smíchy!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	po chvíli přemýšlení a rozesmáli se	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe řekl „toto je naše IJK“	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	poslali jste přihlášku?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	podal registrační formulář místnímu sdružení	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	objednáno jako skupina prostřednictvím sdružení	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	zaslané e-mailem	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	obdržel potvrzení o registraci	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	nemohl najít, kam odeslat registrační formulář	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	existuje online formulář žádosti?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	zadali jste papírovou objednávku?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	musí někdo platit v eurech?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	je možné platit na místě?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	zaplatil, ale nedostal účtenku	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	může platit jako skupina prostřednictvím místní společnosti	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	existuje náhrada, pokud není k dispozici?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	neobjednal speciální program	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	jak si někdo může objednat dodatečně?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	jak může někdo zaplatit za dodatečnou objednávku?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	můžeme vidět seznam přihlášených?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	mé jméno není v seznamu přihlášených	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	mohl bys prosím zkontrolovat seznam?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	po uzávěrce objednávky	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	může se ještě někdo přidat?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	abychom si společně zarezervovali hotel	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	někdo si rezervuje hotel, chceš jet?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	kdyby byl volný pokoj, chci si ho zarezervovat	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	je možné rezervovat hotel na místě?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	měli bychom si spolu koupit letenku?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	lístek od kterého data	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	doprovodíme tě na letiště?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	je na letišti průvodce?	is there a guide at the airport?	grupo	alternativoj	prononco
