B.ar content.tsv
Level	Esperanto	ar	en-us	Grupo	Alternativoj	Pronoco
level	kion vi volas kara?	ماذا تريد عزيزي	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	هل هناك مكان مجاني؟	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	اجل بالتأكيد	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	لطيف جدا هنا	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	هنا في غرفة الشاي (البومة)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	أحتاج لبعض الهدوء	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	بعد يوم مرهق للغاية	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	الهدوء بعد يوم مرهق	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	الجو في غرفة الشاي (البومة)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ هو على النقيض من جيدة جدا	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	على النقيض من الأحداث الأخرى	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	الأحداث الأخرى خلال IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	الجو متناقض مع الأحداث الأخرى	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	إنه تباين جيد جدًا، أليس كذلك؟	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	نعم، الموسيقى الهادئة	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	موسيقى هادئة، محادثة هادئة	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	محادثة هادئة وبعض الشاي المثير للاهتمام	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	مثالية لاستعادة القوة	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	يبدو أنك متعب للغاية	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	ماذا فعلت طوال اليوم؟	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	أولا قدمت وظيفة	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	آخر لرحلات الغد	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	لقد قمت بعمل منشور للرحلات	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	بالمناسبة، هل أنت ذاهب؟	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	سوف تذهب في رحلة	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	هل ستذهب في أي رحلة؟	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	نعم، إلى الشلال العظيم	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	ومن ثم إلى المعرض	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	معرض عن الفن الحديث	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	إلى الشلال ثم إلى المعرض	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	اختيار موفق	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	سأذهب إلى هناك أيضًا	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	على أية حال، قمت بقيادة مجموعة مناقشة	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	لتعليق الملصقات	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	بعد تعليق ملصقات الرحلة	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	مجموعة نقاشية بعنوان &quot;النسوية&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	أدار مناقشة بعنوان &quot;النسوية&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	هل النسوية هي نفسها في بلدان مختلفة؟	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	مناقشة مثيرة للاهتمام وحيوية	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	كانت مثيرة للاهتمام وحيوية للغاية	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	للساعات الخمس الماضية	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	لقد كنت في جلسة طويلة	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	خلال الساعات القليلة الماضية كنت في اجتماع اللجنة	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	في اجتماع طويل للجنة	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	لقد كانت حقا طويلة جدا	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	وقد اختتمت اللجنة اجتماعها	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	ولكن الآن أنهت اللجنة الاجتماع	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	لقد كانت طويلة حقًا، لكنها انتهت الآن	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	أوه، إذن أنت عضو في اللجنة؟	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	مجلس تيجو	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	أنا أيضا على متن الطائرة	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	نعم انا كذلك~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	وهو أيضًا عضو في مجلس إدارة TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	نعم وأنا ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	لم أكن نشطًا أبدًا	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	نشط جدا في الحركة	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	لم ينشط قط في الحركة	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	النشاط الرئيسي لتيجو	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	ما هو النشاط الرئيسي الآن؟	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	في الواقع ما هو النشاط الرئيسي؟	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	إنها واسعة	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	مجموعة واسعة من المجالات	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	في مختلف المجالات لدينا النشاط	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	ندوات حول حقوق الإنسان	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	حقوق الإنسان والعلاقات بين الثقافات	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	دراجة، قافلة، مهرجان	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	على سبيل المثال الندوات وقوافل الدراجات والمهرجانات	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	مهرجانات اللغة، وبناء صفحات الويب	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	على سبيل المثال قوافل الدراجات والمهرجانات وما إلى ذلك	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	ندوة حول الحقوق والعلاقات	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	قافلة، مهرجان، البناء الخ	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	الهيئات الرسمية مثل اليونسكو	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	الممثلة في الجهات الرسمية	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	نحن ممثلون أيضًا	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	يتم تمثيلها في مختلف الهيئات	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	هيئات مثل منتدى الشباب الأوروبي واليونسكو	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	قسم الشباب في الأمم المتحدة	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	هيئات مختلفة مثل اليونسكو وقسم الشباب في الأمم المتحدة	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	اليونسكو وقسم الشباب في الأمم المتحدة	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	منتدى الشباب الأوروبي وقسم الشباب في الأمم المتحدة	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	مثير للاهتمام	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	ورقة، للتصفح، ريح، للمروحة، الاسبرانتو، للاستمتاع بالاسبرانتو	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	بالنسبة لي يكفي أن أتكلم الاسبرانتو	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	للاستمتاع بالاسبرانتو لمدة أسبوع أو أسبوعين	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	أسبوع أو أسبوعين في السنة	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	ومع ذلك، فهذا يكفي بالنسبة لي	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	نعم، ينبغي للمرء أن يجد ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	للعثور على التوازن	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	يجب على الجميع إيجاد التوازن الخاص بهم	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	أشعر أن هذا أكثر من اللازم	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	الآن أشعر	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	أشعر أن ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	يبدو أن هناك الكثير ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	الكثير من الاسبرانتو في حياتي	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	هناك الكثير من الاسبرانتو في حياتي	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	هل أنت عضو؟	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	هل أنت عضو في منظمة؟	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	عضو في منظمة أخرى	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	ليست حقا منظمة، ولكن ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	لكني أعزف على الجيتار	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	يعزف الجيتار في فرقة	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	لطيف - جيد! انا فعلا احب	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	أحب أن أغني	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	يحب الغناء كثيرا	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	أي نوع من الموسيقى هل لعب؟	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	حسنًا، إنها موسيقى البوب البسيطة	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	لقد بدأنا الفرقة للتو	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	ولكن في نهاية المطاف سوف نلعب	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	لعبنا خلال IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	سيلعب خلال IJK القادم	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	أنا أتطلع لذلك بالفعل!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	أقول فقط إذا كنت في حاجة ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	يحتاج الى بعض المغني الاحتياطية	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	إذا كنت بحاجة إلى مغني احتياطي	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	ولم لا؟ ربما تريد ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	تريد أن تغني شيئا الآن	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	استطيع العزف على الجيتار	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	تريد الغناء وأستطيع أن ألعب	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	لغناء شيء ما الآن والعزف على الجيتار	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	نعم، أود ذلك	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	لإحضار جيتاري	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	سوف أحضر جيتاري على الفور	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	حسنًا، سأحضر جيتارًا	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	سأحضر جيتاري على الفور	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	ينتظر عودتك	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	نأمل عودتك السريعة	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	أتوقع عودة سريعة	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	ينتظر عودتك السريعة على أمل	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	بعد يومين	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	خارج حلبة الرقص	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	بعد أيام، خارج حلبة الرقص	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	يا كابي، أنت تنظر ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	تبدو سعيدا جدا	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	نعم انا~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	جيد، أنا سعيد!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	هل تحب الكونغرس؟	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	هل يعجبك المؤتمر إلى هذا الحد؟	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	نعم و لا	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	أنا متأكد من أنني راضٍ جدًا	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	راض جدًا عن IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	ولكن هناك شيء آخر	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	شيء آخر، يجعلني سعيدا	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	هو الشيء الذي يجعل ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	قال بشكل صحيح	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	هناك من يدق ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	شخص يجعل قلبي ينبض	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	قل قل هل وقعت في الحب؟	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	وقعت في حب فتاة ما	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	هل وقعت في حب فتاة؟	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	لست متأكدا إذا وقعت في الحب	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	لست متأكدا، لكنه يشعر بالارتياح	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	لست متأكدا إذا كنت في الحب حتى الآن	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	لكنه شعور جيد جدا	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	حتى أنها قبلتني	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	قبلني على الشفاه	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	حتى قبلني خلال لا بامبا	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	مذهلة يا لها من قبلة	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	يا لها من قبلة أعطتها!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	عظيم! الآن أنا أفهم	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	يفهم لماذا أنت يشع	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	أنت تحلب الكثير من الفرح	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	في الواقع، حدث شيء مماثل	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	حدث شيء مماثل لي	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	ولكن اعتقدت أن ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	اعتقدت أنك لم تحب ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	أنت لا تحب الرقص في لا بامبا	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	صحيح، لم يحدث	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	حدث في حلبة الرقص	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	لم يحدث ذلك على حلبة الرقص	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	ولكن في غرفة الشاي (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	ولم تكن قبلة	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	ليست قبلة ولكن لا يزال هناك شيء يبعث على السرور	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	ولكن مع ذلك شيء بهيج للغاية	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	لذلك، أخبر!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	أنا لا أعرف ماذا أقول	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	لا أعرف ماذا أقول حقا	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	لم يحدث شيء خاص	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	على الأقل لم يحدث بعد	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	لكنني شعرت بطريقة أو بأخرى ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	شعرت أنها تحبني كثيرا	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	شعرت بطريقة ما أنها تحبني كثيرًا	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	هي تحبني وأنا أحبها	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	تحدثنا لفترة طويلة حول ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	كان لدينا محادثة طويلة حول الموسيقى	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	ثم غنوا معًا	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	أعتقد أنها كانت تغازل	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	كانت تغازلني	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	كان لطيفا جدا	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	كما يقول صديقك من كندا	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;تبًا جيدًا!&quot;، كما يقول صديق من كندا	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	نعم حقا! أتمنى ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	لمقابلتها مرة أخرى قريبا	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	يأمل أن يلتقي بها مرة أخرى	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	أتمنى أن ألتقي بها قريبا	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	مثلي	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	في بحيرة قريبة ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	بحيرة بالقرب من مكان انعقاد المؤتمر	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	بالقرب من قاعة المؤتمرات	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	أوه، أنت أيضا ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	أنت هنا أيضا!؟	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	نعم سألتقي ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	سوف يجتمع صديق هنا قريبا	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	لمحادثة خاصة	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	سوف يجتمع صديق لمحادثة خاصة	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	لذلك أود أن أسألك ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	أود أن أطلب منك المغادرة	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	حسنا، هذا غير ممكن	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	غير ممكن على الإطلاق في الواقع	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	لماذا ؟ من المهم جدا بالنسبة لي!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	هذا الاجتماع مهم جدا	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	لذا من فضلك دعني أذهب	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	أرجوك دعني وشأني	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	كما قلت للتو،	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	قلت: هذا غير ممكن	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	سيظهر صديق لي قريبا	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	لأن الصديق سيظهر قريباً أيضاً	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	سيظهر صديق هنا أيضًا	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	اللعنة، عادة ما يكون ذلك الآن	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	في الواقع يتعلق الأمر بالفتاة	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	الفتاة التي أخبرت عنها	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	اسمها جيسي بالمناسبة	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	الفتيان والفتيات! عظيم أنه يمكنك أن تأتي	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	أنا سعيد جدا لرؤيتك	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	أنا سعيد برؤيتك ثانية	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	ولكن، نظرتم ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	تبدو مصدومًا ومربكًا	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	بالصدمة والارتباك إلى حد ما	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	بوضوح	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	لذلك أعتقد ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	لقد حصلت عليه بالفعل	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	فهم كيف هو، أليس كذلك؟	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	أعتقد أنك فهمت بالفعل	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	لقد فهمت بالفعل كيف هو	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	أنا لا أفهم شيئا!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	أعتقد أنني لا أريد ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	لا يريد أن يفهم	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	لا أريد أن أفهم	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	لكنها ليست معقدة!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	دعني أشرح	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	عندما قالت لي إينا	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	أخبرني عن صديقه الخاص	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	صديق تعلم الاسبرانتو	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	تعلمت الاسبرانتو بسرعة كبيرة	learned Esperanto very quickly	grupo	alternativoj	prononco
