C.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	elegio	elegian	an elegy	grupo	alternativoj	prononco
level	jezuito	jesuiitta	Jesuit	grupo	alternativoj	prononco
level	korneto	kornetti	a cornet	grupo	alternativoj	prononco
level	festono	festooni	a festoon	grupo	alternativoj	prononco
level	fregato	fregatti, fregattilintu	a frigate, a frigate bird	grupo	alternativoj	prononco
level	gilotino	giljotiini	a guillotine	grupo	alternativoj	prononco
level	tabureto	jakkara	a stool	grupo	alternativoj	prononco
level	harpuno	harppuuna	a harpoon	grupo	alternativoj	prononco
level	hobojo	oboe	an oboe	grupo	alternativoj	prononco
level	aŭtonoma	autonominen	autonomous	grupo	alternativoj	prononco
level	imperialo	keisarillinen ajoneuvon yläkerros	an imperial, top deck of vehicle	grupo	alternativoj	prononco
level	istmo	kannaksen	an isthmus	grupo	alternativoj	prononco
level	preludo	alkusoitto	a prelude	grupo	alternativoj	prononco
level	algebro	algebra	algebra	grupo	alternativoj	prononco
level	filantropo	filantrooppi	a philanthropist	grupo	alternativoj	prononco
level	afusto	asevaunut	a gun carriage	grupo	alternativoj	prononco
level	karamboli	törmätä, iskeä (biljardissa)	to collide, to strike (in a billiard)	grupo	alternativoj	prononco
level	katafalko	katafalkki, avoin ruumisauto	a catafalque, an open hearse	grupo	alternativoj	prononco
level	aspergi	ruiskuttaa, levittää, ripotella	to spray, to asperse, to sprinkle	grupo	alternativoj	prononco
level	kokardo	kokardi, jousi, ruusuke	a cockade, a bow, a rosette	grupo	alternativoj	prononco
level	kontrabaso	basso, kontrabasso	a bass, a double bass	grupo	alternativoj	prononco
level	kontralto	kontralto, altto	a contralto, an alto	grupo	alternativoj	prononco
level	akrobato	akrobaatti	an acrobat	grupo	alternativoj	prononco
level	korsaro	korsaari, yksityismies	a corsair, a privateer	grupo	alternativoj	prononco
level	korseto	korsetti	a corset	grupo	alternativoj	prononco
level	galanto	lumikello	a snowdrop	grupo	alternativoj	prononco
level	korveto	korvetti, takka	a corvette, a jackdaw	grupo	alternativoj	prononco
level	kvinto	viides (musiikki)	a fifth (music)	grupo	alternativoj	prononco
level	kripto	krypta, holvi, maanalainen selli	a crypt, a vault, an underground cell	grupo	alternativoj	prononco
level	inkognito	salainen agentti	an undercover agent	grupo	alternativoj	prononco
level	litografi	litografiaan	to litograph	grupo	alternativoj	prononco
level	lokomobilo	vetomoottori	a traction engine	grupo	alternativoj	prononco
level	inkvizicio	inkvisitio	an inquisition	grupo	alternativoj	prononco
level	prospekto	esite	a prospectus	grupo	alternativoj	prononco
level	mandolino	mandoliini	a mandolin	grupo	alternativoj	prononco
level	mazurko	mazurka	a mazurka	grupo	alternativoj	prononco
level	melodramo	melodraama	a melodrama	grupo	alternativoj	prononco
level	rezignacio	eroaminen	a resignation	grupo	alternativoj	prononco
level	miasmo	miasma, virulenssikaasu	miasma, virulence gas	grupo	alternativoj	prononco
level	repertuaro	repertuaari, ohjelmisto	a repertoire, a repertory	grupo	alternativoj	prononco
level	mimiko	mimiikka, miimi	a mimicry, a mime	grupo	alternativoj	prononco
level	revelacio	ilmestys	a revelation	grupo	alternativoj	prononco
level	ogivo	ogive	an ogive	grupo	alternativoj	prononco
level	paskvilo	pasquinadi, lamppu	a pasquinade, a lampoon	grupo	alternativoj	prononco
level	pedalo	poljin, poljin	a pedal, a treadle	grupo	alternativoj	prononco
level	ŝovinisto	sovinisti, jingoisti	a chauvinist, a jingoist	grupo	alternativoj	prononco
level	dekano	dekaani	a dean	grupo	alternativoj	prononco
level	vervo	intoa, eloisuutta, inspiraatiota, brioa	a verve, a vivacity, an inspiration, a brio	grupo	alternativoj	prononco
level	polko	polka	a polka	grupo	alternativoj	prononco
level	pomado	pomadi, voide	a pomade, an ointment	grupo	alternativoj	prononco
level	pulĉinelo	lyönti (koominen näyttelijä)	a punch (a comic actor)	grupo	alternativoj	prononco
level	prozodio	prosodia	a prosody	grupo	alternativoj	prononco
level	apelacii	valittaa	to appeal	grupo	alternativoj	prononco
level	rebuso	rebus, palapeli	a rebus, a puzzle	grupo	alternativoj	prononco
level	sekundanto	toinen (ystävä kaksintaistelussa)	a second (a friend in a duel)	grupo	alternativoj	prononco
level	skerco	scherzo	a scherzo	grupo	alternativoj	prononco
level	solisto	solisti	a soloist	grupo	alternativoj	prononco
level	sonato	sonaatti	a sonata	grupo	alternativoj	prononco
level	hipnoto	hypnoosi	a hypnosis	grupo	alternativoj	prononco
level	terceto	kolmikko, tercetti	a trio, a tercet	grupo	alternativoj	prononco
level	koincidi	yhtyä, olla samaa mieltä	to coincide, to concur	grupo	alternativoj	prononco
level	torpedo	torpedo	a torpedo	grupo	alternativoj	prononco
level	tragikomedio	tragikomedia	a tragicomedy	grupo	alternativoj	prononco
level	mitro	hiira, jiiri	a mitre, a miter	grupo	alternativoj	prononco
level	unisono	yksimielisyys	a unison	grupo	alternativoj	prononco
level	uverturo	alkusoitto	an overture	grupo	alternativoj	prononco
level	velocipedo	velociped	a velociped	grupo	alternativoj	prononco
level	visto	pilli	a whist	grupo	alternativoj	prononco
level	zuavo	zouave	a zouave	grupo	alternativoj	prononco
level	aerolito	aeroliitti, meteoriitti	an aerolite, a meteorite	grupo	alternativoj	prononco
level	agato	akaatti	an agate	grupo	alternativoj	prononco
level	ambro	keltainen	an amber	grupo	alternativoj	prononco
level	aneksi	liite	annex	grupo	alternativoj	prononco
level	areometro	tiheysmittari, areometri	a densimeter, an areometer	grupo	alternativoj	prononco
level	astrologio	astrologia	an astrology	grupo	alternativoj	prononco
level	anarkio	anarkiaa	an anarchy	grupo	alternativoj	prononco
level	astrologo	astrologi, astrologi	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	stoinen, stoinen	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	helmi, ilmestys, vahtimestari	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	maltaat	malt	grupo	alternativoj	prononco
level	barometro	barometri	a barometer	grupo	alternativoj	prononco
level	bromo	bromi	a bromine	grupo	alternativoj	prononco
level	kvintesenco	kvintessentti	a quintessence	grupo	alternativoj	prononco
level	diagonalo	diagonaali	a diagonal	grupo	alternativoj	prononco
level	elipso	ellipsi	an ellipse	grupo	alternativoj	prononco
level	emulsio	emulsio	an emulsion	grupo	alternativoj	prononco
level	glicerino	glicerino	a glicerino	grupo	alternativoj	prononco
level	patologio	patologia	pathology	grupo	alternativoj	prononco
level	koeficiento	kerroin	a coefficient	grupo	alternativoj	prononco
level	divizio	sotilaallinen divisioona	a military division	grupo	alternativoj	prononco
level	koncedi	myöntää, myöntää, myöntää	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	reformaatio, uskonpuhdistus	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	magnetismi	magnetism	grupo	alternativoj	prononco
level	pedagogo	pedagogi, kasvattaja	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	parafiini, parafiinivaha	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	pneumatiikka	pneumatics	grupo	alternativoj	prononco
level	retorto	retortti (lasiastia)	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	diadeemi, koronetti	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	rombi, piikkikampela	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	steariini	a stearine	grupo	alternativoj	prononco
level	kontrabando	salakuljetus, salakuljetus	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	horoskooppi, horoskooppi	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	gotiikka	gothic	grupo	alternativoj	prononco
level	advento	Adventti	Advent	grupo	alternativoj	prononco
level	akcizo	valmistevero	excise tax	grupo	alternativoj	prononco
level	samovaro	samovar (metallisäiliö teen lämmittämiseen)	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	fetissi (seksuaalinen vetovoima esineisiin)	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	anteeksi (=fablo)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	arvioija, neuvonantaja	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	oksidi	an oxide	grupo	alternativoj	prononco
level	apokrifa	apokryfinen, harhaanjohtava	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	lyhytaikainen, lyhytaikainen, ohimenevä	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	välimiesmenettely	arbitration	grupo	alternativoj	prononco
level	bariero	este, barrikadi	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	renessanssi	Renaissance	grupo	alternativoj	prononco
level	imperativo	välttämätöntä	imperative	grupo	alternativoj	prononco
level	monarko	monarkki	a monarch	grupo	alternativoj	prononco
level	indigo	indigonsininen	indigo blue	grupo	alternativoj	prononco
level	diakono	diakoni	a deacon	grupo	alternativoj	prononco
level	erudicio	eruditio, stipendi	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	tulehdus	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	mausoleumi	mausoleum	grupo	alternativoj	prononco
level	hekatombo	hekatomi	hecatomb	grupo	alternativoj	prononco
level	anemono	anemone	anemone	grupo	alternativoj	prononco
level	teoremo	lause	a theorem	grupo	alternativoj	prononco
level	didaktiko	didaktiikka, pedagogiikka	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	inkvisiittori	an inquisitor	grupo	alternativoj	prononco
level	konsekri	vihkiä, kruunata, vihkiä	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	harmonisia	harmonics	grupo	alternativoj	prononco
level	kabalo	Kabbala (kabbalah)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	kadetti	a cadet	grupo	alternativoj	prononco
level	kanoniko	kaanoni	a canon	grupo	alternativoj	prononco
level	panelo	paneeli	a panel	grupo	alternativoj	prononco
level	kaporalo	korpraali	a corporal	grupo	alternativoj	prononco
level	inerta	inertti	inert	grupo	alternativoj	prononco
level	erupcio	purkaus	eruption	grupo	alternativoj	prononco
level	obligacio	joukkovelkakirja, debentuuri	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	biljardi	billiards	grupo	alternativoj	prononco
level	prelato	prelaatti	a prelate	grupo	alternativoj	prononco
level	nuncio	nuncio (kirkollinen diplomaatti)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	humus	humus	grupo	alternativoj	prononco
level	rismo	riisi (500 arkkia paperia)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	rojalisti	a royalist	grupo	alternativoj	prononco
level	aplombo	aplomb, itsevarmuus	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	saldo (tili)	balance (account)	grupo	alternativoj	prononco
level	parabolo	paraabeli, vertaus	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	satraappi	a satrap	grupo	alternativoj	prononco
level	laguno	laguuni	a lagoon	grupo	alternativoj	prononco
level	sinodo	synodi, kokous	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	kardinaali	a cardinal	grupo	alternativoj	prononco
level	sociologio	sosiologia	sociology	grupo	alternativoj	prononco
level	sofisto	sofisti	a sophist	grupo	alternativoj	prononco
level	spiritisto	shamaani, spiritisti	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	maallikko, ei-ammattilainen	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	soutane, sukka	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	anakronismi	anachronism	grupo	alternativoj	prononco
level	tonsuro	tonsuuri	tonsure	grupo	alternativoj	prononco
level	transito	kauttakulku	a transit	grupo	alternativoj	prononco
level	ovacio	suosionosoitus	an ovation	grupo	alternativoj	prononco
level	romanco	romanssi (laulu), romanttinen laulu	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	aiempi (kirkollinen arvonimi)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	prototyyppi	a prototype	grupo	alternativoj	prononco
level	dalio	dahlia	a dahlia	grupo	alternativoj	prononco
level	anagramo	anagrammi	an anagram	grupo	alternativoj	prononco
level	anapesto	anapest, anaepest	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	antiteesi	an antithesis	grupo	alternativoj	prononco
level	friso	friisi	a frieze	grupo	alternativoj	prononco
level	apozicio	appositio	an apposition	grupo	alternativoj	prononco
level	asonanco	assonanssi	an assonance	grupo	alternativoj	prononco
level	aŭtografo	nimikirjoituksen	an autograph	grupo	alternativoj	prononco
level	akcesora	lisävaruste, vakuus, toissijainen	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	senttigrammaa	a centigram	grupo	alternativoj	prononco
level	centilitro	senttilitra	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	sirkumfleksi (aksentti)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	desigrammaa	a decigram	grupo	alternativoj	prononco
level	lucerno	riippuva lamppu kirkossa	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	desilitra	a deciliter	grupo	alternativoj	prononco
level	decimala	desimaali	decimal	grupo	alternativoj	prononco
level	decimetro	desimetri	a decimeter	grupo	alternativoj	prononco
level	dekagramo	dekagrammi	a decagram	grupo	alternativoj	prononco
level	fenikso	feeniksi	a phoenix	grupo	alternativoj	prononco
level	dekalitro	dekalitra	a decalitre	grupo	alternativoj	prononco
level	dekametro	dekametri	a decametre	grupo	alternativoj	prononco
level	demonstrativo	demonstratiivista	demonstrative	grupo	alternativoj	prononco
level	bronko	keuhkoputki	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	drakma	a drachma	grupo	alternativoj	prononco
level	patricio	patriisi	a patrician	grupo	alternativoj	prononco
level	dualismo	dualismi	a dualism	grupo	alternativoj	prononco
level	lato	lista	a lath	grupo	alternativoj	prononco
level	prostitui	prostituoitua	to prostitute	grupo	alternativoj	prononco
level	etimologio	etymologia	etymology	grupo	alternativoj	prononco
level	floreno	florin, floren	florin, floren	grupo	alternativoj	prononco
level	spondeo	spondee	spondee	grupo	alternativoj	prononco
level	heksametro	heksametri	a hexameter	grupo	alternativoj	prononco
level	hektogramo	hektogrammi	a hectogram	grupo	alternativoj	prononco
level	hektolitro	hehtolitra	a hectolitre	grupo	alternativoj	prononco
level	hektometro	hehtaarin	a hectometre	grupo	alternativoj	prononco
level	imperfekto	epätäydellinen	imperfect	grupo	alternativoj	prononco
level	indikativo	suuntaa antava	indicative	grupo	alternativoj	prononco
level	arkeologio	arkeologia (=arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	korrelatiivista	a correlative	grupo	alternativoj	prononco
level	logogrifo	logografiikka, palapeli	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	mittareita	metrics	grupo	alternativoj	prononco
level	trofeo	palkinto	a trophy	grupo	alternativoj	prononco
level	miriametro	miriometrin	a miriameter	grupo	alternativoj	prononco
level	monogramo	monogrammi	a monogram	grupo	alternativoj	prononco
level	salvo	salvo, purske, fusillade	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	obolus, obol	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	optinen	optative	grupo	alternativoj	prononco
level	paleografio	paleografia	paleography	grupo	alternativoj	prononco
level	parafrazo	parafraasi	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	paradigma	a paradigm	grupo	alternativoj	prononco
level	pentametro	pentametri	a pentameter	grupo	alternativoj	prononco
level	piastro	piastri	a piastre	grupo	alternativoj	prononco
level	pleonasmo	pleonasmi, redundanssi	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	esikirjoitus, mennyt aikamuoto	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	syllogismi	a syllogism	grupo	alternativoj	prononco
level	spektro	spektri	a spectrum	grupo	alternativoj	prononco
level	solecismo	solesismi	a solecism	grupo	alternativoj	prononco
level	hierarkio	hierarkia (=hierarĥio)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	subjunktiivi	subjunctive	grupo	alternativoj	prononco
level	spontanea	spontaani	spontaneous	grupo	alternativoj	prononco
level	amuleto	amuletti	an amulet	grupo	alternativoj	prononco
level	tropo	troppi	a trope	grupo	alternativoj	prononco
level	atributo	attribuutti	an attribute	grupo	alternativoj	prononco
level	kluki	napsuttamaan	to cluck	grupo	alternativoj	prononco
level	akvilegio	kolumbiini, aquilegia	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	helakanpunainen pimpernel (Anagallis)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	enkeli	an angelica	grupo	alternativoj	prononco
level	aorto	aortta	an aorta	grupo	alternativoj	prononco
level	apio	Apia, villi selleri, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	arnica, leopardin viiri, Arnica montana	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	vuono, firth	fjord, firth	grupo	alternativoj	prononco
level	atavismo	atavismi	atavism	grupo	alternativoj	prononco
level	balzamino	balsami, Impatiens (Balsamina)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	historiallinen tarina	a bistoury	grupo	alternativoj	prononco
level	bronkito	keuhkoputkentulehdus	bronchitis	grupo	alternativoj	prononco
level	celulozo	selluloosa	cellulose	grupo	alternativoj	prononco
level	ciklopo	kyklooppi	Cyclops	grupo	alternativoj	prononco
level	endivio	endiivi, sikuri (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	balladi	a ballade	grupo	alternativoj	prononco
level	entomologio	hyönteistiede	entomology	grupo	alternativoj	prononco
level	erizipelo	ruusu	erysipelas	grupo	alternativoj	prononco
level	haremo	haaremi (muslimien naisten huone)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	päätellä	to deduce	grupo	alternativoj	prononco
level	eŭnuko	eunukki	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	korsali, liivi	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	jay (Garrulus)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	salaus, koodi, yhdistelmä	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	kiertoradalla	an orbit	grupo	alternativoj	prononco
level	harpio	harpy, harpy kotka	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	heliotrooppi, heliotropium	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	hermafrodiitti	hermaphrodite	grupo	alternativoj	prononco
level	polipo	polyyppi	a polyp	grupo	alternativoj	prononco
level	hidroterapio	vesihoito	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	hypertrofia	hypertrophy	grupo	alternativoj	prononco
level	hisopo	iisoppi (Hyssopus)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	fresko	fresco	grupo	alternativoj	prononco
level	humero	olkaluu	humerus	grupo	alternativoj	prononco
level	hegemonio	hegemonia, dominanssi	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	ileksi, holly	an ilex, a holly	grupo	alternativoj	prononco
level	irido	iiris (kukka)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	kehäkukka, kehäkukka	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	pellava	a linnet	grupo	alternativoj	prononco
level	blokado	saarto	blockade	grupo	alternativoj	prononco
level	kokono	kotelo	a cocoon	grupo	alternativoj	prononco
level	kondoro	kondori	a condor	grupo	alternativoj	prononco
level	bojkoti	boikotoimaan	to boycott	grupo	alternativoj	prononco
level	konvolvulo	kouristus, aamukirkko, kääpiö	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
level	krabro	hornet	a hornet	grupo	alternativoj	prononco
level	kreso	krassi	a cress	grupo	alternativoj	prononco
level	kumino	kumina	a cumin	grupo	alternativoj	prononco
level	malario	malaria	malaria	grupo	alternativoj	prononco
level	marasmo	marasmus, laihtuminen	marasmus, emaciation	grupo	alternativoj	prononco
level	obelisko	obeliski	an obelisk	grupo	alternativoj	prononco
level	meliso	melissa	a melissa	grupo	alternativoj	prononco
level	merlango	valkoturska	a whiting	grupo	alternativoj	prononco
level	divano	divaani, itämainen neuvosto, ottomaanit	a divan, an oriental council, ottoman	grupo	alternativoj	prononco
level	mikrobo	mikrobi	a microbe	grupo	alternativoj	prononco
level	milvo	leija (lintu)	a kite (bird)	grupo	alternativoj	prononco
level	mimozo	mimosa	a mimosa	grupo	alternativoj	prononco
level	monomanio	monomania	monomania	grupo	alternativoj	prononco
level	moruo	turskan kala	a cod fish	grupo	alternativoj	prononco
level	nizo	varpunen haukka	a sparrow hawk	grupo	alternativoj	prononco
level	sarkofago	sarkofagi	a sarcophagus	grupo	alternativoj	prononco
level	onobriko	espresso, onobrychis	sainfoin, onobrychis	grupo	alternativoj	prononco
level	orkideo	orkidea	an orchid	grupo	alternativoj	prononco
level	ekvacio	yhtälö	an equation	grupo	alternativoj	prononco
level	paleontologio	paleontologia	paleontology	grupo	alternativoj	prononco
level	naso	ankerias ansa, kala ansa	an eel trap, a fish trap	grupo	alternativoj	prononco
level	palinuro	piikihummeri, meriravut	a spiny lobster, sea crayfish	grupo	alternativoj	prononco
level	paviano	paviaani	a baboon	grupo	alternativoj	prononco
level	pistilo	emi, survin	a pistil, a pestle	grupo	alternativoj	prononco
level	pleŭronekto	litteä kala, kampela	a flat fish, a flounder	grupo	alternativoj	prononco
level	poreo	purjo	a leek	grupo	alternativoj	prononco
level	rajo	rausku, luistin, rausku	a ray, a skate, a stingray	grupo	alternativoj	prononco
level	kandelabro	kynttilänjalka, kynttilänjalka	a candelabrum, a candlestick	grupo	alternativoj	prononco
level	retino	verkkokalvo	retina	grupo	alternativoj	prononco
level	reŭmatismo	reumatismi	rheumatism	grupo	alternativoj	prononco
level	sacerdoto	pappi	a priest	grupo	alternativoj	prononco
level	turbo	kehruu	a spinning top	grupo	alternativoj	prononco
level	slipo	kuitti, arkistointikortti	a slip, a filing card	grupo	alternativoj	prononco
level	batisto	batisti, kambri	a batiste, a cambric	grupo	alternativoj	prononco
level	serafo	serafi	a seraph	grupo	alternativoj	prononco
level	sevrugo	tähtikirkas sammi, tähti sammi	a starry sturgeon, a stellate sturgeon	grupo	alternativoj	prononco
level	sfinktero	sulkijalihas	a sphincter	grupo	alternativoj	prononco
level	sifiliso	kuppa, rokko	syphilis, pox	grupo	alternativoj	prononco
level	tuberkulo	tuberkuloosi, tuberkuloosi (=tuberkulozo)	tubercle, tuberculosis (=tuberkulozo)	grupo	alternativoj	prononco
level	sinapo	sinapinsiemen	a mustard seed	grupo	alternativoj	prononco
level	fanfaro	fanfaari	a fanfare	grupo	alternativoj	prononco
level	skalpo	päänahkaa	a scalp	grupo	alternativoj	prononco
level	skorzonero	musta salsify	a black salsify	grupo	alternativoj	prononco
level	talismano	talisman, maskotti	a talisman, a mascot	grupo	alternativoj	prononco
level	spermo	siittiö, siemenneste	sperm, semen	grupo	alternativoj	prononco
level	tarantulo	tarantula	a tarantula	grupo	alternativoj	prononco
level	revizoro	tilintarkastaja, tarkastaja	an auditor, an inspector	grupo	alternativoj	prononco
level	tinko	suutari	a tench	grupo	alternativoj	prononco
level	celerio	selleri	a celery	grupo	alternativoj	prononco
level	cidonio	kvitteni	a quince	grupo	alternativoj	prononco
level	galantino	gellatiini	gellatine	grupo	alternativoj	prononco
level	grogo	grog, toddy	a grog, toddy	grupo	alternativoj	prononco
level	karamelo	karamelli	caramel	grupo	alternativoj	prononco
level	kirŝo	kirsh, kirsikkabrandy	a kirsh, a cherry brandy	grupo	alternativoj	prononco
level	kompoto	kompotti, haudutettu hedelmä	a compote, a stewed fruit	grupo	alternativoj	prononco
level	mespilo	mispeli	a medlar	grupo	alternativoj	prononco
level	mirabelo	mirabelle	a mirabelle	grupo	alternativoj	prononco
level	pesimismo	pessimismi	pessimism	grupo	alternativoj	prononco
level	plebo	plebs, tavalliset ihmiset	plebs, common people	grupo	alternativoj	prononco
level	saguo	saago	a sago	grupo	alternativoj	prononco
level	vermuto	vermutti (viini)	a vermuth (wine)	grupo	alternativoj	prononco
level	arabesko	arabeski	arabesque	grupo	alternativoj	prononco
level	arbalesto	varsijousi, keihäsase	a crossbow, a spear gun	grupo	alternativoj	prononco
level	medolo	ydin, ydin, ydin	medulla, marrow, pith	grupo	alternativoj	prononco
level	balistiko	ballistiikan	ballistics	grupo	alternativoj	prononco
level	orgio	orgia	an orgy	grupo	alternativoj	prononco
level	baziliko	basilika	a basilica	grupo	alternativoj	prononco
level	gruzo	sora, sora	a gravel, a grit	grupo	alternativoj	prononco
level	burnuso	palava, palava	a burnous, a burnoose	grupo	alternativoj	prononco
level	diapazono	diapasoni, äänihaarukka	a diapason, a tuning fork	grupo	alternativoj	prononco
level	dinamito	dynamiitti	dynamite	grupo	alternativoj	prononco
level	maroko	Marokko	Morocco	grupo	alternativoj	prononco
level	ditirambo	dityrambi	a dithyramb	grupo	alternativoj	prononco
level	eklogo	eklogi	an eclogue	grupo	alternativoj	prononco
level	falango	falanksi	a phalanx	grupo	alternativoj	prononco
level	garnituro	garnituuri	a garniture	grupo	alternativoj	prononco
level	geodezio	geodesia	geodesy	grupo	alternativoj	prononco
level	gladiatoro	gladiaattori	a gladiator	grupo	alternativoj	prononco
level	glazuro	lasite, kuorrutus, kuorrutus, lakka	a glaze, icing, frosting, varnish	grupo	alternativoj	prononco
level	diletanto	delettantti, amatööri, tyhmäläinen	a delettante, an amateur, a dabbler	grupo	alternativoj	prononco
level	kalejdoskopo	kaleidoskooppi	a kaleidoscope	grupo	alternativoj	prononco
level	halebardo	alabardi	a halberd	grupo	alternativoj	prononco
level	harmoniumo	harmoniumia	a harmonium	grupo	alternativoj	prononco
level	uzuro	koronkisko	a usury	grupo	alternativoj	prononco
level	hipodromo	hippodromi, hevosurheilurata	a hippodrome, a horse racing track	grupo	alternativoj	prononco
level	impresario	impressaario, liikemies	an impresario, a businessman	grupo	alternativoj	prononco
level	kabrioleto	avoauto, avoauto	a cabriolet, a convertible	grupo	alternativoj	prononco
level	kalibro	kaliiperi	a caliber	grupo	alternativoj	prononco
level	kameo	cameo	a cameo	grupo	alternativoj	prononco
level	kartografio	kartografia	cartography	grupo	alternativoj	prononco
level	aŭtokrato	autokraatti	an autocrat	grupo	alternativoj	prononco
level	kartuŝo	kartussi	a cartouche	grupo	alternativoj	prononco
level	dekadenco	dekadenssi	a decadence	grupo	alternativoj	prononco
level	kazemato	kasemaatti	a casemate	grupo	alternativoj	prononco
level	kepo	kepi	a kepi	grupo	alternativoj	prononco
level	monarkio	monarkia (=monarĥio)	monarchy (=monarĥio)	grupo	alternativoj	prononco
level	ksilofono	ksylofoni	a xylophone	grupo	alternativoj	prononco
level	kvadrilo	quadrille	a quadrille	grupo	alternativoj	prononco
level	majoliko	majolika	a majolica	grupo	alternativoj	prononco
level	makadamo	makadami	a macadam	grupo	alternativoj	prononco
level	matadoro	matador, härkätaistelija	a matador, a bullfighter	grupo	alternativoj	prononco
level	demonstracio	mielenosoitus, mielenosoitus	a demonstration, a rally	grupo	alternativoj	prononco
level	metronomo	metronomi	a metronome	grupo	alternativoj	prononco
level	oktavo	oktaavi	an octave	grupo	alternativoj	prononco
level	orografio	orografia	orography	grupo	alternativoj	prononco
level	palankeo	palanquin, pentue (kuljetusmies-portti)	a palanquin, a litter (transport man-porting)	grupo	alternativoj	prononco
level	partituro	koko partituuri (musikaali)	a full score (musical)	grupo	alternativoj	prononco
level	peristilo	perstyle	a peristyle	grupo	alternativoj	prononco
level	petardo	petard, sähinkäinen	a petard, firecracker	grupo	alternativoj	prononco
