C.bg content.tsv
Level	Esperanto	bg	en-us	Grupo	Alternativoj	Pronoco
level	loĝanto	обитател, обитател, жител	a dweller, an inhabitant, a resident	grupo	alternativoj	prononco
level	koloso	колос	a colossus	grupo	alternativoj	prononco
level	municipa	общински	municipal	grupo	alternativoj	prononco
level	pulso	пулс	a pulse	grupo	alternativoj	prononco
level	gravi	да има значение, да бъде важен	to matter, to be important	grupo	alternativoj	prononco
level	karavano	каравана	a caravan	grupo	alternativoj	prononco
level	astro	небесно тяло, небесно тяло, звезда	a celestial body, a heavenly body, a star	grupo	alternativoj	prononco
level	biologio	биология	biology	grupo	alternativoj	prononco
level	ĝihado	джихад	jihad	grupo	alternativoj	prononco
level	skrapgumo	гума, егер	a rubber, an erager	grupo	alternativoj	prononco
level	radioaktiva	радиоактивен	radioactive	grupo	alternativoj	prononco
level	kunsido	събрание, заседание, заседание	a meeting, a sitting, a session	grupo	alternativoj	prononco
level	eriko	пирен, дива роза	a heather, a wild rose	grupo	alternativoj	prononco
level	varianto	вариант, променлива, различна форма	a variant, a variable, a different form	grupo	alternativoj	prononco
level	aŭdienco	публика, изслушване	an audience, a hearing	grupo	alternativoj	prononco
level	barbaro	варварин	a barbarian	grupo	alternativoj	prononco
level	evangelio	евангелие, евангелие	an evangel, gospel	grupo	alternativoj	prononco
level	tetaso (te-taso)	чаша за чай	a tea cup	grupo	alternativoj	prononco
level	ŝilingo	един шилинг	a shilling	grupo	alternativoj	prononco
level	fazo	фаза, етап	a phase, a stage	grupo	alternativoj	prononco
level	mamuto	мамут	a mammoth	grupo	alternativoj	prononco
level	adepto	адепт, последовател	an adept, a follower	grupo	alternativoj	prononco
level	anonima	анонимен	anonymous	grupo	alternativoj	prononco
level	fonetiko	фонетика	phonetics	grupo	alternativoj	prononco
level	fatala	фатален, съдбоносен, съдбоносен, пагубен	fatal, fated, fateful, disastrous	grupo	alternativoj	prononco
level	komencanto	начинаещ	a beginner	grupo	alternativoj	prononco
level	vulgara	вулгарен, народен, общ	vulgar, vernacular, common	grupo	alternativoj	prononco
level	ekiri	слизам, тръгвам, тръгвам	to get off, to set off, to set out	grupo	alternativoj	prononco
level	baso	бас, басов глас	a bass, a bass voice	grupo	alternativoj	prononco
level	dormĉambro	спалня	a bedroom	grupo	alternativoj	prononco
level	kofro	ковчег, пътен сандък, куфар	a coffer, a traveling chest, a trunk	grupo	alternativoj	prononco
level	agonio	агония, смъртна мъка	an agony, death throes	grupo	alternativoj	prononco
level	fotilo	фотоапарат	a camera	grupo	alternativoj	prononco
level	cilindro	цилиндър, ролка	a cylinder, a roller	grupo	alternativoj	prononco
level	sonbendilo	касетофон	a casette tape recorder	grupo	alternativoj	prononco
level	eburo	слонова кост	an ivory	grupo	alternativoj	prononco
level	kanario	канарче	a canary	grupo	alternativoj	prononco
level	moskeo	джамия	a mosque	grupo	alternativoj	prononco
level	formato	формат	a format	grupo	alternativoj	prononco
level	manio	мания, прищявка	a mania, a fad	grupo	alternativoj	prononco
level	skeptika	скептичен	skeptical	grupo	alternativoj	prononco
level	citadelo	цитадела	a citadel	grupo	alternativoj	prononco
level	komputilo	компютър (инструмент) (=komputero, komputmaŝino)	a computer (tool) (=komputero, komputmaŝino)	grupo	alternativoj	prononco
level	fanatika	фанатичен, фанатичен, фанатичен	fanatic, fanatical, bigoted	grupo	alternativoj	prononco
level	kosmoso	един космос	a cosmos	grupo	alternativoj	prononco
level	strofo	стих, строфа	a verse, a stanza	grupo	alternativoj	prononco
level	metaforo	метафора	a metaphor	grupo	alternativoj	prononco
level	nostalgio	носталгия	nostalgia	grupo	alternativoj	prononco
level	forumo	форум	a forum	grupo	alternativoj	prononco
level	arbusto	храст, храст, храст	a bush, a shrub, shrubbery	grupo	alternativoj	prononco
level	televidilo	телевизор	a TV set	grupo	alternativoj	prononco
level	penco	едно пени	a penny	grupo	alternativoj	prononco
level	ludkartoj	карти за игра	playing cards	grupo	alternativoj	prononco
level	pozi	да позира	to pose	grupo	alternativoj	prononco
level	T-ĉemizo	тениска	a T-shirt	grupo	alternativoj	prononco
level	konvencio	конвенция, споразумение	a convention, an agreement	grupo	alternativoj	prononco
level	hungaro	унгарско лице	a Hungarian person	grupo	alternativoj	prononco
level	tulipo	лале	a tulip	grupo	alternativoj	prononco
level	bilanco	баланс, финансов отчет	a balance sheet, a financial statement	grupo	alternativoj	prononco
level	Parizo	Париж	Paris	grupo	alternativoj	prononco
level	telefakso	факс, телефакс	fax, telefax	grupo	alternativoj	prononco
level	gnomo	гном, джудже, брауни	a gnome, a dwarf, a brownie	grupo	alternativoj	prononco
level	formala	формален	formal	grupo	alternativoj	prononco
level	duelo	дуел	a duel	grupo	alternativoj	prononco
level	paralela	паралелен	parallel	grupo	alternativoj	prononco
level	romantiko	романтизъм	a romanticism	grupo	alternativoj	prononco
level	laciĝi	да се уморя	to become tired	grupo	alternativoj	prononco
level	fuko	морски водорасли (кафяви, сухи), водорасли (утайка)	a seaweed (brown, dry), a kelp (wrack)	grupo	alternativoj	prononco
level	sabro	сабя, широк меч	a sabre, a broadsword	grupo	alternativoj	prononco
level	apatio	апатия	an apathy	grupo	alternativoj	prononco
level	meze	по средата	in the middle	grupo	alternativoj	prononco
level	markizo	маркиз	a marquis	grupo	alternativoj	prononco
level	martiro	мъченик	a martyr	grupo	alternativoj	prononco
level	aerpoŝto	въздушна поща	an airmail	grupo	alternativoj	prononco
level	reputacio	репутация	reputation	grupo	alternativoj	prononco
level	diskreta	дискретен, дискретен	discreet, discrete	grupo	alternativoj	prononco
level	cendo	цент	a cent	grupo	alternativoj	prononco
level	kotizi	да допринеса (пари за обща цел)	to contribute (money for a common objective)	grupo	alternativoj	prononco
level	epiteto	епитет, атрибут	an epithet, an attribute	grupo	alternativoj	prononco
level	fizionomio	физиономия, черти на лицето, изражение на лицето	physiognomy, facial features, facial expression	grupo	alternativoj	prononco
level	reliefo	релеф, изключително представяне	a relief, an outstanding representation	grupo	alternativoj	prononco
level	paragrafo	параграф	a paragraph	grupo	alternativoj	prononco
level	temperamento	темперамент	a temperament	grupo	alternativoj	prononco
level	sandalo	сандал	a sandal	grupo	alternativoj	prononco
level	ekstrakto	екстракт	an extract	grupo	alternativoj	prononco
level	antipatio	антипатия, неприязън	antipathy, dislike	grupo	alternativoj	prononco
level	liriko	лирика, лирическа поема	lyrics, lyrical poem	grupo	alternativoj	prononco
level	geometrio	геометрия	geometry	grupo	alternativoj	prononco
level	ekskluziva	изключителен	exclusive	grupo	alternativoj	prononco
level	opio	опиум	opium	grupo	alternativoj	prononco
level	sensacio	сензация, суматоха	a sensation, a commotion	grupo	alternativoj	prononco
level	kliŝi	да кажа клише, да кажа стереотипно	to say in cliche, to say stereotypical	grupo	alternativoj	prononco
level	inversa	обратен, обратен	inverse, reverse	grupo	alternativoj	prononco
level	patoso	патос	pathos	grupo	alternativoj	prononco
level	astronomio	астрономия	astronomy	grupo	alternativoj	prononco
level	negro	черен човек	a black person	grupo	alternativoj	prononco
level	galero	галера	a galley	grupo	alternativoj	prononco
level	revolvero	револвер	a revolver	grupo	alternativoj	prononco
level	aristokrato	аристократ	an aristocrat	grupo	alternativoj	prononco
level	junko	папур (тревисто растение)	a rush (grassy plant)	grupo	alternativoj	prononco
level	projekcio	проекция	a projection	grupo	alternativoj	prononco
level	dekreto	указ	a decree	grupo	alternativoj	prononco
level	garnizono	гарнизон	a garrison	grupo	alternativoj	prononco
level	aborti	абортирам, спонтанен аборт	to abort, to miscarry	grupo	alternativoj	prononco
level	nimfo	нимфа	a nymph	grupo	alternativoj	prononco
level	parodio	пародия, бурлеска	a parody, a burlesque	grupo	alternativoj	prononco
level	strategio	стратегия	a strategy	grupo	alternativoj	prononco
level	aldo	алт (глас)	an alto (voice)	grupo	alternativoj	prononco
level	monopolo	монопол	a monopoly	grupo	alternativoj	prononco
level	vaki	да е вакантен	to be vacant	grupo	alternativoj	prononco
level	ci	ти, ти	thou, you	grupo	alternativoj	prononco
level	uragano	ураган, торнадо	a hurricane, a tornado	grupo	alternativoj	prononco
level	mozaiko	мозайка	a mosaic	grupo	alternativoj	prononco
level	estetiko	естетика	aesthetics	grupo	alternativoj	prononco
level	marĝeno	марж	a margin	grupo	alternativoj	prononco
level	fiziologio	физиология	physiology	grupo	alternativoj	prononco
level	atleto	атлет	an athlete	grupo	alternativoj	prononco
level	gazo	марля	a gauze	grupo	alternativoj	prononco
level	rigora	строг	rigorous	grupo	alternativoj	prononco
level	anatomio	анатомия	anatomy	grupo	alternativoj	prononco
level	estrado	платформа, сцена	a platform, a stage	grupo	alternativoj	prononco
level	miniaturo	миниатюра	a miniature	grupo	alternativoj	prononco
level	cigano	циганин	a gypsy	grupo	alternativoj	prononco
level	eksceso	излишък, огромност	an excess, an enormity	grupo	alternativoj	prononco
level	karikaturo	карикатура, карикатура	a caricature, a cartoon	grupo	alternativoj	prononco
level	katedro	преподавателско бюро, университетска длъжност	a lecturer's desk, a university post	grupo	alternativoj	prononco
level	banala	банално, обикновено	banal, commonplace	grupo	alternativoj	prononco
level	taktiko	тактика, тактика	a tactic, tactics	grupo	alternativoj	prononco
level	konfederacio	конфедерация	a confederation	grupo	alternativoj	prononco
level	kokso	бедро, хълбок	a hip, haunch	grupo	alternativoj	prononco
level	alegorio	алегория	an allegory	grupo	alternativoj	prononco
level	lavendo	лавандула	a lavender	grupo	alternativoj	prononco
level	zigzago	зигзаг	a zigzag	grupo	alternativoj	prononco
level	arkivo	архив (=arĥivo)	an archive (=arĥivo)	grupo	alternativoj	prononco
level	sultano	Султан	Sultan	grupo	alternativoj	prononco
level	femuro	бедро, горна част на крака	a thigh, upper leg	grupo	alternativoj	prononco
level	bivako	лагер, бивак	a camp, a bivouac	grupo	alternativoj	prononco
level	blazono	герб, аморални лагери	a blazon, amorial bearings	grupo	alternativoj	prononco
level	panoramo	панорама	a panorama	grupo	alternativoj	prononco
level	ario	ария, въздух	an aria, an air	grupo	alternativoj	prononco
level	protokolo	протокол	a protocol	grupo	alternativoj	prononco
level	pudingo	пудинг, пудинг	pudding, a pudding	grupo	alternativoj	prononco
level	simetrio	симетрия	a symmetry	grupo	alternativoj	prononco
level	filologo	филолог	a philologist	grupo	alternativoj	prononco
level	psalmo	псалом	psalm	grupo	alternativoj	prononco
level	talero	талер (немска сребърна монета)	a thaler (German silver coin)	grupo	alternativoj	prononco
level	minareto	минаре	a minaret	grupo	alternativoj	prononco
level	farmacio	фармацевтика, фармация (наука)	pharmaceutics, pharmacy (science)	grupo	alternativoj	prononco
level	sodo	сода	a soda	grupo	alternativoj	prononco
level	akacio	една акация	an acacia	grupo	alternativoj	prononco
level	majoro	майор, командир	a major, a commander	grupo	alternativoj	prononco
level	kavalerio	кавалерия	a cavalry	grupo	alternativoj	prononco
level	metamorfozo	метаморфоза, трансформация	metamorphosis, transformation	grupo	alternativoj	prononco
level	marini	да се маринова	to marinate	grupo	alternativoj	prononco
level	pantomimo	пантомима	a pantomime	grupo	alternativoj	prononco
level	spiralo	спирала	a spiral	grupo	alternativoj	prononco
level	emblemo	емблема, лого	an emblem, a logo	grupo	alternativoj	prononco
level	derivi	да извличам	to derive	grupo	alternativoj	prononco
level	konkurenco	състезание, търговско състезание	a competition, a commercial competition	grupo	alternativoj	prononco
level	tributo	в чест на	a tribute	grupo	alternativoj	prononco
level	klaki	да цъкам, да бърборя, да пукам	to click, to chatter, to crack	grupo	alternativoj	prononco
level	frakcio	фракция	a faction	grupo	alternativoj	prononco
level	teologio	теология	theology	grupo	alternativoj	prononco
level	sektoro	сектор, сектор от кръг	a sector, a sector of circle	grupo	alternativoj	prononco
level	sintezo	синтез	a synthesis	grupo	alternativoj	prononco
level	farso	фарс, шамар	a farce, a slapstick	grupo	alternativoj	prononco
level	guldeno	гулден, гулден	a guilder, a gulden	grupo	alternativoj	prononco
level	providenco	провидение	a providence	grupo	alternativoj	prononco
level	skrupulo	скрупула, добросъвестност, угризение	a scruple, a conscientiousness, a qualm	grupo	alternativoj	prononco
level	infanterio	пехота	an infantry	grupo	alternativoj	prononco
level	spasmo	спазъм	a spasm	grupo	alternativoj	prononco
level	rikani	да се присмивам, да се смея подигравателно	to sneer, to laugh derisively	grupo	alternativoj	prononco
level	sondi	да звуча, да сондирам, да проумея	to sound, to probe, to fathom	grupo	alternativoj	prononco
level	disciplino	дисциплина	a discipline	grupo	alternativoj	prononco
level	sarkasmo	сарказъм	a sarcasm	grupo	alternativoj	prononco
level	Londono	Лондон	London	grupo	alternativoj	prononco
level	arkitekturo	архитектура (=arĥitekturo)	an architecture (=arĥitekturo)	grupo	alternativoj	prononco
level	antologio	антология	anthology	grupo	alternativoj	prononco
level	kanibalo	човекоядец	a cannibal	grupo	alternativoj	prononco
level	Varsovio	Варшава	Warsaw	grupo	alternativoj	prononco
level	geologio	геология	geology	grupo	alternativoj	prononco
level	leontodo	глухарче	a dandelion	grupo	alternativoj	prononco
level	disĉiplo	ученик, последовател	a disciple, a follower	grupo	alternativoj	prononco
level	kuirita rizo	един варен ориз	a cooked rice	grupo	alternativoj	prononco
level	ĝino	джин (алкохолна напитка)	a gin (alcoholic beverage)	grupo	alternativoj	prononco
level	departemento	отдел	a department	grupo	alternativoj	prononco
level	remburita urso	плюшена мечка	a stuffed bear	grupo	alternativoj	prononco
level	baseno	леген, басейн	a basin, a pool	grupo	alternativoj	prononco
level	poluri	лъскам, лъскам, лъскам (кожа) (=цири)	to polish, to shine, to polish (leather) (=ciri)	grupo	alternativoj	prononco
level	miaŭi	мяукане, мяукане	to meow, to mew	grupo	alternativoj	prononco
level	admiralo	адмирал, морски лорд	an admiral, Sea Lord	grupo	alternativoj	prononco
level	farbito	утринна слава (цвете)	a morning glory (flower)	grupo	alternativoj	prononco
level	jodo	йод	iodine	grupo	alternativoj	prononco
level	kronologio	хронология	a chronology	grupo	alternativoj	prononco
level	cinika	циничен	cynical	grupo	alternativoj	prononco
level	filologio	филология	philology	grupo	alternativoj	prononco
level	aksiomo	аксиома, аксиоматична система	an axiom, an axiomatic system	grupo	alternativoj	prononco
level	bardo	бард	a bard	grupo	alternativoj	prononco
level	ĵargono	жаргон, жаргон	a jargon, a slang	grupo	alternativoj	prononco
level	aritmetiko	аритметика	arithmetics	grupo	alternativoj	prononco
level	analoga	аналогов, аналогичен	analog, analogous	grupo	alternativoj	prononco
level	aforismo	афоризъм, поговорка	an aphorism, a saying	grupo	alternativoj	prononco
level	kasto	каста	a caste	grupo	alternativoj	prononco
level	antilopo	антилопа	an antelope	grupo	alternativoj	prononco
level	pledi	пледирам (в съда)	to plead (in court)	grupo	alternativoj	prononco
level	narciso	нарцис, нарцис	a daffodil, a narcissus	grupo	alternativoj	prononco
level	adjutanto	адютант, адютант	an adjutant, an aide-de-camp	grupo	alternativoj	prononco
level	krucifikso	разпятие	a crucifix	grupo	alternativoj	prononco
level	ĵerzo	фланелка	a jersey	grupo	alternativoj	prononco
level	hieno	хиена	a hyena	grupo	alternativoj	prononco
level	epopeo	епос, епическа поема	a epic, a epic poem	grupo	alternativoj	prononco
level	busto	бюст, торс	a bust, a torso	grupo	alternativoj	prononco
level	bordero	граница	a border	grupo	alternativoj	prononco
level	kantato	кантата	cantata	grupo	alternativoj	prononco
level	nomado	номад	a nomad	grupo	alternativoj	prononco
level	sakristio	ризница (в църква)	a vestry (in a church)	grupo	alternativoj	prononco
level	felietono	фейлетон, сериал	a feuilleton, a serial feature	grupo	alternativoj	prononco
level	prefekto	префект	a prefect	grupo	alternativoj	prononco
level	diafana	прозрачен, прозрачен, полупрозрачен	diaphanous, transparent, translucent	grupo	alternativoj	prononco
level	lazuro	лазурно, небесно синьо	azure, sky blue	grupo	alternativoj	prononco
level	pigmeo	пигмей	a pygmy	grupo	alternativoj	prononco
level	miriado	безброй	a myriad	grupo	alternativoj	prononco
level	retoro	ритор	a rhetorician	grupo	alternativoj	prononco
level	boksi	да се боксира	to box	grupo	alternativoj	prononco
level	optiko	оптика	optics	grupo	alternativoj	prononco
level	azilo	убежище, убежище	an asylum, a sanctuary	grupo	alternativoj	prononco
level	bastardo	копеле	a bastard	grupo	alternativoj	prononco
level	feŭdo	вражда, феодал	a feud, a feudal	grupo	alternativoj	prononco
level	paroksismo	пароксизъм	a paroxysm	grupo	alternativoj	prononco
level	loterio	лотария, томбола	a lottery, a raffle	grupo	alternativoj	prononco
level	gasfornelo	газов диапазон	a gas range	grupo	alternativoj	prononco
level	papiruso	папирус	a papyrus	grupo	alternativoj	prononco
level	soneto	сонет	a sonnet	grupo	alternativoj	prononco
level	kelonio	костенурка	a turtle	grupo	alternativoj	prononco
level	moduli	да се модулира	to modulate	grupo	alternativoj	prononco
level	ekspresa	експрес	express	grupo	alternativoj	prononco
level	despoto	деспот	a despot	grupo	alternativoj	prononco
level	konfiski	да се конфискува	to confiscate	grupo	alternativoj	prononco
level	depeŝo	пратка, спешно съобщение	a dispatch, an urgent message	grupo	alternativoj	prononco
level	angoro	мъка, агония, страдание	an anguish, an agony, a distress	grupo	alternativoj	prononco
level	subrobo	приплъзване, под халат	a slip, a sub robe	grupo	alternativoj	prononco
level	oazo	оазис	an oasis	grupo	alternativoj	prononco
level	Rejno	Рейн	Rhine	grupo	alternativoj	prononco
level	epilepsio	епилепсия	an epilepsy	grupo	alternativoj	prononco
level	dogo	булдог, мастиф	a bulldog, a mastiff	grupo	alternativoj	prononco
level	sakuro	черешов цвят (японски)	a cherry blossom (japanese)	grupo	alternativoj	prononco
level	arkitekto	архитект (=arĥitektо)	an architect (=arĥitekto)	grupo	alternativoj	prononco
level	emancipi	да еманципирам	to emancipate	grupo	alternativoj	prononco
level	nektaro	нектар	a nectar	grupo	alternativoj	prononco
level	trikoloreto	теменуга, сърце (цвете)	a pansy, heartsease (flower)	grupo	alternativoj	prononco
level	buduaro	будоар, тоалетка	a boudoir, a dressing table	grupo	alternativoj	prononco
level	obtuza	тъп, тъп	obtuse, dull	grupo	alternativoj	prononco
level	tifo	петнист тиф	typhus	grupo	alternativoj	prononco
level	letargio	летаргия, замаяност	lethargy, torpidity	grupo	alternativoj	prononco
level	astmo	астма	asthma	grupo	alternativoj	prononco
level	ŝovinismo	един шовинизъм	a chauvinism	grupo	alternativoj	prononco
level	kariero	кариера	a career	grupo	alternativoj	prononco
level	odo	ода	an ode	grupo	alternativoj	prononco
level	pupitro	катедра, училищна маса	a lectern, a school desk	grupo	alternativoj	prononco
level	deklaracio	декларация	a declaration	grupo	alternativoj	prononco
level	mistiko	мистика, мистика	a mystique, mysticism	grupo	alternativoj	prononco
level	bombardi	да бомбардирам	to bombard	grupo	alternativoj	prononco
level	maksimo	максима	a maxim	grupo	alternativoj	prononco
level	lordo	господарю	lord	grupo	alternativoj	prononco
level	balzamo	балсам, балсам	balsam, balm	grupo	alternativoj	prononco
level	breĉo	пробив, празнина	a breach, a gap	grupo	alternativoj	prononco
level	diftongo	дифтонг	a diphthong	grupo	alternativoj	prononco
level	sekto	секта	a sect	grupo	alternativoj	prononco
level	amoro	amour, сексуална любов	amour, a sexual love	grupo	alternativoj	prononco
level	dukato	дукат (сребро, злато)	a ducat (silver, gold)	grupo	alternativoj	prononco
level	elizii	да избягам	to elide	grupo	alternativoj	prononco
level	epigrafo	епиграф, надпис	an epigraph, an inscription	grupo	alternativoj	prononco
level	epigramo	епиграма	an epigram	grupo	alternativoj	prononco
level	amputi	да ампутирам	to amputate	grupo	alternativoj	prononco
level	kursivo	курсивно писане	a cursive writing	grupo	alternativoj	prononco
level	faksimilo	факсимиле	a facsimile	grupo	alternativoj	prononco
level	fiktiva	измислен, измислен	fictious, fictional	grupo	alternativoj	prononco
level	sireno	сирена	a siren	grupo	alternativoj	prononco
level	fleksio	инфлексия	inflexion	grupo	alternativoj	prononco
level	gerundio	герундий	a gerund	grupo	alternativoj	prononco
level	grafologio	графология	graphology	grupo	alternativoj	prononco
level	mahagono	махагон	a mahogany	grupo	alternativoj	prononco
level	arkaika	архаичен (=arĥaika)	archaic (=arĥaika)	grupo	alternativoj	prononco
level	homonimo	омоним	a homonym	grupo	alternativoj	prononco
level	karato	един карат	a carat	grupo	alternativoj	prononco
level	agrafo	закопчалка, подвързване, телбод, скоба	a fastener, a binding, a staple, a clamp	grupo	alternativoj	prononco
level	komparativo	сравнителен	comparative	grupo	alternativoj	prononco
level	titano	Титан	Titan	grupo	alternativoj	prononco
level	fiakro	карета, файтон	a hackney coach, a hackney carriage	grupo	alternativoj	prononco
level	klasifiki	да класифицирам	to classify	grupo	alternativoj	prononco
level	broĉo	брошка	a brooch	grupo	alternativoj	prononco
level	beletristiko	художествена литература	a belletristic literature	grupo	alternativoj	prononco
level	inspekti	да инспектирам	to inspect	grupo	alternativoj	prononco
level	sfinkso	сфинкс	a sphinx	grupo	alternativoj	prononco
level	superlativo	превъзходен	superlative	grupo	alternativoj	prononco
level	hiacinto	зюмбюл	a hyacinth	grupo	alternativoj	prononco
level	retoriko	реторика, ораторско изкуство	a rhetoric, an oratory	grupo	alternativoj	prononco
level	hieroglifo	йероглиф	a hieroglyph	grupo	alternativoj	prononco
level	dilemo	дилема	a dilemma	grupo	alternativoj	prononco
level	tipografio	типография	typography	grupo	alternativoj	prononco
level	kloako	клоака, дренаж, помийна яма, помийна яма	a cloaca, a drain, a cesspool, a cesspit	grupo	alternativoj	prononco
level	nikelo	никел	nickel	grupo	alternativoj	prononco
level	vinjeto	винетка, текстова илюстрация	a vignette, a text illustration	grupo	alternativoj	prononco
level	eskorti	да ескортирам	to escort	grupo	alternativoj	prononco
level	geranio	здравец, клюн на жерав	a geranium, a crane's bill	grupo	alternativoj	prononco
level	ŝarado	шарада	a charade	grupo	alternativoj	prononco
level	skolo	училище (по изкуство, философия)	a school (of art, philosophy)	grupo	alternativoj	prononco
level	artilerio	артилерия	an artillery	grupo	alternativoj	prononco
level	amnestio	амнистия	amnesty	grupo	alternativoj	prononco
level	agronomio	агрономство	agronomy	grupo	alternativoj	prononco
level	kosmopolito	космополит	a cosmopolitan	grupo	alternativoj	prononco
level	tenoro	тенор	a tenor	grupo	alternativoj	prononco
level	rubuso	къпина, къпина	a blackberry, a bramble	grupo	alternativoj	prononco
level	angino	стенокардия	angina	grupo	alternativoj	prononco
level	atlaso	атлас	an atlas	grupo	alternativoj	prononco
level	antropologio	антропология	anthropology	grupo	alternativoj	prononco
level	furio	ярост, богиня на отмъщението	fury, goddess of vengeance	grupo	alternativoj	prononco
level	anĉovo	аншоа	an anchovy	grupo	alternativoj	prononco
level	apopleksio	апоплексия, инсулт	an apoplexy, a stroke	grupo	alternativoj	prononco
level	bazilisko	базилиск	a basilisk	grupo	alternativoj	prononco
level	vinko	зеленика, винка	a periwinkle, vinca	grupo	alternativoj	prononco
level	simfonio	симфония	a symphony	grupo	alternativoj	prononco
level	bukso	кутия (дърво), чемшир	a box (tree), a boxwood	grupo	alternativoj	prononco
level	cikuto	воден бучиниш	water hemlock	grupo	alternativoj	prononco
level	diafragmo	диафрагма	diaphragm	grupo	alternativoj	prononco
level	bibliografio	библиография	bibliography	grupo	alternativoj	prononco
level	disenterio	дизентерия	dysentery	grupo	alternativoj	prononco
level	dispepsio	диспепсия, лошо храносмилане	dyspepsia, indigestion	grupo	alternativoj	prononco
level	klaĉi	да клюкарствам, да цъкам	to gossip, to clack	grupo	alternativoj	prononco
level	alkovo	ниша, ниша	an alcove, a recess	grupo	alternativoj	prononco
level	dialektiko	диалектика	dialectics	grupo	alternativoj	prononco
level	dromedaro	дромадер	dromedary	grupo	alternativoj	prononco
level	groteska	гротескно, нелепо	grotesque, ludicrous	grupo	alternativoj	prononco
level	ekskremento	екскремент	an excrement	grupo	alternativoj	prononco
level	epidermo	епидермис	epidermis	grupo	alternativoj	prononco
level	ekzemo	екзема	eczema	grupo	alternativoj	prononco
level	eliksiro	еликсир	elixir	grupo	alternativoj	prononco
level	frontono	фронтон	a pediment	grupo	alternativoj	prononco
level	monologo	монолог	a monologue	grupo	alternativoj	prononco
level	etiologio	етиология	aetiology	grupo	alternativoj	prononco
level	ezofago	хранопровод	esophagus	grupo	alternativoj	prononco
level	astronomo	астроном	an astronomer	grupo	alternativoj	prononco
level	monotona	монотонен	monotonous	grupo	alternativoj	prononco
level	ganglio	ганглий	a ganglion	grupo	alternativoj	prononco
level	gangreno	гангрена	gangrene	grupo	alternativoj	prononco
level	podagro	подагра	gout	grupo	alternativoj	prononco
level	gardenio	една гардения	a gardenia	grupo	alternativoj	prononco
level	glicirizo	женско биле, женско биле	liquorice, licorice	grupo	alternativoj	prononco
level	mansardo	таванско помещение	an attic	grupo	alternativoj	prononco
level	melaso	меласа, златен сироп	molasses, golden syrup	grupo	alternativoj	prononco
level	hidrofobio	хидрофобия	hydrophobia	grupo	alternativoj	prononco
level	vizio	визия	a vision	grupo	alternativoj	prononco
level	homeopatio	хомеопатия	homeopathy	grupo	alternativoj	prononco
level	iriso	Ирис	iris	grupo	alternativoj	prononco
level	vokativo	звателен падеж	a vocative	grupo	alternativoj	prononco
level	tuniko	туника	a tunic	grupo	alternativoj	prononco
level	katalepsio	каталепсия	catalepsy	grupo	alternativoj	prononco
level	koliko	колики, гърчове	colic, gripes	grupo	alternativoj	prononco
level	kolzo	рапица, зимна рапица	colza, winter rape	grupo	alternativoj	prononco
level	korneo	роговица	cornea	grupo	alternativoj	prononco
level	lariko	лиственица	larch	grupo	alternativoj	prononco
level	almanako	алманах	an almanac	grupo	alternativoj	prononco
level	aŭguro	предсказване	augury	grupo	alternativoj	prononco
level	hidro	хидра	hydra	grupo	alternativoj	prononco
level	apogeo	апогей	apogee	grupo	alternativoj	prononco
level	meduzo	медуза	jellyfish	grupo	alternativoj	prononco
level	edeno	Едън	eden	grupo	alternativoj	prononco
level	lobo	лоб	lobe	grupo	alternativoj	prononco
level	molusko	мекотело	a mollusk	grupo	alternativoj	prononco
level	sufloro	суфльор	a prompter	grupo	alternativoj	prononco
level	sakramento	тайнство	sacrament	grupo	alternativoj	prononco
level	sekrecio	секрет	a secretion	grupo	alternativoj	prononco
level	mosko	мускус	a musk	grupo	alternativoj	prononco
level	sugestii	внушавам (под хипноза)	to suggest (under hypnosis)	grupo	alternativoj	prononco
level	municio	боеприпаси, боеприпаси	ammunition, munitions	grupo	alternativoj	prononco
level	narkotiko	наркотик	a narcotic	grupo	alternativoj	prononco
level	dekolti	да се подстриже ниско, да се разкрие врата и раменете	to cut low, to expose neck and sholders	grupo	alternativoj	prononco
level	knari	да се хили, да стърже, да скърца	to grince, to grate, to squeak	grupo	alternativoj	prononco
level	morfino	морфин	a morphine	grupo	alternativoj	prononco
level	arkado	аркада	an arcade	grupo	alternativoj	prononco
level	palisandro	розово дърво	a rosewood	grupo	alternativoj	prononco
level	impertinenta	нагъл, нагъл	impertinent, impudent	grupo	alternativoj	prononco
level	paĉulo	пачули	a patchouli	grupo	alternativoj	prononco
level	pepsino	пепсино	pepsino	grupo	alternativoj	prononco
level	poro	пора	a pore	grupo	alternativoj	prononco
level	hipoteko	ипотека	a mortgage	grupo	alternativoj	prononco
level	pustulo	пустула, пъпка	a pustule, a pimple	grupo	alternativoj	prononco
level	premiso	помещение	a premise	grupo	alternativoj	prononco
level	rabarbo	ревен	a rhubarb	grupo	alternativoj	prononco
level	hirta	настръхнал, храст, неподреден	bristly, bushy, untidy	grupo	alternativoj	prononco
level	rabio	лудост, бяс	frenzy, rabies	grupo	alternativoj	prononco
level	rezedo	миньонет, резеда	mignonette, reseda	grupo	alternativoj	prononco
level	ricino	растение рициново масло	a castor-oil plant	grupo	alternativoj	prononco
level	prismo	призма	a prism	grupo	alternativoj	prononco
level	ruto	рута	a rue	grupo	alternativoj	prononco
level	administracio	администрация	administration	grupo	alternativoj	prononco
level	santalo	сандалово дърво	a sandalwood	grupo	alternativoj	prononco
