A.zh-tw content.tsv
Level	Esperanto	zh-tw	en-us	Grupo	Alternativoj	Pronoco
level	ia papero, iaj paperoj	某種紙，某種紙	some kind of paper, some kind of papers	grupo	alternativoj	prononco
level	en paperujo	在公事包裡	in a briefcase	grupo	alternativoj	prononco
level	en paperujon	放入紙箱	into a paper bin	grupo	alternativoj	prononco
level	ĵetis paperojn en paperujon	將紙張丟進紙箱	threw papers into a paper bin	grupo	alternativoj	prononco
level	ĵetis iajn paperojn en paperujon	將一些紙丟進紙箱	threw some papers into a paper bin	grupo	alternativoj	prononco
level	morgaŭ frue	明天早些時候	early tomorrow	grupo	alternativoj	prononco
level	anoj de mia sporta klubo	我的運動俱樂部的成員	members of my sports club	grupo	alternativoj	prononco
level	kara mia	親愛的	my dear	grupo	alternativoj	prononco
level	ĉu ĝuste ~ ?	是對的嗎？	is that right?	grupo	alternativoj	prononco
level	vi devas foresti	你必須缺席	you must be absent	grupo	alternativoj	prononco
level	ĉu vi ne ~ ?	不是嗎~？	don't you ~ ?	grupo	alternativoj	prononco
level	viaj samklubanoj	你的俱樂部會員夥伴	your fellow club members	grupo	alternativoj	prononco
level	intervidiĝas kun viaj samklubanoj	與其他俱樂部會員見面	sees each other with your fellow club members	grupo	alternativoj	prononco
level	trifoje semajne	一週三次	three times a week	grupo	alternativoj	prononco
level	ĉu mi rajtas ~ ?	我可以~嗎？	may I ~ ?	grupo	alternativoj	prononco
level	rajtas ion proponi	有權提出某事	has the right to propose something	grupo	alternativoj	prononco
level	mi kunmanĝos kun la familianoj	我會和家人一起吃飯	I will eat with the family members	grupo	alternativoj	prononco
level	sed en la dua parto	但在第二部分	but in the second part	grupo	alternativoj	prononco
level	mi foriros kun miaj geamikoj	我會和我的朋友一起去	I will go with my friends	grupo	alternativoj	prononco
level	parolos pri ~	會講到~	will talk about ~	grupo	alternativoj	prononco
level	malsukcesa veturado	發生故障的驅動器	a failed drive	grupo	alternativoj	prononco
level	certe parolos pri la malsukcesa veturado	肯定會談論失敗的驅動器	will definitely talk about the failed drive	grupo	alternativoj	prononco
level	post la kuko	吃完蛋糕後	after the cake	grupo	alternativoj	prononco
level	mi ne plu volas tion	我不想再這樣了	I don't want that anymore	grupo	alternativoj	prononco
level	volas tion aŭdi	想聽聽	wants to hear that	grupo	alternativoj	prononco
level	kial ni ne havas ~ ?	為什麼我們沒有~？	why don't we have ~ ?	grupo	alternativoj	prononco
level	ideoriĉa onklo	一個富有想法的叔叔	an idea-rich uncle	grupo	alternativoj	prononco
level	havas iun ideoriĉan onklon	有錢的叔叔有一些想法	has some idea rich uncle	grupo	alternativoj	prononco
level	en mia familio	在我的家人中	in my family	grupo	alternativoj	prononco
level	la patrino ridetis	母親微笑著	the mother smiled	grupo	alternativoj	prononco
level	je liaj vortoj	按他的話	at his words	grupo	alternativoj	prononco
level	ŝi scias, ke ~	她知道~	she knows that ~	grupo	alternativoj	prononco
level	iom tro parolas	說得有點太多了	talks a little too much	grupo	alternativoj	prononco
level	ne sufiĉas nur ~	光是還不夠~	it's not enough just ~	grupo	alternativoj	prononco
level	riĉeco de la ideoj	豐富的想法	wealth of ideas	grupo	alternativoj	prononco
level	necesas ankaŭ ~	還需要~	~ is also needed	grupo	alternativoj	prononco
level	plena monujo por realigi ĝin	一個完整的錢包來實現它	a full wallet to make it happen	grupo	alternativoj	prononco
level	la patrino daŭrigis ~	媽媽繼續說~	the mother continued ~	grupo	alternativoj	prononco
level	post iom da silento	一陣沉默後	after a little silence	grupo	alternativoj	prononco
level	antaŭ kelkaj minutoj	幾分鐘前	a few minutes ago	grupo	alternativoj	prononco
level	Ana telefonis, ke ŝi ~	安娜稱她為~	Ana called that she ~	grupo	alternativoj	prononco
level	ankaŭ ŝi vizitos nin	她也會來拜訪我們	she will also visit us	grupo	alternativoj	prononco
level	dolĉa kuko	一個甜甜的蛋糕	a sweet cake	grupo	alternativoj	prononco
level	ŝi tre ŝatas dolĉan kukon	她真的很喜歡甜蛋糕	she really likes sweet cake	grupo	alternativoj	prononco
level	atentas por ne dikiĝi	小心不要發胖	is careful not to get fat	grupo	alternativoj	prononco
level	kvankam ŝi atentos	雖然她會注意	although she will pay attention	grupo	alternativoj	prononco
level	tuj ŝanĝis la opinion	立即改變主意	immediately changed the mind	grupo	alternativoj	prononco
level	dum la ekskurso	遊覽期間	during the excursion	grupo	alternativoj	prononco
level	sen ŝi	沒有她	without her	grupo	alternativoj	prononco
level	li estus tre soleca	他會很孤獨	he would be very lonely	grupo	alternativoj	prononco
level	mi tamen pasigos	我會過去的	I will pass though	grupo	alternativoj	prononco
level	mi tamen pasigos la morgaŭan tagon hejme	不過明天我會在家度過	I will spend tomorrow at home though	grupo	alternativoj	prononco
level	en juneco	年輕時	in youth	grupo	alternativoj	prononco
level	oni havas	一個有	one has	grupo	alternativoj	prononco
level	havas ankaŭ belecon	也有美麗	also has beauty	grupo	alternativoj	prononco
level	malsimplaj laboroj	複雜的工作	complicated jobs	grupo	alternativoj	prononco
level	malsimplajn laborojn	複雜的工作（目標）	complicated jobs (objective)	grupo	alternativoj	prononco
level	devus plisimpligi	應該簡化	should simplify	grupo	alternativoj	prononco
level	en tiu aĝo	在那個年紀	at that age	grupo	alternativoj	prononco
level	li jam fariĝis ~	他已經成為了~	he has already become ~	grupo	alternativoj	prononco
level	estro de la sporta klubo	體育俱樂部主席	head of the sports club	grupo	alternativoj	prononco
level	monon oni metas	一個人放錢	one puts money	grupo	alternativoj	prononco
level	en monujon	放進錢包裡	into a wallet	grupo	alternativoj	prononco
level	metas en monujon	放入錢包	puts in a purse	grupo	alternativoj	prononco
level	sekvu la ekzemplojn	遵循範例	follow the examples	grupo	alternativoj	prononco
level	de la bonaj familianoj	來自優秀的家庭成員	from the good family members	grupo	alternativoj	prononco
level	ĉu amikeco pli feliĉigas?	友誼會讓你更快樂嗎？	does friendship make you happier?	grupo	alternativoj	prononco
level	feliĉigas vin	讓你開心	makes you happy	grupo	alternativoj	prononco
level	ol la amo	比愛	than the love	grupo	alternativoj	prononco
level	kiel ofte vi ~ ?	你多久一次〜？	how often do you ~ ?	grupo	alternativoj	prononco
level	vi skribas leterojn al ~	你寫信給~	you write letters to ~	grupo	alternativoj	prononco
level	skrivas leterojn al viaj amikinoj	寫信給你的女朋友	writes letters to your girl friends	grupo	alternativoj	prononco
level	viaj amikinoj en Italio	你在義大利的女朋友	your girl friends in Italy	grupo	alternativoj	prononco
level	la rilato inter vi kaj via instruisto	你和你的老師之間的關係	the relation between you and your teacher	grupo	alternativoj	prononco
level	ĉu la rilato ŝanĝiĝis?	關係有變化嗎？	has the relationship changed?	grupo	alternativoj	prononco
level	ĉu vi jam scias ~ ?	你已經知道了嗎~？	do you already know ~ ?	grupo	alternativoj	prononco
level	sufiĉe bone	很好	quite well	grupo	alternativoj	prononco
level	estis vespero en ~	當時是晚上~	it was evening in ~	grupo	alternativoj	prononco
level	centoj da homoj	數百人	hundreds of people	grupo	alternativoj	prononco
level	plenigas la placon	填滿正方形	fills the square	grupo	alternativoj	prononco
level	junuloj kaj militistoj	年輕人和士兵	young men and soldiers	grupo	alternativoj	prononco
level	maristoj de sur la ŝipoj	船上的水手	sailors from the ships	grupo	alternativoj	prononco
level	elstara sinjorino	傑出女士	outstanding lady	grupo	alternativoj	prononco
level	elstaraj sinjorinoj	傑出女士	outstanding ladies	grupo	alternativoj	prononco
level	alilandaj vojaĝantoj	外國遊客	foreign travelers	grupo	alternativoj	prononco
level	ĉiuj moviĝas al urbomezo	每個人都在搬到市中心	everyone is moving to the city center	grupo	alternativoj	prononco
level	iom plue	再遠一點	a little further	grupo	alternativoj	prononco
level	ne malproksime de la maro	離海不遠	not far from the sea	grupo	alternativoj	prononco
level	troviĝis malgranda placo	有一個小廣場	there was a small square	grupo	alternativoj	prononco
level	iom plue sed ne malproksime	遠一點但不遠	a little further but not far	grupo	alternativoj	prononco
level	fine de ĝi	在它的最後	at the end of it	grupo	alternativoj	prononco
level	proksime de la maro	靠近大海	near the sea	grupo	alternativoj	prononco
level	proksime staris homo	一個男人站在附近	a man stood nearby	grupo	alternativoj	prononco
level	laŭ la vestaĵo	根據服裝	according to the clothing	grupo	alternativoj	prononco
level	oni facile scii ~	很容易就知道了~	one may know easily ~	grupo	alternativoj	prononco
level	oni povis ekscii, ke ~	可以查到~	it was possible to find out that ~	grupo	alternativoj	prononco
level	gondolisto de iu riĉulo	有錢人的貢多拉船夫	a rich man's gondolier	grupo	alternativoj	prononco
level	povis ekscii, ke li estas gondolisto	可以發現他是個貢多拉船夫	could find out that he was a gondolier	grupo	alternativoj	prononco
level	li rigardis ~	他看著~	he looked ~	grupo	alternativoj	prononco
level	rigardis la ĝojan hommulton	看著歡樂的人群	looked at the joyful crowd	grupo	alternativoj	prononco
level	rideto lumigis lian vizaĝon	他的臉上綻放出笑容	a smile lit up his face	grupo	alternativoj	prononco
level	kiam li ekvidis mariston	當他看到一個水手時	when he saw a sailor	grupo	alternativoj	prononco
level	la mariston, kiu alvenis	到達的水手	the sailor who arrived	grupo	alternativoj	prononco
level	la flanko de la maro	海的一邊	the side of the sea	grupo	alternativoj	prononco
level	alvenis el la flanko de la maro	從海邊來的	arrived from the side of the sea	grupo	alternativoj	prononco
level	ĉu tio estas vi, Stefano?	是你嗎，史蒂芬？	is that you, Stephen?	grupo	alternativoj	prononco
level	ekkriis la gondolisto	船夫驚呼道	exclaimed the gondolier	grupo	alternativoj	prononco
level	ĉiuj diras, ke ~	大家都這麼說~	everyone says that ~	grupo	alternativoj	prononco
level	en la manojn de la Turkoj	落入土耳其人手中	into the hands of the Turks	grupo	alternativoj	prononco
level	ke vi falis en la manojn de la Turkoj	你落入土耳其人手中	that you fell into the hands of the Turks	grupo	alternativoj	prononco
level	ni renkontis unu	我們遇到了一個	we met one	grupo	alternativoj	prononco
level	el niaj ŝipoj	從我們的船上	from our ships	grupo	alternativoj	prononco
level	ĝi sekvis nin	它跟著我們	it followed us	grupo	alternativoj	prononco
level	dum pli ol unu horo	一個多小時	for more than an hour	grupo	alternativoj	prononco
level	sed ne estas facile iri ~	但走起來不容易~	but it is not easy to go ~	grupo	alternativoj	prononco
level	iri pli rapide ol nia ŝipo	比我們的船走得更快	to go faster than our ship	grupo	alternativoj	prononco
level	kiaj novaĵoj estas tie ĉi?	這裡有什麼新聞？	what news is here?	grupo	alternativoj	prononco
level	tie ĉi en Venecio	在威尼斯這裡	here in Venice	grupo	alternativoj	prononco
level	nenio interesa	沒什麼有趣的	nothing interesting	grupo	alternativoj	prononco
level	nur granda malfeliĉo	只是一個大不幸	just a big misfortune	grupo	alternativoj	prononco
level	ĉu vi konas Pietron?	你認識彼得羅嗎？	do you know Pietro?	grupo	alternativoj	prononco
level	mi konas lin	我認識他	I know him	grupo	alternativoj	prononco
level	granda ŝipo subakvigis lian gondolon	一艘大船淹沒了他的貢多拉	a large ship submerged his gondola	grupo	alternativoj	prononco
level	kaj kio pri li?	那麼他呢？	and what about him?	grupo	alternativoj	prononco
level	la gondolo subakviĝis	貢多拉沉沒了	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	原來如此~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	我們很接近	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	我們把他帶上了我們的纜車	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	同時	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	我的老闆淹死了	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	幫助一位年輕女子	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	一位差點死去的年輕女子	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	和他叔叔	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	差點跟他叔叔一起死	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	有一個年輕女子	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	我們無法幫助他	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	是一個重要的人	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	是什麼讓你來到威尼斯的？	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	我的朋友	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	水手抬起頭來	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	快速地看了他的朋友一眼	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	並開始說	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	所以你知道~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	我帶來了~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	船夫突然叫住了他	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	他說	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	然後一個人經過	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	一個男人從他身邊經過	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	他還不到三十歲	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	他的臉毫無血色	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	他的去程既確定又輕鬆	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	他的臉很悲傷	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	當他看到那個人的時候~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	據說~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	很多重要的人都給予~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	秘密工作	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	秘密工作	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	給他秘密工作	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	太多的秘密	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	他知道太多秘密	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	因此他們害怕	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	把他送進監獄	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	水手說	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	當他說話時	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	他指著豪宅	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	總督府	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	許多重要的人需要他的幫助	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	他們付多少錢？	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	付錢給他	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	一殺付費	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	肯定不少於~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	超過一百個硬幣	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	別忘了這一點~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	他為他們工作	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	對於那些有足夠錢的人	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	付錢給他	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	威尼斯有~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	那些事	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	忘記那些事情	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	最好忘記的事情	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	如果你想安靜地吃飯	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	平靜地吃你的麵包	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	一陣沉默	there was some silence	grupo	alternativoj	prononco
level	kaj poste	然後	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	貢多拉船夫又說話了	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	你來得正是時候	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	看划船比賽	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	有人弱弱地說	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	靠近船夫	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	市長	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	無言地指著纜車	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	船夫說	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	並握住他朋友的手	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	丟紙	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	放入紙箱	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	女孩們丟了報紙	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	我的筆在哪裡	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	我想回答他	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	太陽消失了	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	現在天快黑了	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	請吃	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	請吃麵包	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	附餐具	with cutlery	grupo	alternativoj	prononco
level	pardonu min	打擾一下	excuse me	grupo	alternativoj	prononco
level	rajtas resti	被允許留下來	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	我沒有權利留下來	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	可以帶嗎~	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	來自我姐姐	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	什麼時候買的~	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	買了那個樂器	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	誰最後用的？	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	用了我的鑰匙	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	你開車了嗎？	did you drive?	grupo	alternativoj	prononco
level	en Venecio	在威尼斯	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	也可搭乘纜車	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	你能睡著嗎？	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	然後，當一片寂靜時	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	這位先生很高	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	高、胖	tall, fat	grupo	alternativoj	prononco
level	dika, peza	厚、重	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	又重又大	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	又高又厚又重又大	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	給予力量	gave strength	grupo	alternativoj	prononco
level	havinda forto	值得擁有的力量	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	值得擁有的體力	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	這給了	that gave	grupo	alternativoj	prononco
level	donis al li	給了他	gave him	grupo	alternativoj	prononco
level	tio donis forton	給予力量	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	賦予了值得擁有的身體力量	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	他的外表	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	高個子的外表	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	一個小角色	a small role	grupo	alternativoj	prononco
level	ludis rolon	發揮了作用	played a role	grupo	alternativoj	prononco
level	ne eta rolo	不是一個小角色	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	起了小作用	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	起了不小的作用	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	事實上~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	大多數人	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	如果不害怕	if not afraid	grupo	alternativoj	prononco
level	lin timis	害怕他	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	如果他害怕	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	如果不怕他	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	當然受到尊重	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	至少想過~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	之前~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	來滿足他	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	使他不高興	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	不滿意之前~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	決定之前~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	決定不高興~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	決定滿足他	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	在決定讓他不高興之前	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	那個，有用的	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	白天經常有用	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	令人不愉快的滋擾	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	他自己	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	造成不愉快的滋擾	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	表現為令人不愉快的滋擾	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	在一個長滿樹木的地方	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	然後，當一個人誤入歧途時	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	在無人的荒野中	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	並在混亂中離開道路	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	高大的身軀	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	未能通過~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	灌木叢中	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	除了接觸大自然的事物	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	一般是濕的	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	在潮濕的大自然中	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	潮濕的自然事物，在其中~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	他艱難地行走	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	這是一次經歷	it was an experience	grupo	alternativoj	prononco
level	ne malofte	並不少見	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	痛苦且總是不愉快	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	越多~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	在生活中前進	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	在城堡森林裡	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	越往前越不喜歡~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	不喜歡夜間的性質	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	眼睛看得清楚的人	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	看得清楚的眼睛	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	在黑暗中看得清楚	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	看著艱難的前行	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	來自我們的實業家	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	他笑了	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	在那個人旁邊	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	穿著警察的衣服	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	另一個人站著	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	穿著類似的衣服	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	後者是一名女性	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	我們走吧	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	男人輕聲說道	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	傳到他同伴的耳朵裡	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	現在正是時候	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	兩人同時走向那人	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	他們做的很仔細~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	盡可能~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	盡可能少的噪音（基爾·埃布爾）	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	盡可能少的噪音(laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	他們幾乎完全成功了	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	在這種惡劣的情況下	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	樹木拋擲樹枝的惡劣情況	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	丟掉自己的濕樹枝	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	直接射到臉上	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	實業家的	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	多足小生物	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	站起來	took his feet	grupo	alternativoj	prononco
level	por promenejo	行人徒步區	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	大自然讓他的腳跌倒了	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	最痛苦地	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	他的腳掉進坑裡	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	一個裝滿水的坑	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	惡臭的水	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	很快就想到了	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	一個人必須準備好	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	這裡	here	grupo	alternativoj	prononco
level	iu ajn ~	任何人~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	準備好應對任何不愉快的遭遇	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	任何事（無論什麼）	anything (whatever)	grupo	alternativoj	prononco
