C.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	nihilisto	ผู้ทำลายล้าง	a nihilist	grupo	alternativoj	prononco
level	nimbo	เมฆฝน, รัศมี	a nimbus, a halo	grupo	alternativoj	prononco
level	numismatiko	วิชาว่าด้วยเหรียญ	numismatics	grupo	alternativoj	prononco
level	cisterno	ถังเก็บน้ำ อ่างเก็บน้ำ เรือบรรทุกน้ำมัน	a cistern, a reservoir, a tanker	grupo	alternativoj	prononco
level	ostracismo	การเนรเทศ	ostracism	grupo	alternativoj	prononco
level	panteismo	การนับถือพระเจ้า	pantheism	grupo	alternativoj	prononco
level	panteisto	ผู้ที่นับถือพระเจ้า	a pantheist	grupo	alternativoj	prononco
level	spekulativa	การเก็งกำไร	speculative	grupo	alternativoj	prononco
level	parafo	ย่อหน้า, ชื่อย่อ	a paraph, an initials	grupo	alternativoj	prononco
level	poliso	กรมธรรม์ประกันภัย	an insurance policy	grupo	alternativoj	prononco
level	politeismo	การนับถือพระเจ้าหลายองค์	polytheism	grupo	alternativoj	prononco
level	prerogativo	สิทธิพิเศษ	a prerogative	grupo	alternativoj	prononco
level	protektorato	ผู้อารักขา	a protectorate	grupo	alternativoj	prononco
level	prozelito	คนเปลี่ยนศาสนา คนเปลี่ยนใจเลื่อมใส	a proselyte, a convert	grupo	alternativoj	prononco
level	racionalismo	เหตุผลนิยม	rationalism	grupo	alternativoj	prononco
level	racionalisto	มีเหตุผล	a rationalist	grupo	alternativoj	prononco
level	sinoptika	บทสรุป	synoptic	grupo	alternativoj	prononco
level	skolastiko	นักวิชาการ	scholasticism	grupo	alternativoj	prononco
level	spiritualismo	ลัทธิผีปิศาจจิตวิญญาณ	spiritualism, spirituality	grupo	alternativoj	prononco
level	spiritualisto	ผู้นับถือผี	a spiritualist	grupo	alternativoj	prononco
level	pamfleto	แผ่นพับ	a pamphlet	grupo	alternativoj	prononco
level	taroko	ไพ่ทาโรต์ทาร็อค	tarot, taroc	grupo	alternativoj	prononco
level	teismo	เทวนิยม	theism	grupo	alternativoj	prononco
level	teisto	ผู้ไม่เชื่อเรื่องพระเจ้า	a theist	grupo	alternativoj	prononco
level	teokratio	เทวาธิปไตย	a theocracy	grupo	alternativoj	prononco
level	trusto	ความไว้วางใจทางธุรกิจ	a business trust	grupo	alternativoj	prononco
level	ukazo	อุกาเสะ	a ukase	grupo	alternativoj	prononco
level	ultimato	คำขาด	an ultimatum	grupo	alternativoj	prononco
level	ŝaho	ชาห์	Shah	grupo	alternativoj	prononco
level	gramofono	แผ่นเสียง	a gramophone	grupo	alternativoj	prononco
level	kreditoro	เจ้าหนี้	a creditor	grupo	alternativoj	prononco
level	ideografio	อุดมการณ์ การเขียนภาพ	an ideography, a picture writing	grupo	alternativoj	prononco
level	idiotismo	การแสดงออกทางสำนวน	an idiomatic expression	grupo	alternativoj	prononco
level	indukti	เพื่อชักจูง, อนุมาน, เพื่อสรุป	to induce, to infer, to generalize	grupo	alternativoj	prononco
level	nominala	ระบุ	nominal	grupo	alternativoj	prononco
level	arkipelago	หมู่เกาะ (=arĥipelago)	archipelago (=arĥipelago)	grupo	alternativoj	prononco
level	stenografio	ชวเลขชวเลข	stenography, shorthand	grupo	alternativoj	prononco
level	ornitologio	ปักษีวิทยา	ornithology	grupo	alternativoj	prononco
level	rekremento	สิ่งตกค้าง แกลบ กาก มูลสัตว์	residue, husks, dregs, draff	grupo	alternativoj	prononco
level	bombasto	ระเบิดปั๊ม	a bombast, pumping	grupo	alternativoj	prononco
level	geologo	นักธรณีวิทยา	a geologist	grupo	alternativoj	prononco
level	edikto	คำสั่ง, กฤษฎีกา	an edict, a decree	grupo	alternativoj	prononco
level	bareliefo	ปั้นนูน	a bas-relief	grupo	alternativoj	prononco
level	kariolo	กับดัก, รถเข็นสุนัข	a trap, a dog cart	grupo	alternativoj	prononco
level	konfekcio	ลูกกวาดชุดสูทสำเร็จรูป	a confection, a ready-made suit	grupo	alternativoj	prononco
level	empirio	ประจักษ์นิยม, ประจักษ์นิยม	an empiry, empiricism	grupo	alternativoj	prononco
level	navigacio	การนำทาง	navigation	grupo	alternativoj	prononco
level	observatorio	หอดูดาว	an observatory	grupo	alternativoj	prononco
level	abdiki	สละราชสมบัติ, ลาออก	to abdicate, to resign	grupo	alternativoj	prononco
level	admiralitato	พลเรือเอก	admiralty	grupo	alternativoj	prononco
level	anarĥio	อนาธิปไตย (= anarkio)	anarchy (=anarkio)	grupo	alternativoj	prononco
level	geografo	นักภูมิศาสตร์	a geographer	grupo	alternativoj	prononco
level	aĝio	agio พรีเมี่ยม	an agio, a premium	grupo	alternativoj	prononco
level	aŭtokratio	ระบอบเผด็จการ	autocracy	grupo	alternativoj	prononco
level	demagogio	การทำลายล้าง, การทำลายล้าง	demagogy, demagoguery	grupo	alternativoj	prononco
level	doko	ท่าเรือ, อ่าง (เรือยอชท์, เรือ, เรือ)	a dock, a basin (yacht, boat, ship)	grupo	alternativoj	prononco
level	eminenco	ความโดดเด่น	Eminence	grupo	alternativoj	prononco
level	komandito	ห้างหุ้นส่วนจำกัด	a limited partnership	grupo	alternativoj	prononco
level	inaŭguracio	พิธีเปิด	an inauguration	grupo	alternativoj	prononco
level	biologo	นักชีววิทยา	a biologist	grupo	alternativoj	prononco
level	katekisto	นักคำสอน (= kateĥisto)	a catechist (=kateĥisto)	grupo	alternativoj	prononco
level	glukozo	กลูโคส (=กลิโคโซ)	glucose (=glikozo)	grupo	alternativoj	prononco
level	fiziologo	นักสรีรวิทยา	a physiologist	grupo	alternativoj	prononco
level	katekizi	เพื่อสอน, ข้ามคำถาม (=kateĥizi)	to catechize, to cross question (=kateĥizi)	grupo	alternativoj	prononco
level	pacifisto	ผู้รักสงบ	a pacifist	grupo	alternativoj	prononco
level	kontribucio	การชดใช้	reparations	grupo	alternativoj	prononco
level	naturalismo	ความเป็นธรรมชาติ	naturalism	grupo	alternativoj	prononco
level	oligarkio	คณาธิปไตย (= oligarĥio)	oligarchy (=oligarĥio)	grupo	alternativoj	prononco
level	pacifismo	ความสงบ	pacifism	grupo	alternativoj	prononco
level	plutokratio	ผู้มีอุดมการณ์	plutocracy	grupo	alternativoj	prononco
level	realismo	ความสมจริง	realism	grupo	alternativoj	prononco
level	sociologo	นักสังคมวิทยา	a sociologist	grupo	alternativoj	prononco
level	kondicionalo	กาลเงื่อนไข	conditional tense	grupo	alternativoj	prononco
level	albino	เผือก	an albino	grupo	alternativoj	prononco
level	genciano	ดุจลําเทียน (Gentiana)	a gentian (Gentiana)	grupo	alternativoj	prononco
level	genisto	ไม้กวาด ต้นจูนิเปอร์ (Genista)	a broom, juniper tree (Genista)	grupo	alternativoj	prononco
level	korolo	กลีบดอกไม้ (=ฟลอโครโน)	a corolla (=florkrono)	grupo	alternativoj	prononco
level	lumbriko	ไส้เดือน (= เทอร์เวอร์โม)	a earthworm (=tervermo)	grupo	alternativoj	prononco
level	spleno	บลูส์ วิญญาณต่ำ ความเศร้าโศก	blues, low spirits, melancholy	grupo	alternativoj	prononco
level	oleandro	ยี่โถ	an oleander	grupo	alternativoj	prononco
level	plantago	แพลนทาโก, กล้าย	a plantago, plantain	grupo	alternativoj	prononco
level	akvaforto	การแกะสลัก	etching	grupo	alternativoj	prononco
level	aleno	สว่าน, สว่าน	a bradawl, an awl	grupo	alternativoj	prononco
level	bireto	เบเรตต้า หมวกเบเร่ต์	a biretta, a beret	grupo	alternativoj	prononco
level	fagoto	บาสซูน	a bassoon	grupo	alternativoj	prononco
level	kastanjeto	คาสทาเนต	a castanet	grupo	alternativoj	prononco
level	paŝtelo	สีพาสเทล ชอล์ก ดินสอสี	a pastel, a chalk, a crayon	grupo	alternativoj	prononco
level	pelerino	เปเลรีน, เสื้อคลุม	a pelerine, a cape	grupo	alternativoj	prononco
level	anilino	สวรรค์ (ฟีนิลามีน)	aniline (phenylamine)	grupo	alternativoj	prononco
level	helico	เกลียว, ใบพัด	a helix, a propeller	grupo	alternativoj	prononco
level	biografo	นักเขียนชีวประวัติ	a biographer	grupo	alternativoj	prononco
level	kalio	โพแทสเซียม	potassium	grupo	alternativoj	prononco
level	kinino	ควินิน	quinine	grupo	alternativoj	prononco
level	kloro	คลอรีน	chlorine	grupo	alternativoj	prononco
level	latero	ด้าน (ของรูปหลายเหลี่ยม) ขอบ	a side (of a polygon), an edge	grupo	alternativoj	prononco
level	natrio	โซเดียม	sodium	grupo	alternativoj	prononco
level	zefiro	ลมปราณ	a zephyr	grupo	alternativoj	prononco
level	regento	ผู้สำเร็จราชการแทนพระองค์	a regent	grupo	alternativoj	prononco
level	vinkto	หมุดย้ำ, หอยขม	a rivet, a periwinkle	grupo	alternativoj	prononco
level	vivisekcio	แผนกชีวิต	a vivisection	grupo	alternativoj	prononco
level	agronomo	นักปฐพีวิทยา, เกษตรกร	an agronomist, an agriculturist	grupo	alternativoj	prononco
level	antropologo	นักมานุษยวิทยา	an anthropologist	grupo	alternativoj	prononco
level	bibliografo	บรรณานุกรม	a bibliographer	grupo	alternativoj	prononco
level	entomologo	นักกีฏวิทยา	an entomologist	grupo	alternativoj	prononco
level	etimologo	นักอุตุนิยมวิทยา	an etimologist	grupo	alternativoj	prononco
level	etiologo	สาเหตุ	an etiologist	grupo	alternativoj	prononco
level	etnografo	นักชาติพันธุ์วิทยา	an ethnographer	grupo	alternativoj	prononco
level	genealogo	นักลำดับวงศ์ตระกูล	a genealogist	grupo	alternativoj	prononco
level	geometro	นักเรขาคณิต	a geometrician	grupo	alternativoj	prononco
level	grafologo	นักกราฟ	a graphologist	grupo	alternativoj	prononco
level	homeopato	นักชีวจิต	a homeopathist	grupo	alternativoj	prononco
level	kartografo	นักเขียนแผนที่	a cartographer	grupo	alternativoj	prononco
level	kosmografo	นักจักรวาลวิทยา	a cosmographist	grupo	alternativoj	prononco
level	meteorologo	นักอุตุนิยมวิทยา	a meteorologist	grupo	alternativoj	prononco
level	mineralogo	นักแร่วิทยา	a mineralogist	grupo	alternativoj	prononco
level	mitologo	นักตำนาน	a mythologist	grupo	alternativoj	prononco
level	oligarko	ผู้มีอำนาจ (= oligarĥo)	an oligarch (=oligarĥo)	grupo	alternativoj	prononco
level	ornitologo	นักปักษีวิทยา	an ornithologist	grupo	alternativoj	prononco
level	paleografo	นักบรรพชีวินวิทยา	a paleographer	grupo	alternativoj	prononco
level	paleontologo	นักบรรพชีวินวิทยา	a paleontologist	grupo	alternativoj	prononco
level	patologo	นักพยาธิวิทยา	a pathologist	grupo	alternativoj	prononco
level	plutokrato	ผู้มีอุดมการณ์	a plutocrat	grupo	alternativoj	prononco
level	teokrato	เทวราช	a theocrat	grupo	alternativoj	prononco
level	tipografo	ช่างพิมพ์	a typographer	grupo	alternativoj	prononco
level	topografo	นักภูมิประเทศ	a topographer	grupo	alternativoj	prononco
level	zoologo	นักสัตววิทยา	a zoologist	grupo	alternativoj	prononco
level	aristokratio	ชนชั้นสูง	aristocracy	grupo	alternativoj	prononco
level	arkaismo	ลัทธิโบราณ (=arĥaismo)	archaism (=arĥaismo)	grupo	alternativoj	prononco
level	difterio	โรคคอตีบ (=ความแตกต่าง)	diphtheria (=difterito)	grupo	alternativoj	prononco
level	fotografio	การถ่ายภาพ	photography	grupo	alternativoj	prononco
level	litografio	การพิมพ์หิน	lithography	grupo	alternativoj	prononco
level	tonelo	ตัน	a ton	grupo	alternativoj	prononco
level	vipero	วิเปโร (=วิปูโร)	a vipero (=vipuro)	grupo	alternativoj	prononco
level	kontrapunkto	ความแตกต่าง (การแต่งเพลง)	counterpoint (a musical composing)	grupo	alternativoj	prononco
level	ĉizi	สิ่วแกะสลัก	to chisel, to carve	grupo	alternativoj	prononco
level	ĉe-metodo	che-method ซึ่งเป็นวิธีการสอนภาษาเอสเปรันโตโดยตรง	a che-method, a direct method of teaching Esperanto	grupo	alternativoj	prononco
level	betono	คอนกรีต	a concrete	grupo	alternativoj	prononco
level	orgeno	อวัยวะ (เครื่องดนตรี)	an organ (musical instrument)	grupo	alternativoj	prononco
level	orgasmo	การสำเร็จความใคร่	an orgasm	grupo	alternativoj	prononco
level	rendevutabulo	โต๊ะนัดพบ	a rendez-vous table	grupo	alternativoj	prononco
level	aboco	ABC ไพรเมอร์	ABC, a primer	grupo	alternativoj	prononco
level	bikonveksa	นูนสองด้าน	biconvex	grupo	alternativoj	prononco
level	bikonkava	เว้าสองเหลี่ยม	biconcave	grupo	alternativoj	prononco
level	aidoso	เอดส์	AIDS	grupo	alternativoj	prononco
level	operatoro	ผู้ปฏิบัติงาน	an operator	grupo	alternativoj	prononco
level	opalo	โอปอล	an opal	grupo	alternativoj	prononco
level	prestidigito	มายากล (เคล็ดลับ)	a magic (trick)	grupo	alternativoj	prononco
level	jaĥto	เรือยอทช์	a yacht	grupo	alternativoj	prononco
level	palpebrumi	กระพริบตา, กระพริบตา	to wink, to blink	grupo	alternativoj	prononco
level	lupe	เหมือนหมาป่า	like a wolf	grupo	alternativoj	prononco
level	haladzo	กลิ่นเหม็นกลิ่นเหม็น	stench, stink	grupo	alternativoj	prononco
level	laborigi	เพื่อให้ (บางคน) ทำงาน	to make (someone) to work	grupo	alternativoj	prononco
level	apetigi	น่ารับประทาน	to appetize	grupo	alternativoj	prononco
level	bokalo	โถ	a jar	grupo	alternativoj	prononco
level	liniilo	ไม้บรรทัด, ไม้บรรทัด	a ruler, a straightedge	grupo	alternativoj	prononco
level	metiejo	เวิร์กช็อป ไซต์งาน สตูดิโอ	a workshop, a jobsite, a studio	grupo	alternativoj	prononco
level	staleto	คอกม้าเล็กๆ แผงลอยเล็กๆ โรงเก็บของเล็กๆ	a small stable, a small stall, a small shed	grupo	alternativoj	prononco
level	korbeto	ตะกร้าใบเล็ก, พุนเน็ต	a small basket, a punnet	grupo	alternativoj	prononco
level	kolombeto	นกพิราบตัวเล็ก	a small pidgeon	grupo	alternativoj	prononco
level	cindrujo	ที่เขี่ยบุหรี่	an ashtray	grupo	alternativoj	prononco
level	telefone	บนโทรศัพท์	on a telephone	grupo	alternativoj	prononco
level	subito	ความฉับพลัน	suddenness	grupo	alternativoj	prononco
level	bakisto	คนทำขนมปัง	a baker	grupo	alternativoj	prononco
level	farejo	โรงเบียร์	a brewery	grupo	alternativoj	prononco
level	atestanto	พยาน	a witness	grupo	alternativoj	prononco
level	amplifikatoro	เครื่องขยายเสียง	an amplifier	grupo	alternativoj	prononco
level	zigzage	ในซิกแซก	in zigzag	grupo	alternativoj	prononco
level	koboldo	โคโบลด์ก็อบลิน	a kobold, a goblin	grupo	alternativoj	prononco
level	ordinala	ลำดับ	ordinal	grupo	alternativoj	prononco
level	ĉampioneco	การแข่งขันชิงแชมป์	a championship	grupo	alternativoj	prononco
level	aŭdantaro	ผู้ชม, ผู้ชม (=spektantaro)	audience, spectators (=spektantaro)	grupo	alternativoj	prononco
level	violonĉelo	เชลโล	a cello	grupo	alternativoj	prononco
level	kasedaparato	เครื่องเล่นเทป	a cassette player	grupo	alternativoj	prononco
level	kampadejo	ที่ตั้งแคมป์, ที่ตั้งแคมป์	a camping ground, a camping site	grupo	alternativoj	prononco
level	avido	ความโลภความโลภ	avidity, greediness	grupo	alternativoj	prononco
level	korono	โคโรนา	a corona	grupo	alternativoj	prononco
level	klarneto	คลาริเน็ต	a clarinet	grupo	alternativoj	prononco
level	tajpisto	พนักงานพิมพ์ดีด	a typist	grupo	alternativoj	prononco
level	tajpilo	เครื่องพิมพ์ดีด (เครื่องมือ) (=skribmaŝino)	a typewriter (tool) (=skribmaŝino)	grupo	alternativoj	prononco
level	lanfadeno	เนื้อละเอียด	a worsted	grupo	alternativoj	prononco
level	traveturo	ขับรถผ่าน	a drive-through	grupo	alternativoj	prononco
level	balisto	นักบัลลิสต้า	a ballista	grupo	alternativoj	prononco
level	vendota	สำหรับขาย	for sale	grupo	alternativoj	prononco
level	fervorulo	เป็นแฟน ผู้ศรัทธา ผู้คลั่งไคล้ ผู้กระตือรือร้น	a fan, a devotee, a zeelot, an enthusiast	grupo	alternativoj	prononco
level	hokeo	ฮ็อกกี้	a hockey	grupo	alternativoj	prononco
level	antibiotiko	ยาปฏิชีวนะ	an antibiotic	grupo	alternativoj	prononco
level	konfuzilo	สิ่งที่ทำให้เกิดความสับสน	something that confuses	grupo	alternativoj	prononco
level	ŝlagro	เพลงฮิต	a hit song	grupo	alternativoj	prononco
level	abako	ลูกคิด	an abacus	grupo	alternativoj	prononco
level	Adamo	อดัม	Adam	grupo	alternativoj	prononco
level	aklamo	เสียงไชโยโห่ร้อง (สนุกสนาน)	an acclamation (joyful)	grupo	alternativoj	prononco
level	akrobata trupo	กองทหารกายกรรม	acrobat troops	grupo	alternativoj	prononco
level	akvoralo	รางน้ำ	a water rail	grupo	alternativoj	prononco
level	alta tajdo	น้ำขึ้นสูง	a high tide	grupo	alternativoj	prononco
level	altruisto	ผู้เห็นแก่ผู้อื่น	an altruist	grupo	alternativoj	prononco
level	analekto	ทวารหนัก	an analecto	grupo	alternativoj	prononco
level	aperitivo	อาหารเรียกน้ำย่อย	an appetizer	grupo	alternativoj	prononco
level	arkeo	(เรือโนอาห์	(Noah's) ark	grupo	alternativoj	prononco
level	armistica linio	เส้นสงบศึก	a truce line	grupo	alternativoj	prononco
level	aŭtodidakto	autodidact บุคคลที่เรียนรู้ด้วยตนเอง	an autodidact, a self-taught person	grupo	alternativoj	prononco
level	bankizo	หมวกน้ำแข็ง, โฟล	a ice cap, a floe	grupo	alternativoj	prononco
level	baskulo	คันโยก, ตัวเหนี่ยวไก, ตัวส่ายไปมา	a bascule lever, a trigger, a teeter-totter	grupo	alternativoj	prononco
level	baskulponto	สะพานชัก, สะพานบาสคิว	a drawbridge, a bascule bridge	grupo	alternativoj	prononco
level	bazarkorbo	ถุงช้อปปิ้ง	a shopping bag	grupo	alternativoj	prononco
level	Betoveno	เบโธเฟน	Beethoven	grupo	alternativoj	prononco
level	bibliofilo	คนรักหนังสือ	a bibliophile	grupo	alternativoj	prononco
level	boaco	กวางเรนเดียร์	a reindeer	grupo	alternativoj	prononco
level	boksisto	นักมวย	a boxer	grupo	alternativoj	prononco
level	brizo	สายลม	a breeze	grupo	alternativoj	prononco
level	brodaĵo	งานปัก	an embroidery	grupo	alternativoj	prononco
level	bufro	บัฟเฟอร์, กันชน	a buffer, a bumper	grupo	alternativoj	prononco
level	buldozo	รถปราบดิน	a bulldozer	grupo	alternativoj	prononco
level	bumerango	บูมเมอแรง	a boomerang	grupo	alternativoj	prononco
level	burso (monujo)	กระเป๋าเงิน	a purse	grupo	alternativoj	prononco
level	celtabulo	เป้าหมาย	a target	grupo	alternativoj	prononco
level	centaŭro	เซนทอร์	Centaurus	grupo	alternativoj	prononco
level	cerba hemoragio	อาการตกเลือดในสมอง	a cerebral hemorrhage	grupo	alternativoj	prononco
level	deliraĵo	พูดบ้าๆ	a crazy talk	grupo	alternativoj	prononco
level	disertacio	วิทยานิพนธ์, วิทยานิพนธ์	a dissertation, a thesis	grupo	alternativoj	prononco
level	dormiranto	คนเดินละเมอ	a sleepwalker	grupo	alternativoj	prononco
level	duno	เนินทราย	a dune	grupo	alternativoj	prononco
level	duonpatrino	แม่เลี้ยง	a stepmother	grupo	alternativoj	prononco
level	elevatoro	ลิฟต์	an elevator	grupo	alternativoj	prononco
level	endoskopo	กล้องเอนโดสโคป	a endoscope	grupo	alternativoj	prononco
level	erinaco	เม่น	a hedgehog	grupo	alternativoj	prononco
level	ermito	ฤาษี	an hermit	grupo	alternativoj	prononco
level	eskadro (floto)	กองเรือ	a fleet	grupo	alternativoj	prononco
level	esperantologo	เอสเปรันโต-ศึกษา	Esperanto-Study	grupo	alternativoj	prononco
level	fajfilo	นกหวีด	a whistle	grupo	alternativoj	prononco
level	faladpupo	ของเล่นโรลี่โพลี	a roly poly toy	grupo	alternativoj	prononco
level	falĉilo	เคียว	a scythe	grupo	alternativoj	prononco
level	farbisto	จิตรกร	a painter	grupo	alternativoj	prononco
level	fasto	การถือศีลอด (งดอาหาร) การถือศีลอด	fasting (abstaining from food), fast	grupo	alternativoj	prononco
level	fazano	ไก่ฟ้า	a pheasant	grupo	alternativoj	prononco
level	figursketado	สเก็ตลีลา (=artsketado)	a figure skating (=artsketado)	grupo	alternativoj	prononco
level	flava sablero	ทรายสีเหลือง	a yellow sand	grupo	alternativoj	prononco
level	forcejo	เรือนกระจก	a greenhouse	grupo	alternativoj	prononco
level	forĝisto	ช่างเหล็ก ช่างเหล็กดำ	a smith, a black smith	grupo	alternativoj	prononco
level	forsitio	โรคฟอร์ซิเทีย	a forsythia	grupo	alternativoj	prononco
level	fortreso	ป้อมปราการ	a fortress	grupo	alternativoj	prononco
level	galerio	แกลเลอรี่	a gallery	grupo	alternativoj	prononco
level	garantiulo	ตัวประกัน	a hostage	grupo	alternativoj	prononco
level	gardrelo	ราวกั้น, รางนำ	a gard rail, a guide rail	grupo	alternativoj	prononco
level	gargaraĵo	บ้วนปาก	a gargle	grupo	alternativoj	prononco
level	gazono	สนามหญ้า	a lawn	grupo	alternativoj	prononco
level	glubendo	เทปกาว	an adhesive tape	grupo	alternativoj	prononco
level	gongo	ฆ้อง	a gong	grupo	alternativoj	prononco
level	grenado	ระเบิดมือ	a grenade	grupo	alternativoj	prononco
level	heredanto	ทายาท, ผู้รับผลประโยชน์, ผู้สืบทอด	an heir, a beneficiary, a successor	grupo	alternativoj	prononco
level	Herzberg	เฮิร์ซเบิร์ก	Herzberg	grupo	alternativoj	prononco
level	hipnotismo	การสะกดจิต	hypnotism	grupo	alternativoj	prononco
level	hirudo	ปลิง	a leech	grupo	alternativoj	prononco
level	homtruo	หลุมผู้ชาย	a man hole	grupo	alternativoj	prononco
level	huffero	เกือกม้ากีบ	a horseshoe, a hoof	grupo	alternativoj	prononco
level	huligano	อันธพาล	a hooligan	grupo	alternativoj	prononco
level	inkubatoro	ตู้ฟัก	an incubator	grupo	alternativoj	prononco
level	jahurto	โยเกิร์ต	yogurt	grupo	alternativoj	prononco
level	kablotramo (~trajno)	รถกระเช้าไฟฟ้า, รถรางเคเบิล	a funicular, a cable tram	grupo	alternativoj	prononco
level	kadro de pentraĵo	กรอบรูป	a frame of a picture	grupo	alternativoj	prononco
level	kalvulo	หัวล้าน	a bald headed	grupo	alternativoj	prononco
level	kamentubo	ปล่องไฟ	a chimney	grupo	alternativoj	prononco
level	kanjono	หุบเขาลึก	a canyon	grupo	alternativoj	prononco
level	kano	อ้อย	a cane	grupo	alternativoj	prononco
level	kapuĉo	หมวกคลุม, หมวก	a hood, a cowl	grupo	alternativoj	prononco
level	karaso	ปลาคาร์พไม้กางเขน	a crucian carp	grupo	alternativoj	prononco
level	kariertabelo	ประวัติย่อ	a résumé	grupo	alternativoj	prononco
level	karolo	แครอล	a carol	grupo	alternativoj	prononco
level	kasko	หมวกกันน็อค, หมวกแก๊ป	a helmet, a casque	grupo	alternativoj	prononco
level	kiraso	เกราะ, รถหุ้มเกราะ, แผ่นเกราะ	a armor, an armored car, armor plate	grupo	alternativoj	prononco
level	klaŭno	ตัวตลก	a clown	grupo	alternativoj	prononco
level	kokosujo (kokosarbo)	ต้นโกโก้	a cocoa tree	grupo	alternativoj	prononco
level	koloseo	โคลีเซียม	Coliseum	grupo	alternativoj	prononco
level	kolumbario	โกศ, สุสานใต้ดิน	a ossuary, a catacombo	grupo	alternativoj	prononco
level	komikulo	นักแสดงตลก	a comedian	grupo	alternativoj	prononco
level	kompakt-disko	คอมแพคดิสก์	a compact-disc	grupo	alternativoj	prononco
level	konsilanto	ที่ปรึกษา, ที่ปรึกษา	an adviser, a counsellor	grupo	alternativoj	prononco
level	kontanto	เงินสด	a cash money	grupo	alternativoj	prononco
level	konvekto	การพาความร้อน	a convection	grupo	alternativoj	prononco
level	krevmaizo	ป๊อปคอร์น	a popcorn	grupo	alternativoj	prononco
level	kriplulo	พิการ	a crippled	grupo	alternativoj	prononco
level	lafo	ลาวา	lava	grupo	alternativoj	prononco
level	lambastono	ไม้ค้ำยัน	a crutch	grupo	alternativoj	prononco
level	lampiro	หนอนเรืองแสง	a glow worm	grupo	alternativoj	prononco
level	leprulo	คนโรคเรื้อน	a leper	grupo	alternativoj	prononco
level	levilo (leviero)	คันโยก	a lever	grupo	alternativoj	prononco
level	lombardejo	โรงรับจำนำ	a pawnshop	grupo	alternativoj	prononco
level	lulkanto	เพลงกล่อมเด็ก	a lullaby	grupo	alternativoj	prononco
level	malalta tajdo	น้ำลง	a low tide	grupo	alternativoj	prononco
level	mefito	สกั๊งค์	a skunk	grupo	alternativoj	prononco
level	meteostacio	สถานีอุตุนิยมวิทยา	a meteostation	grupo	alternativoj	prononco
level	mielmonato	ฮันนี่มูน	a honey moon	grupo	alternativoj	prononco
level	mimo	ละครใบ้	a mime	grupo	alternativoj	prononco
level	miopulo	คนสายตาสั้น	a near-sighted person	grupo	alternativoj	prononco
level	mokso	การรมควัน	a moxibustion	grupo	alternativoj	prononco
level	montra ŝranko	ตู้โชว์	a showcase	grupo	alternativoj	prononco
level	mutacio	การกลายพันธุ์	a mutation	grupo	alternativoj	prononco
level	mutulo	คนใบ้	a mute person	grupo	alternativoj	prononco
level	nano	คนแคระ คนแคระ คนตัวเล็ก	a dwarf, a midget, a little person	grupo	alternativoj	prononco
level	NIFO	ยูเอฟโอ	UFO	grupo	alternativoj	prononco
level	noktoklubo	ไนท์คลับ	a nightclub	grupo	alternativoj	prononco
level	nutroĉeno	ห่วงโซ่อาหาร	a food chain	grupo	alternativoj	prononco
level	otario	นาก	an otter	grupo	alternativoj	prononco
level	palpebrumo	พริบตา, พริบตา	a wink, a blink	grupo	alternativoj	prononco
level	paralizito	คนเป็นอัมพาต	a palsied person	grupo	alternativoj	prononco
level	paŝtejo (ranĉo)	ทุ่งหญ้า	a pasture	grupo	alternativoj	prononco
level	pastoro	บาทหลวง	a pastor	grupo	alternativoj	prononco
level	paviliono	ศาลา	a pavilion	grupo	alternativoj	prononco
level	pediatro	กุมารแพทย์, กุมารแพทย์	a paediatrician, a pediatrist	grupo	alternativoj	prononco
level	pego	นกหัวขวาน	a woodpecker	grupo	alternativoj	prononco
level	pendola buso	รถบัสลูกตุ้ม	a pendulum bus	grupo	alternativoj	prononco
level	pesto	ศัตรูพืชโรคระบาด	pest, plague	grupo	alternativoj	prononco
level	pezlevo (-isto)	ยกน้ำหนัก (นักยกน้ำหนัก)	weightlifting (a weightlifter)	grupo	alternativoj	prononco
level	piĵamo	ชุดนอน, ชุดนอน	pajama, pyjama	grupo	alternativoj	prononco
level	planklumoj	ไฟหน้า	footlights	grupo	alternativoj	prononco
level	plastika kirurgo	ศัลยแพทย์ตกแต่ง	a plastic surgeon	grupo	alternativoj	prononco
level	pordfosto	เสาประตู	a doorpost	grupo	alternativoj	prononco
level	pordistejo	ห้องยาม ห้องภารโรง	a guard room, a janitor room	grupo	alternativoj	prononco
level	printempa ekvinokso	วันวสันตวิษุวัต	a spring equinox	grupo	alternativoj	prononco
level	projekciilo	โปรเจ็กเตอร์	a projector	grupo	alternativoj	prononco
level	prokuroro	อัยการ, อัยการ	a prosecutor, a procurator	grupo	alternativoj	prononco
level	pufpano (sponga ~)	ขนมปังคัสตาร์ด	a custard bread	grupo	alternativoj	prononco
level	pulio	ลูกรอก	a pulley	grupo	alternativoj	prononco
level	rabatvendo	การขายลดราคา	a discount sales	grupo	alternativoj	prononco
level	radaro	เรดาร์	a radar	grupo	alternativoj	prononco
level	radioaktiveco	กัมมันตภาพรังสี	a radioactivity	grupo	alternativoj	prononco
level	radioaparato	วิทยุ	a radio	grupo	alternativoj	prononco
level	remaĉado	ค่าตอบแทน	remunation	grupo	alternativoj	prononco
level	remilo	พาย	an oar	grupo	alternativoj	prononco
