B.sv content.tsv
Level	Esperanto	sv	en-us	Grupo	Alternativoj	Pronoco
level	seminarioj pri homaj rajtoj	seminarier om mänskliga rättigheter	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	mänskliga rättigheter och interkulturella relationer	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	cykel, husvagn, festival	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	till exempel seminarier, cykelhusvagnar och festivaler	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	språkfestivaler, bygga webbsidor	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	till exempel cykelhusvagnar, festivaler mm	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	ett seminarium om rättigheter och relationer	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	husvagn, festival, bygg mm	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	officiella organ som UNESCO	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	representerade i officiella organ	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	vi är också representerade	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	är representerad i olika organ	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	organ som European Youth Forum, UNESCO	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	ungdomssektionen i FN	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	olika organ som UNESCO och ungdomssektionen i FN	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	UNESCO och FN:s ungdomsavdelning	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	European Youth Forum och ungdomssektionen i FN	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	låter intressant	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	ett löv, att bläddra, en vind, att fläkta, esperanto, att njuta av esperanto	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	för mig räcker det att prata esperanto	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	att njuta av esperanto i en vecka eller två	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	en eller två veckor om året	one or two weeks a year	grupo	alternativoj	prononco
level	tamen por mi sufiĉas	dock räcker det för mig	however, it is enough for me	grupo	alternativoj	prononco
level	jes, oni trovu ~	ja, man borde hitta ~	yes, one should find ~	grupo	alternativoj	prononco
level	trovi ekvilibron	att hitta balans	to find balance	grupo	alternativoj	prononco
level	oni trovu sian ekvilibron	alla ska hitta sin egen balans	everyone should find one's own balance	grupo	alternativoj	prononco
level	mi sentas ke estas tro	Jag känner att det är för mycket	I feel it's too much	grupo	alternativoj	prononco
level	ĝuste nun mi sentas	just nu känner jag	right now I feel	grupo	alternativoj	prononco
level	mi sentas ke ~	Jag känner att ~	I feel that ~	grupo	alternativoj	prononco
level	sentas ke estas tro da ~	känns som att det finns för många ~	feels like there are too many ~	grupo	alternativoj	prononco
level	tro da Esperanto en mia vivo	för mycket esperanto i mitt liv	too much Esperanto in my life	grupo	alternativoj	prononco
level	estas tro da Esperanto en mia vivo	det finns för mycket esperanto i mitt liv	there is too much Esperanto in my life	grupo	alternativoj	prononco
level	ĉu vi estas membro?	är du medlem?	are you a member?	grupo	alternativoj	prononco
level	ĉu vi estas membro de organizo?	är du medlem i en organisation?	are you a member of an organization?	grupo	alternativoj	prononco
level	membro de iu alia organizo	medlem i någon annan organisation	a member of some other organization	grupo	alternativoj	prononco
level	ne vere organizo, sed ~	egentligen inte en organisation, men ~	not really an organization, but ~	grupo	alternativoj	prononco
level	sed mi ludas gitaron	men jag spelar gitarr	but I play guitar	grupo	alternativoj	prononco
level	ludas gitaron en bando	spelar gitarr i ett band	plays guitar in a band	grupo	alternativoj	prononco
level	bele! mi tre ŝatas	trevlig! jag gillar verkligen	nice! I really like	grupo	alternativoj	prononco
level	mi ŝatas kanti	jag tycker om att sjunga	I like to sing	grupo	alternativoj	prononco
level	tre ŝatas kanti	gillar att sjunga väldigt mycket	likes to sing very much	grupo	alternativoj	prononco
level	kian muzikon vi ludas?	vad spelar du för musik?	what kind of music do you play?	grupo	alternativoj	prononco
level	nu, estas simpla popo	Tja, det är enkel pop	well, it's simple pop	grupo	alternativoj	prononco
level	ni ĵus fondis la bandon	vi har precis startat bandet	we just started the band	grupo	alternativoj	prononco
level	sed eventuale ni ludos	men så småningom kommer vi att spela	but eventually we will play	grupo	alternativoj	prononco
level	ni ludis dum la IJK	vi spelade under IJK	we played during the IJK	grupo	alternativoj	prononco
level	ludos dum la venonta IJK	kommer att spela under nästa IJK	will play during the next IJK	grupo	alternativoj	prononco
level	mi jam antaŭĝojas!	Jag ser redan fram emot det!	I'm already looking forward to it!	grupo	alternativoj	prononco
level	nur diru se vi bezonas ~	säg bara om du behöver ~	just say if you need ~	grupo	alternativoj	prononco
level	bezonas iun helpkantiston	behöver någon backup sångare	needs some backup singer	grupo	alternativoj	prononco
level	se vi bezonas helpkantiston	om du behöver en backup sångare	if you need a backup singer	grupo	alternativoj	prononco
level	kial ne? eble vi volas ~	varför inte? kanske du vill ~	why not? maybe you want ~	grupo	alternativoj	prononco
level	vi volas kanti ion nun	du vill sjunga något nu	you want to sing something now	grupo	alternativoj	prononco
level	mi povas ludi gitaron	Jag kan spela gitarr	I can play guitar	grupo	alternativoj	prononco
level	vi volas kanti kaj mi povas ludi	du vill sjunga och jag kan spela	you want to sing and I can play	grupo	alternativoj	prononco
level	kanti ion nun kaj ludi gitaron	att sjunga något nu och att spela gitarr	to sing something now and to play guitar	grupo	alternativoj	prononco
level	jes, mi ŝatus tion	Ja, det skulle jag vilja	yes, I would like that	grupo	alternativoj	prononco
level	venigi mian gitaron	att ta med min gitarr	to bring my guitar	grupo	alternativoj	prononco
level	tuj venigos mian gitaron	kommer att ta med min gitarr direkt	will bring my guitar right away	grupo	alternativoj	prononco
level	tre bone, mi venigos gitaron	mycket bra, jag tar med en gitarr	very well, I'll bring a guitar	grupo	alternativoj	prononco
level	mi tuj venigos mian gitaron	Jag tar med min gitarr direkt	I'll bring my guitar right away	grupo	alternativoj	prononco
level	atendas vian revenon	väntar på din återkomst	waits for your return	grupo	alternativoj	prononco
level	via espereble rapida reveno	din förhoppningsvis snabba återkomst	your hopefully speedy return	grupo	alternativoj	prononco
level	mi atendas rapidan revenon	Jag förväntar mig en snabb retur	I expect a quick return	grupo	alternativoj	prononco
level	atendas vian espereble rapidan revenon	väntar på din förhoppningsvis snabba återkomst	waits for your hopefully speedy return	grupo	alternativoj	prononco
level	du tagojn poste	två dagar senare	two days later	grupo	alternativoj	prononco
level	ekster la dancejo	utanför dansgolvet	outside the dance floor	grupo	alternativoj	prononco
level	tagojn poste, ekster la dancejo	dagar senare, utanför dansgolvet	days later, outside the dance floor	grupo	alternativoj	prononco
level	ej Kabe, vi aspektas ~	hej Kabe, du ser ~	hey Kabe, you look ~	grupo	alternativoj	prononco
level	vi aspektas feliĉega	du ser väldigt glad ut	you look very happy	grupo	alternativoj	prononco
level	jes, mi estas ~	ja, jag är ~	yes, I am ~	grupo	alternativoj	prononco
level	bele, mi ĝojas!	fint, jag är glad!	nicely, I'm glad!	grupo	alternativoj	prononco
level	kongreso plaĉas al vi?	gillar du kongressen?	do you like congress?	grupo	alternativoj	prononco
level	ĉu la kongreso tiom plaĉas al vi?	gillar du kongressen så mycket?	do you like the congress that much?	grupo	alternativoj	prononco
level	jes kaj ne	Ja och nej	yes and no	grupo	alternativoj	prononco
level	certe mi tre kontentas	Jag är säker på att jag är väldigt nöjd	I'm sure I'm very satisfied	grupo	alternativoj	prononco
level	tre kontentas pri IJK	är mycket nöjd med IJK	is very satisfied with IJK	grupo	alternativoj	prononco
level	sed estas io alia	men det finns något annat	but there is something else	grupo	alternativoj	prononco
level	io alia, kio feliĉigas min	något annat, som gör mig glad	something else, that makes me happy	grupo	alternativoj	prononco
level	estas io kio feliĉigas ~	är något som gör ~	is something that makes ~	grupo	alternativoj	prononco
level	pli ĝuste dirite	mer korrekt sagt	more correctly said	grupo	alternativoj	prononco
level	estas iu, kiu batigas ~	det finns någon som slår ~	there is someone who beats ~	grupo	alternativoj	prononco
level	iu kiu batigas mian koron	någon som får mitt hjärta att slå	someone who makes my heart beat	grupo	alternativoj	prononco
level	diru, diru, ĉu vi enamiĝis?	säg, säg, har du blivit kär?	say, say, have you fallen in love?	grupo	alternativoj	prononco
level	enamiĝis al iu knabino	blev kär i någon tjej	fell in love with some girl	grupo	alternativoj	prononco
level	ĉu vi enamiĝis al knabino?	blev du kär i en tjej?	did you fall in love with a girl?	grupo	alternativoj	prononco
level	ne certas ĉu mi enamiĝis	är inte säker på om jag blev kär	is not sure if I fell in love	grupo	alternativoj	prononco
level	ne certas, sed sentiĝas bone	är inte säker, men det känns bra	is not sure, but it feels good	grupo	alternativoj	prononco
level	mi ne certas ĉu mi jam enamiĝis	Jag är inte säker på om jag är kär än	I'm not sure if I'm in love yet	grupo	alternativoj	prononco
level	sed sentiĝas tre bone	men det känns väldigt bra	but it feels very good	grupo	alternativoj	prononco
level	ŝi eĉ kisis min	hon kysste mig till och med	she even kissed me	grupo	alternativoj	prononco
level	kisis min sur la buŝon	kysste mig på läpparna	kissed me on the lips	grupo	alternativoj	prononco
level	eĉ kisis min dum labambo	till och med kysste mig under La Bamba	even kissed me during La Bamba	grupo	alternativoj	prononco
level	mirinde kian kison	fantastiskt vilken kyss	amazing what a kiss	grupo	alternativoj	prononco
level	kian kison ŝi donis!	vilken kyss hon gav!	what a kiss she gave!	grupo	alternativoj	prononco
level	bonege! nun mi komprenas	bra! Nu förstår jag	great! now I understand	grupo	alternativoj	prononco
level	komprenas kial vi elradias	förstår varför du strålar	understands why you are radiating	grupo	alternativoj	prononco
level	vi elradias tiom da ĝojo	du utstrålar så mycket glädje	you exude so much joy	grupo	alternativoj	prononco
level	fakte, io simila okazis	i själva verket hände något liknande	in fact, something similar happened	grupo	alternativoj	prononco
level	io simila okazis al mi	något liknande hände mig	something similar happened to me	grupo	alternativoj	prononco
level	sed mi pensis ke ~	men jag trodde att ~	but I thought that ~	grupo	alternativoj	prononco
level	pensis ke vi ne ŝatas ~	trodde att du inte gillade ~	thought you didn't like ~	grupo	alternativoj	prononco
level	vi ne ŝatas labambumi	du gillar inte att dansa på La Bamba	you don't like dance on La Bamba	grupo	alternativoj	prononco
level	prave, ne okazis	rätt, det hände inte	right, it didn't happen	grupo	alternativoj	prononco
level	okazis en la dancejo	hände på dansgolvet	happened in the dance floor	grupo	alternativoj	prononco
level	ne okazis en dancejo	det hände inte på ett dansgolv	it didn't happen on a dance floor	grupo	alternativoj	prononco
level	sed en la Gufujo	men i te tvättstugan (Owlery)	but in the tea launge(Owlery)	grupo	alternativoj	prononco
level	kaj ne estis kiso	och det var inte kyss	and it was not kiss	grupo	alternativoj	prononco
level	ne kiso sed tamen io ĝojiga	inte en kyss men ändå något glädjande	not a kiss but still something gratifying	grupo	alternativoj	prononco
level	sed tamen io tre ĝojiga	men ändå något mycket glädjefullt	but nevertheless something very joyful	grupo	alternativoj	prononco
level	do, rakontu!	så berätta!	so, tell!	grupo	alternativoj	prononco
level	mi ne scias kion diri	Jag vet inte vad jag ska säga	I don't know what to say	grupo	alternativoj	prononco
level	ne scias kion diri vere	vet inte vad jag ska säga riktigt	don't know what to say really	grupo	alternativoj	prononco
level	nenio speciala okazis	inget speciellt hände	nothing special happened	grupo	alternativoj	prononco
level	almenaŭ ankoraŭ ne okazis	det har åtminstone inte hänt än	at least it hasn't happened yet	grupo	alternativoj	prononco
level	sed mi iel sentis ~	men jag kände mig på något sätt ~	but I somehow felt ~	grupo	alternativoj	prononco
level	sentis ke ŝi tre ŝatas min	kände att hon gillar mig väldigt mycket	felt that she likes me very much	grupo	alternativoj	prononco
level	iel sentis ke ŝi tre ŝatas min	kände på något sätt att hon gillar mig väldigt mycket	somehow felt that she likes me very much	grupo	alternativoj	prononco
level	ŝi ŝatas min kaj mi ŝin	hon gillar mig och jag gillar henne	she likes me and I like her	grupo	alternativoj	prononco
level	ni longe babilis pri ~	vi pratade länge om ~	we chatted for a long time about ~	grupo	alternativoj	prononco
level	longe babilis pri muziko	hade en lång pratstund om musik	had a long chat about music	grupo	alternativoj	prononco
level	kaj poste kantis kune	och sedan sjöng tillsammans	and then sang together	grupo	alternativoj	prononco
level	mi pensas ke ŝi flirtumis	Jag tror att hon flirtade	I think she was flirting	grupo	alternativoj	prononco
level	ŝi flirtumis kun mi	hon flirtade med mig	she was flirting with me	grupo	alternativoj	prononco
level	estis tre agrable	det var väldigt trevligt	it was very nice	grupo	alternativoj	prononco
level	kiel diras via amiko de Kanado	som din vän från Kanada säger	as your friend from Canada says	grupo	alternativoj	prononco
level	"Malfeke!", kiel diras amiko de Kanado	&quot;Shit good!&quot;, som en vän från Kanada säger	"Shit good!", as a friend from Canada says	grupo	alternativoj	prononco
level	jes, vere! mi esperas ~	Ja verkligen! Jag hoppas ~	yes, really! I hope ~	grupo	alternativoj	prononco
level	renkonti ŝin baldaŭ denove	att träffa henne snart igen	to meet her again soon	grupo	alternativoj	prononco
level	esperas renkonti ŝin denove	hoppas få träffa henne igen	hopes to meet her again	grupo	alternativoj	prononco
level	mi esperas renkonti ŝin baldaŭ	Jag hoppas få träffa henne snart	I hope to meet her soon	grupo	alternativoj	prononco
level	same mi	samma jag	same me	grupo	alternativoj	prononco
level	ĉe lago proksime de ~	vid en sjö nära ~	at a lake near ~	grupo	alternativoj	prononco
level	lago proksime de kongresejo	en sjö nära en kongressplats	a lake near a congress place	grupo	alternativoj	prononco
level	proksime de la kongresejo	nära kongresshallen	near the congress hall	grupo	alternativoj	prononco
level	ho, ankaŭ vi estas ~	åh, du är också ~	oh, you are too ~	grupo	alternativoj	prononco
level	ankaŭ vi estas ĉi tie!?	du är här också!?	you are here too!?	grupo	alternativoj	prononco
level	jes, mi renkontos ~	ja, jag kommer att träffa ~	yes, I will meet ~	grupo	alternativoj	prononco
level	renkontos amikon ĉi tie baldaŭ	ska träffa en vän här snart	will meet a friend here soon	grupo	alternativoj	prononco
level	por privata interparolo	för ett privat samtal	for a private conversation	grupo	alternativoj	prononco
level	renkontos amikon por privata interparolo	ska träffa en vän för ett privat samtal	will meet a friend for a private conversation	grupo	alternativoj	prononco
level	do, mi ŝatus peti vin ~	så jag skulle vilja fråga dig ~	so, I would like to ask you ~	grupo	alternativoj	prononco
level	mi ŝatus peti vin foriri	Jag skulle vilja be dig att lämna	I'd like to ask you to leave	grupo	alternativoj	prononco
level	nu, tio ne eblas	det är inte möjligt	well, that's not possible	grupo	alternativoj	prononco
level	tute ne eblas fakte	är inte alls möjligt faktiskt	is not possible at all actually	grupo	alternativoj	prononco
level	kial? estas tre grava por mi!	Varför? det är väldigt viktigt för mig!	why? it is very important to me!	grupo	alternativoj	prononco
level	tiu ĉi renkonto estas tre grava	detta möte är mycket viktigt	this meeting is very important	grupo	alternativoj	prononco
level	do, bonvolu lasi min	så snälla släpp mig	so please let me go	grupo	alternativoj	prononco
level	bonvolu lasi min sola	lämna mig ifred	please leave me alone	grupo	alternativoj	prononco
level	kiel mi ĵus diris,	som jag nyss sa,	like I just said,	grupo	alternativoj	prononco
level	mi diris, tio ne eblas	Jag sa, det är inte möjligt	I said, that is not possible	grupo	alternativoj	prononco
level	amiko de mi baldaŭ aperos	en vän till mig dyker upp snart	a friend of mine will appear soon	grupo	alternativoj	prononco
level	ĉar ankaŭ amiko baldaŭ aperos	för en vän kommer snart också att dyka upp	because a friend will soon appear too	grupo	alternativoj	prononco
level	ankaŭ amiko aperos ĉi tie	en vän kommer också att dyka upp här	a friend will also appear here	grupo	alternativoj	prononco
level	damne, tipe ke ĝuste nun	fan, typiskt så just nu	damn, typically that right now	grupo	alternativoj	prononco
level	fakte temas pri la knabino	egentligen handlar det om tjejen	actually it's about the girl	grupo	alternativoj	prononco
level	la knabino, pri kiu mi rakontis	flickan, som jag berättade om	the girl, whom I told about	grupo	alternativoj	prononco
level	ŝia nomo estas Jesi cetere	hon heter förresten Jesi	her name is Jesi by the way	grupo	alternativoj	prononco
level	gekaraj! bonege ke vi povis veni	pojkar och flickor! bra att du kunde komma	boys and girls! great that you could come	grupo	alternativoj	prononco
level	mi tiom ĝojas vidi vin	Jag är så glad att se dig	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	jag är glad att se dig igen	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	men du ser ~	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	du ser chockad och förvirrad ut	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	chockad och på något sätt förvirrad	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	självklart	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	så jag antar ~	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	du har redan det	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	förstår hur det är, eller hur?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	antar att du redan förstått	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	redan förstått hur det är	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	Jag förstår ingenting!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	Jag tror att jag inte vill ha ~	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	vill inte förstå	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	Jag vill inte förstå	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	men det är inte komplicerat!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	Låt mig förklara	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	när Ina sa till mig	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	berättade om sin egen vän	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	en vän som lärde sig esperanto	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	lärde sig esperanto mycket snabbt	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	en vän som heter Kabe	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	Jag har fångat det ~	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	Jag förstod att ni två redan känner varandra	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	ni två känner varandra redan	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	Ja men. men vad?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	hade intrycket att ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	vi hade båda intrycket	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	du flirtade med oss och	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	intrycket av att du flörtade med oss	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	fullständigt rätt!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	det var därför jag ville prata	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	Jag ville prata med dig	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	att prata med er båda nu	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	lyssna på mig snälla	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	Jag gillar ofta ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	gillar flera personer samtidigt	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	Jag gillar flera personer	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	det spelar ingen roll om det är ~	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	oavsett om det är en man eller en kvinna	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	och under IJK hände ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	det hände att jag blev kär	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	Jag blev kär i er båda!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	och vi båda till dig	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	tydligen oss till dig	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	vänta lite, jag är trött	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	så trött att jag knappt kan ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	Jag kan knappt tänka	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	förstod jag rätt att ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	Ja! ta en titt	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	med ett glatt ansikte	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	drog ett stort hjärta	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	drog ett stort hjärta i sanden	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	i sanden och skrev i den	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	skrev i den &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	sa efter en extra tanke	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	efter att ha tänkt sa &quot;det här är vår IJK&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	och de brast ut i skratt!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	alla brast ut i skratt!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	efter en sekunds eftertanke och de skrattade	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	Kabe sa &quot;det här är vår IJK&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	har du skickat ansökningsformuläret?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	lämnat in en anmälningsblankett till en lokalförening	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	beställs som grupp genom föreningen	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	skickas via e-post	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	fått en bekräftelse på registreringen	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	kunde inte hitta var man skulle skicka in ett registreringsformulär	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	finns det ett ansökningsformulär online?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	har du skickat in en pappersbeställning?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	måste någon betala i euro?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	går det att betala på plats?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	betalat men inte fått något kvitto	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	kan betala som grupp genom det lokala samhället	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	finns det en återbetalning om den inte finns?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	beställde inte något speciellt program	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	hur kan någon beställa extra?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	hur kan någon betala för en extra beställning?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	kan vi se en lista över registrerade?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	mitt namn finns inte i listan över registrerade	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	kan du kolla listan?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	efter beställningstidens utgång	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	kan någon vara med mer?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	att boka hotell tillsammans	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	någon bokar hotell, vill du följa med?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	om det fanns ett ledigt rum vill jag boka det	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	är det möjligt att boka hotell på plats?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	ska vi köpa en flygbiljett tillsammans?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	biljett från vilket datum	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	ska vi följa med dig till flygplatsen?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	finns det en guide på flygplatsen?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	måste någon gå till kongressplatsen själv?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	kongressplatsens biljettkontor	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	Jag har betalat men min namnskylt kan inte hittas	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	vill anmäla sig på plats	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	betalas i grupp, men varför är det inte markerat?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	en konferensväska med konferensbok och annat informationsmaterial	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	rektors sal, utställning	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	öppning och stängning	opening and closing	grupo	alternativoj	prononco
